split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
test,-1.6630810499191284,-4.670259952545166,2.0173070430755615,-0.8065897226333618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.25235414505004883,0.8626244068145752,-4.601576805114746,-7.527310848236084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.489733695983887,-4.867692947387695,-6.058271408081055,-2.0930800437927246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4898625612258911,-0.018261035904288292,-0.8655296564102173,-0.6102632880210876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8629710674285889,-1.2494617700576782,-1.9000749588012695,-1.3813477754592896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.248408317565918,-1.1718122959136963,-4.2869439125061035,-0.9252203106880188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.115494966506958,-3.3842649459838867,0.01810140535235405,-0.054113004356622696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.922375202178955,-1.7647716999053955,-1.598096251487732,-2.0425307750701904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0494349002838135,-1.2539334297180176,0.7973782420158386,4.255104064941406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1276333332061768,-6.129690647125244,-3.133488893508911,-2.9257707595825195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.215518474578857,0.8055751323699951,-1.1088703870773315,6.302639007568359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.649566173553467,0.27697575092315674,1.6967397928237915,-8.300240516662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1825839281082153,-0.07442532479763031,-0.9337732791900635,-0.399691641330719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.825953245162964,-1.1348450183868408,-2.4880290031433105,-0.9209792613983154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.05497419089078903,1.546986699104309,-3.273425340652466,-1.539438009262085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.19946454465389252,-2.36458420753479,0.721457839012146,-0.1553884893655777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.7847723960876465,0.05201112478971481,-0.05631168931722641,-3.7575042247772217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.301366329193115,0.7268192172050476,-3.215085029602051,-1.617879033088684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.029783248901367,-1.7162314653396606,-3.8803865909576416,0.5900670289993286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.0288147926330566,5.711870193481445,2.118703842163086,3.983717203140259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.207855701446533,-3.2500290870666504,0.747348427772522,-8.154705047607422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8677923083305359,-0.39619123935699463,-1.6143993139266968,-0.09397586435079575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4395766258239746,1.9668294191360474,-2.053640127182007,-0.44183099269866943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0866847038269043,0.7301884293556213,-3.3226819038391113,-2.6809091567993164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.0147132873535156,3.0551726818084717,0.1739514023065567,1.2241244316101074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0782344341278076,-1.9544157981872559,1.5247173309326172,1.2613804340362549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.738873302936554,-0.6462498903274536,3.6220149993896484,2.1416516304016113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.635100841522217,2.4539737701416016,-6.798135757446289,-4.022098064422607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.562098741531372,-3.344022512435913,-8.379609107971191,1.8473856449127197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0647852420806885,-0.49488359689712524,6.9827423095703125,1.8118369579315186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.5394599437713623,0.32525312900543213,-1.4302978515625,0.13725492358207703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8343855142593384,1.1756764650344849,-3.3791403770446777,0.3079875409603119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9200884103775024,1.0492627620697021,-3.588214635848999,-2.2848641872406006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2483763694763184,0.05101604387164116,-2.331010341644287,0.2370574027299881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.171839475631714,-4.481960296630859,-0.9124475121498108,0.5377538204193115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9630830883979797,5.315225601196289,-0.24563740193843842,-0.5464081764221191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.246591329574585,1.4466043710708618,-1.788840651512146,-7.090144157409668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.093258857727051,3.4368739128112793,-5.067957878112793,5.305654525756836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.839036464691162,-4.433428764343262,-0.7224428057670593,7.362159729003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1634901762008667,0.7986818552017212,-1.7685353755950928,-0.7867621183395386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7733323574066162,-0.5632742047309875,-1.5131686925888062,-1.8382316827774048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4478800296783447,2.718132257461548,-1.262908697128296,-1.6847046613693237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.228699207305908,0.5357624888420105,-2.5050101280212402,-0.2352961301803589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.494321584701538,-0.83136385679245,-3.2596726417541504,4.436041355133057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.748790264129639,3.05110239982605,2.1374239921569824,-1.9774278402328491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7190848588943481,-2.4566235542297363,-5.888535499572754,-5.1378984451293945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4587080776691437,1.5105865001678467,-3.957396984100342,7.2455573081970215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.38864278793335,-3.3932342529296875,1.9531478881835938,-2.39501690864563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.9526822566986084,-0.5002199411392212,-2.4451448917388916,-0.0945233702659607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5237290859222412,1.7228904962539673,-1.5899940729141235,0.9955117106437683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.06648536026477814,-1.199707269668579,-1.118841290473938,-2.1512906551361084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1848666667938232,-0.267633318901062,-0.9315488934516907,2.4093551635742188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6815639734268188,1.5424141883850098,0.9126734137535095,-2.384862184524536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.7031989097595215,1.6033912897109985,-4.984029769897461,-4.008056640625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.682797431945801,0.967598557472229,-5.105714321136475,0.8082220554351807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.515369415283203,-1.9660842418670654,2.6674702167510986,1.0335952043533325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7958831787109375,0.08726777136325836,-6.326765537261963,-7.150562763214111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.336759567260742,0.40401750802993774,-2.034618616104126,-0.878105640411377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2496349811553955,1.4729608297348022,-2.67071270942688,0.8207457065582275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.219215154647827,2.0603177547454834,-2.806117296218872,-2.215398073196411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.859318256378174,-1.6632000207901,-2.805382490158081,2.969144582748413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.124168872833252,1.7248327732086182,1.3552452325820923,-3.769939422607422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.009040355682373,0.8470674753189087,1.7989500761032104,-3.2735612392425537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.7141709327697754,-2.8430557250976562,-6.873682498931885,3.3410820960998535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1874332427978516,7.222590923309326,-1.3477959632873535,-3.9144580364227295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.47102034091949463,-4.535800933837891,2.469590425491333,6.078339099884033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.63986337184906,0.1533217877149582,-2.28720760345459,-1.0676883459091187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7273988723754883,1.4575212001800537,-2.849301815032959,-0.25458213686943054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.23361152410507202,1.5518498420715332,-3.2894320487976074,-1.8323346376419067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4961214065551758,3.4838101863861084,-1.538979411125183,-2.4228906631469727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.983344554901123,2.1419894695281982,-2.4462244510650635,-3.33247447013855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.7605299949645996,-1.5355644226074219,2.117002487182617,-3.946739912033081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.24714694917201996,-2.0212981700897217,-5.675858497619629,4.79047966003418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.304326057434082,-2.810868501663208,-4.885756492614746,1.0075099468231201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.134328365325928,-7.593071460723877,-4.433880805969238,-1.5885037183761597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.291750907897949,-0.09012613445520401,-1.0354305505752563,0.009730685502290726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.165583848953247,1.8757902383804321,-0.8616324663162231,-0.12806536257266998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0891097784042358,0.0375930555164814,-4.274942398071289,-1.7302775382995605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4634177088737488,-2.246397018432617,-4.125555515289307,-0.2724399268627167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.2491064071655273,-2.8739399909973145,-3.6770496368408203,1.6563624143600464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.091009140014648,-1.9589240550994873,-2.7144715785980225,4.132265567779541,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.20456744730472565,4.287315368652344,-3.0606608390808105,4.937699794769287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9969132542610168,-2.094578266143799,-9.190072059631348,1.5481890439987183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.823230504989624,-2.4772353172302246,3.7905592918395996,-5.027870178222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8808081150054932,0.1282818615436554,-2.6376748085021973,0.19277864694595337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5858352780342102,-0.47600406408309937,-1.6055076122283936,1.3190795183181763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.200769901275635,-1.3301618099212646,-1.3596954345703125,-0.767181396484375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2096703052520752,-0.8786196112632751,-5.586942672729492,-0.21698735654354095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.773824691772461,-1.2976897954940796,-4.076820373535156,-4.260521411895752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6985294818878174,-0.7684086561203003,1.0978009700775146,-4.8469438552856445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.084035873413086,-0.026106037199497223,-4.409580707550049,5.2821574211120605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5683171153068542,2.787135362625122,5.587869167327881,-1.6256585121154785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.16402636468410492,5.55556583404541,-6.948635578155518,-4.9689764976501465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.052378535270691,0.7086438536643982,-1.2097119092941284,-0.28571557998657227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6002777814865112,1.0820891857147217,-3.153120279312134,-0.14731569588184357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9640345573425293,1.4738044738769531,-0.9924536347389221,2.345142126083374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.613688588142395,0.5237168073654175,0.5490882992744446,2.0789413452148438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.549397945404053,-2.5379161834716797,-0.5802837014198303,2.631223440170288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.1441893577575684,-2.7793080806732178,-0.971332311630249,1.6474237442016602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9256110191345215,3.018756628036499,-0.5082980990409851,-3.0195953845977783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.138366222381592,6.301769256591797,-0.5068541169166565,0.9715227484703064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.925160884857178,7.96567964553833,-3.6231698989868164,2.2152199745178223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.387413740158081,-0.5391424298286438,-1.8379848003387451,-0.11024551093578339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5168631076812744,-1.085776448249817,-3.0787501335144043,-0.17555339634418488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1992501020431519,1.7793810367584229,0.6078515648841858,0.5240644812583923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.375890254974365,-1.1558740139007568,-4.135271072387695,-1.3815809488296509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5856324434280396,-1.1234732866287231,0.4767031669616699,-3.004981756210327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.69765567779541,-3.964592218399048,-0.47305938601493835,-4.270183086395264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.4477858543395996,-6.572661876678467,-3.004399299621582,-1.4864931106567383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8146265745162964,4.2388763427734375,-7.462392807006836,1.350262999534607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,9.567378044128418,0.11811211705207825,-5.655207633972168,-2.112544536590576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4719997644424438,0.8182463645935059,-1.5936167240142822,0.47585833072662354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.166839599609375,0.7667005062103271,-0.5654715895652771,-1.622126579284668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9065485000610352,1.0672247409820557,1.0835113525390625,0.05585522949695587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1181936264038086,-0.5609763264656067,-2.9743547439575195,3.229321002960205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.701714277267456,-1.1602534055709839,2.226870536804199,-2.952948808670044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2312204837799072,-1.1334253549575806,-3.4238269329071045,5.365174293518066,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1763991117477417,-0.8531122207641602,-6.3017578125,-5.42292594909668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2552295923233032,4.981291770935059,-2.9584462642669678,6.025445461273193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.76430606842041,6.180434703826904,-7.296525001525879,-3.3219356536865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.466919183731079,-0.43023017048835754,-1.9369357824325562,-0.3055753707885742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.435566246509552,0.6932709217071533,-3.142791271209717,-0.6955990791320801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2577450275421143,0.8555178046226501,-4.120753765106201,1.3761879205703735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5459650754928589,0.056694503873586655,-4.444936752319336,-2.167480945587158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.415502548217773,1.7096612453460693,-1.3447827100753784,-0.22468939423561096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0740739107131958,0.28532645106315613,-6.808110237121582,-3.393602132797241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.6792521476745605,6.905651092529297,-3.2589664459228516,0.1594950407743454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.0452537536621094,0.3102579116821289,-8.58591079711914,-3.360023021697998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.978043556213379,2.065117359161377,-6.418992519378662,5.594108581542969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2219738960266113,-0.0965958759188652,-1.8316645622253418,-1.0728398561477661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.07098449766635895,1.0235403776168823,-2.1585187911987305,-0.31720224022865295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5539725422859192,1.9907358884811401,-3.814222574234009,0.09380006790161133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2768802642822266,1.4137543439865112,1.8418660163879395,-1.2951157093048096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.6125705242156982,-0.2679177522659302,-1.764993667602539,-5.11862850189209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.244727373123169,-4.166509628295898,-2.26619553565979,-1.5110223293304443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9519697427749634,-4.093687057495117,-2.320272922515869,-5.7524003982543945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.381561279296875,-1.9985178709030151,-2.9840431213378906,-3.046778678894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0379670858383179,-1.2969419956207275,5.093618392944336,4.7402119636535645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5891878604888916,-0.5747895240783691,-1.084179162979126,-0.34716618061065674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3438911437988281,-1.6150164604187012,-0.9073206186294556,-0.434285968542099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.905927062034607,-2.1065685749053955,-0.07149185985326767,-1.2326656579971313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1842024326324463,-2.3620870113372803,-1.8969156742095947,-2.94248366355896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6930744647979736,-2.9989383220672607,-1.9458783864974976,1.6824215650558472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9973902702331543,1.6249536275863647,1.2605611085891724,4.5748066902160645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.1634207963943481,0.31614449620246887,-2.900998592376709,6.06541633605957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.1974845975637436,7.231010437011719,1.3841111660003662,-1.5971457958221436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9538040161132812,-5.303817272186279,4.524890899658203,1.9839673042297363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.3021438121795654,-0.4806624948978424,-1.4279190301895142,-0.5510048270225525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.704268455505371,1.066859245300293,-0.9220672249794006,0.9723577499389648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6219234466552734,-1.7624057531356812,0.3493945598602295,-0.3929569721221924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5551818609237671,0.8240980505943298,-4.423506259918213,2.4483730792999268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.166243076324463,-2.498628854751587,2.184335231781006,-0.7412513494491577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2391767501831055,3.8271641731262207,-1.0708889961242676,4.2048444747924805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.428188800811768,3.728325843811035,2.010052442550659,-3.05899715423584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.288294315338135,3.0376827716827393,-4.57647180557251,-3.6986241340637207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.1815156638622284,-8.511885643005371,-2.824345588684082,0.9072474241256714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6931062936782837,0.3725917339324951,-0.8153465986251831,-0.49980515241622925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.547014057636261,0.07914327830076218,-2.5102994441986084,1.2359306812286377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3042879104614258,-2.1877329349517822,-2.367389440536499,-1.338309645652771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.7562637329101562,2.1807467937469482,-1.1597436666488647,-2.9143521785736084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.845945358276367,3.3350627422332764,-4.791374683380127,0.7520747184753418,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1590938568115234,-3.4106600284576416,1.6451836824417114,-3.318063497543335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8705291748046875,-0.40194958448410034,2.4723522663116455,-0.39843568205833435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.779536247253418,-2.761927843093872,-1.5043452978134155,6.9193434715271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.1775767058134079,0.36494216322898865,-5.949641227722168,-7.962294578552246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3048990964889526,-0.4777001142501831,-1.5165196657180786,0.4113934636116028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5200729370117188,-1.2717338800430298,-2.8109707832336426,-0.5991201996803284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4130261540412903,-1.7891936302185059,-2.500619649887085,0.30207014083862305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.641259670257568,0.8887150287628174,-2.54249906539917,2.239759922027588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.978053092956543,-2.532599449157715,-5.947182655334473,0.07412224262952805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.7833597660064697,-1.1353397369384766,-6.736109733581543,2.0274605751037598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.832118511199951,0.7943786382675171,1.5988155603408813,3.066959857940674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.6560893058776855,1.2482490539550781,-4.294363021850586,5.395750522613525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.962222099304199,-5.647135257720947,4.193447589874268,-1.3371843099594116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7210100889205933,0.944328248500824,-1.3367106914520264,-0.673722505569458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7420431971549988,-0.07085184007883072,-2.2065320014953613,-1.9156439304351807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9673758149147034,0.15420514345169067,-1.5908325910568237,-1.6243209838867188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.46243441104888916,3.0194196701049805,-0.3085995316505432,1.8306686878204346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6415659189224243,-2.888692855834961,0.7719704508781433,-3.2857847213745117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.476666808128357,-1.9057238101959229,-1.7998168468475342,5.4070916175842285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.484025478363037,0.937506914138794,-3.190006971359253,2.658069610595703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.885566711425781,5.6012797355651855,-2.6456398963928223,2.3137083053588867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.593121290206909,6.711475372314453,-6.193166255950928,-0.17114035785198212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.3648476600646973,-0.44208359718322754,-2.169299364089966,-0.17529693245887756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5867629647254944,0.9396860599517822,-2.5135157108306885,1.0423593521118164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8257349729537964,0.7909941077232361,-4.1014485359191895,1.305400013923645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
