split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
test,-2.734013080596924,3.122560501098633,-3.8356316089630127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.205263376235962,5.0347137451171875,-2.3766281604766846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.658310651779175,-5.1939239501953125,-8.015300750732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.832901477813721,-7.134731769561768,-6.302913665771484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1631807088851929,-1.7162482738494873,-2.5022878646850586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9154125452041626,-0.17556896805763245,-2.2072083950042725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7479283809661865,0.20053797960281372,-3.0333123207092285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5693180561065674,2.0093326568603516,-1.2406920194625854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.923389434814453,1.0355615615844727,-2.0220890045166016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.834620952606201,3.2844815254211426,1.2118827104568481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6406358480453491,-6.397327899932861,3.0630648136138916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8268771171569824,1.9468884468078613,-8.64443302154541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.496359348297119,3.0801830291748047,1.5205204486846924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3786283731460571,-1.8794149160385132,-2.1348536014556885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.365736722946167,-2.7082226276397705,-3.0605955123901367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7045677304267883,-2.0892629623413086,-4.668362140655518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1644037961959839,1.6531496047973633,-3.616938352584839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.618709564208984,-1.7562346458435059,1.1804789304733276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.551365613937378,-7.218489646911621,-2.9564356803894043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.121415615081787,3.8931946754455566,-1.4314794540405273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.615403652191162,-5.213400840759277,3.0139849185943604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2832509279251099,7.350327968597412,-2.4968807697296143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5433846712112427,-0.9402016401290894,-0.8709617257118225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0425907373428345,-3.3105692863464355,-1.2754583358764648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.447164535522461,-0.7894222736358643,-2.3530430793762207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8204444646835327,-3.155743360519409,-4.437352657318115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.244801044464111,1.942921757698059,-1.2686375379562378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.543197154998779,-2.647610664367676,-4.621788501739502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.950748443603516,-1.7788246870040894,2.5321292877197266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.307270050048828,-2.352459669113159,3.75993013381958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.704744815826416,-0.09918103367090225,3.588963031768799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3604912757873535,-1.8504146337509155,-2.199368715286255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7253351211547852,-0.5173247456550598,-2.9626660346984863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.2942404747009277,-1.4053113460540771,-3.020214796066284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5711491107940674,-3.874070644378662,-1.4762312173843384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.733810305595398,-3.4942476749420166,-5.665674686431885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.0789458751678467,4.279886245727539,-0.6389113664627075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1373815536499023,3.9682061672210693,-6.175772190093994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.453799247741699,-6.732183933258057,-0.6097038388252258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.3012485206127167,-3.5198709964752197,-10.45401668548584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2621685266494751,-1.289332389831543,-0.8067721724510193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7456729412078857,-1.7561631202697754,0.21892286837100983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.138089895248413,0.9642783403396606,-0.01750284433364868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0714111328125,0.056716859340667725,-2.445901393890381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.8597412109375,1.1547025442123413,-1.587099313735962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.702314853668213,3.7885019779205322,1.006675124168396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.693884372711182,1.6585453748703003,-0.29534512758255005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.653439044952393,-3.8655202388763428,0.6488249897956848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,9.428304672241211,-2.9565510749816895,-2.3172237873077393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9967822432518005,-1.9671618938446045,-2.4731719493865967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5092272758483887,-1.6289838552474976,-2.2248051166534424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.49120831489563,-2.6642582416534424,0.2033787965774536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.6637556552886963,-3.255324363708496,0.021097257733345032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.641587734222412,-5.97657585144043,-1.6585676670074463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0556820631027222,-2.969632625579834,-7.3081889152526855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9734389781951904,0.44731196761131287,-6.724302768707275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.726279258728027,-6.913828372955322,2.3338184356689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.6444790363311768,-4.967396259307861,5.937461853027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4271188974380493,-1.896661400794983,-1.980940341949463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9249901175498962,-0.8706141710281372,-0.548141598701477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4325737953186035,-1.5536704063415527,0.6087130904197693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6713364124298096,1.8302029371261597,-2.763990879058838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.440418004989624,3.1158626079559326,0.16601869463920593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.4853925704956055,-2.4467692375183105,-1.9880605936050415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.1059250831604,2.871884346008301,-1.7358849048614502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.666962623596191,-4.059224605560303,-6.215784072875977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.272268056869507,-9.779858589172363,0.23011448979377747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.05367477610707283,-0.7195338010787964,-2.2255024909973145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4633020162582397,-2.9736616611480713,-2.647228240966797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3832894563674927,1.4637367725372314,-1.6081211566925049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9532455205917358,0.01814521849155426,-4.48723030090332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.2682286500930786,2.8751747608184814,0.019253501668572426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9649744033813477,-7.165499210357666,-0.9450958371162415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.611756801605225,-5.915231704711914,-5.288768768310547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.0025177001953125,-5.166958808898926,2.788390874862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.959894180297852,-3.313021183013916,2.7930023670196533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5748873949050903,-1.4579845666885376,-1.8213270902633667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.190904140472412,-1.1267094612121582,-0.8617075681686401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7518205642700195,1.4472225904464722,-2.601543426513672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.241158366203308,-0.8171412944793701,1.7643122673034668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.039144992828369,-3.3200955390930176,-1.4636963605880737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8638616800308228,-5.745954990386963,2.211155652999878,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.460466146469116,-7.130225658416748,0.93592768907547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.898792743682861,-4.3660430908203125,-3.0686254501342773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.339954137802124,-1.913602590560913,-10.525503158569336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6114054918289185,-0.890342652797699,-0.9003075361251831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.10217443853616714,-3.337804079055786,-1.4194339513778687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.061017848551273346,-3.104868173599243,0.6544893980026245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.235327959060669,0.1115649864077568,1.555442214012146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.6803276538848877,0.3095114231109619,-3.7112765312194824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3451979160308838,3.552891492843628,-4.492074966430664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.002591133117676,-7.0475640296936035,-5.135248184204102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.647098183631897,6.346311569213867,-3.207740545272827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.876293659210205,1.9650661945343018,5.842577934265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8142359256744385,-1.5633193254470825,-0.7844248414039612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5500686764717102,-1.5084819793701172,0.25195616483688354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.28164008259773254,-1.7140867710113525,-4.6053290367126465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9766786098480225,-1.8672022819519043,-4.916288375854492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.489221572875977,-2.0963356494903564,-2.4016354084014893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.353857517242432,1.4427777528762817,0.4860196113586426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.605026960372925,-3.2815654277801514,3.5497405529022217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.022719383239746,3.2276809215545654,-6.3505473136901855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.131002426147461,2.527867555618286,-8.319673538208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1453229188919067,-1.845728874206543,-1.0390466451644897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4176446795463562,-1.3800292015075684,-0.012184756807982922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.03638356178998947,-0.15049318969249725,0.9002899527549744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.928037166595459,-3.6670424938201904,0.4178190529346466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7166173458099365,2.919119358062744,-0.8082172274589539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2010886669158936,-4.595905780792236,2.6190338134765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3404526710510254,4.594063758850098,1.7489179372787476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.584351062774658,-8.779552459716797,-4.166045665740967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.009901762008667,7.154969215393066,-0.8974654078483582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3625643253326416,-0.5870919823646545,-1.2412805557250977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.33139562606811523,-2.463590145111084,-0.3005129098892212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6968581676483154,-1.6049201488494873,-3.862328290939331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.0892074778676033,1.3266451358795166,-4.609647274017334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.62742018699646,-4.069706916809082,-1.192555546760559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.169242858886719,3.2206740379333496,-0.5042206048965454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5363432765007019,3.99773907661438,2.6827781200408936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.2778782844543457,-7.269306182861328,-5.612518787384033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.414772987365723,-5.75677490234375,3.5600357055664062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7276707291603088,-0.5700598359107971,-2.2462687492370605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.141543388366699,-2.670065402984619,-1.7122046947479248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5988433361053467,0.21123798191547394,-3.006666660308838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5541887283325195,0.8522703051567078,-0.740752100944519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6649140119552612,3.5581753253936768,-1.3208681344985962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.317482948303223,-1.9205076694488525,-0.7501773238182068,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.23758602142334,-1.4164544343948364,-8.154642105102539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.2349947988986969,-9.105684280395508,-3.9500858783721924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.303709030151367,-0.21162723004817963,-2.547151565551758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2026936411857605,-0.49718913435935974,-1.788762092590332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0479687452316284,-1.3854109048843384,-3.6897330284118652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.544428825378418,-0.853843629360199,0.2960292100906372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.251680374145508,2.054689884185791,-2.7976126670837402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.164644956588745,-3.9506399631500244,-5.198824882507324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.6957173347473145,-5.782249927520752,-1.9554378986358643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.061792850494385,0.7906831502914429,-1.6545430421829224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.486195087432861,0.7066424489021301,4.201905727386475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.8802297115325928,-7.946916580200195,3.50142240524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5711170434951782,-2.422254800796509,-1.7829896211624146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.00369393825531,-2.9095287322998047,-3.014558792114258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3704338073730469,-3.1296520233154297,-3.259120464324951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.627725124359131,1.149498462677002,-1.4567067623138428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.230313777923584,-2.9789206981658936,-0.7774263620376587,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.5715839862823486,-1.2840684652328491,3.3587546348571777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.25718092918396,-7.222193717956543,-5.288675308227539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.317792892456055,-0.949506402015686,-0.5514920949935913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.2351765632629395,-6.6820149421691895,0.8842611908912659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.045921459794044495,-1.1493415832519531,-2.5470502376556396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2927073240280151,-3.2398691177368164,-2.1802279949188232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.43841955065727234,0.5831476449966431,-3.972207546234131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.10859484225511551,-5.329488754272461,-2.4660186767578125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1308683156967163,-3.310912847518921,-6.04883337020874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.197818279266357,-3.333954334259033,-4.8341217041015625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.2047953605651855,-2.480056047439575,-7.639349937438965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.2799506187438965,-7.674429893493652,-0.06849705427885056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0866947174072266,-8.014434814453125,-7.643486499786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4251638650894165,-1.175308346748352,-2.2167160511016846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7732319831848145,-3.324432849884033,-2.334604024887085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1757586002349854,-3.810737133026123,-0.8818358778953552,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7355198860168457,-4.468675136566162,-3.184845447540283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.4231679439544678,-3.630627155303955,0.2823200821876526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.46342134475708,4.2311882972717285,-2.43668794631958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.41784337162971497,-4.737892150878906,4.338298797607422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4920334815979004,-9.04509449005127,-3.0175015926361084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.7869558334350586,-4.129328727722168,-9.707195281982422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2989656925201416,-1.636757493019104,-2.4055559635162354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7132495045661926,-2.887969970703125,-3.1008431911468506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8844627737998962,-4.391685962677002,-2.0509467124938965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2949241399765015,-2.6921961307525635,1.9789769649505615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5344136953353882,-4.483386516571045,-5.540166854858398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.5529704093933105,-4.091638088226318,-3.778564929962158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.8040618896484375,2.270969867706299,-4.272785186767578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.664261341094971,3.3973422050476074,-3.6763598918914795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.6790995597839355,3.853623867034912,-2.4439737796783447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.17869092524051666,-2.0007991790771484,-2.457622766494751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.376706838607788,-1.7668267488479614,-1.5020043849945068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7790563106536865,-3.3474271297454834,0.21733221411705017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0525161027908325,-1.4468492269515991,2.2257089614868164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2050151824951172,0.6834686994552612,-6.2371416091918945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9816114902496338,-6.846801280975342,-1.576798915863037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8216805458068848,0.36320018768310547,-6.888913631439209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.777904987335205,0.6764846444129944,-7.451876640319824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.018304824829102,-6.902832984924316,2.686657667160034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.33085811138153076,-1.219173789024353,-1.3829395771026611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1945677995681763,-2.337022304534912,-1.8919188976287842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.678562641143799,-3.3551900386810303,-2.6709907054901123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.29995590448379517,-4.448097229003906,-4.21120548248291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.941221237182617,1.3797543048858643,0.6697281002998352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.5656867027282715,-1.381027340888977,-1.358778953552246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.521897554397583,2.679300546646118,3.10237717628479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.4976489543914795,-2.9909961223602295,5.470602035522461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9386160373687744,-4.992282867431641,5.730011463165283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7151313424110413,-1.010085940361023,-2.646470069885254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5602746605873108,-0.036392439156770706,-3.1872260570526123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1470824033021927,-1.640398621559143,1.214853048324585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.1844563484191895,-2.321214199066162,-0.2664565145969391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.6732118129730225,2.1984496116638184,-4.484057426452637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7110723257064819,-7.358763694763184,-2.6112749576568604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.32889461517334,1.9171559810638428,1.9637857675552368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.0543912649154663,2.163322687149048,-8.88127326965332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.7043681144714355,-3.5535049438476562,-10.227807998657227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3533304035663605,-0.4739833176136017,-1.5250990390777588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.139577627182007,-2.3265292644500732,-2.6097946166992188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.302657127380371,-3.392343282699585,-0.28031110763549805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7664293050765991,1.2008343935012817,0.9571809768676758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433734893798828,-1.1528581380844116,-4.91823673248291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.815406560897827,-5.236632347106934,2.310028553009033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.328424870967865,-6.785075664520264,-6.238821029663086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.579987525939941,-0.12024124711751938,3.1913819313049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.967329025268555,-7.59122371673584,-0.28538572788238525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0572364330291748,-1.3258793354034424,-0.8735268115997314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
