split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3
test,-0.36430737376213074,-5.084235668182373,-3.15618634223938,1.0292216539382935,0.0,0.0,0.0,1.0
test,1.4932961463928223,-2.381009101867676,-0.6807847023010254,0.9263932704925537,1.0,0.0,0.0,0.0
test,1.189056396484375,-0.5032196640968323,-0.7328121066093445,1.0345319509506226,0.0,1.0,0.0,0.0
test,1.1802409887313843,-1.0149797201156616,0.5759581923484802,2.540894031524658,0.0,0.0,1.0,0.0
test,-0.8615156412124634,-0.15198561549186707,-0.8013306260108948,3.1003875732421875,0.0,0.0,0.0,1.0
test,0.5134717226028442,-3.0379815101623535,-1.0290026664733887,0.6365707516670227,1.0,0.0,0.0,0.0
test,0.9049191474914551,-2.347111940383911,-2.538076877593994,1.0119260549545288,0.0,1.0,0.0,0.0
test,-2.116739273071289,-1.9265120029449463,-0.9975768327713013,0.33461910486221313,0.0,0.0,1.0,0.0
test,-0.046919357031583786,-3.6399173736572266,2.920436382293701,0.3982776403427124,0.0,0.0,0.0,1.0
test,0.6719683408737183,-3.108891725540161,-1.0420763492584229,0.5899857878684998,1.0,0.0,0.0,0.0
test,0.6747220754623413,-4.070335865020752,-1.5894330739974976,0.14644716680049896,0.0,1.0,0.0,0.0
test,1.7169886827468872,-2.1980409622192383,-0.6157956719398499,-2.6948578357696533,0.0,0.0,1.0,0.0
test,-2.6081130504608154,-1.1228171586990356,-1.9604665040969849,-0.9293141961097717,0.0,0.0,0.0,1.0
test,1.263182520866394,-1.7271287441253662,-0.8777675628662109,0.8815628886222839,1.0,0.0,0.0,0.0
test,0.5053110122680664,-0.8298213481903076,-1.8143290281295776,-0.6071327924728394,0.0,1.0,0.0,0.0
test,-0.6039484739303589,-1.4113117456436157,-2.2347300052642822,2.1405773162841797,0.0,0.0,1.0,0.0
test,3.005328893661499,-0.008455624803900719,-2.5388755798339844,1.8785102367401123,0.0,0.0,0.0,1.0
test,1.30146324634552,-2.157958507537842,-1.0437477827072144,-0.6501328349113464,1.0,0.0,0.0,0.0
test,0.3936755955219269,-2.9328861236572266,-1.2842093706130981,-1.5736202001571655,0.0,1.0,0.0,0.0
test,-1.5568534135818481,-0.6125421524047852,-0.5114534497261047,0.8180482387542725,0.0,0.0,1.0,0.0
test,-2.470885992050171,-1.068454384803772,-1.2583544254302979,1.9776787757873535,0.0,0.0,0.0,1.0
test,0.06732533127069473,-1.7040164470672607,-0.4978093206882477,0.2986063063144684,1.0,0.0,0.0,0.0
test,2.6473159790039062,-1.5119134187698364,-0.3150293827056885,0.10383783280849457,0.0,1.0,0.0,0.0
test,-0.5955926179885864,-3.1152548789978027,-3.217028856277466,0.09703484177589417,0.0,0.0,1.0,0.0
test,1.1215486526489258,-4.199647903442383,-0.33513081073760986,-3.301140546798706,0.0,0.0,0.0,1.0
test,0.3932037353515625,-2.078732967376709,-1.4661171436309814,-0.2822892367839813,1.0,0.0,0.0,0.0
test,-0.09904678165912628,-1.784566044807434,-2.411097764968872,0.3252843916416168,0.0,1.0,0.0,0.0
test,1.4210705757141113,0.26439177989959717,-1.9508341550827026,1.0198194980621338,0.0,0.0,1.0,0.0
test,-1.525628685951233,-4.545934677124023,-2.2405388355255127,-1.5365424156188965,0.0,0.0,0.0,1.0
test,1.5684438943862915,-2.118586540222168,-0.8181301951408386,0.8398458957672119,1.0,0.0,0.0,0.0
test,-0.2564474940299988,-1.90583074092865,0.9003204703330994,0.09223980456590652,0.0,1.0,0.0,0.0
test,3.334662437438965,-2.907482147216797,-1.9518197774887085,-0.7767893671989441,0.0,0.0,1.0,0.0
test,-0.37186938524246216,-1.3277193307876587,-3.2128353118896484,2.898581027984619,0.0,0.0,0.0,1.0
test,1.6318860054016113,-2.294332265853882,-0.6517105102539062,0.7865621447563171,1.0,0.0,0.0,0.0
test,1.6410412788391113,-2.8256919384002686,-1.8703362941741943,-1.1512130498886108,0.0,1.0,0.0,0.0
test,-0.03140612319111824,-1.7760350704193115,-3.5499305725097656,0.20062384009361267,0.0,0.0,1.0,0.0
test,-1.3300800323486328,-2.7141127586364746,1.4375807046890259,-2.3560400009155273,0.0,0.0,0.0,1.0
test,0.7745029330253601,-1.8863157033920288,-0.24442286789417267,-0.6099628210067749,1.0,0.0,0.0,0.0
test,1.7011964321136475,-1.0398216247558594,0.5811222791671753,-0.018774155527353287,0.0,1.0,0.0,0.0
test,-1.4570893049240112,-4.01660680770874,-0.03181308135390282,-0.25433415174484253,0.0,0.0,1.0,0.0
test,2.1302709579467773,-3.349029779434204,-2.9412999153137207,3.0512704849243164,0.0,0.0,0.0,1.0
test,0.706719160079956,-2.7258689403533936,-0.5925572514533997,-0.6989059448242188,1.0,0.0,0.0,0.0
test,-0.2070365846157074,-1.1835739612579346,-1.9524263143539429,0.6120884418487549,0.0,1.0,0.0,0.0
test,-1.5091215372085571,-3.801042079925537,0.2127230316400528,0.668384850025177,0.0,0.0,1.0,0.0
test,-0.25735852122306824,-5.552005290985107,0.9308713674545288,1.3142229318618774,0.0,0.0,0.0,1.0
test,0.6422115564346313,-1.9596526622772217,-1.2533234357833862,-0.588629961013794,1.0,0.0,0.0,0.0
test,-0.34086111187934875,-2.6039319038391113,-0.3473406136035919,1.7027082443237305,0.0,1.0,0.0,0.0
test,0.42770782113075256,-3.403595447540283,0.6930346488952637,2.526702880859375,0.0,0.0,1.0,0.0
test,2.1095170974731445,-0.8952631950378418,2.2969298362731934,2.0078797340393066,0.0,0.0,0.0,1.0
test,0.8418989777565002,-2.074683666229248,-0.21845754981040955,1.0113940238952637,1.0,0.0,0.0,0.0
test,1.5119465589523315,-2.978670358657837,0.9457789659500122,0.6925238966941833,0.0,1.0,0.0,0.0
test,0.6734650135040283,-4.615538120269775,-2.5936546325683594,0.1426834762096405,0.0,0.0,1.0,0.0
test,1.9059176445007324,-4.189859390258789,-3.2101149559020996,2.4166290760040283,0.0,0.0,0.0,1.0
test,1.3540600538253784,-1.5629680156707764,-0.24282316863536835,0.21985293924808502,1.0,0.0,0.0,0.0
test,0.2543114125728607,-2.1009254455566406,-1.245004653930664,2.002875328063965,0.0,1.0,0.0,0.0
test,1.9028171300888062,-0.796924352645874,-1.3422027826309204,-2.1330723762512207,0.0,0.0,1.0,0.0
test,3.5505716800689697,-5.19024133682251,-0.5963809490203857,0.5864538550376892,0.0,0.0,0.0,1.0
test,-0.07675012201070786,-1.8938676118850708,-0.7543342113494873,0.12535670399665833,1.0,0.0,0.0,0.0
test,-0.02232494205236435,-2.2952804565429688,-1.2915891408920288,1.882944107055664,0.0,1.0,0.0,0.0
test,1.9289082288742065,0.054355163127183914,0.743391752243042,0.6674128174781799,0.0,0.0,1.0,0.0
test,1.0807435512542725,0.5706163048744202,-1.9774713516235352,2.67838454246521,0.0,0.0,0.0,1.0
test,1.6972358226776123,-1.8130625486373901,-0.8014953136444092,-0.06397800892591476,1.0,0.0,0.0,0.0
test,0.28118398785591125,-2.0665318965911865,-2.631401538848877,0.11741762608289719,0.0,1.0,0.0,0.0
test,1.7661261558532715,-2.5791454315185547,1.7488781213760376,-1.2203545570373535,0.0,0.0,1.0,0.0
test,1.3233311176300049,0.9179431796073914,-3.079022169113159,0.35978469252586365,0.0,0.0,0.0,1.0
test,0.6785666346549988,-2.507838726043701,-1.5293374061584473,-0.3476186990737915,1.0,0.0,0.0,0.0
test,1.7024333477020264,-3.2538352012634277,-0.8994439840316772,1.682219386100769,0.0,1.0,0.0,0.0
test,2.4919211864471436,-1.381216049194336,1.6081912517547607,-0.046591829508543015,0.0,0.0,1.0,0.0
test,3.7057104110717773,-4.659734725952148,-1.983880639076233,0.9152103662490845,0.0,0.0,0.0,1.0
test,0.5514310598373413,-2.320197105407715,-0.05563388764858246,0.8533543944358826,1.0,0.0,0.0,0.0
test,1.9102987051010132,-3.4311411380767822,-0.07253556698560715,-0.8785083293914795,0.0,1.0,0.0,0.0
test,1.4782867431640625,0.14231397211551666,-2.378441333770752,0.02355857379734516,0.0,0.0,1.0,0.0
test,-0.4201229214668274,-3.647108316421509,1.3195545673370361,-2.714115858078003,0.0,0.0,0.0,1.0
test,0.8725847601890564,-2.8987770080566406,-0.015696736052632332,0.5003281831741333,1.0,0.0,0.0,0.0
test,1.8051120042800903,-3.0270774364471436,0.4149525761604309,1.2752028703689575,0.0,1.0,0.0,0.0
test,-0.9995379447937012,-0.3615741431713104,-1.7542734146118164,1.107023000717163,0.0,0.0,1.0,0.0
test,-2.210452079772949,-1.0612142086029053,0.6842058897018433,-1.615606665611267,0.0,0.0,0.0,1.0
test,1.0701712369918823,-1.3260411024093628,-0.8992512226104736,0.036434005945920944,1.0,0.0,0.0,0.0
test,1.1102455854415894,-0.3887944519519806,-1.0311015844345093,0.7002406120300293,0.0,1.0,0.0,0.0
test,-0.6228215098381042,-1.5482789278030396,1.784911036491394,0.0524013452231884,0.0,0.0,1.0,0.0
test,-2.323676109313965,-2.478970527648926,1.4123473167419434,-0.9861437678337097,0.0,0.0,0.0,1.0
test,0.7881425619125366,-2.892425298690796,0.0002978976699523628,0.4720737934112549,1.0,0.0,0.0,0.0
test,0.5541511178016663,-2.8225746154785156,-1.2971941232681274,-1.6403918266296387,0.0,1.0,0.0,0.0
test,0.8541502356529236,-4.682986259460449,1.064178466796875,0.20548589527606964,0.0,0.0,1.0,0.0
test,2.4360311031341553,-5.746654987335205,0.4630183279514313,0.26822736859321594,0.0,0.0,0.0,1.0
test,0.03968143090605736,-1.7376421689987183,-0.7349768877029419,-0.07376298308372498,1.0,0.0,0.0,0.0
test,-0.6924201846122742,-1.3560128211975098,-0.35432496666908264,0.9796504378318787,0.0,1.0,0.0,0.0
test,0.8036614656448364,-2.1968467235565186,-3.6828689575195312,0.6658562421798706,0.0,0.0,1.0,0.0
test,0.7968496084213257,-5.438267707824707,-1.7028058767318726,2.416947364807129,0.0,0.0,0.0,1.0
test,1.393253207206726,-2.036034107208252,0.07709625363349915,0.17597225308418274,1.0,0.0,0.0,0.0
test,1.125070571899414,-1.001442551612854,-2.002256393432617,-0.6447640061378479,0.0,1.0,0.0,0.0
test,2.4687750339508057,0.004483997821807861,0.18917539715766907,-0.405341774225235,0.0,0.0,1.0,0.0
test,2.5882456302642822,0.5617846846580505,1.2467178106307983,1.187131643295288,0.0,0.0,0.0,1.0
test,0.8017374873161316,-1.4689860343933105,-0.34430044889450073,0.62361079454422,1.0,0.0,0.0,0.0
test,0.9390456676483154,-1.7227370738983154,0.9985276460647583,1.0187742710113525,0.0,1.0,0.0,0.0
test,1.6219345331192017,-2.4029855728149414,1.692931056022644,-1.4194246530532837,0.0,0.0,1.0,0.0
test,3.69057559967041,-2.1723077297210693,-3.2017877101898193,-1.1551474332809448,0.0,0.0,0.0,1.0
test,1.535783290863037,-2.3179354667663574,-0.0024128982331603765,0.1892770230770111,1.0,0.0,0.0,0.0
test,1.0462334156036377,-1.096819519996643,-0.12518873810768127,1.6599929332733154,0.0,1.0,0.0,0.0
test,1.7141022682189941,-0.07172442972660065,-1.6375970840454102,-1.4267323017120361,0.0,0.0,1.0,0.0
test,-0.567514955997467,-5.247354507446289,-1.804506540298462,2.1734488010406494,0.0,0.0,0.0,1.0
test,1.3400870561599731,-1.920819878578186,-0.17253202199935913,0.7430239319801331,1.0,0.0,0.0,0.0
test,0.6459397673606873,-2.6569175720214844,-1.6225578784942627,-1.5617170333862305,0.0,1.0,0.0,0.0
test,0.8962520360946655,-3.7848453521728516,1.775214433670044,-0.5107071995735168,0.0,0.0,1.0,0.0
test,-0.5740135312080383,-0.8526266813278198,-4.183304309844971,0.1646089404821396,0.0,0.0,0.0,1.0
test,0.7821349501609802,-3.0861001014709473,-0.16575871407985687,0.01307719387114048,1.0,0.0,0.0,0.0
test,0.29742154479026794,-1.7300480604171753,-2.4835901260375977,0.7289324998855591,0.0,1.0,0.0,0.0
test,2.369997024536133,-2.915536880493164,-0.5497297644615173,2.670152425765991,0.0,0.0,1.0,0.0
test,3.112008571624756,-5.415945053100586,-0.2965988218784332,-0.7311543822288513,0.0,0.0,0.0,1.0
test,1.3377809524536133,-3.101114273071289,-0.45412829518318176,0.12204431742429733,1.0,0.0,0.0,0.0
test,-0.7284568548202515,-1.7810711860656738,-0.4110625684261322,-0.9126974940299988,0.0,1.0,0.0,0.0
test,-0.4037516713142395,0.27589261531829834,-0.39408430457115173,-0.7331445813179016,0.0,0.0,1.0,0.0
test,2.6353468894958496,-2.9333574771881104,2.1615262031555176,2.181061267852783,0.0,0.0,0.0,1.0
test,0.17954126000404358,-1.9932315349578857,-0.6960119009017944,0.8623690009117126,1.0,0.0,0.0,0.0
test,0.14875754714012146,-1.5332871675491333,0.9913416504859924,0.30561596155166626,0.0,1.0,0.0,0.0
test,2.355067014694214,-1.0504926443099976,-2.9251880645751953,-0.4454061686992645,0.0,0.0,1.0,0.0
test,-1.9028533697128296,-1.714475393295288,-3.318653106689453,1.3569942712783813,0.0,0.0,0.0,1.0
test,0.9341852068901062,-2.8161115646362305,-1.4067790508270264,-0.3117039203643799,1.0,0.0,0.0,0.0
test,1.9189982414245605,-1.8559991121292114,-1.9989359378814697,-0.8519457578659058,0.0,1.0,0.0,0.0
test,-2.0565593242645264,-2.6056854724884033,-1.3354194164276123,0.47798794507980347,0.0,0.0,1.0,0.0
test,2.580996513366699,-1.640567421913147,2.1800971031188965,-1.8637495040893555,0.0,0.0,0.0,1.0
test,1.4406681060791016,-1.5427722930908203,-0.767878532409668,0.5017451047897339,1.0,0.0,0.0,0.0
test,-0.5956292152404785,-2.3281261920928955,0.10229247808456421,-0.9382240176200867,0.0,1.0,0.0,0.0
test,1.3451119661331177,-0.8621029853820801,-0.44261133670806885,2.7563185691833496,0.0,0.0,1.0,0.0
test,-2.825350522994995,-3.4073448181152344,-0.5219880938529968,-0.9216709733009338,0.0,0.0,0.0,1.0
test,0.5158422589302063,-2.388200044631958,-1.2016823291778564,-0.63401198387146,1.0,0.0,0.0,0.0
test,-0.19073228538036346,-2.0400772094726562,-2.3283567428588867,-0.37410658597946167,0.0,1.0,0.0,0.0
test,0.5243159532546997,-2.3839333057403564,0.6359749436378479,2.82468581199646,0.0,0.0,1.0,0.0
test,2.778172254562378,-4.836986541748047,1.438417673110962,-0.8388133645057678,0.0,0.0,0.0,1.0
test,0.8926936984062195,-2.799097776412964,-0.7255385518074036,1.023282766342163,1.0,0.0,0.0,0.0
test,2.4956588745117188,-1.8193649053573608,-1.579295039176941,-0.41127103567123413,0.0,1.0,0.0,0.0
test,-1.6278669834136963,-2.3042287826538086,-0.7243858575820923,1.8695796728134155,0.0,0.0,1.0,0.0
test,2.260768175125122,-3.9218993186950684,-3.014125108718872,2.631801128387451,0.0,0.0,0.0,1.0
test,1.3956588506698608,-2.8858277797698975,-0.15766672790050507,0.11712951958179474,1.0,0.0,0.0,0.0
test,-0.36097246408462524,-3.1951510906219482,-1.2095165252685547,-1.036309838294983,0.0,1.0,0.0,0.0
test,-2.0461645126342773,-2.469109296798706,-1.0859153270721436,-0.5108152627944946,0.0,0.0,1.0,0.0
test,2.435277223587036,-1.2462462186813354,-2.5844788551330566,-2.820174217224121,0.0,0.0,0.0,1.0
test,0.3935420513153076,-3.07749080657959,-0.8182514309883118,0.5507068634033203,1.0,0.0,0.0,0.0
test,0.4981194734573364,-4.060188293457031,-0.24679811298847198,0.8539177179336548,0.0,1.0,0.0,0.0
test,-1.2711890935897827,-1.3521137237548828,-0.7211207747459412,-1.741707682609558,0.0,0.0,1.0,0.0
test,3.3606889247894287,0.7698356509208679,-0.16234010457992554,-0.12380583584308624,0.0,0.0,0.0,1.0
test,0.12446583807468414,-2.3673088550567627,-1.1289746761322021,0.7274881601333618,1.0,0.0,0.0,0.0
test,0.966755211353302,-2.7732841968536377,-2.617255687713623,-0.22297504544258118,0.0,1.0,0.0,0.0
test,-0.6136656999588013,-4.3637566566467285,-1.8459945917129517,1.2910144329071045,0.0,0.0,1.0,0.0
test,2.9184000492095947,-4.888879776000977,1.4824647903442383,0.14550042152404785,0.0,0.0,0.0,1.0
test,0.8076037764549255,-3.109483003616333,-0.21161618828773499,0.3698905110359192,1.0,0.0,0.0,0.0
test,2.2777225971221924,-2.9673118591308594,0.31774187088012695,-0.44672971963882446,0.0,1.0,0.0,0.0
test,2.9778079986572266,-2.330247163772583,-2.833442211151123,0.2561328113079071,0.0,0.0,1.0,0.0
test,-1.4305336475372314,-1.6967312097549438,-3.3350696563720703,-1.7429747581481934,0.0,0.0,0.0,1.0
test,0.4248189628124237,-2.3121092319488525,0.05338406562805176,-0.2912270128726959,1.0,0.0,0.0,0.0
test,0.5833870768547058,-3.510394811630249,-2.2699224948883057,0.03720248118042946,0.0,1.0,0.0,0.0
test,0.4673527181148529,-0.22302740812301636,-0.8550302982330322,2.3242149353027344,0.0,0.0,1.0,0.0
test,0.4806840717792511,0.35213249921798706,-3.234984874725342,1.8049687147140503,0.0,0.0,0.0,1.0
test,1.053739309310913,-3.0951156616210938,-0.1920611560344696,0.1509767472743988,1.0,0.0,0.0,0.0
test,2.3406355381011963,-2.9564545154571533,-1.8659957647323608,0.16348667442798615,0.0,1.0,0.0,0.0
test,2.8727023601531982,-2.505565643310547,0.4947338402271271,-1.6579591035842896,0.0,0.0,1.0,0.0
test,-0.8608324527740479,0.500156044960022,-1.4363354444503784,2.381514310836792,0.0,0.0,0.0,1.0
test,0.8532652854919434,-2.593470335006714,-0.6866600513458252,1.1199936866760254,1.0,0.0,0.0,0.0
test,1.1387454271316528,-1.181891679763794,0.9194080829620361,0.05019300803542137,0.0,1.0,0.0,0.0
test,0.4889494478702545,-2.417924642562866,0.11942927539348602,3.0257177352905273,0.0,0.0,1.0,0.0
test,0.25266897678375244,-4.723017692565918,2.378251552581787,0.012602176517248154,0.0,0.0,0.0,1.0
test,0.8728955388069153,-2.538384199142456,-1.54769766330719,0.6759576201438904,1.0,0.0,0.0,0.0
test,0.34998151659965515,-3.9813854694366455,-1.125046730041504,0.9990371465682983,0.0,1.0,0.0,0.0
test,2.0713112354278564,-3.963317632675171,1.426703929901123,0.3103393614292145,0.0,0.0,1.0,0.0
test,1.1635252237319946,-5.111714839935303,0.40173062682151794,2.7386560440063477,0.0,0.0,0.0,1.0
test,0.41074320673942566,-1.8217958211898804,-1.3755772113800049,-0.25351086258888245,1.0,0.0,0.0,0.0
test,1.5224905014038086,-4.13923454284668,-0.7804808020591736,0.42675167322158813,0.0,1.0,0.0,0.0
test,2.1640539169311523,-3.849482774734497,0.6771262884140015,-1.5059633255004883,0.0,0.0,1.0,0.0
test,-0.5630093216896057,0.3928678333759308,-2.982727289199829,-1.1684534549713135,0.0,0.0,0.0,1.0
test,1.1509994268417358,-2.8213002681732178,0.05389263480901718,0.21787045896053314,1.0,0.0,0.0,0.0
test,0.38315844535827637,-3.0454418659210205,-2.505192518234253,0.020139306783676147,0.0,1.0,0.0,0.0
test,3.045431137084961,-3.5636961460113525,-1.9387843608856201,1.1872011423110962,0.0,0.0,1.0,0.0
test,1.4913517236709595,-3.6497280597686768,1.9244171380996704,2.756351947784424,0.0,0.0,0.0,1.0
test,0.6076242923736572,-2.7643444538116455,-1.3267979621887207,-0.4117237627506256,1.0,0.0,0.0,0.0
test,1.6668293476104736,-0.8395938873291016,-1.798362374305725,0.5095247030258179,0.0,1.0,0.0,0.0
test,-0.6997254490852356,-1.707396149635315,0.6236189603805542,-1.9413130283355713,0.0,0.0,1.0,0.0
test,0.49199748039245605,-5.083551406860352,1.2749024629592896,2.1697885990142822,0.0,0.0,0.0,1.0
test,0.09865881502628326,-2.604762554168701,-1.2592815160751343,0.39038747549057007,1.0,0.0,0.0,0.0
test,-0.8183212876319885,-2.752955198287964,0.26876401901245117,0.054171204566955566,0.0,1.0,0.0,0.0
test,2.452008008956909,-4.680015563964844,-0.7156396508216858,0.9711418151855469,0.0,0.0,1.0,0.0
test,-0.2715592086315155,1.407171607017517,0.3641895353794098,0.24508507549762726,0.0,0.0,0.0,1.0
test,1.352513313293457,-2.665889024734497,-0.05951647832989693,-0.21178746223449707,1.0,0.0,0.0,0.0
test,2.0902862548828125,-2.344902753829956,-0.4026540517807007,1.7035160064697266,0.0,1.0,0.0,0.0
test,-0.24617210030555725,-1.362630844116211,-0.6258465051651001,2.8118672370910645,0.0,0.0,1.0,0.0
test,-1.0366175174713135,1.1460071802139282,-0.7261390686035156,1.0396370887756348,0.0,0.0,0.0,1.0
test,-0.015574092045426369,-2.494809627532959,-0.8746180534362793,-0.2596268355846405,1.0,0.0,0.0,0.0
test,1.85028874874115,-0.6953654289245605,-0.21261441707611084,0.6557421088218689,0.0,1.0,0.0,0.0
test,-0.6562787294387817,-2.388629674911499,-2.001851797103882,-2.0854692459106445,0.0,0.0,1.0,0.0
test,3.431332588195801,-1.094003438949585,0.7516614198684692,2.5687639713287354,0.0,0.0,0.0,1.0
origin,0.8460259672254072,-2.275143632598694,-0.7250003669662245,0.17281594156261687,,,,
