split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
test,-1.2433937788009644,-0.27575910091400146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6298320293426514,-2.0065131187438965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.790907621383667,1.6659566164016724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.1874732971191406,-3.2616610527038574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.268713116645813,-6.166219234466553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.208075046539307,5.214672565460205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.182326316833496,2.785388469696045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,9.371973991394043,2.4103505611419678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.044005393981934,4.566417217254639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1131185293197632,-1.119442343711853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1204562187194824,1.2750351428985596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.587113380432129,2.189333438873291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3866294622421265,3.7638254165649414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.242537498474121,-0.3554546535015106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.17844419181346893,-6.158198833465576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.5052595138549805,1.6656780242919922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.7610979080200195,-2.927178382873535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.565630912780762,7.420248508453369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.339887619018555,3.972261905670166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.14069078862667084,-0.6314315795898438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5579276084899902,0.6789253354072571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.530052661895752,-1.3246928453445435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.3954098224639893,-3.8338968753814697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9093716144561768,-4.900926113128662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.109926223754883,-1.4537876844406128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.929356098175049,1.8937135934829712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.319096565246582,-6.3712077140808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.4961161613464355,7.999486923217773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.704339027404785,-1.1871451139450073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.23461662232875824,-0.3324679732322693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.58718204498291,0.6150732636451721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1920626163482666,-1.9348429441452026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.544047832489014,1.0946969985961914,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.532582759857178,-3.4610965251922607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.07318289577960968,-6.147106170654297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.55889368057251,-4.742997646331787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.3706321716308594,-7.746103763580322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,9.70237922668457,-1.1539287567138672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.2569046020507812,9.700583457946777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.24529697000980377,-0.1707308292388916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0235339403152466,0.7296540141105652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0295687913894653,2.225876808166504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.42190128564834595,-4.008995532989502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.8054070472717285,-3.116941452026367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7109295129776001,5.8139166831970215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.014814853668213,3.7781639099121094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.538435935974121,1.661157488822937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,9.044913291931152,3.3170032501220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.700596332550049,9.370279312133789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.14252869784832,0.2558700144290924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.726409912109375,1.5620919466018677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2187581062316895,0.21309390664100647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.654907703399658,1.9058072566986084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2795393466949463,3.7882513999938965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.4722466468811035,-3.132143020629883,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.228839874267578,0.2954675853252411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.978489100933075,-8.182790756225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,9.629812240600586,-1.679371953010559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.7984864711761475,-9.974820137023926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2079913467168808,0.08507700264453888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.641516923904419,-0.8488709330558777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0721077919006348,-3.169074058532715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.1436285972595215,-2.310636281967163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6623435020446777,4.730983257293701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.863129138946533,4.946031093597412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6403517723083496,-6.307557106018066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.811837911605835,7.813870906829834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.032650947570801,7.732293605804443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.881403923034668,7.29495906829834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.38807451725006104,0.7444884777069092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2621009349823,1.1283828020095825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.244746685028076,-0.24911847710609436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.9741861820220947,-2.559568166732788,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.36080002784729,3.7248761653900146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.080241680145264,2.5776619911193848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1204357147216797,6.402153015136719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.866110324859619,-7.048532009124756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9394142627716064,-9.107593536376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9386566281318665,-10.04152774810791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.753263235092163,-0.23737214505672455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3378514051437378,-2.1420254707336426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1860111951828003,2.101886034011841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2453157901763916,-0.21374230086803436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,5.15625524520874,-2.5577008724212646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.013007164001465,-4.412727355957031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.301543712615967,-4.4557342529296875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.7321865558624268,-7.386091709136963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.687024116516113,-5.92537784576416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.486571311950684,-2.48559832572937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.750139832496643,-0.0917128175497055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.864234209060669,1.478011965751648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9275537729263306,1.157994270324707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3615175485610962,-4.139610767364502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8171807527542114,4.81368350982666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.682117462158203,0.7437998056411743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.222330093383789,0.3820696175098419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.289445638656616,7.401861667633057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.500743389129639,-3.770545721054077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.264064222574234,9.802037239074707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5368131399154663,0.7900746464729309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2908767461776733,-2.1126818656921387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5059839487075806,-3.090301036834717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0510189533233643,1.0458868741989136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.298297643661499,2.7422356605529785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.95123291015625,-2.0416219234466553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.461495876312256,-2.1902647018432617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.01858377456665,6.234109401702881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.342004776000977,-7.603790760040283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.080820083618164,6.620419025421143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3341046571731567,0.6290356516838074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5197231769561768,0.7544460892677307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.226238250732422,0.15271605551242828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2083473205566406,0.3573493957519531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.3943371772766113,-4.432301998138428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.875925540924072,1.8870741128921509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.708323955535889,-5.131679534912109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.766702175140381,-7.369274616241455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.673742294311523,4.090404987335205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.061811447143555,-2.093358039855957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.11405998468399048,0.30950605869293213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5414880514144897,1.8026902675628662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3929955959320068,-2.2806527614593506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5028806328773499,-4.17799711227417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.692732334136963,-4.795001983642578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.926389694213867,-5.279024600982666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.5645432472229,1.4341078996658325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.9113240242004395,-2.4736735820770264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.1781110763549805,5.5532121658325195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.761456489562988,6.410216808319092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.02367374673485756,-0.8683941960334778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.058021068572998,1.331000566482544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.3116095066070557,-2.7502338886260986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8860734105110168,-3.8339693546295166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2603899240493774,-5.160274982452393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.9316511154174805,-4.4931440353393555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.219877243041992,-0.7832857370376587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.528564453125,-2.0741212368011475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.083847999572754,1.5117391347885132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.935591697692871,6.773470401763916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.22730551660060883,-1.0356147289276123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.948852777481079,1.418360710144043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5243430137634277,2.236464023590088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.354712963104248,-3.5845787525177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.9873013496398926,3.130439043045044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.386155366897583,5.587981224060059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.998244285583496,-3.3508496284484863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.8690505027770996,-7.554786205291748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.021277904510498,6.273842811584473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.712346076965332,-1.1040959358215332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4160845279693604,0.5640233755111694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.02968963235616684,1.6538878679275513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.0558340810239315,-3.0743870735168457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.0027031898498535,-2.5203936100006104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.3563954830169678,4.083805561065674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.881441116333008,-3.9947612285614014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.9800186157226562,-5.341844081878662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5699481964111328,-8.144265174865723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.660534858703613,3.0055816173553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.49309253692627,2.085975170135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.20586521923542023,-0.46436724066734314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.052201509475708,0.6716960668563843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6208019256591797,-2.5348060131073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.656869411468506,0.6928224563598633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.11182113736867905,-5.110285758972168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.32901668548584,2.0334770679473877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.403440952301025,-4.3199849128723145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.571876525878906,1.5140751600265503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.017091751098633,-5.501564979553223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.484973907470703,-4.0109076499938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.754285454750061,-0.16134455800056458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7277283668518066,0.14074866473674774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9131898880004883,-2.6796202659606934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.618035316467285,0.8503054976463318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5582627058029175,-4.618838310241699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2046363353729248,-6.160667419433594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.056335926055908,3.7170445919036865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.28653621673584,-6.397773742675781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,9.75171184539795,-0.41343578696250916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.363417625427246,-9.298665046691895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3698396682739258,-1.1089460849761963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.146825075149536,-1.6217777729034424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7369939684867859,-2.7888429164886475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2421953678131104,-0.3463149666786194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.501169681549072,-3.4969851970672607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.978831768035889,4.075033187866211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.7302961349487305,0.3967326581478119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.350140571594238,2.3255646228790283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.365475177764893,7.215761661529541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.488361358642578,-2.47800874710083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.01332295686006546,0.45463263988494873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7243549823760986,-1.9350817203521729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0260233879089355,-2.903175115585327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.078635215759277,2.0390937328338623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9610739350318909,4.5105109214782715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.69382381439209,3.220531940460205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,7.316680908203125,-2.6229169368743896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.553852081298828,-1.966788411140442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.763406753540039,2.7198920249938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.2468879371881485,-10.173027992248535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5005635619163513,-1.1531223058700562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.16945481300354,-1.5994840860366821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2203876972198486,0.20075690746307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.10019588470459,2.0065414905548096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.02086877822876,1.2956336736679077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.178369522094727,-5.113166809082031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2347335815429688,6.655797958374023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.0779082402586937,7.770642280578613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.680098533630371,4.078612804412842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.975144386291504,5.508146286010742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6696745157241821,0.21733231842517853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2444337606430054,-0.12336652725934982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.6543352603912354,-0.954990804195404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.363323926925659,2.846318006515503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9328513145446777,4.31464958190918,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.054786682128906,2.6261723041534424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.9604949951171875,-6.118728160858154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,8.003300666809082,-3.5706188678741455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.5909295082092285,-7.776036262512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,10.304219245910645,2.781317949295044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.1714879274368286,-0.9983250498771667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.123887300491333,1.271819829940796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.022461170330643654,2.7233693599700928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.726606369018555,0.2863766849040985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8113754987716675,-4.934372425079346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.5643749237060547,5.115499496459961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.1864757537841797,6.666060447692871,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.875265598297119,3.4604361057281494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.841423749923706,8.26815414428711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.520005226135254,3.5533177852630615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2494597434997559,-1.0548902750015259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8008134365081787,-1.890451192855835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.484060287475586,1.0590568780899048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
