split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5
test,-2.498021364212036,0.23951219022274017,-6.64988374710083,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9123727083206177,-0.7940921187400818,-1.1575130224227905,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9025285243988037,0.9090083837509155,0.5369160175323486,0.0,1.0,0.0,0.0,0.0,0.0
test,0.886462926864624,1.6123175621032715,-2.0153696537017822,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.568512916564941,1.6940780878067017,-0.9029483795166016,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.8181097507476807,-4.850860118865967,-2.004983901977539,0.0,0.0,0.0,0.0,1.0,0.0
test,4.799821853637695,0.6250848174095154,-0.28639596700668335,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9398025274276733,-0.034441374242305756,-0.3626756966114044,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.16744883358478546,-1.647752285003662,-1.98551344871521,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6330578327178955,-1.8663148880004883,1.2117180824279785,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.21540641784668,-1.5906875133514404,1.315996527671814,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.598048448562622,2.469034433364868,-4.170721530914307,0.0,0.0,0.0,0.0,1.0,0.0
test,1.3311101198196411,1.3477421998977661,-6.070141792297363,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3036150932312012,0.3382622003555298,-1.5814660787582397,1.0,0.0,0.0,0.0,0.0,0.0
test,0.16970375180244446,-0.2742881774902344,-2.382675886154175,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0819581747055054,-2.8804988861083984,0.6925984025001526,0.0,0.0,1.0,0.0,0.0,0.0
test,2.859065055847168,0.15668126940727234,-0.5275709629058838,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.47346410155296326,2.445931911468506,3.290419578552246,0.0,0.0,0.0,0.0,1.0,0.0
test,1.419264554977417,-1.5664582252502441,4.455785274505615,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.775471568107605,0.0753689631819725,-1.4759774208068848,1.0,0.0,0.0,0.0,0.0,0.0
test,0.27755221724510193,-1.295021414756775,-1.8924250602722168,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.39544814825057983,-1.3967121839523315,-3.5415215492248535,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7764731049537659,0.9371793866157532,2.4673850536346436,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3378160297870636,-4.778460502624512,-2.9302711486816406,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6810256242752075,-5.436339378356934,-3.379554510116577,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.0282299518585205,-0.2354395091533661,-0.4675458073616028,1.0,0.0,0.0,0.0,0.0,0.0
test,0.051186755299568176,-1.4826009273529053,-1.9682955741882324,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.2751879692077637,-0.4013397693634033,1.2265238761901855,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3591364026069641,-1.6457096338272095,2.6326980590820312,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.0921947956085205,-4.646243572235107,1.4280427694320679,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.523367166519165,1.6882283687591553,-5.956250190734863,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.296765685081482,-0.8904374837875366,-1.6239196062088013,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3954789936542511,-1.2322416305541992,-2.462473154067993,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5976701974868774,1.001771330833435,-0.7312704920768738,0.0,0.0,1.0,0.0,0.0,0.0
test,2.803946018218994,-0.8885554075241089,-1.468868374824524,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.952317714691162,-1.516074299812317,-0.8877055644989014,0.0,0.0,0.0,0.0,1.0,0.0
test,2.760232448577881,-4.8915910720825195,-0.940146803855896,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4164953231811523,-0.5080080628395081,0.08702769875526428,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2814810276031494,-0.22078274190425873,0.7738507986068726,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9850812554359436,1.6654810905456543,-1.7194573879241943,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.325308322906494,-0.06599436700344086,-4.6407670974731445,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.4947941303253174,-0.9267765283584595,-5.185280799865723,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.348741054534912,-5.342341423034668,2.405059814453125,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.31829747557640076,-0.7924869060516357,-0.4600595533847809,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.321460247039795,-1.8606359958648682,-1.1266653537750244,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4558348655700684,-1.9015562534332275,1.3069103956222534,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3900771141052246,0.9876886606216431,-4.400503635406494,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.5751190185546875,-2.193488359451294,-2.0287868976593018,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.064197063446045,-5.425692558288574,2.129589319229126,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.951987624168396,0.04041331633925438,-0.43793466687202454,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.19667606055736542,0.2710077464580536,-2.528414726257324,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6558945178985596,0.8131357431411743,1.8901619911193848,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.84645676612854,-0.05781133845448494,3.083042860031128,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.382932662963867,0.1513810008764267,1.7043684720993042,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.8229522705078125,3.0295965671539307,-2.4584577083587646,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4629884958267212,-1.2154382467269897,-0.6541407704353333,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6211390495300293,0.7526234984397888,-2.4582254886627197,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.94506573677063,0.5792299509048462,-1.2184982299804688,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3357702493667603,1.4377940893173218,-3.491171360015869,0.0,0.0,0.0,1.0,0.0,0.0
test,3.7465648651123047,-1.1618577241897583,-1.7041640281677246,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.676509141921997,1.0752308368682861,-6.463378429412842,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1557244062423706,0.6011800765991211,-0.4122801125049591,1.0,0.0,0.0,0.0,0.0,0.0
test,0.06197267398238182,-1.8468198776245117,-0.33375081419944763,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.049488544464111,-0.5049354434013367,-0.3171270787715912,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3485732078552246,3.4995598793029785,-0.8357548117637634,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9303007125854492,-3.0643820762634277,-3.6976702213287354,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6294378042221069,-5.66277551651001,-2.902597665786743,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.15708251297473907,-0.32533255219459534,-0.5141862034797668,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1846243143081665,0.39770272374153137,1.0324617624282837,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.8735899925231934,1.602488398551941,-2.3356196880340576,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2908949851989746,1.066802740097046,-2.4563724994659424,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.3395562171936035,-2.504972219467163,0.640343189239502,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.7475481033325195,-4.277856826782227,-4.471437454223633,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2429310083389282,-0.5994581580162048,-1.7837084531784058,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6138842105865479,-0.44573360681533813,1.0884959697723389,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.0297610759735107,0.3733365535736084,-3.0372884273529053,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7556630373001099,-2.483403205871582,0.9126659631729126,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.364523887634277,2.01351261138916,-2.0542140007019043,0.0,0.0,0.0,0.0,1.0,0.0
test,4.176911354064941,-0.08935728669166565,2.003723621368408,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.035050630569458,-0.8537967801094055,-1.670411467552185,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.61589777469635,-1.5547163486480713,-2.3110971450805664,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4509506225585938,-2.5047905445098877,0.6855872869491577,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9697700142860413,-1.376530408859253,-4.087704181671143,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.536525726318359,1.1143158674240112,0.9863459467887878,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.9881129264831543,-5.561209678649902,-0.9189457893371582,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1148167848587036,0.6894677877426147,-0.704966127872467,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.555443286895752,0.2552332878112793,-2.096066951751709,0.0,1.0,0.0,0.0,0.0,0.0
test,0.6080789566040039,1.0571528673171997,1.2168400287628174,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7702512741088867,-2.8513858318328857,-3.9034101963043213,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.126312017440796,-4.796917915344238,-0.0068269893527030945,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.293267726898193,4.417170524597168,-2.7246909141540527,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4859544038772583,0.3284227252006531,-0.16413123905658722,1.0,0.0,0.0,0.0,0.0,0.0
test,0.19507242739200592,1.1157265901565552,-1.3950750827789307,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.925144910812378,1.7813717126846313,-1.9970394372940063,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.005997180938721,0.5082607269287109,-0.5138389468193054,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7930006980895996,-2.6557838916778564,1.2299201488494873,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9103046655654907,1.1180756092071533,-6.666104793548584,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.1910213977098465,-0.6857081055641174,-0.9870287775993347,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.0881776809692383,-0.10175051540136337,-0.7104719281196594,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.5810956954956055,-1.9843206405639648,-0.992758572101593,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.919485092163086,-1.4894587993621826,-0.7057033181190491,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.14579500257968903,-5.202674388885498,-0.5905371904373169,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8900549411773682,-5.333127975463867,2.4217278957366943,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.37245073914527893,0.16000954806804657,-1.3439499139785767,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5565560460090637,0.8209018707275391,0.7233140468597412,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.815819501876831,-2.4833812713623047,-2.7708311080932617,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.43099406361579895,-4.225282669067383,-1.2295030355453491,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.2379565238952637,-3.625559091567993,2.224539279937744,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.100333213806152,-1.1908986568450928,-5.224202632904053,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.11494433879852295,-0.15262697637081146,-0.7857314348220825,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.284050464630127,-0.04916417598724365,0.7541533708572388,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6683635711669922,-0.5475882291793823,-3.7977960109710693,0.0,0.0,1.0,0.0,0.0,0.0
test,2.411025285720825,1.1587368249893188,-2.0742082595825195,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.529642343521118,-1.5261799097061157,3.7931957244873047,0.0,0.0,0.0,0.0,1.0,0.0
test,3.219352960586548,3.4668848514556885,0.927682638168335,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7712399959564209,0.6344399452209473,-0.7185181975364685,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.70749431848526,1.1716586351394653,0.45437347888946533,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.822299003601074,-0.1383877843618393,-2.0947134494781494,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.005469560623169,2.7535879611968994,0.9055526852607727,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.019463300704956,-5.076659679412842,0.32460835576057434,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.760067939758301,-0.6584100127220154,2.925814151763916,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0171254873275757,-0.9679248929023743,-0.09903308004140854,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.8045527935028076,0.4301496148109436,-0.08630392700433731,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3836638927459717,-0.5308476686477661,0.8238577246665955,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.924586057662964,-1.4794317483901978,-4.1998820304870605,0.0,0.0,0.0,1.0,0.0,0.0
test,3.290463447570801,-2.373911142349243,-2.0260231494903564,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.3568193912506104,1.8992117643356323,4.5995192527771,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.28902480006217957,-0.5760422348976135,-0.32671165466308594,1.0,0.0,0.0,0.0,0.0,0.0
test,0.24517352879047394,0.13048863410949707,-2.252976894378662,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2750718593597412,-1.1807029247283936,2.0234405994415283,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.014813423156738,-3.04189395904541,-0.923337996006012,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8604333400726318,-4.174009799957275,2.230893850326538,0.0,0.0,0.0,0.0,1.0,0.0
test,4.774511814117432,0.8403780460357666,-1.2381888628005981,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3929779529571533,0.6114280819892883,-0.5525784492492676,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9855429530143738,0.8246876001358032,0.8091703653335571,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.745216965675354,0.7676193118095398,-3.5679590702056885,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7367708683013916,2.2986090183258057,2.133246898651123,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8153692483901978,-4.883725166320801,-2.708664894104004,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.009436130523682,-2.8028969764709473,1.5400859117507935,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.88827645778656,0.2976172864437103,-0.6860756874084473,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2055070400238037,-0.7394120097160339,0.7701239585876465,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2500842809677124,1.5591868162155151,-0.7730720043182373,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.637331962585449,-3.9919064044952393,-0.6857933402061462,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.867664337158203,-3.374722480773926,-2.012971878051758,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9594262838363647,-2.9443392753601074,4.1367268562316895,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8680583238601685,0.1396239846944809,-0.3713533580303192,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.9768474102020264,0.038932353258132935,-1.4482606649398804,0.0,1.0,0.0,0.0,0.0,0.0
test,0.1916516274213791,-2.135995626449585,1.150296926498413,0.0,0.0,1.0,0.0,0.0,0.0
test,0.22120723128318787,2.9596595764160156,-2.740633249282837,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.211900472640991,0.06022553890943527,3.679163932800293,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.385598182678223,1.8123880624771118,-2.742070198059082,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9869095683097839,0.2130889743566513,-1.6893035173416138,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6500287652015686,-1.1530499458312988,-0.3881874680519104,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7693507075309753,-2.3871195316314697,-2.970001697540283,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.2592010498046875,-2.994314193725586,-3.7931160926818848,0.0,0.0,0.0,1.0,0.0,0.0
test,2.655933141708374,0.5067775249481201,-4.036800384521484,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.789226055145264,-0.7030560970306396,-2.7099149227142334,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4993464946746826,-0.08184768259525299,0.05160415545105934,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9266447424888611,-1.2762155532836914,0.8978755474090576,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.2319045215845108,-3.102257490158081,-0.209314227104187,0.0,0.0,1.0,0.0,0.0,0.0
test,1.304110050201416,-3.3211863040924072,0.20421721041202545,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.6416873931884766,3.966618537902832,-1.41943359375,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3987894654273987,4.8106584548950195,-3.5989174842834473,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5066430568695068,-0.9081006646156311,-1.3658747673034668,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.1038405895233154,-0.9184272289276123,-2.4570651054382324,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0988097190856934,-1.2079851627349854,0.9860355257987976,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.1823835372924805,2.4960365295410156,-2.8012425899505615,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.8184847831726074,-3.214582681655884,2.1829521656036377,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.121166944503784,-5.684518337249756,-2.5559511184692383,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.856043815612793,-0.4518464207649231,-0.19981428980827332,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.690999746322632,0.5144129991531372,-1.7399938106536865,0.0,1.0,0.0,0.0,0.0,0.0
test,0.20238693058490753,-0.6943948268890381,1.8330857753753662,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.777771949768066,-1.3714148998260498,0.32070791721343994,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.985814094543457,0.4537818133831024,3.730137825012207,0.0,0.0,0.0,0.0,1.0,0.0
test,3.943787097930908,-3.495879650115967,-0.26388198137283325,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2779062986373901,0.008123367093503475,0.09497860074043274,1.0,0.0,0.0,0.0,0.0,0.0
test,0.22540897130966187,1.0598750114440918,-0.2198227494955063,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.9660301208496094,-1.183257818222046,-0.6925849914550781,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.186645984649658,-0.38952213525772095,-4.252494812011719,0.0,0.0,0.0,1.0,0.0,0.0
test,0.36919549107551575,-3.5008256435394287,2.709768295288086,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.951751708984375,0.42904216051101685,3.7044970989227295,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.1882503479719162,0.10392410308122635,-0.8523656129837036,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.851194143295288,-0.9759795069694519,-0.14213135838508606,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0049954652786255,-3.298966407775879,-0.909051239490509,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.028346097096800804,-4.152383804321289,-0.7128797769546509,0.0,0.0,0.0,1.0,0.0,0.0
test,0.1435215175151825,2.1574323177337646,-5.011175155639648,0.0,0.0,0.0,0.0,1.0,0.0
test,1.4135448932647705,-5.138603687286377,-3.343827724456787,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.22066283226013184,0.168626606464386,-0.8812800645828247,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4299067556858063,-2.124025583267212,-1.3146333694458008,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6258504390716553,1.2792503833770752,1.2050825357437134,0.0,0.0,1.0,0.0,0.0,0.0
test,2.7585277557373047,0.16866786777973175,-1.7737475633621216,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5804697275161743,2.901134729385376,-4.290987014770508,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.080876350402832,-2.4105224609375,3.125610589981079,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7363985776901245,-1.0553964376449585,-1.0110644102096558,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7391189336776733,0.4103081524372101,-0.5194087028503418,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6015675067901611,-0.361763596534729,-3.797140121459961,0.0,0.0,1.0,0.0,0.0,0.0
test,2.142496109008789,-2.3431661128997803,-1.9806056022644043,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.891767978668213,-4.403533458709717,-0.2140607386827469,0.0,0.0,0.0,0.0,1.0,0.0
test,4.7093706130981445,-1.710294485092163,-0.35099631547927856,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.430448055267334,-0.9458168148994446,-0.14891785383224487,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.8813796043395996,-1.2147154808044434,-0.8685606122016907,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4301280975341797,2.365398645401001,-0.48537519574165344,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8932997584342957,3.0363423824310303,0.09698422998189926,0.0,0.0,0.0,1.0,0.0,0.0
test,2.238053560256958,-1.0569852590560913,2.8033111095428467,0.0,0.0,0.0,0.0,1.0,0.0
test,4.476626396179199,0.6080240607261658,1.1723788976669312,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.19895359873771667,-0.327786386013031,-0.41160494089126587,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0888700485229492,-2.294750928878784,-0.6777908802032471,0.0,1.0,0.0,0.0,0.0,0.0
test,1.562029242515564,-0.1020299643278122,0.524719774723053,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6278140544891357,0.04226959869265556,2.063534736633301,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.485229730606079,-3.0325632095336914,3.1136603355407715,0.0,0.0,0.0,0.0,1.0,0.0
test,4.030178546905518,2.120612144470215,1.1075130701065063,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.744222640991211,0.46343541145324707,-0.8953309655189514,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6186485290527344,0.9646956324577332,-0.5265658497810364,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.9281721115112305,-1.1690940856933594,-0.327936053276062,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.4829955101013184,2.076040029525757,-3.7450690269470215,0.0,0.0,0.0,1.0,0.0,0.0
test,1.724966287612915,3.30434250831604,1.161720871925354,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5673434734344482,-3.435546398162842,-5.204160690307617,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.085986852645874,-0.19848138093948364,-0.9875275492668152,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.789886236190796,-2.1771552562713623,-0.9326543807983398,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.419457197189331,-2.374361991882324,-2.5623350143432617,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.724340915679932,-1.6851716041564941,-1.8225719928741455,0.0,0.0,0.0,1.0,0.0,0.0
test,3.1407530307769775,0.4719984829425812,-3.3690028190612793,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.416252136230469,3.2047688961029053,-3.097330331802368,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8128437995910645,-1.2290065288543701,-1.0754629373550415,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.14636893570423126,1.3931233882904053,-1.303097128868103,0.0,1.0,0.0,0.0,0.0,0.0
test,0.040469877421855927,-2.547020435333252,0.7885808348655701,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4929884076118469,-1.4276468753814697,-4.330477237701416,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.3460683822631836,-4.442354679107666,1.6714454889297485,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.902450084686279,-3.1779284477233887,-3.0039303302764893,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5099822282791138,0.1991342157125473,-0.2082299441099167,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.164796233177185,1.6972612142562866,-0.7989802956581116,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.014882802963257,1.5520786046981812,-3.014921188354492,0.0,0.0,1.0,0.0,0.0,0.0
test,2.805673360824585,0.22552065551280975,-1.51019287109375,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9047235250473022,-4.673287391662598,-3.129208564758301,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.167538642883301,-6.199761390686035,-0.5672865509986877,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1273353099822998,0.47695332765579224,-1.4669736623764038,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8746067881584167,-2.0885467529296875,0.028784118592739105,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8978672027587891,-1.2436411380767822,2.0012388229370117,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.703963279724121,1.650154948234558,1.4892054796218872,0.0,0.0,0.0,1.0,0.0,0.0
test,0.09290896356105804,1.6776041984558105,-5.272988796234131,0.0,0.0,0.0,0.0,1.0,0.0
test,3.0613176822662354,2.983105182647705,-3.646035671234131,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7889007925987244,0.6477015018463135,-0.8719052076339722,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5344805121421814,-1.385218620300293,-0.457485169172287,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9705452919006348,-1.8730928897857666,-2.3338098526000977,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.008334636688232,1.457762360572815,-2.951645612716675,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.631098508834839,3.495903491973877,1.2064642906188965,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9865559339523315,5.435654163360596,0.6786239147186279,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9901833534240723,0.08551458269357681,-1.088775873184204,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4697766602039337,-1.8802406787872314,0.2125340849161148,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.8663313388824463,-1.1835105419158936,-1.6026259660720825,0.0,0.0,1.0,0.0,0.0,0.0
test,0.23997904360294342,-0.8383170962333679,-4.569169044494629,0.0,0.0,0.0,1.0,0.0,0.0
test,3.776780128479004,-1.2526187896728516,-0.30187955498695374,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6869274377822876,-1.8774116039276123,4.233475685119629,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8750154972076416,0.17352336645126343,-1.2608802318572998,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2303503006696701,-1.9866327047348022,-0.2075762301683426,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1886096000671387,1.4485219717025757,-1.6698981523513794,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9137354493141174,-3.0486371517181396,-2.934291124343872,0.0,0.0,0.0,1.0,0.0,0.0
test,2.087688446044922,-3.9904887676239014,0.26218074560165405,0.0,0.0,0.0,0.0,1.0,0.0
