split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
test,4.030430316925049,2.5252511501312256,0.042104195803403854,2.798809289932251,-4.127000331878662,0.9914107322692871,-1.3453136682510376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.870429515838623,2.0003762245178223,0.38907963037490845,2.7149674892425537,-4.494824409484863,2.0240771770477295,-2.3508639335632324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.955348014831543,-3.2079105377197266,3.0801479816436768,-0.41585710644721985,-1.1598095893859863,1.0100306272506714,-2.1665542125701904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.6355383396148682,-2.4170000553131104,0.13354803621768951,-4.615228176116943,-1.1074110269546509,-1.1555333137512207,3.4366440773010254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3437923192977905,0.9336757063865662,-0.3334605395793915,-0.06703128665685654,-1.0269453525543213,0.3845805823802948,-1.067534327507019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.654937505722046,1.8289152383804321,-0.5658693909645081,1.2662341594696045,-2.017601251602173,0.43423938751220703,-0.1049274206161499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8457505702972412,1.042352557182312,1.0250897407531738,-1.6173124313354492,-0.5339054465293884,1.7074167728424072,-2.3996548652648926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3812480568885803,0.3157314956188202,-0.16243548691272736,0.03387557342648506,1.0809874534606934,-0.5887128710746765,1.5099132061004639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.566040515899658,0.4731687009334564,-2.2721660137176514,-2.270768642425537,-0.3819751739501953,-2.551208257675171,-2.4083034992218018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.5975019931793213,-0.24419234693050385,2.272855043411255,-0.4828856289386749,-2.7903618812561035,2.700091600418091,-1.915395736694336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.635782241821289,-1.6084316968917847,3.5856523513793945,-0.24054472148418427,-0.8687465786933899,3.344122886657715,-2.8987128734588623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.036586284637451,-3.237886667251587,-0.1765775829553604,-1.8357958793640137,-1.8678364753723145,4.7696852684021,-2.109966278076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8002296686172485,1.881077527999878,-0.4352954924106598,-0.21646162867546082,-1.7921764850616455,0.600317120552063,-0.7548584342002869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.425673484802246,0.7406857013702393,-0.6674401760101318,-1.36807119846344,-2.177076816558838,0.05555243417620659,-1.4951008558273315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1785778999328613,1.4406870603561401,1.9006747007369995,-0.7784280180931091,-1.293545126914978,-2.0330722332000732,-0.49611806869506836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.763049364089966,3.403461217880249,2.046335458755493,1.7597036361694336,-1.1679608821868896,0.2610304355621338,-0.8344420790672302,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8921884298324585,1.0134282112121582,-2.94169020652771,-1.0089527368545532,0.044144969433546066,-2.614440441131592,1.399898886680603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.324662208557129,2.1015982627868652,1.7853299379348755,-2.7346596717834473,-1.5807008743286133,-1.4124044179916382,-0.19003304839134216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9622721672058105,6.345385551452637,0.6075980067253113,4.315218925476074,-0.12238764017820358,0.7021037936210632,-3.5271174907684326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6577608585357666,-0.3383137583732605,-3.7362234592437744,-0.698694109916687,0.29002827405929565,6.459737300872803,-1.7668249607086182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4468574523925781,1.9602102041244507,-0.3962661325931549,-0.30226293206214905,-0.7709035873413086,0.7815118432044983,-0.9315527081489563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2161753177642822,1.648165225982666,-0.15028251707553864,1.4876883029937744,-0.5213422775268555,0.3027426600456238,-0.7421143054962158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.165672540664673,1.0527703762054443,1.201256513595581,-1.7292600870132446,-0.519477367401123,0.5622484087944031,-0.26307401061058044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.135228157043457,0.14847400784492493,-1.1298749446868896,1.1589573621749878,0.08319791406393051,-0.2843259274959564,-2.2405269145965576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.176131010055542,3.193297863006592,1.848170280456543,-3.159416437149048,-2.5625603199005127,1.4892874956130981,-3.554205894470215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.01849501021206379,-0.293429434299469,-0.9631426334381104,4.506344318389893,-0.0689052864909172,1.1228374242782593,-3.2300167083740234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.150282621383667,4.043277740478516,5.1785101890563965,-2.5530142784118652,-2.837817907333374,-0.3006473183631897,0.1588449329137802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.900957465171814,3.2598929405212402,-2.9184892177581787,3.00708270072937,4.356264591217041,0.900005578994751,-1.159079670906067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7897851467132568,2.397454261779785,0.19204498827457428,-0.5953689217567444,-0.8401078581809998,-0.21852938830852509,-1.155443549156189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6881436109542847,3.167081117630005,1.2981812953948975,-0.5695706009864807,-1.182895541191101,0.06883521378040314,-0.8188923001289368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7576920986175537,3.524040460586548,0.061156079173088074,-0.43642619252204895,-1.0824021100997925,-2.256040096282959,-0.4223478436470032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.1785385608673096,4.359288215637207,0.09220048040151596,-0.8523810505867004,0.7330026626586914,1.885343313217163,-2.0623044967651367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6121084690093994,-0.7739806771278381,0.45789095759391785,-2.0009922981262207,0.8271027207374573,0.19401609897613525,2.1286942958831787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9110116958618164,-0.5471773147583008,2.5884969234466553,1.306654691696167,-0.7633782029151917,4.465134143829346,0.19186186790466309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7362606525421143,-2.145789623260498,0.2894228398799896,1.1869618892669678,-1.112898349761963,1.6766501665115356,-4.4759063720703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.49306321144104,-0.3579845428466797,3.415463924407959,0.3615227937698364,-0.27237069606781006,-1.2107242345809937,3.4123589992523193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3164359331130981,1.7953298091888428,-0.1866401582956314,0.06314226239919662,-2.11795973777771,-0.23718418180942535,-1.4092981815338135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.897244930267334,1.087001919746399,0.4359031617641449,0.700953483581543,-2.5164268016815186,0.11322329938411713,-1.9944815635681152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.865720272064209,0.6234804391860962,1.1456236839294434,-1.6639573574066162,-1.4109113216400146,-1.8762016296386719,-1.3552486896514893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5343639850616455,2.077563762664795,-1.680738091468811,-0.13197551667690277,0.7178532481193542,0.4437861144542694,-0.6721660494804382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.405566930770874,2.8799939155578613,-2.0917506217956543,2.3664464950561523,0.8957505822181702,1.4784998893737793,-3.464566946029663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9323371648788452,3.7372848987579346,-0.6925820708274841,0.9833039045333862,-5.140604496002197,1.7891764640808105,2.392091989517212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.0609418153762817,2.627640724182129,-2.7404990196228027,-4.254520893096924,-0.17773982882499695,-3.81543231010437,-2.353030204772949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7330756187438965,-2.498793125152588,-1.5046006441116333,0.025665076449513435,-0.07405970990657806,3.0121939182281494,-6.425921440124512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.1985106468200684,2.0363457202911377,0.16845020651817322,0.24910686910152435,-1.5086618661880493,-0.2486194223165512,-1.2964328527450562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.392616868019104,0.46976643800735474,-0.017517197877168655,-0.7117868065834045,-2.0035531520843506,-0.8000451326370239,-0.26304277777671814,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6577467918395996,0.7060587406158447,-1.489595651626587,-0.2115011066198349,-0.2685452401638031,-0.09852231293916702,-2.8918352127075195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5581199526786804,0.5123010277748108,-0.3645462393760681,-3.488903522491455,-0.6211971640586853,-1.1355582475662231,-0.41531315445899963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.09256112575531,4.024911403656006,-3.601461172103882,0.5521876811981201,0.11941324919462204,-0.46780791878700256,1.014013648033142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.327004909515381,4.299668788909912,-1.168499231338501,0.6027100086212158,1.538917064666748,-4.009521484375,-0.996346652507782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5686002969741821,-0.5510581731796265,-1.4341610670089722,5.150811195373535,-1.1907293796539307,-1.002234697341919,-4.620475769042969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.7210822105407715,2.7978687286376953,-1.6045105457305908,0.32632365822792053,-6.9192609786987305,-0.658602774143219,-0.910631000995636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8080989122390747,2.5703790187835693,0.42166560888290405,-0.09461107105016708,-1.128240704536438,0.06802179664373398,-1.259818196296692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7483572959899902,2.563613176345825,0.22063030302524567,0.08994632214307785,-0.6580589413642883,-1.0643819570541382,-1.107668161392212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0772210359573364,3.737351655960083,-0.13949789106845856,-0.8656743168830872,-2.851151704788208,-1.1781343221664429,-0.40166252851486206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.4854775667190552,1.8335777521133423,0.6119576692581177,-1.1034008264541626,-3.282426357269287,-1.344244122505188,-1.1475598812103271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.87285315990448,2.837069272994995,2.308358669281006,2.9643261432647705,-2.965296745300293,-2.0278358459472656,0.09573513269424438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.032558917999268,2.003647804260254,-1.4323440790176392,-1.3364278078079224,-1.8860881328582764,1.0624207258224487,-0.9755133986473083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2164522409439087,6.990760326385498,0.21564406156539917,2.151618480682373,-0.174151211977005,-2.0976743698120117,2.1841542720794678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7927840352058411,5.50783109664917,-5.452122688293457,0.2920956611633301,-0.9526896476745605,2.8738880157470703,-4.552622318267822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3073594570159912,1.6501286029815674,0.8547985553741455,-0.32881852984428406,-1.4573527574539185,-0.06740739196538925,-1.3944547176361084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1799761056900024,3.3014297485351562,0.3167635500431061,-0.3158315122127533,-0.7154231667518616,-0.660252571105957,-1.9062918424606323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.5443334579467773,2.031035900115967,-0.13850992918014526,-1.6117079257965088,-2.4807510375976562,0.8671957850456238,-0.6050829291343689,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.10819791257381439,2.5292510986328125,-1.1343185901641846,-0.5196329355239868,-1.5292116403579712,-0.7107729911804199,2.2258636951446533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.611642837524414,4.118688106536865,0.9049772024154663,-0.4317891001701355,-4.24273157119751,0.31199678778648376,-0.6118051409721375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.2182810306549072,0.38858261704444885,3.949266195297241,0.11870916932821274,0.5958395600318909,0.4485451281070709,-2.118865966796875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.609806060791016,2.837373971939087,0.01664925366640091,0.38105568289756775,3.166396379470825,1.152351975440979,-1.5303114652633667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.2209548950195312,2.3992788791656494,-4.708138465881348,-1.411299705505371,3.7617063522338867,-2.167811870574951,1.973710298538208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9031133055686951,1.739747166633606,-0.11605434864759445,0.6259866952896118,-1.4516420364379883,-0.1987060010433197,-1.029940128326416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5601829290390015,2.6713669300079346,-0.5989300608634949,-0.27597448229789734,-2.3143794536590576,-0.05683232843875885,-2.0637996196746826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.323306083679199,2.798689842224121,-0.7775030136108398,1.8275032043457031,-2.339890480041504,-1.2117220163345337,-0.9035614132881165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.36337774991989136,2.5411627292633057,-0.06413950026035309,-2.096712589263916,-0.38299986720085144,1.9047943353652954,1.395997166633606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.27030494809150696,-0.1873624622821808,-2.365978240966797,0.031990643590688705,1.798155665397644,0.055052489042282104,-2.9038076400756836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2489889860153198,1.9870176315307617,-2.7794909477233887,0.9918124079704285,-5.4265618324279785,0.03707599639892578,2.029712438583374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.8107365369796753,-0.4608069062232971,0.5337152481079102,5.694475173950195,-0.3532092869281769,-1.658536672592163,1.3076120615005493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.212932109832764,-1.8509674072265625,0.26973190903663635,2.8033363819122314,1.632313847541809,-2.530430555343628,1.0043697357177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3440309762954712,1.819554090499878,0.16443143784999847,0.3622080087661743,-1.987033724784851,-0.004778215661644936,-0.6792543530464172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.349017858505249,2.123534679412842,-1.4511241912841797,0.32668477296829224,-1.621702790260315,0.7474569082260132,-1.5604084730148315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9788061380386353,1.411075472831726,-1.8756400346755981,0.25777673721313477,-0.6873378753662109,-0.6626023650169373,0.9687218070030212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.240891456604004,-0.2949044406414032,-0.7604506015777588,-1.247613549232483,0.3910375237464905,-0.5772539377212524,1.3977211713790894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2041022777557373,0.16644403338432312,-1.155224084854126,1.1912044286727905,-2.7776312828063965,3.781266927719116,-0.8915266990661621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.864565372467041,-0.2874162495136261,1.739298701286316,-1.8898555040359497,-0.10703582316637039,0.462165504693985,1.0486079454421997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.020616054534912,-1.598639965057373,4.116672515869141,1.6559633016586304,1.35592520236969,-2.4163613319396973,0.8892831802368164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.1807188987731934,1.9883922338485718,0.7710164189338684,0.021014351397752762,-0.6746099591255188,3.4902920722961426,4.351029872894287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.309330701828003,2.28057599067688,0.327915757894516,0.15975044667720795,-0.9118695855140686,-0.5661570429801941,-0.9678620100021362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2585867643356323,0.6179193258285522,-0.6475364565849304,-0.8789182305335999,-1.2380765676498413,1.3300187587738037,-1.2642197608947754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7105764746665955,2.901691436767578,-0.5037814378738403,0.6144852042198181,-2.6020596027374268,-0.6001157760620117,-0.8618144392967224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.8542726039886475,3.7657735347747803,-1.2839163541793823,-0.48932212591171265,-2.9712257385253906,0.014589437283575535,-2.3884215354919434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2757664918899536,2.2896628379821777,2.698167085647583,3.068575382232666,-1.430384635925293,-1.2817656993865967,-3.3655993938446045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6504945158958435,4.125235080718994,-3.5970394611358643,2.371788740158081,-3.2109007835388184,-1.0870132446289062,0.3095903694629669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6028188467025757,1.7553746700286865,2.3985512256622314,-0.8660154938697815,0.21458198130130768,-5.967281341552734,-1.0157182216644287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.954345464706421,-0.026557927951216698,2.8901491165161133,0.053502630442380905,-3.143015146255493,1.5708259344100952,5.548004150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9767700433731079,1.4305044412612915,0.08503103256225586,0.3967120945453644,-1.0161737203598022,-0.12363579124212265,-0.5821700096130371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0285682678222656,2.8693385124206543,0.8676597476005554,-0.39741775393486023,-1.622316598892212,0.9281725287437439,-1.931622862815857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4549964964389801,1.7460812330245972,-0.9891465902328491,-1.0174996852874756,-0.7727771401405334,-0.5621082186698914,0.6580291390419006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.23845911026001,3.2361676692962646,-1.9110000133514404,0.5371265411376953,-2.6527416706085205,0.2623139023780823,-1.4810866117477417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.4443469047546387,-0.38152846693992615,0.9806683659553528,-1.3990740776062012,0.9251559972763062,0.7481346130371094,-4.001076698303223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.613758087158203,2.2098469734191895,-0.6501109004020691,2.0889816284179688,-1.9778752326965332,0.8471725583076477,0.5494874715805054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5720380544662476,-0.08758829534053802,0.44236329197883606,2.433140754699707,-0.3722856938838959,-2.916433334350586,-6.481720924377441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.9666693210601807,2.3084945678710938,5.029583930969238,1.0649839639663696,0.35882264375686646,-1.9648767709732056,-0.30349233746528625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7422806024551392,1.8827069997787476,-0.3062417209148407,0.32702499628067017,-0.7790926694869995,0.6206803917884827,-0.8708930015563965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3225334882736206,1.287384271621704,0.22726322710514069,0.4621027112007141,0.3276183307170868,-0.533536970615387,-1.756681203842163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.33497855067253113,1.0627415180206299,0.9247006177902222,-2.0689311027526855,-0.4183945655822754,-0.5712552070617676,0.13856899738311768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.857978582382202,0.9864148497581482,2.196293830871582,2.1587934494018555,-2.9542150497436523,-0.14778557419776917,-1.595528244972229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7858083248138428,3.221526861190796,1.2327758073806763,-0.4346057176589966,-3.507265329360962,-1.7547396421432495,2.448678731918335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2555060386657715,0.07924924790859222,-2.3479955196380615,0.8741886615753174,1.2856101989746094,-0.2069360762834549,3.0208358764648438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.1401139497756958,1.866982340812683,-0.8847712874412537,-0.6279950141906738,4.831483840942383,-3.232386350631714,-0.8845216631889343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9610650539398193,2.3228940963745117,-1.2296558618545532,6.007449626922607,-4.394791603088379,2.3817317485809326,0.7452981472015381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7378891706466675,1.7117271423339844,0.1923515945672989,-0.21306924521923065,-1.4599392414093018,-0.5752255320549011,-1.0397515296936035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.48213669657707214,2.5463993549346924,0.014264854602515697,-1.6014620065689087,-1.631316900253296,0.36064261198043823,-1.4046298265457153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8277397155761719,2.5974223613739014,-0.4595496952533722,-0.9676454663276672,1.0763795375823975,-0.14658594131469727,0.16212429106235504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.781971454620361,0.8708740472793579,-0.39126235246658325,0.9931694865226746,-0.32455864548683167,0.016322210431098938,0.2520574629306793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2844294309616089,1.9402217864990234,0.6249653697013855,-0.6428918838500977,-3.141585350036621,-1.8558766841888428,2.882560968399048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.112612247467041,2.55610728263855,1.2371445894241333,-2.466176986694336,0.16807211935520172,1.7139302492141724,0.27434733510017395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.02859330177307129,5.017582416534424,-2.7736318111419678,2.275998830795288,-1.996561050415039,4.7700958251953125,-0.7664650082588196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2718585729599,3.4182257652282715,0.23870961368083954,-3.659151315689087,-6.593710422515869,0.970141589641571,3.333132266998291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2785416841506958,2.312302827835083,0.1423429399728775,-0.09400046616792679,-0.9217255711555481,-0.5452388525009155,-1.5259037017822266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7431455850601196,2.286858081817627,0.1681438535451889,1.4383347034454346,-2.065955400466919,0.043023452162742615,-1.337293267250061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.0379886627197266,1.4306856393814087,0.33274975419044495,-0.051453880965709686,-0.014454972930252552,1.2217392921447754,-2.903298854827881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.008274793624878,1.560799241065979,0.19646310806274414,-0.7255964279174805,-2.071967124938965,-3.47063946723938,-0.7423717975616455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.078458786010742,1.9221075773239136,-0.9668042659759521,-0.1445164531469345,-4.494266033172607,-2.5242977142333984,-0.685522198677063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4733113050460815,5.883428573608398,2.842935800552368,0.05405372381210327,-2.5330307483673096,-0.39225292205810547,-4.103113651275635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.2233409881591797,1.6618245840072632,-3.3416481018066406,2.1389236450195312,1.5972702503204346,-1.8222031593322754,-5.623679161071777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.5650839805603027,-0.875918447971344,1.8461750745773315,-4.719536781311035,0.7005271911621094,3.184589147567749,-2.699918031692505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5809085369110107,1.883751392364502,0.49710142612457275,-0.7255939245223999,-1.0830966234207153,-0.1208767518401146,-0.5470699667930603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6169939041137695,1.0147522687911987,-0.44665318727493286,-0.8799048066139221,-0.6568861603736877,-0.4410848319530487,-1.946844220161438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3028918206691742,3.312436819076538,-1.3349709510803223,0.17413297295570374,-0.19997990131378174,-0.6358004212379456,-2.480332612991333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.49790051579475403,2.3321328163146973,1.124449610710144,2.572756052017212,0.5221203565597534,-0.5422875285148621,0.5100439786911011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4695935249328613,2.980844736099243,3.325737237930298,-0.203027606010437,-3.124716281890869,-0.41343387961387634,-0.8186841607093811,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.5736184120178223,0.6488247513771057,-3.3142447471618652,3.3214974403381348,0.3456321358680725,-1.480828046798706,0.5014482140541077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.926077842712402,-0.5388295650482178,-1.9415583610534668,-0.7165055274963379,-0.6570804715156555,-3.0503089427948,-4.200030326843262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.164769172668457,0.7905036807060242,1.9210199117660522,4.044658660888672,-3.848809242248535,0.20813509821891785,-4.783431529998779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0680385828018188,2.5989255905151367,-0.25889796018600464,-0.42790403962135315,-1.0835354328155518,-0.00041375556611455977,-1.207223892211914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.587862014770508,2.1766769886016846,-0.4252395033836365,0.8344409465789795,-1.4329279661178589,1.1229747533798218,-0.5769133567810059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7282654643058777,1.3740049600601196,-1.8181757926940918,1.382664442062378,0.04236684367060661,-0.9939150214195251,-1.140596866607666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7917874455451965,5.58774995803833,0.44876575469970703,-0.17890724539756775,-1.815130591392517,-0.4568899869918823,-0.5531374216079712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8625063896179199,0.9020864367485046,-3.539746046066284,-2.1833457946777344,-3.4771695137023926,-0.2037835270166397,-2.64267897605896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.74664831161499,0.17127597332000732,0.6083810329437256,0.27635547518730164,-0.8018821477890015,0.8824689388275146,-5.680131912231445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.1795567274093628,4.49074649810791,-5.669652462005615,1.3741849660873413,-1.383724331855774,-2.6135976314544678,-0.46452540159225464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.005557656288147,5.28518533706665,-0.35772705078125,1.149231195449829,-2.313526153564453,-5.161869525909424,3.550184726715088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1005903482437134,2.4044408798217773,-0.5430571436882019,0.3107154369354248,-1.322956919670105,0.04320750758051872,-1.216132402420044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
