split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4
test,1.039304256439209,-0.4841931462287903,1.0,0.0,0.0,0.0,0.0
test,0.45904478430747986,0.3418033719062805,0.0,1.0,0.0,0.0,0.0
test,-1.198019027709961,-2.8160221576690674,0.0,0.0,1.0,0.0,0.0
test,1.6266471147537231,2.5979888439178467,0.0,0.0,0.0,1.0,0.0
test,-2.3408498764038086,1.8674254417419434,0.0,0.0,0.0,0.0,1.0
test,1.8939781188964844,-2.291781425476074,1.0,0.0,0.0,0.0,0.0
test,2.749507427215576,0.1186438649892807,0.0,1.0,0.0,0.0,0.0
test,4.412025451660156,-0.9500330090522766,0.0,0.0,1.0,0.0,0.0
test,4.527563571929932,-3.947774887084961,0.0,0.0,0.0,1.0,0.0
test,2.7717154026031494,-6.218862056732178,0.0,0.0,0.0,0.0,1.0
test,2.4324047565460205,-1.5601145029067993,1.0,0.0,0.0,0.0,0.0
test,1.3591071367263794,-3.396040678024292,0.0,1.0,0.0,0.0,0.0
test,3.338566780090332,-3.725327491760254,0.0,0.0,1.0,0.0,0.0
test,5.394845485687256,-0.7624362111091614,0.0,0.0,0.0,1.0,0.0
test,0.04725145548582077,3.4025537967681885,0.0,0.0,0.0,0.0,1.0
test,2.30911922454834,-1.9023100137710571,1.0,0.0,0.0,0.0,0.0
test,3.059816837310791,-2.578784465789795,0.0,1.0,0.0,0.0,0.0
test,3.69871187210083,-3.378746747970581,0.0,0.0,1.0,0.0,0.0
test,1.5868051052093506,2.5995945930480957,0.0,0.0,0.0,1.0,0.0
test,0.6594566106796265,-6.335717678070068,0.0,0.0,0.0,0.0,1.0
test,2.40338134765625,-1.110260009765625,1.0,0.0,0.0,0.0,0.0
test,1.4151618480682373,-3.397681474685669,0.0,1.0,0.0,0.0,0.0
test,4.254261493682861,-0.3435501754283905,0.0,0.0,1.0,0.0,0.0
test,-0.9453508257865906,1.808817982673645,0.0,0.0,0.0,1.0,0.0
test,6.2418999671936035,0.014868668280541897,0.0,0.0,0.0,0.0,1.0
test,2.275081157684326,-0.8393096923828125,1.0,0.0,0.0,0.0,0.0
test,-0.5317283868789673,-1.0979355573654175,0.0,1.0,0.0,0.0,0.0
test,-0.36252397298812866,-3.7917640209198,0.0,0.0,1.0,0.0,0.0
test,3.23087477684021,2.181605815887451,0.0,0.0,0.0,1.0,0.0
test,1.5262502431869507,3.6014363765716553,0.0,0.0,0.0,0.0,1.0
test,2.4408278465270996,-1.2998584508895874,1.0,0.0,0.0,0.0,0.0
test,0.43630650639533997,0.32871052622795105,0.0,1.0,0.0,0.0,0.0
test,4.333629131317139,-2.210045576095581,0.0,0.0,1.0,0.0,0.0
test,-1.1089307069778442,1.6800941228866577,0.0,0.0,0.0,1.0,0.0
test,1.9029901027679443,-6.376953601837158,0.0,0.0,0.0,0.0,1.0
test,2.1771931648254395,-0.7161221504211426,1.0,0.0,0.0,0.0,0.0
test,2.814303159713745,0.060434531420469284,0.0,1.0,0.0,0.0,0.0
test,4.021461486816406,-2.9358277320861816,0.0,0.0,1.0,0.0,0.0
test,1.3885424137115479,-5.397506237030029,0.0,0.0,0.0,1.0,0.0
test,-1.3046495914459229,-5.57354211807251,0.0,0.0,0.0,0.0,1.0
test,1.7692391872406006,-0.451717346906662,1.0,0.0,0.0,0.0,0.0
test,-0.49787962436676025,-1.8698298931121826,0.0,1.0,0.0,0.0,0.0
test,-1.517532467842102,-1.8664950132369995,0.0,0.0,1.0,0.0,0.0
test,-0.9448391199111938,1.8091994524002075,0.0,0.0,0.0,1.0,0.0
test,-1.3086339235305786,-5.5709147453308105,0.0,0.0,0.0,0.0,1.0
test,0.44578084349632263,-1.4142818450927734,1.0,0.0,0.0,0.0,0.0
test,2.816972494125366,-2.853752374649048,0.0,1.0,0.0,0.0,0.0
test,-1.3459012508392334,-0.2991607189178467,0.0,0.0,1.0,0.0,0.0
test,-2.1811416149139404,-3.08504319190979,0.0,0.0,0.0,1.0,0.0
test,6.4456095695495605,-1.4172197580337524,0.0,0.0,0.0,0.0,1.0
test,1.2098782062530518,-0.42610472440719604,1.0,0.0,0.0,0.0,0.0
test,0.38849642872810364,-3.095686912536621,0.0,1.0,0.0,0.0,0.0
test,4.370427131652832,-0.7303367853164673,0.0,0.0,1.0,0.0,0.0
test,-1.4373869895935059,-4.170659065246582,0.0,0.0,0.0,1.0,0.0
test,-0.603312075138092,-5.9588093757629395,0.0,0.0,0.0,0.0,1.0
test,0.44925424456596375,-1.4827765226364136,1.0,0.0,0.0,0.0,0.0
test,0.6707794666290283,-3.241708993911743,0.0,1.0,0.0,0.0,0.0
test,-1.5531456470489502,-1.3128044605255127,0.0,0.0,1.0,0.0,0.0
test,5.443384170532227,-1.5324337482452393,0.0,0.0,0.0,1.0,0.0
test,-0.5895807147026062,-5.964953422546387,0.0,0.0,0.0,0.0,1.0
test,0.7826085686683655,-2.1464993953704834,1.0,0.0,0.0,0.0,0.0
test,3.4394896030426025,-1.2410967350006104,0.0,1.0,0.0,0.0,0.0
test,3.869673728942871,0.3695966303348541,0.0,0.0,1.0,0.0,0.0
test,-0.8145735859870911,1.9022986888885498,0.0,0.0,0.0,1.0,0.0
test,-0.3964638411998749,-6.046206951141357,0.0,0.0,0.0,0.0,1.0
test,0.5569007992744446,-1.8563138246536255,1.0,0.0,0.0,0.0,0.0
test,1.790196180343628,0.5721839666366577,0.0,1.0,0.0,0.0,0.0
test,4.374731540679932,-2.0463457107543945,0.0,0.0,1.0,0.0,0.0
test,-2.525787830352783,-1.8750991821289062,0.0,0.0,0.0,1.0,0.0
test,6.042167663574219,0.5698255896568298,0.0,0.0,0.0,0.0,1.0
test,1.1587908267974854,-0.4399402439594269,1.0,0.0,0.0,0.0,0.0
test,2.4803364276885986,-3.1094679832458496,0.0,1.0,0.0,0.0,0.0
test,3.3421449661254883,-3.7224128246307373,0.0,0.0,1.0,0.0,0.0
test,-0.817224383354187,1.9004817008972168,0.0,0.0,0.0,1.0,0.0
test,4.871642112731934,2.243865489959717,0.0,0.0,0.0,0.0,1.0
test,0.7050813436508179,-0.725929856300354,1.0,0.0,0.0,0.0,0.0
test,1.1372191905975342,0.5781610608100891,0.0,1.0,0.0,0.0,0.0
test,2.363598108291626,1.4581962823867798,0.0,0.0,1.0,0.0,0.0
test,-2.5461699962615967,-1.6536439657211304,0.0,0.0,0.0,1.0,0.0
test,-3.40029239654541,-2.6295273303985596,0.0,0.0,0.0,0.0,1.0
test,1.9262880086898804,-0.5209965109825134,1.0,0.0,0.0,0.0,0.0
test,1.187708854675293,-3.381211280822754,0.0,1.0,0.0,0.0,0.0
test,-1.2405469417572021,-0.06211346015334129,0.0,0.0,1.0,0.0,0.0
test,4.225924491882324,1.4778566360473633,0.0,0.0,0.0,1.0,0.0
test,6.420866012573242,-1.8951020240783691,0.0,0.0,0.0,0.0,1.0
test,0.4742337763309479,-1.6353093385696411,1.0,0.0,0.0,0.0,0.0
test,-0.14338617026805878,-0.18342888355255127,0.0,1.0,0.0,0.0,0.0
test,4.153256893157959,-0.10607508569955826,0.0,0.0,1.0,0.0,0.0
test,4.934431076049805,0.5587118864059448,0.0,0.0,0.0,1.0,0.0
test,-0.8089935779571533,3.064887523651123,0.0,0.0,0.0,0.0,1.0
test,1.9798356294631958,-0.5525487065315247,1.0,0.0,0.0,0.0,0.0
test,3.426755428314209,-1.1236718893051147,0.0,1.0,0.0,0.0,0.0
test,3.062605381011963,1.1290299892425537,0.0,0.0,1.0,0.0,0.0
test,3.340949535369873,-4.920388698577881,0.0,0.0,0.0,1.0,0.0
test,1.2536269426345825,3.5983974933624268,0.0,0.0,0.0,0.0,1.0
test,0.4815015494823456,-1.6632885932922363,1.0,0.0,0.0,0.0,0.0
test,1.730739951133728,-3.3774900436401367,0.0,1.0,0.0,0.0,0.0
test,3.700329065322876,-3.376905679702759,0.0,0.0,1.0,0.0,0.0
test,-2.163755178451538,-3.1219260692596436,0.0,0.0,0.0,1.0,0.0
test,4.629575729370117,-5.25311803817749,0.0,0.0,0.0,0.0,1.0
test,2.3637824058532715,-1.7941807508468628,1.0,0.0,0.0,0.0,0.0
test,0.5219373106956482,-3.1718251705169678,0.0,1.0,0.0,0.0,0.0
test,3.5657169818878174,0.72465580701828,0.0,0.0,1.0,0.0,0.0
test,-1.602570652961731,1.1921380758285522,0.0,0.0,0.0,1.0,0.0
test,-1.886329174041748,-5.1259074211120605,0.0,0.0,0.0,0.0,1.0
test,1.5115139484405518,-0.40008553862571716,1.0,0.0,0.0,0.0,0.0
test,2.1647794246673584,-3.264153003692627,0.0,1.0,0.0,0.0,0.0
test,4.270785331726074,-2.407167911529541,0.0,0.0,1.0,0.0,0.0
test,1.9620088338851929,-5.364445209503174,0.0,0.0,0.0,1.0,0.0
test,6.267854690551758,-0.0764334425330162,0.0,0.0,0.0,0.0,1.0
test,0.5627403259277344,-1.8674626350402832,1.0,0.0,0.0,0.0,0.0
test,1.4675520658493042,-3.397794008255005,0.0,1.0,0.0,0.0,0.0
test,4.439058303833008,-1.5966272354125977,0.0,0.0,1.0,0.0,0.0
test,0.22227147221565247,2.4104127883911133,0.0,0.0,0.0,1.0,0.0
test,0.5672521591186523,3.5243237018585205,0.0,0.0,0.0,0.0,1.0
test,1.6522704362869263,-0.4194934368133545,1.0,0.0,0.0,0.0,0.0
test,2.5299196243286133,-3.0784950256347656,0.0,1.0,0.0,0.0,0.0
test,4.2004170417785645,-2.5858702659606934,0.0,0.0,1.0,0.0,0.0
test,-2.5399255752563477,-1.0584840774536133,0.0,0.0,0.0,1.0,0.0
test,-0.39506953954696655,-6.046759128570557,0.0,0.0,0.0,0.0,1.0
test,1.10807466506958,-2.3392136096954346,1.0,0.0,0.0,0.0,0.0
test,2.2056331634521484,0.4520646929740906,0.0,1.0,0.0,0.0,0.0
test,4.242745399475098,-0.3133678436279297,0.0,0.0,1.0,0.0,0.0
test,-1.2786301374435425,-4.326789855957031,0.0,0.0,0.0,1.0,0.0
test,4.0898213386535645,-5.641537666320801,0.0,0.0,0.0,0.0,1.0
test,0.5195794105529785,-1.0205559730529785,1.0,0.0,0.0,0.0,0.0
test,1.0469523668289185,-3.357771635055542,0.0,1.0,0.0,0.0,0.0
test,-0.151791051030159,1.1414151191711426,0.0,0.0,1.0,0.0,0.0
test,5.420708656311035,-0.951951801776886,0.0,0.0,0.0,1.0,0.0
test,6.4289140701293945,-1.8066284656524658,0.0,0.0,0.0,0.0,1.0
test,0.7651700973510742,-2.130683660507202,1.0,0.0,0.0,0.0,0.0
test,3.396056890487671,-0.9553068280220032,0.0,1.0,0.0,0.0,0.0
test,0.7884296178817749,1.5292118787765503,0.0,0.0,1.0,0.0,0.0
test,0.33743906021118164,-5.241333484649658,0.0,0.0,0.0,1.0,0.0
test,-2.227487802505493,-4.7902703285217285,0.0,0.0,0.0,0.0,1.0
test,0.5657832622528076,-1.8731402158737183,1.0,0.0,0.0,0.0,0.0
test,0.34601983428001404,-3.068488836288452,0.0,1.0,0.0,0.0,0.0
test,-0.3838161528110504,0.9797035455703735,0.0,0.0,1.0,0.0,0.0
test,5.102015972137451,0.22411157190799713,0.0,0.0,0.0,1.0,0.0
test,-3.447766065597534,-0.37102022767066956,0.0,0.0,0.0,0.0,1.0
test,2.134463310241699,-0.6729780435562134,1.0,0.0,0.0,0.0,0.0
test,-0.5177420377731323,-1.778839111328125,0.0,1.0,0.0,0.0,0.0
test,1.4686743021011353,-4.397825717926025,0.0,0.0,1.0,0.0,0.0
test,-0.9763813614845276,-4.581273555755615,0.0,0.0,0.0,1.0,0.0
test,6.106523036956787,0.41212332248687744,0.0,0.0,0.0,0.0,1.0
test,1.5934195518493652,-0.40889257192611694,1.0,0.0,0.0,0.0,0.0
test,0.622843861579895,-3.220822334289551,0.0,1.0,0.0,0.0,0.0
test,3.141676187515259,1.0766535997390747,0.0,0.0,1.0,0.0,0.0
test,-1.6769393682479858,-3.8978049755096436,0.0,0.0,0.0,1.0,0.0
test,3.55712628364563,3.134376287460327,0.0,0.0,0.0,0.0,1.0
test,2.031162738800049,-2.2085747718811035,1.0,0.0,0.0,0.0,0.0
test,0.013702649623155594,-0.0016561935190111399,0.0,1.0,0.0,0.0,0.0
test,-0.7160223722457886,0.6822749972343445,0.0,0.0,1.0,0.0,0.0
test,-1.2474679946899414,-4.355469226837158,0.0,0.0,0.0,1.0,0.0
test,6.441046714782715,-1.183487892150879,0.0,0.0,0.0,0.0,1.0
test,1.016940712928772,-2.3013579845428467,1.0,0.0,0.0,0.0,0.0
test,3.2371795177459717,-0.5088632106781006,0.0,1.0,0.0,0.0,0.0
test,4.425056457519531,-1.748795747756958,0.0,0.0,1.0,0.0,0.0
test,-2.5473148822784424,-1.160731554031372,0.0,0.0,0.0,1.0,0.0
test,0.7433649301528931,3.552520275115967,0.0,0.0,0.0,0.0,1.0
test,1.1018898487091064,-0.4588553011417389,1.0,0.0,0.0,0.0,0.0
test,-0.5543429255485535,-1.4042983055114746,0.0,1.0,0.0,0.0,0.0
test,0.6929193735122681,-4.301945686340332,0.0,0.0,1.0,0.0,0.0
test,-2.5247409343719482,-1.8837329149246216,0.0,0.0,0.0,1.0,0.0
test,-2.5393412113189697,-4.417826175689697,0.0,0.0,0.0,0.0,1.0
test,0.6654914617538452,-2.0234997272491455,1.0,0.0,0.0,0.0,0.0
test,-0.18570154905319214,-0.24089093506336212,0.0,1.0,0.0,0.0,0.0
test,4.20566987991333,-0.22221264243125916,0.0,0.0,1.0,0.0,0.0
test,3.27022123336792,2.1617109775543213,0.0,0.0,0.0,1.0,0.0
test,-0.529135525226593,-5.991413116455078,0.0,0.0,0.0,0.0,1.0
test,0.7742294073104858,-0.656834602355957,1.0,0.0,0.0,0.0,0.0
test,3.3530349731445312,-1.9994709491729736,0.0,1.0,0.0,0.0,0.0
test,1.3646745681762695,-4.396821022033691,0.0,0.0,1.0,0.0,0.0
test,5.07912015914917,0.27477046847343445,0.0,0.0,0.0,1.0,0.0
test,-3.167823076248169,0.5297519564628601,0.0,0.0,0.0,0.0,1.0
test,0.6423358917236328,-1.9934736490249634,1.0,0.0,0.0,0.0,0.0
test,1.141960620880127,0.5788952708244324,0.0,1.0,0.0,0.0,0.0
test,-0.9453592300415039,0.41401588916778564,0.0,0.0,1.0,0.0,0.0
test,0.8807349801063538,2.5619945526123047,0.0,0.0,0.0,1.0,0.0
test,4.760619640350342,-5.141035079956055,0.0,0.0,0.0,0.0,1.0
test,2.311795234680176,-1.8977011442184448,1.0,0.0,0.0,0.0,0.0
test,3.4442977905273438,-1.3244643211364746,0.0,1.0,0.0,0.0,0.0
test,2.931485414505005,1.208287000656128,0.0,0.0,1.0,0.0,0.0
test,4.7058329582214355,0.9196683764457703,0.0,0.0,0.0,1.0,0.0
test,1.013575792312622,-6.379210472106934,0.0,0.0,0.0,0.0,1.0
test,2.2605507373809814,-1.9775099754333496,1.0,0.0,0.0,0.0,0.0
test,-0.4200074076652527,-0.6772655844688416,0.0,1.0,0.0,0.0,0.0
test,3.406243085861206,-3.6686103343963623,0.0,0.0,1.0,0.0,0.0
test,4.466692924499512,1.2237805128097534,0.0,0.0,0.0,1.0,0.0
test,3.3905553817749023,-6.004141330718994,0.0,0.0,0.0,0.0,1.0
test,0.9163765907287598,-0.5494607090950012,1.0,0.0,0.0,0.0,0.0
test,1.8084092140197754,-3.3647396564483643,0.0,1.0,0.0,0.0,0.0
test,4.075756072998047,-2.841010093688965,0.0,0.0,1.0,0.0,0.0
test,5.223687171936035,-2.7118444442749023,0.0,0.0,0.0,1.0,0.0
test,6.392162799835205,-2.1272852420806885,0.0,0.0,0.0,0.0,1.0
test,0.8993427157402039,-0.5603271126747131,1.0,0.0,0.0,0.0,0.0
test,1.7148334980010986,-3.37971568107605,0.0,1.0,0.0,0.0,0.0
test,2.0779335498809814,-4.330525875091553,0.0,0.0,1.0,0.0,0.0
test,1.8718740940093994,-5.375140190124512,0.0,0.0,0.0,1.0,0.0
test,-2.924365997314453,-3.8275203704833984,0.0,0.0,0.0,0.0,1.0
test,1.347641110420227,-2.393099784851074,1.0,0.0,0.0,0.0,0.0
test,1.454217553138733,0.6020677089691162,0.0,1.0,0.0,0.0,0.0
test,-0.09206656366586685,-3.9738481044769287,0.0,0.0,1.0,0.0,0.0
test,5.351396560668945,-0.534710705280304,0.0,0.0,0.0,1.0,0.0
test,6.181219577789307,-3.0023930072784424,0.0,0.0,0.0,0.0,1.0
origin,1.4456468903234299,-1.3979139390225144,,,,,
