split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
test,-1.1957530975341797,5.66515588760376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.773608922958374,-6.9816508293151855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.100625038146973,-4.597170352935791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.318229675292969,-2.745178461074829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.4808785915374756,-1.295249342918396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7750909328460693,-2.3066442012786865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1284165382385254,-2.9229178428649902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7927728295326233,-4.03956937789917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.485626220703125,0.9757342338562012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.656754970550537,3.0019190311431885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.5417075157165527,-7.050945281982422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.534759521484375,1.0649092197418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.700711727142334,-6.683668613433838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3571465015411377,-1.0212193727493286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2964706420898438,-0.7533220648765564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6608892679214478,2.386241912841797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1495893001556396,0.9281635880470276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.3013558387756348,-4.551868915557861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.4551682472229,1.2209217548370361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5908343195915222,6.689393997192383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.844581127166748,2.477782726287842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.230876922607422,-3.0369720458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.10048526525497437,-1.143261432647705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2317662239074707,-0.9769938588142395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.07690362632274628,-3.219961404800415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2727437019348145,-3.333796977996826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.0343170166015625,3.0656843185424805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.5556912422180176,3.965161085128784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.478792190551758,1.245365858078003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5717967748641968,-7.994494438171387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.1235270500183105,5.6114301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2577630281448364,-0.7213714718818665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1407688856124878,-2.2501447200775146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0376760959625244,1.0147006511688232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.250331163406372,-1.1805914640426636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.273893356323242,0.5366379618644714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.246800422668457,-1.397668719291687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.718735694885254,4.17691707611084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.527678489685059,-4.4030585289001465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.804563045501709,7.070067405700684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.23556514084339142,-1.218638300895691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3274707794189453,-0.037619415670633316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.824554204940796,1.7604368925094604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.287645101547241,3.3408024311065674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.760993719100952,3.3419151306152344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.24868734180927277,5.6759819984436035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.201220989227295,3.5261003971099854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.395190238952637,4.925048351287842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.201729774475098,-4.702345371246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5619310736656189,-1.3060890436172485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9623976349830627,-1.4883474111557007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1540659666061401,-3.2683260440826416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3730155229568481,-3.7587735652923584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6157827377319336,-4.909324645996094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2526602745056152,-4.86435079574585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.632706880569458,-6.490819454193115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.486860752105713,-3.917294502258301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.001682996749878,-8.998686790466309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6456239223480225,-0.43832626938819885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7016196250915527,-2.0139009952545166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.03713168203830719,2.6090171337127686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.646977424621582,-0.544702410697937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.336822509765625,-0.005056076217442751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.34557580947876,3.429692506790161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.104842662811279,2.4071567058563232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.3392915725708,1.910937786102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.693163871765137,-6.983154773712158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.0887230634689331,0.5146812796592712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6305952072143555,-2.0555930137634277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.678022861480713,1.903887391090393,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.169326901435852,-3.8706631660461426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.38216090202331543,4.581168174743652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.414883136749268,-3.520921230316162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.291309356689453,-1.1848253011703491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.099174499511719,-4.599454879760742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.332575798034668,0.18378585577011108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9961525797843933,0.6292673349380493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.15794068574905396,1.5175164937973022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1811130046844482,-2.6836977005004883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4848034381866455,-2.790010690689087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.319392204284668,3.0902364253997803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.617367267608643,0.35033032298088074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.8619608879089355,3.999645709991455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.241700649261475,0.9781955480575562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.501930236816406,-1.9569807052612305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.205551028251648,0.5237196087837219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1964466571807861,-2.2353131771087646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5055272579193115,2.5662460327148438,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.239657878875732,1.462241768836975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.767751693725586,2.53147554397583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.8926520347595215,1.9779762029647827,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.760488033294678,4.126449108123779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.3203816413879395,-0.9519031643867493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8455179929733276,8.56390380859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.12537111341953278,0.5386237502098083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.652190685272217,-0.39178282022476196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.9594807624816895,1.6090701818466187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4589433670043945,-3.879865884780884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.18694384396076202,-5.2884745597839355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.2753424644470215,-1.2293823957443237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.129272937774658,-2.039264440536499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.11246395111084,-4.5784592628479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.130214214324951,-7.933492660522461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.1708676815032959,0.5653074383735657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9818370342254639,0.8405585289001465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.409245729446411,-1.4968284368515015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2309587001800537,3.647826671600342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.589836597442627,-4.357542037963867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0930346250534058,-6.050391674041748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.5387911796569824,-5.915833950042725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.231428146362305,-7.465805530548096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.711647033691406,-3.6297287940979004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8628243803977966,-1.2882436513900757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7645423412322998,1.3529162406921387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.409891366958618,0.874682605266571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.148184776306152,1.636373519897461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.094865322113037,-1.8754738569259644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.400080680847168,3.360276460647583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.054259777069092,-5.490447998046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.729469299316406,2.7697088718414307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.1274750232696533,-9.188859939575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.12481150776147842,-0.937766432762146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5933985710144043,1.4552507400512695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5755587816238403,1.6970975399017334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9325131177902222,-4.1004438400268555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.281365871429443,-1.1125959157943726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.306469917297363,0.3785758912563324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.037582874298096,3.764918088912964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.134498596191406,6.892807960510254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.073544979095459,8.576997756958008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2587655484676361,0.09849575906991959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4057223796844482,1.5429686307907104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.15832892060279846,2.648470878601074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.635803461074829,-4.187920570373535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6625676155090332,-4.741373062133789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.767476558685303,2.828279972076416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.437002658843994,4.800592422485352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.155058860778809,-3.0909476280212402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.078557014465332,-7.965668678283691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3364872932434082,-0.17164458334445953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.6538498401641846,-0.3090183436870575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.07321636378765106,2.6002399921417236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.849490761756897,2.8094985485076904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.186410903930664,1.8005764484405518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.346135139465332,-0.2971111834049225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8922273516654968,-7.137448310852051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.1798858642578125,4.316864967346191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.947269439697266,6.734353542327881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.14273416996002197,0.2942047715187073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0768940448760986,-2.265069007873535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.1337718516588211,2.6442532539367676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.8220934867858887,-2.752091407775879,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.139438152313232,1.1124868392944336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.3452372550964355,-0.20568668842315674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.457969665527344,5.565788269042969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.138245582580566,-3.135890245437622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3341973125934601,-9.255922317504883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.985845685005188,0.6329584717750549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.11352747678756714,1.6153075695037842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.495605945587158,-1.2717926502227783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.630537033081055,-0.7415546178817749,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.7913191318511963,1.9788844585418701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4742584228515625,-6.027499675750732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.9612557888031006,6.298450469970703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.05188369005918503,7.658487796783447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7041805386543274,8.689537048339844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6503409147262573,-0.2266191840171814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.6169257164001465,-0.692859947681427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0881733894348145,-2.752729892730713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2068781852722168,-4.271908283233643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.171708106994629,0.9988710880279541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.3520469665527344,4.156531810760498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.65084171295166,-0.10511935502290726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.603035926818848,0.5899236798286438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.865896224975586,3.372379779815674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.07474564015865326,-1.1255757808685303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6883388757705688,1.6893800497055054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.780480146408081,1.8056749105453491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5693926811218262,-4.204135894775391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.8043389320373535,3.572256565093994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.12198986858129501,5.639305591583252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.345073699951172,-0.187599316239357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.344990253448486,-0.17413169145584106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.404379963874817,8.658329010009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2443883419036865,0.49668729305267334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.012172877788543701,-2.1961679458618164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5099354982376099,-3.0753908157348633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.578540086746216,-3.039093255996704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.521796703338623,-3.4787590503692627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9835984706878662,5.540469646453857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.606845855712891,2.82076096534729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.3218092918396,-0.9339030385017395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8564676642417908,-9.3080415725708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.46839332580566406,0.6723299026489258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.38263654708862305,-2.0207889080047607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.110074520111084,2.1163148880004883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.4664299488067627,-3.1545088291168213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.795065879821777,2.4915223121643066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.705636978149414,-3.547520160675049,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6345629692077637,6.689651012420654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.766430377960205,-7.172296047210693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.419622421264648,1.7295899391174316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2087717056274414,-1.1422252655029297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.579757571220398,-2.08308744430542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.45426127314567566,2.683030843734741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5525683164596558,3.6883950233459473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.166603684425354,-5.283961296081543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.539156436920166,-6.244649410247803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.827509880065918,2.3339104652404785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.344151020050049,-0.13150374591350555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.862887382507324,-3.219820499420166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8123653531074524,-1.29767906665802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.242177128791809,-0.9467815160751343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.634122133255005,0.03315943107008934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.324243068695068,-1.9003586769104004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6918627619743347,4.68953275680542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6233861446380615,-6.231471061706543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.867551803588867,2.9130167961120605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7759134769439697,7.403097629547119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.62149715423584,6.4266791343688965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8292062282562256,-1.2948275804519653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.6057865619659424,-0.7461487650871277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.6286914348602295,0.07738795876502991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.966626763343811,3.468118667602539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.477328777313232,2.911634922027588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.7066848278045654,-5.280916690826416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.270810604095459,3.4177322387695312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.246793270111084,-6.860503673553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.946037769317627,4.964523792266846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6043602228164673,-0.6210165619850159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7342965602874756,-1.9933661222457886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.6465084552764893,-0.10056907683610916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5588310956954956,3.5014231204986572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.2772157192230225,2.779454231262207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.451932430267334,4.334521293640137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.410634517669678,-2.139493465423584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.418543815612793,-7.817417144775391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.704327583312988,3.713334321975708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1916874647140503,0.5327261686325073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7006196975708008,-2.0145153999328613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.4008805751800537,-1.516068935394287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.680387020111084,-4.310234546661377,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.936638355255127,-5.050611972808838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.291178226470947,-3.7083654403686523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.337947845458984,0.028441429138183594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.63756799697876,-3.6020121574401855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.9520413875579834,-8.556385040283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.09530455619096756,0.35207244753837585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
