split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6
test,-5.817773818969727,2.2690682411193848,-2.015475034713745,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6219571828842163,1.8224496841430664,0.724446177482605,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.33797720074653625,2.068887948989868,1.727033257484436,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4614720344543457,-0.48065251111984253,0.40851160883903503,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.3329225182533264,5.81865930557251,1.1849875450134277,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.881296634674072,2.5797219276428223,-0.7453558444976807,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5572731494903564,0.7644436359405518,-5.47081995010376,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.406874179840088,-1.9550824165344238,3.35455584526062,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.654179573059082,2.112856149673462,0.7783793210983276,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2718577980995178,0.2882353663444519,0.3172517418861389,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.151685953140259,2.7334606647491455,1.7418410778045654,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.061997413635254,2.914656162261963,2.3413095474243164,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.223658561706543,-2.048959970474243,1.3956530094146729,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.627918243408203,0.677065372467041,4.326650142669678,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.284731388092041,1.7888606786727905,-3.1116881370544434,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4389925003051758,1.9194492101669312,0.6660681366920471,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5826902389526367,1.662205696105957,-1.4042502641677856,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7776684761047363,1.1861212253570557,0.706605076789856,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6566550731658936,0.6280513405799866,-1.132643222808838,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.171448230743408,1.441509485244751,4.617681980133057,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.7885324954986572,3.4966330528259277,-5.273562431335449,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.144022464752197,3.787020444869995,-4.546207904815674,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5150654315948486,2.2347912788391113,-0.9862775802612305,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.97432541847229,3.7982587814331055,-0.4335014522075653,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.4386134147644043,2.908242702484131,-2.6510958671569824,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.2596725523471832,3.924328088760376,-3.5384578704833984,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3787078857421875,-0.05920001491904259,-3.233828544616699,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.007755279541016,1.3277344703674316,-0.439792275428772,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.193624973297119,1.4013471603393555,-4.747896671295166,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6497930884361267,2.768995761871338,-0.874788761138916,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2114474773406982,3.666001319885254,-1.4042936563491821,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.90450519323349,3.388399839401245,-2.1746039390563965,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.7768001556396484,3.5378611087799072,0.23403887450695038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3138365745544434,2.924360513687134,-3.8924760818481445,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8350510597229004,-1.4090100526809692,-4.656018257141113,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.208995819091797,5.1040120124816895,0.6364688277244568,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.10200166702270508,1.7438127994537354,0.23411230742931366,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.725019931793213,2.5731115341186523,0.5816032290458679,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.4412753582000732,-0.36631324887275696,-0.9633816480636597,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.717907190322876,3.9318244457244873,-2.4020442962646484,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.1867244988679886,0.45854711532592773,4.479192733764648,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.3847615718841553,-2.0324952602386475,0.2563613951206207,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.4966726303100586,-1.0847982168197632,5.553881645202637,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2864562273025513,1.96006441116333,0.743568480014801,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5356805324554443,3.298232316970825,-0.3327154517173767,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.259487122297287,4.900075435638428,-1.0449252128601074,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.0309154987335205,2.6157078742980957,-0.27103230357170105,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.93947696685791,4.6119160652160645,1.7456423044204712,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.681636333465576,-1.5538569688796997,0.9468263983726501,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.1840367317199707,-4.732769966125488,-1.645608901977539,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8567626476287842,3.01409912109375,0.2340896874666214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9068856239318848,2.884986400604248,-0.21158230304718018,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5752853155136108,-0.44265326857566833,0.27928000688552856,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8882877826690674,5.427616596221924,1.836641550064087,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.880385160446167,4.738633155822754,-2.056370735168457,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4081153869628906,6.096566677093506,-4.414592266082764,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.8246232271194458,0.6154051423072815,-6.962203502655029,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.002036814345046878,2.0634007453918457,0.16334964334964752,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7760114669799805,2.6328399181365967,0.39985570311546326,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.140592336654663,2.4822120666503906,-2.9029383659362793,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.5179811120033264,-1.5648926496505737,0.44969332218170166,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.31123948097229,-1.2719931602478027,-1.9230793714523315,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.5285401344299316,-0.7246538996696472,-3.0180106163024902,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.63798713684082,-1.4293437004089355,3.6105191707611084,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5175341367721558,2.4766838550567627,-0.906011700630188,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.380464643239975,3.17739200592041,1.4150015115737915,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.14462162554264069,4.865149021148682,0.2985045313835144,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.635481357574463,-0.5072713494300842,1.4158132076263428,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.5739405155181885,-2.095181465148926,-0.7930387258529663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7515026330947876,7.2318434715271,-1.769689679145813,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.844301223754883,1.5635719299316406,-1.1685417890548706,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7040689587593079,1.2021149396896362,0.17385746538639069,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9593486785888672,2.68570876121521,-0.4547862112522125,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.049984931945801,0.5505936741828918,-2.490577220916748,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.231642723083496,5.528934955596924,1.4363998174667358,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.560859203338623,3.562469959259033,-1.813656210899353,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.277754545211792,-3.3991315364837646,0.6986570358276367,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.3289718627929688,-1.3946818113327026,5.387018203735352,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0890885591506958,1.8483989238739014,-1.134667992591858,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3643155097961426,0.6373571157455444,-0.5654891133308411,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.493229866027832,0.7190274000167847,-2.336465358734131,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.756490170955658,0.016241969540715218,-3.5860393047332764,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.6998419761657715,-1.2998149394989014,-0.5945453643798828,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.517898082733154,-0.3325318694114685,0.3692985773086548,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.6393840312957764,7.384896278381348,-0.6514691710472107,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3343793749809265,2.748690128326416,0.2960284948348999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.49842891097068787,1.5754917860031128,-1.4695428609848022,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8296107053756714,0.5332454442977905,-2.7325267791748047,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.740190029144287,0.5366246104240417,-0.042533621191978455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6528860926628113,-1.1095362901687622,3.300933361053467,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8789026737213135,7.762060165405273,-0.6847065687179565,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.527972459793091,4.0055975914001465,6.365826606750488,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.162834882736206,1.1550627946853638,0.020457521080970764,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.699922502040863,0.47241002321243286,-1.3080332279205322,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8800440430641174,-0.8437436819076538,-0.7151581645011902,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6587858200073242,1.2392572164535522,-3.099087715148926,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.544865131378174,2.1316111087799072,2.0378522872924805,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.5053164958953857,1.5813246965408325,-5.577444076538086,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.55153226852417,0.11126303672790527,-5.050227165222168,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3290795087814331,2.241464853286743,0.6025192737579346,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5836420059204102,2.066903829574585,-2.1495108604431152,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1654002666473389,1.4992895126342773,-3.109802722930908,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4951351881027222,-0.8475720882415771,2.4556238651275635,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.50736665725708,4.019425868988037,-0.8486796021461487,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.0656828880310059,-0.4905611276626587,-5.205395221710205,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.718333721160889,-0.8523433208465576,-2.7885518074035645,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.21128235757350922,2.7971689701080322,-0.18701381981372833,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.18608364462852478,2.0818276405334473,-2.0351903438568115,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.371272563934326,4.614548683166504,0.6284302473068237,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6306655406951904,1.0144776105880737,1.2630246877670288,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.882915019989014,2.772852897644043,2.815028190612793,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4552699327468872,3.8515405654907227,-5.400623798370361,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.306143283843994,2.582319736480713,-4.796142101287842,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.564211368560791,1.334105134010315,-0.10165112465620041,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8383525609970093,2.939068078994751,0.22107666730880737,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.590667486190796,2.1322877407073975,1.4365206956863403,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.570600986480713,3.3113226890563965,-1.3383311033248901,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.320722818374634,4.369457244873047,-1.5108065605163574,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.018371105194092,4.868564128875732,-4.614202499389648,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.8765549659729,-2.559900999069214,1.4922202825546265,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1193851232528687,1.1301963329315186,-0.07869413495063782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1915760040283203,3.511111259460449,-0.8546207547187805,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.62613046169281,0.6659436225891113,0.41720202565193176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.254411220550537,0.9197542667388916,1.7094954252243042,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.28782320022583,4.8065690994262695,2.3644192218780518,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.08369792997837067,6.803202152252197,-3.774807929992676,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.222862958908081,4.60076904296875,4.867760181427002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3974614441394806,1.581885576248169,-0.8397206664085388,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4655178487300873,1.9204732179641724,-1.5959118604660034,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.289182186126709,0.31830617785453796,-2.1725690364837646,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.376976490020752,2.513052225112915,-4.136042594909668,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.592167377471924,2.1128265857696533,-2.002488374710083,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.488710403442383,-0.1013159453868866,-3.5788638591766357,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.8171558380126953,6.086013317108154,4.805936813354492,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.48092135787010193,1.2643767595291138,0.10480587184429169,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.939304769039154,0.7079437971115112,1.2472331523895264,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.31295260787010193,-0.2996566891670227,1.10137939453125,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.5499753952026367,2.847663402557373,3.4030685424804688,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.621776580810547,-0.9032208919525146,-1.9916952848434448,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3949936628341675,-3.398885726928711,-0.675175130367279,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2602317333221436,-3.0635151863098145,4.525417804718018,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8586686849594116,2.19012713432312,0.19478873908519745,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.019193410873413,2.4706454277038574,0.03512721508741379,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.298953056335449,0.002902938984334469,1.4652937650680542,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.0058120666071772575,1.2218364477157593,-3.9693500995635986,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1767995357513428,4.2491278648376465,4.163311004638672,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.610189914703369,0.04833828657865524,2.9664676189422607,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.4333181381225586,-3.279668092727661,-1.1227959394454956,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.38553106784820557,1.2830618619918823,-0.3118903934955597,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4640288352966309,0.4885607361793518,-1.2294232845306396,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.26014813780784607,4.876959323883057,-1.11686372756958,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.1813979297876358,-1.647473931312561,0.6249635219573975,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.14192868769168854,2.4859180450439453,-5.0489959716796875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.30780932307243347,4.905014514923096,-5.341536045074463,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.257272243499756,2.542757511138916,-6.327541351318359,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.200315460562706,1.8094526529312134,0.4272715151309967,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2766492366790771,3.9361026287078857,0.5544623732566833,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.7254881858825684,2.965425968170166,0.5127797722816467,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1223546266555786,4.706813335418701,2.057070732116699,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5178949236869812,-1.1076661348342896,-3.7234387397766113,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7930282950401306,3.377328395843506,5.681258201599121,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2681832313537598,-4.366749286651611,1.3097501993179321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3517695665359497,3.006540536880493,-0.042639363557100296,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.399446725845337,1.5656429529190063,-1.4315500259399414,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.053080637007951736,-0.20571371912956238,1.4528084993362427,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.329122066497803,3.911384105682373,-1.2910339832305908,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4090977609157562,7.079364776611328,-0.10064559429883957,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.619663238525391,3.5632543563842773,-3.6369054317474365,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.625642776489258,4.878834247589111,4.214954853057861,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3812596797943115,2.082747459411621,-1.0760620832443237,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.478064775466919,1.2067533731460571,-1.882312536239624,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6686080694198608,2.178668737411499,1.3063160181045532,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9595329165458679,0.12693782150745392,-3.0939314365386963,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7312817573547363,-1.5894321203231812,3.089512825012207,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.44191837310791,1.9218451976776123,-5.046531677246094,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6564265489578247,-4.418299674987793,-2.6974546909332275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8836649656295776,2.3956878185272217,-0.3171168267726898,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.8304975032806396,2.5978190898895264,0.23068378865718842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.17108163237571716,-0.62022465467453,0.39572250843048096,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8704726696014404,2.8095614910125732,-4.118589401245117,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.8943192958831787,3.3597662448883057,-4.012505531311035,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3564292192459106,-1.169533133506775,-4.653871536254883,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.25911611318588257,2.6853699684143066,6.762082576751709,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.452483206987381,1.4884672164916992,-0.7999584078788757,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5597373843193054,1.89126455783844,-1.4914287328720093,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6595560908317566,4.000110149383545,1.514251708984375,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.428635120391846,0.5792359709739685,1.0282853841781616,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.8756468296051025,-0.25777876377105713,-2.3896970748901367,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.530853748321533,0.8013678193092346,3.4489402770996094,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.707348346710205,-3.5844712257385254,-2.0049033164978027,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.596505045890808,2.4898433685302734,-0.8272209167480469,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5690488815307617,1.649295687675476,0.8780322670936584,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.6429710388183594,1.5512030124664307,0.985374927520752,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.5728538036346436,5.048228740692139,-0.813148558139801,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6690229177474976,5.86644172668457,-3.3959779739379883,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.40069055557251,3.916989803314209,1.8803731203079224,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.0092759132385254,4.262848854064941,-5.547084808349609,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9587409496307373,3.038484811782837,0.18399271368980408,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.034130651503801346,1.0563201904296875,1.2166125774383545,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9665013551712036,2.7352914810180664,2.565418004989624,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.542603075504303,5.668062210083008,0.8862384557723999,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.435225963592529,3.529296398162842,-1.8345297574996948,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.0320487022399902,4.605360507965088,4.907087326049805,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9387954473495483,3.2821764945983887,6.460159778594971,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.18447206914424896,1.697843074798584,0.33611950278282166,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.675375759601593,2.7770702838897705,-2.047805070877075,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.0649082288146019,4.576187610626221,1.199407935142517,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.697134971618652,3.3201282024383545,-0.7991200089454651,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3447593450546265,-2.2659547328948975,2.2068722248077393,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8621381521224976,4.816311836242676,4.383508205413818,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.605042457580566,0.11645050346851349,1.319906234741211,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6902695894241333,2.5440313816070557,-0.671406626701355,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.34579339623451233,0.3465424180030823,-0.9227204918861389,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0087567567825317,0.934910237789154,1.7792915105819702,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.515696048736572,0.6857739090919495,0.8964929580688477,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.9935600757598877,3.9232938289642334,2.3218424320220947,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.543518543243408,-0.006780419033020735,0.1029721274971962,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0020184516906738,-2.4922664165496826,-5.088755130767822,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2821972966194153,1.872069239616394,0.5381149649620056,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2158501148223877,1.630218267440796,1.740658164024353,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.015826217830181122,3.9560201168060303,1.9955341815948486,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5535249710083008,4.973272800445557,2.5405051708221436,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.3420659303665161,-2.563918352127075,-1.422999382019043,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.92732572555542,3.336313247680664,0.15917761623859406,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.964033842086792,-2.9887325763702393,3.6420135498046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4160236120224,2.538736343383789,-0.9451000690460205,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.036178067326545715,1.8597913980484009,1.5491377115249634,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4367955923080444,1.7349445819854736,-3.1154205799102783,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.193427324295044,0.2730690538883209,2.56406831741333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.6243722438812256,6.763263702392578,-0.8705455660820007,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.527449131011963,7.957526683807373,1.014998435974121,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.688361167907715,-2.9016916751861572,0.9663926959037781,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3234587907791138,1.2270506620407104,0.09063460677862167,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.08645390719175339,0.39113616943359375,-0.09062165766954422,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1608306169509888,-0.022979412227869034,0.07234182208776474,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.5149891376495361,3.4779062271118164,2.6678762435913086,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9386723041534424,2.9609084129333496,0.5349462628364563,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3430403470993042,5.462531566619873,4.240748405456543,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6725656390190125,-0.30591538548469543,6.384246349334717,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5559791922569275,1.997909665107727,0.7373864054679871,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5263018608093262,2.4339849948883057,-2.111454725265503,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5518524646759033,4.709938049316406,-0.3085029423236847,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.9652349948883057,3.3523199558258057,2.115159034729004,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8765017986297607,0.7882808446884155,0.13756656646728516,0.0,0.0,0.0,0.0,1.0,0.0,0.0
