split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2
test,0.22812040150165558,0.8227695822715759,0.06878215074539185,0.04502521827816963,0.0,1.0,0.0
test,-1.876619577407837,2.5535969734191895,0.514971137046814,-1.275023341178894,0.0,0.0,1.0
test,-1.315770149230957,0.40464892983436584,-0.1821378767490387,-0.11801369488239288,1.0,0.0,0.0
test,-0.9445410370826721,1.4439201354980469,1.9089076519012451,0.5278419256210327,0.0,1.0,0.0
test,-2.969200372695923,-2.574460744857788,0.4347631633281708,0.33572953939437866,0.0,0.0,1.0
test,-1.08035409450531,0.5408320426940918,0.9649561643600464,0.9820345044136047,1.0,0.0,0.0
test,-1.8465087413787842,-0.4519413113594055,-0.3451736867427826,-1.333392858505249,0.0,1.0,0.0
test,0.49545758962631226,0.48313358426094055,2.1146535873413086,-1.285964012145996,0.0,0.0,1.0
test,-1.6234991550445557,0.28253334760665894,1.3022023439407349,-0.36489006876945496,1.0,0.0,0.0
test,-3.358166456222534,-0.2812613844871521,1.1412022113800049,-0.13003665208816528,0.0,1.0,0.0
test,-0.7862996459007263,-2.2786412239074707,1.9257768392562866,1.5003979206085205,0.0,0.0,1.0
test,-2.0924277305603027,-0.40143200755119324,-0.024514786899089813,0.5339781045913696,1.0,0.0,0.0
test,-1.4632395505905151,1.0660436153411865,-0.7588871717453003,-0.7065793871879578,0.0,1.0,0.0
test,-3.535367488861084,0.2892908751964569,2.6615846157073975,-0.492858350276947,0.0,0.0,1.0
test,-1.3294306993484497,0.6556181907653809,0.22103415429592133,-0.3407772481441498,1.0,0.0,0.0
test,-1.6846457719802856,0.6994068026542664,-0.20934462547302246,2.0001704692840576,0.0,1.0,0.0
test,-1.0264430046081543,-0.7566570043563843,0.7973673343658447,3.1609883308410645,0.0,0.0,1.0
test,-0.7616381049156189,-0.21957963705062866,1.232995867729187,0.36533376574516296,1.0,0.0,0.0
test,0.29621776938438416,0.46166709065437317,0.4272864758968353,-0.4169890582561493,0.0,1.0,0.0
test,-3.3035759925842285,0.21220961213111877,3.011730432510376,0.1803918033838272,0.0,0.0,1.0
test,-1.4941695928573608,0.49918505549430847,0.7716171741485596,-0.5603476166725159,1.0,0.0,0.0
test,-1.563767910003662,0.4870277941226959,0.006159751210361719,-1.535190224647522,0.0,1.0,0.0
test,-0.11240740865468979,2.2622897624969482,1.494065761566162,1.4736487865447998,0.0,0.0,1.0
test,-1.9056427478790283,0.2765493094921112,0.4090896248817444,-0.546091616153717,1.0,0.0,0.0
test,-1.0102057456970215,1.5294321775436401,-0.0906551331281662,1.3263894319534302,0.0,1.0,0.0
test,-0.3396558463573456,-1.3517831563949585,-1.7050528526306152,0.8639479875564575,0.0,0.0,1.0
test,-1.0643588304519653,-0.2764987051486969,1.4547587633132935,0.40404653549194336,1.0,0.0,0.0
test,-2.5743250846862793,-0.9702669382095337,0.23892945051193237,1.6168208122253418,0.0,1.0,0.0
test,-2.7869067192077637,1.643915057182312,2.4843032360076904,-0.8284630179405212,0.0,0.0,1.0
test,-0.64711594581604,-0.03734613582491875,0.11706632375717163,0.37141817808151245,1.0,0.0,0.0
test,-1.5616697072982788,2.036994695663452,0.5815048217773438,0.3204149305820465,0.0,1.0,0.0
test,0.16869646310806274,-1.6917821168899536,1.9806081056594849,-0.8476769924163818,0.0,0.0,1.0
test,-1.6207712888717651,0.8860470652580261,0.1023540198802948,0.3336476683616638,1.0,0.0,0.0
test,-0.6258514523506165,-0.17697520554065704,-1.1564393043518066,0.15924061834812164,0.0,1.0,0.0
test,-1.3998987674713135,-2.268637180328369,0.3340144753456116,-1.5798190832138062,0.0,0.0,1.0
test,-1.9867700338363647,0.8120017647743225,0.9089270830154419,0.019370872527360916,1.0,0.0,0.0
test,0.15684036910533905,1.1301995515823364,0.7180405855178833,0.13707198202610016,0.0,1.0,0.0
test,-1.8448591232299805,2.3942763805389404,-1.1927391290664673,0.5360234975814819,0.0,0.0,1.0
test,-1.5063321590423584,0.20033076405525208,-0.2965588867664337,0.680284857749939,1.0,0.0,0.0
test,-1.2497209310531616,0.0017039718804880977,-1.344649076461792,0.04108472540974617,0.0,1.0,0.0
test,0.8200184106826782,0.6683412790298462,2.398648738861084,0.47373315691947937,0.0,0.0,1.0
test,-2.0981814861297607,0.503065824508667,0.20200592279434204,-0.19534574449062347,1.0,0.0,0.0
test,-0.7736674547195435,1.0258245468139648,1.9713854789733887,-0.4987495243549347,0.0,1.0,0.0
test,-2.923433542251587,0.6201326847076416,-1.4765878915786743,1.8169052600860596,0.0,0.0,1.0
test,-2.203685998916626,-0.2274000346660614,1.2444684505462646,0.5438242554664612,1.0,0.0,0.0
test,-1.5982013940811157,-0.5482478737831116,0.2914075255393982,2.1953165531158447,0.0,1.0,0.0
test,-0.13837532699108124,-0.4174255132675171,2.8347678184509277,1.7330008745193481,0.0,0.0,1.0
test,-1.5292974710464478,0.23163741827011108,1.5930051803588867,0.1931166648864746,1.0,0.0,0.0
test,-0.4059179723262787,-0.27967339754104614,2.2041473388671875,-0.10709844529628754,0.0,1.0,0.0
test,1.0459740161895752,0.5705683827400208,0.9012419581413269,-1.1430367231369019,0.0,0.0,1.0
test,-0.8623247146606445,0.5627583265304565,0.14707829058170319,0.6080952882766724,1.0,0.0,0.0
test,-2.000946044921875,0.06289107352495193,-1.18630051612854,1.0162924528121948,0.0,1.0,0.0
test,0.3334180414676666,-0.04094933345913887,-1.0455225706100464,1.997864007949829,0.0,0.0,1.0
test,-1.6380157470703125,0.9603476524353027,0.6926242113113403,0.6700209975242615,1.0,0.0,0.0
test,-0.3651059865951538,0.028323350474238396,1.427430510520935,1.7437713146209717,0.0,1.0,0.0
test,0.09997810423374176,-2.144620418548584,-0.357279509305954,-0.5232529044151306,0.0,0.0,1.0
test,-1.2763713598251343,0.8815656304359436,1.0427249670028687,0.07574330270290375,1.0,0.0,0.0
test,-1.1409528255462646,-1.1771390438079834,-0.913336992263794,0.5127241015434265,0.0,1.0,0.0
test,-4.3080973625183105,0.31217342615127563,1.6081019639968872,2.401876736257691e-05,0.0,0.0,1.0
origin,-1.506428085521768,0.03813213578268784,0.6196285967323061,0.31382596453917677,,,
