split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2
test,0.8981806635856628,-0.31852585077285767,-0.009599786251783371,1.7900562286376953,0.5173865556716919,0.0,0.0,1.0
test,0.5512009859085083,0.3720758855342865,0.3393508493900299,-0.8526573777198792,0.06864891946315765,1.0,0.0,0.0
test,0.020309867337346077,-0.08585847914218903,-0.5612250566482544,0.1980660855770111,-1.4661285877227783,0.0,1.0,0.0
test,-0.3906363844871521,1.221401333808899,0.5304819345474243,-1.5778753757476807,1.6433143615722656,0.0,0.0,1.0
test,1.5510014295578003,-0.7066718339920044,0.10004148632287979,-1.252463936805725,0.019836248829960823,1.0,0.0,0.0
test,1.0838085412979126,0.09426148235797882,-0.9672117829322815,-0.3054367005825043,1.1987842321395874,0.0,1.0,0.0
test,1.6370270252227783,1.812873363494873,-0.3346739113330841,-0.7284339070320129,1.8663126230239868,0.0,0.0,1.0
test,1.3466147184371948,-0.8160696625709534,0.08315573632717133,-1.5023788213729858,-0.417071670293808,1.0,0.0,0.0
test,0.7774299383163452,-0.8247020244598389,-1.7558622360229492,-0.4959242343902588,-0.8587833046913147,0.0,1.0,0.0
test,-0.44667792320251465,-1.3866020441055298,0.6465454697608948,-0.424847275018692,1.4250984191894531,0.0,0.0,1.0
test,0.563287079334259,-0.2549878656864166,0.42355990409851074,-0.4784032106399536,-0.3857032060623169,1.0,0.0,0.0
test,2.7925446033477783,0.4526859223842621,-1.0877386331558228,-0.6468746066093445,-0.6643128395080566,0.0,1.0,0.0
test,-0.9462389349937439,-0.5573598146438599,-0.18511740863323212,-0.16504989564418793,1.4163514375686646,0.0,0.0,1.0
test,1.1711043119430542,-0.4680626690387726,-0.7644287347793579,-0.4367150366306305,-0.42221206426620483,1.0,0.0,0.0
test,0.42036598920822144,-0.8605788350105286,0.35015466809272766,0.5544319152832031,-0.6061137914657593,0.0,1.0,0.0
test,-0.0518297478556633,1.2738759517669678,0.2618493139743805,-1.4932323694229126,-2.819946765899658,0.0,0.0,1.0
test,1.3591786623001099,0.18546946346759796,-0.6491529941558838,-0.9566959142684937,0.33739081025123596,1.0,0.0,0.0
test,1.1903373003005981,-0.07595157623291016,-0.8742207884788513,0.4397966265678406,-1.5929279327392578,0.0,1.0,0.0
test,-0.7732968330383301,-2.1935055255889893,-0.6611557006835938,-1.236453652381897,-0.27432116866111755,0.0,0.0,1.0
test,1.3510152101516724,0.16876333951950073,-0.12258032709360123,-1.9665457010269165,-0.6341506242752075,1.0,0.0,0.0
test,2.6021955013275146,0.7305551171302795,0.7390720844268799,-1.776566505432129,-0.7881390452384949,0.0,1.0,0.0
test,-1.1884876489639282,-1.7065167427062988,-0.7519947290420532,-1.3443220853805542,-0.44465386867523193,0.0,0.0,1.0
test,1.527327537536621,-0.5004737973213196,0.29006874561309814,-1.2620179653167725,-1.0757184028625488,1.0,0.0,0.0
test,-0.51322340965271,0.28707271814346313,-0.28702181577682495,-1.4588884115219116,0.488659530878067,0.0,1.0,0.0
test,2.498628854751587,-1.2858740091323853,2.1850743293762207,-1.049170732498169,0.059358324855566025,0.0,0.0,1.0
test,0.7675513029098511,0.35470181703567505,-0.45371076464653015,-1.4058148860931396,0.21694742143154144,1.0,0.0,0.0
test,0.4304327368736267,-0.8342108130455017,0.04540056735277176,-2.365581750869751,0.48999980092048645,0.0,1.0,0.0
test,0.5581789016723633,1.2202184200286865,-1.5443264245986938,-0.7427866458892822,-2.703040599822998,0.0,0.0,1.0
test,0.6559878587722778,-0.6731435656547546,0.09839768707752228,-0.5344008207321167,-0.4033404588699341,1.0,0.0,0.0
test,2.3184115886688232,-0.09362172335386276,-0.7181624174118042,-2.3906362056732178,-1.0700958967208862,0.0,1.0,0.0
test,0.6448982357978821,-0.38449612259864807,2.5132670402526855,-1.998207449913025,-1.3218722343444824,0.0,0.0,1.0
test,0.18684230744838715,-0.042095355689525604,-0.28090348839759827,-0.9267547130584717,-0.3463324308395386,1.0,0.0,0.0
test,1.2913792133331299,-0.5716608762741089,-1.6843276023864746,-0.4821940064430237,-1.3886240720748901,0.0,1.0,0.0
test,1.9693446159362793,-2.210198402404785,-1.24882972240448,-2.0799338817596436,0.5193758010864258,0.0,0.0,1.0
test,0.5652342438697815,-0.6068092584609985,-0.11928876489400864,-0.7188240885734558,-0.8755210638046265,1.0,0.0,0.0
test,-0.6893145442008972,0.07034873217344284,-0.24096940457820892,-0.5588719844818115,0.13644647598266602,0.0,1.0,0.0
test,1.5072438716888428,1.6427855491638184,0.26343676447868347,-0.6524408459663391,-2.898923397064209,0.0,0.0,1.0
test,0.8896133303642273,-0.2839738428592682,0.4420813024044037,-1.4900274276733398,0.09986706078052521,1.0,0.0,0.0
test,0.298260360956192,0.7047233581542969,-0.1381789594888687,-0.9772063493728638,1.2089627981185913,0.0,1.0,0.0
test,2.13580060005188,1.3067888021469116,0.7016186714172363,0.5829859375953674,1.3236430883407593,0.0,0.0,1.0
test,0.8668649792671204,-0.9283506274223328,-0.04201212152838707,-0.9054089784622192,-0.35401058197021484,1.0,0.0,0.0
test,-0.3691824674606323,1.0416100025177002,0.1583675742149353,-1.5354375839233398,-0.9719628691673279,0.0,1.0,0.0
test,1.838274359703064,2.479335069656372,-1.2987759113311768,-2.016399383544922,-0.27769243717193604,0.0,0.0,1.0
test,1.8963059186935425,0.3991387188434601,0.06287934631109238,-1.35463547706604,-0.8628851771354675,1.0,0.0,0.0
test,2.639464855194092,-1.0605336427688599,-0.3548681437969208,-1.4959392547607422,-1.0589269399642944,0.0,1.0,0.0
test,-0.5370455980300903,-1.521515130996704,0.45778435468673706,0.19821448624134064,0.9483923316001892,0.0,0.0,1.0
test,0.9967651963233948,-0.28999853134155273,-0.1526494324207306,-1.4862231016159058,-1.2676122188568115,1.0,0.0,0.0
test,0.4725084602832794,-1.3594220876693726,-1.0763570070266724,-0.4665736258029938,0.17551589012145996,0.0,1.0,0.0
test,0.30892422795295715,-0.8956029415130615,0.7785771489143372,1.119821310043335,-1.912216067314148,0.0,0.0,1.0
test,0.5284590721130371,-0.09976580739021301,0.32185956835746765,-0.4586523771286011,-0.7703755497932434,1.0,0.0,0.0
test,0.06828832626342773,-1.2851418256759644,0.5571228861808777,-1.3386714458465576,-1.2170318365097046,0.0,1.0,0.0
test,2.2430782318115234,0.527145504951477,-1.451353669166565,1.0209589004516602,-1.727925181388855,0.0,0.0,1.0
test,0.737754762172699,-0.2803265452384949,-0.5565208196640015,-1.015189528465271,0.2718709409236908,1.0,0.0,0.0
test,2.821394443511963,0.5845053195953369,-0.3595106601715088,-1.3945854902267456,0.3808315694332123,0.0,1.0,0.0
test,2.5112767219543457,-1.4265406131744385,-1.416865348815918,0.823533833026886,-0.38892778754234314,0.0,0.0,1.0
test,1.335833191871643,0.15382075309753418,0.316947340965271,-0.2645995318889618,-0.00028748586191795766,1.0,0.0,0.0
test,0.7432941198348999,-1.6349331140518188,0.3416752815246582,-0.08436745405197144,-0.24742327630519867,0.0,1.0,0.0
test,1.6199977397918701,-2.479570150375366,-0.4410674273967743,0.5543848872184753,-0.45282885432243347,0.0,0.0,1.0
test,1.161983847618103,0.7766279578208923,-0.33500179648399353,-0.574868381023407,-0.04175528138875961,1.0,0.0,0.0
test,1.1022828817367554,0.24108228087425232,1.4240946769714355,0.23329953849315643,-0.6792353987693787,0.0,1.0,0.0
test,1.3943709135055542,-0.4039398729801178,0.02515464462339878,-2.374537229537964,2.1691219806671143,0.0,0.0,1.0
test,1.264116883277893,0.01533652376383543,-1.0038011074066162,-1.3466023206710815,-0.7265305519104004,1.0,0.0,0.0
test,0.898962140083313,-1.1417831182479858,0.8385021686553955,-2.1077473163604736,0.25450029969215393,0.0,1.0,0.0
test,1.6450536251068115,0.9682636260986328,1.1949700117111206,-3.494107246398926,-0.5484039187431335,0.0,0.0,1.0
test,0.7457872629165649,-0.5640676617622375,0.31274041533470154,-1.4307465553283691,-0.8392831683158875,1.0,0.0,0.0
test,0.03880896791815758,-1.3465251922607422,0.40374183654785156,-1.658889889717102,-0.9237763285636902,0.0,1.0,0.0
test,3.7586922645568848,-0.9602724313735962,0.08718153089284897,-1.5704389810562134,-1.4318398237228394,0.0,0.0,1.0
test,1.2917171716690063,-0.012389636598527431,-0.8082008361816406,-1.6245120763778687,-0.7979118824005127,1.0,0.0,0.0
test,0.19644765555858612,0.0808037593960762,-1.1462085247039795,-0.3742319643497467,-1.7136412858963013,0.0,1.0,0.0
test,2.890653133392334,1.2845239639282227,0.9840402007102966,-2.7965781688690186,-0.3102070093154907,0.0,0.0,1.0
test,0.4481331706047058,0.4579212963581085,-0.4465160071849823,-0.6780860424041748,-0.1970735788345337,1.0,0.0,0.0
test,1.2733067274093628,0.43687671422958374,0.12807835638523102,-2.1630754470825195,1.1016474962234497,0.0,1.0,0.0
test,-0.34934332966804504,1.512817144393921,1.3941737413406372,-2.1138689517974854,0.5496213436126709,0.0,0.0,1.0
test,1.6294454336166382,-0.5344923734664917,-0.568069577217102,-1.4746835231781006,-0.6871067881584167,1.0,0.0,0.0
test,1.2318124771118164,1.563636064529419,0.09541860967874527,-0.3261856734752655,0.5812082886695862,0.0,1.0,0.0
test,-0.6329870820045471,-0.2458174079656601,1.045430064201355,-2.5793631076812744,0.9356412291526794,0.0,0.0,1.0
test,1.1496378183364868,0.1998782902956009,0.41019538044929504,-0.9157605171203613,-1.2880876064300537,1.0,0.0,0.0
test,-0.09564641863107681,-0.7590613961219788,-1.366620659828186,-0.5613158941268921,-0.2756873667240143,0.0,1.0,0.0
test,-1.5118929147720337,1.1014527082443237,0.10982278734445572,-1.8022884130477905,-0.35029008984565735,0.0,0.0,1.0
test,1.500356674194336,0.08409754186868668,-0.3005940616130829,-0.5686658024787903,0.34404420852661133,1.0,0.0,0.0
test,1.5580366849899292,-1.4143953323364258,-0.0998261496424675,-1.801063060760498,0.6290339827537537,0.0,1.0,0.0
test,2.1101174354553223,-1.5450176000595093,1.3877477645874023,0.32664504647254944,-1.7380682229995728,0.0,0.0,1.0
test,1.436684489250183,0.8287574052810669,-0.5496723055839539,-1.2585313320159912,-0.4098335802555084,1.0,0.0,0.0
test,0.7373823523521423,1.1014854907989502,-1.209368109703064,-1.373124599456787,-1.594574213027954,0.0,1.0,0.0
test,-0.8400453925132751,-0.7404587864875793,-2.210613489151001,-1.0277464389801025,-0.4048287868499756,0.0,0.0,1.0
test,0.5619782209396362,0.5017534494400024,0.01155672688037157,-1.3490656614303589,0.06978613883256912,1.0,0.0,0.0
test,-0.04585196077823639,0.01802000403404236,-0.941137969493866,-1.2200689315795898,-1.8020398616790771,0.0,1.0,0.0
test,1.494600534439087,0.5222621560096741,0.11575031280517578,-3.0293285846710205,1.6674752235412598,0.0,0.0,1.0
test,0.2776331603527069,0.36922770738601685,-0.1274918168783188,-1.30303156375885,-0.5655435919761658,1.0,0.0,0.0
test,2.8033761978149414,-0.865246057510376,0.36091041564941406,-0.5489909052848816,-0.7601572871208191,0.0,1.0,0.0
test,-0.7780055999755859,1.4962886571884155,-1.521469235420227,-0.015272877179086208,-0.23964595794677734,0.0,0.0,1.0
test,1.4683537483215332,-0.7770822644233704,-0.5844107270240784,-0.8001425862312317,-0.3894422948360443,1.0,0.0,0.0
test,2.423238754272461,0.07832836359739304,-1.5819402933120728,-1.327561855316162,-0.10836972296237946,0.0,1.0,0.0
test,1.3180075883865356,0.12076719850301743,-3.0398874282836914,-0.8330835103988647,0.110610730946064,0.0,0.0,1.0
test,0.5698330402374268,0.4853791296482086,0.05541355907917023,-1.2318779230117798,0.13887396454811096,1.0,0.0,0.0
test,1.2772176265716553,-0.12901189923286438,1.5128036737442017,-1.3780492544174194,-1.5589932203292847,0.0,1.0,0.0
test,0.16547518968582153,0.8506887555122375,-2.0614993572235107,-2.358487367630005,0.8377965688705444,0.0,0.0,1.0
test,1.603941559791565,-0.17875909805297852,-0.8488278388977051,-1.0654430389404297,-0.9172390699386597,1.0,0.0,0.0
test,1.6686909198760986,0.20902065932750702,-0.8959554433822632,-2.4738962650299072,0.5149444341659546,0.0,1.0,0.0
test,2.4664149284362793,1.3584378957748413,0.7638068199157715,-0.7726025581359863,1.7030524015426636,0.0,0.0,1.0
test,0.8711074590682983,-0.5809710621833801,0.5696925520896912,-0.7427960634231567,-0.6396943926811218,1.0,0.0,0.0
test,0.40874239802360535,-0.7407733798027039,-1.7743818759918213,-1.1672029495239258,-0.7022020220756531,0.0,1.0,0.0
test,1.2202562093734741,0.974721372127533,-0.7247961163520813,1.7141574621200562,-0.9570551514625549,0.0,0.0,1.0
origin,1.1596159531882142,0.013826581075660196,-0.10600083771158017,-1.0136476424814607,-0.4578799814924572,,,
