split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6
test,0.4175722897052765,0.8237074017524719,2.785336971282959,-1.4001519680023193,-2.175555467605591,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6079387068748474,2.203394651412964,1.189658761024475,-0.5465100407600403,-4.610302925109863,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8266054391860962,1.2809617519378662,-0.40689411759376526,-2.1078689098358154,-4.358282566070557,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9729087352752686,2.08101224899292,5.2652812004089355,-1.8005059957504272,-3.4815196990966797,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.06008998304605484,3.9250829219818115,-1.2602522373199463,3.9026315212249756,-4.171797752380371,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.9735212326049805,-2.1282553672790527,3.6777219772338867,1.0182952880859375,-5.541297435760498,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8208192586898804,1.6197179555892944,1.128664493560791,0.00034661981044337153,-2.672083616256714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.531126856803894,2.1412529945373535,0.2846646308898926,0.2968776822090149,-0.567805826663971,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6905144453048706,0.3741912543773651,1.3813762664794922,-0.2584061622619629,-3.1744205951690674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.183274269104004,-1.5962969064712524,2.204305648803711,-1.4013751745224,-0.11383947730064392,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5662697553634644,2.1339333057403564,2.40340256690979,3.0517847537994385,-4.820973873138428,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.3420867621898651,0.6999883055686951,0.057586055248975754,-2.074803590774536,3.5367136001586914,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6632994413375854,5.349143981933594,4.026611804962158,-0.12699635326862335,3.303042411804199,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9926949143409729,1.50032377243042,1.1301352977752686,-0.7234139442443848,-2.25030255317688,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3924347758293152,1.4539740085601807,1.222943663597107,1.560288667678833,-2.152864933013916,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.25248783826828003,2.955641031265259,2.6138195991516113,-1.8851466178894043,-0.9886476993560791,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2393531799316406,-0.1716102659702301,0.11153120547533035,-2.656435966491699,-0.32420822978019714,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.4964449405670166,0.47992223501205444,-2.6114540100097656,0.5093473792076111,-3.685811996459961,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.014422048814594746,3.6696605682373047,3.071937322616577,-4.953720569610596,-0.05034344270825386,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2309492826461792,-4.683812141418457,3.533956289291382,1.1984549760818481,0.8449101448059082,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.024448545649647713,1.9193217754364014,1.4109009504318237,0.1167406365275383,-1.794651746749878,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1055402755737305,0.033951688557863235,1.195103406906128,-0.4464417099952698,-1.4602785110473633,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9233095049858093,0.9712889194488525,4.349743366241455,-0.04523826390504837,-0.7491613626480103,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.39283156394958496,4.216085433959961,-0.43297481536865234,-0.351065456867218,-3.6875250339508057,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.4222371578216553,3.584261417388916,4.243325710296631,2.451508045196533,-1.7850595712661743,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.464661955833435,3.769998788833618,6.395993709564209,-1.7160305976867676,-3.6875874996185303,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.405052900314331,1.835357666015625,0.06300148367881775,-3.0639564990997314,-7.496944904327393,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.114823341369629,0.7598652839660645,2.069601058959961,-0.515845000743866,-1.7325576543807983,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.396769404411316,1.7082362174987793,2.0187573432922363,1.805893898010254,-2.126352310180664,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.4182209968566895,0.2193974256515503,1.0447030067443848,1.0617400407791138,0.08733469992876053,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.0526301860809326,1.0906445980072021,3.5326154232025146,-2.1548709869384766,-0.32980790734291077,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.6419615745544434,0.5195615887641907,-1.5709635019302368,-2.2509264945983887,-0.8012931942939758,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9346983432769775,-2.607476234436035,3.86149263381958,3.5020458698272705,-1.8612706661224365,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.621227264404297,-2.421565055847168,-0.7072508931159973,2.2046170234680176,-2.942119598388672,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6809391975402832,2.07258677482605,1.4262653589248657,0.47601014375686646,-2.3113129138946533,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1999865770339966,0.6993842720985413,3.0487959384918213,-0.3441219627857208,-2.8689234256744385,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.425429105758667,1.9740365743637085,2.078216314315796,0.7933200001716614,-2.6863675117492676,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.619871199131012,-1.2238459587097168,3.4613702297210693,-2.381704330444336,-1.9934943914413452,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.04516398906707764,1.4125185012817383,-3.3187320232391357,-0.5187483429908752,-2.0493524074554443,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5817304849624634,2.5648128986358643,3.235157012939453,-3.867259979248047,2.1878867149353027,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.22433440387248993,-2.2470200061798096,-0.5430616140365601,-5.302972793579102,-0.3269326388835907,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4454076886177063,0.5163506865501404,1.5544216632843018,-0.189151331782341,-1.4411673545837402,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.22210703790187836,2.008587121963501,2.1171929836273193,-1.533453106880188,-1.0627719163894653,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.45213115215301514,1.7724883556365967,-0.29365018010139465,1.9519420862197876,-1.5720072984695435,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.125396966934204,0.05158420652151108,3.652787685394287,0.1066686138510704,-3.935912847518921,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.466526746749878,-2.113054037094116,0.9698052406311035,-1.1975547075271606,-1.0413976907730103,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8724896907806396,-2.229961633682251,-0.3529646098613739,1.1183009147644043,-4.756547927856445,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.2612814903259277,3.71942138671875,-3.2119390964508057,2.3046188354492188,-4.82931661605835,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2632323503494263,1.1394790410995483,2.1820130348205566,-0.5450359582901001,-2.016040563583374,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5472521781921387,-0.05052277818322182,1.907158374786377,-0.2909792363643646,-2.080186605453491,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.756946325302124,2.6425843238830566,-0.14151513576507568,-0.22177542746067047,-2.459571599960327,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7358498573303223,2.6125545501708984,4.609758377075195,-1.435301661491394,-3.305110216140747,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.374260425567627,0.8835757374763489,-1.9060922861099243,-1.6122548580169678,-1.5906764268875122,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.164545059204102,1.8453142642974854,-0.2570614516735077,-3.6050031185150146,-1.9977333545684814,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7537661790847778,-0.6992669105529785,-0.2937508225440979,6.219473361968994,-1.1519335508346558,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.526046872138977,1.8259197473526,1.4112483263015747,-0.5326717495918274,-2.441800355911255,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9541077613830566,1.6307687759399414,2.3680670261383057,0.561623215675354,-1.7499816417694092,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6730700135231018,1.3409950733184814,2.4922592639923096,-2.2361185550689697,-2.8149473667144775,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.624753713607788,2.8478801250457764,2.1782467365264893,2.8932621479034424,-3.1316347122192383,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.24140703678131104,5.6584954261779785,-0.522083580493927,0.8562608361244202,-2.8573029041290283,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.440725326538086,-0.45800119638442993,3.612405776977539,-5.266947269439697,-1.3444077968597412,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.47448468208313,0.9096535444259644,-1.0804961919784546,-3.0800442695617676,1.9306135177612305,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2793382406234741,1.602038860321045,1.1812671422958374,-0.11285048723220825,-2.5362799167633057,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.19029442965984344,0.23743554949760437,2.280381441116333,1.0773670673370361,-0.9332203269004822,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7528902888298035,-1.306044578552246,2.640033006668091,-0.6406989693641663,-1.2206997871398926,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9961819648742676,1.0890169143676758,-1.1110293865203857,-1.2273935079574585,-3.821552038192749,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8575503826141357,-0.38591745495796204,5.4187846183776855,0.224750354886055,-3.508239984512329,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8480910062789917,4.361911296844482,-0.028055310249328613,-4.014397144317627,-4.671546936035156,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.49986347556114197,-3.2802793979644775,-2.8896961212158203,-1.0734957456588745,0.35490351915359497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.855066180229187,1.5938811302185059,1.6743266582489014,0.9650188684463501,-1.6560238599777222,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1487517356872559,2.7409651279449463,2.8552725315093994,0.42700955271720886,-2.197110891342163,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8182846307754517,3.1786582469940186,2.448479413986206,-1.8993394374847412,-2.227236270904541,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0185997486114502,1.9841643571853638,-0.8507569432258606,-0.015902990475296974,1.2852369546890259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.712538719177246,5.1501336097717285,2.3701398372650146,0.30881428718566895,-2.9469358921051025,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.149707317352295,3.2242114543914795,2.4979727268218994,-3.6814401149749756,1.9581992626190186,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.320461273193359,-2.1696043014526367,6.054487705230713,1.5974222421646118,-3.0392696857452393,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2589411735534668,1.4190218448638916,2.0624427795410156,-0.5889898538589478,-2.2248575687408447,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3987441062927246,3.036411762237549,1.9575952291488647,-0.7762870192527771,-1.9450125694274902,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.925173044204712,-0.09557479619979858,2.5537753105163574,-2.0672085285186768,-2.356041669845581,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.0184834003448486,0.20157794654369354,1.7850536108016968,2.328066349029541,-0.6101386547088623,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.944322109222412,2.0553181171417236,0.7101489901542664,-0.7392899394035339,-2.7646725177764893,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4839942455291748,0.9387361407279968,-2.410531520843506,-1.7689248323440552,-5.711098670959473,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2597651481628418,6.193567752838135,3.9318454265594482,4.202688217163086,-3.33317232131958,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.203944206237793,1.0072121620178223,0.9262056946754456,0.3272491693496704,-1.402347445487976,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.359834909439087,1.1912345886230469,0.7449421882629395,1.7262985706329346,-1.9377611875534058,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.4039514064788818,-0.31797948479652405,1.4137779474258423,1.1988457441329956,-1.6912281513214111,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.43062517046928406,-1.2413910627365112,2.6869218349456787,0.49346762895584106,0.9512249827384949,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8310320377349854,1.9188318252563477,0.9183374047279358,-3.387408971786499,-4.72645378112793,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4923616945743561,-3.5856056213378906,2.7802772521972656,2.061974287033081,-3.9051482677459717,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.593172311782837,2.328207492828369,-3.01824951171875,1.7846925258636475,-6.629611492156982,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7078537940979004,1.5710049867630005,1.908479928970337,-0.8597531914710999,-2.0900425910949707,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.088279962539673,0.5940061807632446,1.579170823097229,1.3155477046966553,-1.9345169067382812,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2682056427001953,-0.5497503876686096,1.2690006494522095,-1.3210653066635132,-0.6953769326210022,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.664631724357605,-0.7679139375686646,0.2530207931995392,-1.3055016994476318,-0.39654091000556946,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2461061477661133,3.346153974533081,5.434334754943848,-0.23878033459186554,-3.806518077850342,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.2299933433532715,3.5713424682617188,-0.45640307664871216,4.92181921005249,-0.9428877234458923,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.852339506149292,-0.11013933271169662,1.8307912349700928,-4.917020797729492,2.794865131378174,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7044679522514343,2.0810248851776123,1.1886581182479858,0.15635982155799866,-2.364436388015747,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7192564010620117,0.9166679382324219,1.2759966850280762,-1.0012152194976807,-3.4568467140197754,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.211974620819092,0.9634103178977966,2.4831621646881104,-2.0882163047790527,-0.5784305334091187,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.112027645111084,2.617156982421875,3.7347373962402344,-0.581060528755188,0.5945743322372437,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.110025405883789,-1.3098537921905518,1.0804728269577026,1.4163340330123901,-5.021420955657959,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.2407801151275635,-0.1582067757844925,2.1499900817871094,-2.698739767074585,-5.931845664978027,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.31594181060791,-0.28024452924728394,-1.5848562717437744,3.1082375049591064,-5.593214988708496,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4263288974761963,1.7796529531478882,1.2484772205352783,0.45779359340667725,-1.5130155086517334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.24214616417884827,1.3381996154785156,2.815885543823242,1.4324275255203247,-2.239246368408203,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5200921297073364,2.8854639530181885,-0.12861067056655884,0.5632396936416626,-3.1474406719207764,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.886204957962036,-0.26053324341773987,2.77189564704895,0.13875579833984375,-0.3087075650691986,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3563768863677979,1.3232887983322144,0.3594157099723816,4.276641845703125,-0.9219656586647034,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5113275051116943,3.3766162395477295,-2.5044283866882324,1.188541054725647,1.4754877090454102,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.713732957839966,1.361096739768982,4.1211018562316895,0.5098167657852173,4.387854099273682,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.39417335391044617,1.8305851221084595,1.0588420629501343,0.007323684170842171,-2.417872905731201,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6877119541168213,2.9755821228027344,2.4719393253326416,0.49540239572525024,-1.2391483783721924,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.277387261390686,0.0507112555205822,-0.30571186542510986,0.4343265891075134,0.0027820353861898184,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.130688190460205,3.1932930946350098,1.721252679824829,-2.9447875022888184,0.1058148592710495,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.40840259194374084,2.700399398803711,-1.217492699623108,-3.302821397781372,-3.875244379043579,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.494991779327393,1.6185352802276611,-2.096733570098877,-0.37527671456336975,-1.939351201057434,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.4108916521072388,-4.537930011749268,-0.6227659583091736,-2.492229461669922,-0.16657817363739014,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7762423157691956,1.3905302286148071,1.5066794157028198,-0.2616349458694458,-2.777644395828247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7243400812149048,0.7459732890129089,0.1419423669576645,0.7406712174415588,-1.441589117050171,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.374736785888672,1.1687514781951904,1.712424874305725,-1.074039340019226,0.46169713139533997,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.611070394515991,-1.6086807250976562,1.0898683071136475,1.1419271230697632,-3.352184295654297,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7141705751419067,5.266585826873779,4.682542324066162,-0.09882500022649765,-2.0380165576934814,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.344375491142273,3.216625213623047,-1.6167628765106201,-0.684895932674408,-6.458475112915039,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.1646965742111206,0.9618682861328125,-0.6813250184059143,1.5987516641616821,4.300378322601318,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8843621015548706,1.2316563129425049,2.02557373046875,0.35794785618782043,-1.0101141929626465,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.48499438166618347,1.8054087162017822,2.1581950187683105,-0.9216685891151428,-2.814561128616333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8388394713401794,0.11813861131668091,2.232726573944092,2.6611382961273193,-2.022578239440918,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1650723218917847,-1.0626428127288818,3.0259265899658203,-2.788550853729248,-2.0292232036590576,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9957911968231201,3.7663798332214355,-0.3052578866481781,-3.7045631408691406,-1.2629196643829346,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.8239269256591797,0.5337043404579163,-4.041498184204102,1.625616192817688,-2.0559115409851074,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.968924522399902,4.722707748413086,2.5466158390045166,-2.3289008140563965,-5.5153608322143555,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8185202479362488,0.809848964214325,0.8514276742935181,-0.14331190288066864,-2.2038815021514893,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.020714521408081,2.092316150665283,2.7663865089416504,1.205257773399353,-1.0643248558044434,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.1161603182554245,2.079685926437378,2.140444755554199,-1.6827433109283447,0.37892022728919983,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.973825454711914,1.3036550283432007,0.44811907410621643,-0.4402390420436859,-1.1562843322753906,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3104633688926697,3.5425679683685303,-1.7940852642059326,0.5538954734802246,-4.707141876220703,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7629100680351257,1.101800799369812,4.956640720367432,-0.5537576675415039,-6.739482402801514,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.061908360570669174,-1.403350830078125,-2.6096925735473633,-0.47767260670661926,2.985491991043091,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6087864637374878,1.5663268566131592,1.2938984632492065,0.42108744382858276,-1.6827964782714844,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.23155583441257477,0.9549475312232971,1.976965069770813,-0.9982504844665527,-0.2857983708381653,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.32455962896347046,1.6455456018447876,-0.9852285981178284,1.049277424812317,-2.068455696105957,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8774225115776062,0.3493310511112213,3.0867743492126465,-3.481792688369751,-1.1353785991668701,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.28528738021850586,-1.6072720289230347,-1.1931978464126587,-2.247714042663574,-0.30719470977783203,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3992731273174286,0.6052530407905579,4.20253324508667,2.179420232772827,-6.5622944831848145,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.1869039386510849,6.328432559967041,-3.195676565170288,0.21547096967697144,-1.1098960638046265,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0916688442230225,1.473190426826477,1.3552463054656982,0.5734228491783142,-1.0945836305618286,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1752333641052246,2.7359306812286377,2.2729532718658447,0.6700192093849182,-0.8079957962036133,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3600715398788452,-0.27590712904930115,1.556978702545166,0.9049726128578186,-4.1026763916015625,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.6292197704315186,-0.7613886594772339,-0.013219225220382214,0.8573135733604431,-1.438452959060669,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.719228506088257,1.4009878635406494,0.22434669733047485,1.3948780298233032,-4.826496124267578,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.905545711517334,1.2419278621673584,-4.057266712188721,1.1485635042190552,-3.1128053665161133,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8877571821212769,1.3103506565093994,-0.9966673851013184,-5.425191879272461,0.558515727519989,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8205649256706238,1.3854905366897583,1.3472766876220703,-0.2736439108848572,-2.7475991249084473,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5284125804901123,2.4072775840759277,3.027172327041626,0.8692941665649414,-1.7584116458892822,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.053335428237915,2.8335859775543213,2.5993096828460693,-0.7502184510231018,-1.8867121934890747,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.682206630706787,0.6700073480606079,2.0202724933624268,-0.2860744595527649,-4.429035186767578,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.905946731567383,0.5590187907218933,-0.0707002654671669,2.160834789276123,-1.8029037714004517,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.967213153839111,0.10259170830249786,4.821927547454834,-1.2958943843841553,0.3324791193008423,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7779715657234192,-3.068990707397461,-1.2791492938995361,4.615256309509277,-2.1491172313690186,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4068509638309479,1.2184662818908691,2.114252805709839,0.4544678032398224,-2.4241533279418945,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3190709054470062,2.738075017929077,0.8364627957344055,-0.5072922110557556,-2.067525863647461,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8085163831710815,2.2868716716766357,-0.6687873005867004,-1.4041595458984375,-1.862944483757019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9411780834197998,1.9197280406951904,-2.0270040035247803,0.7770448923110962,-0.9552238583564758,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.47995463013648987,-1.425612211227417,-2.06992244720459,-1.8655322790145874,-2.3939030170440674,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4537479877471924,3.2224671840667725,-2.098036289215088,-1.2441205978393555,-5.021141052246094,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.924628257751465,4.453401565551758,0.3691929578781128,4.9378662109375,-1.9140816926956177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.199812889099121,1.26387357711792,1.975371241569519,0.8253136873245239,-1.7984400987625122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7246912717819214,1.3580631017684937,3.0376038551330566,0.42454811930656433,-2.7181522846221924,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.962473750114441,2.0307161808013916,-0.12311146408319473,2.0598056316375732,-1.562726378440857,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.474669933319092,0.2356255203485489,4.669975757598877,0.059234824031591415,-0.3017386198043823,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.3839235305786133,2.8571360111236572,1.8229151964187622,2.2849886417388916,-1.3513951301574707,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9349943399429321,6.293522357940674,4.5953850746154785,0.2686329483985901,-0.7687910199165344,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.655489683151245,6.8187665939331055,0.17811590433120728,-1.2220804691314697,0.8946372866630554,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0117055177688599,1.3504393100738525,0.7424527406692505,-0.4795237183570862,-1.7932298183441162,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3071976602077484,1.171753168106079,1.038516879081726,1.4385833740234375,-0.6244460940361023,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.3581385612487793,1.4602842330932617,2.8008737564086914,-0.7225247621536255,-2.357271194458008,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6875403523445129,1.1816009283065796,2.980381727218628,-0.7481236457824707,-5.1780805587768555,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2087111473083496,-1.378853678703308,-0.10185108333826065,1.0872855186462402,0.9442569017410278,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7774567008018494,3.89967942237854,5.176468372344971,-1.0359554290771484,-5.43349027633667,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.165459632873535,-2.2471683025360107,0.6891784071922302,0.03367110714316368,3.053419828414917,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.29233115911483765,1.854695200920105,1.0783463716506958,0.5145205855369568,-1.9490545988082886,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9260947704315186,1.6198205947875977,2.3857338428497314,0.9564532041549683,-0.7840310335159302,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9911972284317017,1.8044790029525757,-0.21150575578212738,-0.8210225105285645,0.029101315885782242,0.0,0.0,1.0,0.0,0.0,0.0,0.0
