split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
test,0.39779821038246155,-4.1838698387146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6811856031417847,-5.257591724395752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.4392077922821045,-3.183974266052246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.32554292678833,1.8096721172332764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.835106611251831,-6.164994239807129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,9.118401527404785,-0.23588748276233673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.593989610671997,-2.2037830352783203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.164608955383301,-0.9839999079704285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.675973892211914,0.386651873588562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.25618577003479,-4.713756084442139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.011511325836182,-2.6070468425750732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.739739418029785,-2.2173869609832764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8289653062820435,-7.606263160705566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.490786075592041,4.700301170349121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.707601547241211,-0.435357004404068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.016585830599069595,0.33110329508781433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9490532875061035,-3.39518141746521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.755427837371826,-3.0993778705596924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.869079113006592,1.632315993309021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.887495040893555,2.440568447113037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.627010822296143,2.6068320274353027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,9.13864517211914,-2.1783015727996826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4802955687046051,-0.5834707617759705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.22337214648723602,0.12707068026065826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8077391386032104,-1.1325186491012573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.747843027114868,-2.002654552459717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.727275013923645,3.328726291656494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.186417102813721,-1.4333117008209229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.162510871887207,-4.234218120574951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.711357593536377,4.113487243652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.698651134967804,-0.41783276200294495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.132922410964966,-0.8231638073921204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3865503072738647,0.24996115267276764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.205328941345215,-3.9159703254699707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.8496742248535156,2.942906618118286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.172360897064209,-1.7246015071868896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.5597119331359863,5.296169757843018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.368097305297852,2.238341808319092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0527162551879883,-0.29905763268470764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6756503582000732,0.047049734741449356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.14240837097168,-0.768065869808197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6816653609275818,-4.825925350189209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9647934436798096,3.3838541507720947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.487225532531738,2.895580768585205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.815012454986572,-3.5447216033935547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.057146072387695,-7.637500286102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.140922784805298,-1.5934760570526123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.129762887954712,-0.810187816619873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7642234563827515,-1.822380781173706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.6724228858947754,-5.0042619705200195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6962313652038574,2.794323444366455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.36799430847168,0.9749833345413208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.584169864654541,-3.0606987476348877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.9303717613220215,2.3607559204101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3407573103904724,-0.7588521242141724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.177142858505249,-1.4992238283157349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.31937405467033386,-3.8835740089416504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4927300214767456,-5.278232097625732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.130382061004639,-2.04758882522583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.28487440943717957,4.6417741775512695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9885481595993042,-7.527530193328857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.330895900726318,3.8352348804473877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2306638956069946,-0.29075124859809875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.0686720460653305,0.26593050360679626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.163318634033203,-0.9047897458076477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.932361364364624,-4.200037002563477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6022307872772217,-2.7224724292755127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.72230863571167,-4.7376813888549805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.944849491119385,-4.664239406585693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.78624963760376,-1.9295536279678345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.0536599159240723,-1.7907084226608276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8118046522140503,-1.2740191221237183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1509605646133423,-4.289616107940674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.928011417388916,-2.7087574005126953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.021141529083252,-5.123977184295654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.612885475158691,-2.8222267627716064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.894174337387085,-6.103384971618652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.186802387237549,6.126890182495117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5995859503746033,-2.0983095169067383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.757796049118042,-1.7517567873001099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.1717119216918945,-1.6033027172088623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.560501217842102,2.660606622695923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.419724941253662,0.6511967182159424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2755331993103027,-7.289209842681885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.586208820343018,-5.246736526489258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.411435127258301,-7.00341272354126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0580445528030396,-0.2983439564704895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7866404056549072,-0.9731903076171875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5899361371994019,-4.262816905975342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.3562238216400146,-3.1439061164855957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.458493709564209,-5.072006702423096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.470355987548828,-3.285217523574829,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.16720207035541534,5.635303497314453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.3231319487094879,-9.145804405212402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7996816635131836,-2.0810530185699463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1046624705195427,-2.970944881439209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6514537930488586,-4.241452217102051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2515900135040283,-3.3314895629882812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.406909704208374,3.5593373775482178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.6322340965271,-5.32097053527832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.691152095794678,3.036442756652832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.91742992401123,0.7736366391181946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2905806601047516,-1.7307548522949219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3729216456413269,-3.1161625385284424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.035256385803223,-0.3443906903266907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.1766977310180664,2.1808321475982666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.159532070159912,-0.7558170557022095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7815643548965454,4.680734634399414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.637720108032227,4.113964080810547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.788668632507324,-0.6810426115989685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6224085092544556,-2.190626382827759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6640955209732056,-2.0443332195281982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.2065796852111816,-3.509276866912842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.355896949768066,-3.732236385345459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9728803038597107,-6.285211086273193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3171943426132202,-6.741757869720459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.156622886657715,2.367628812789917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.33514532446861267,6.664549350738525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7625130414962769,-2.1084349155426025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.151392936706543,-0.9082589745521545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.9480748176574707,-2.4657375812530518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.178554058074951,-1.0131927728652954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.0067385523580014706,-6.14827299118042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.854007244110107,-5.062062740325928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.37837553024292,4.317458152770996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.848310947418213,-6.539736747741699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2753945589065552,-0.8813014030456543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6712465286254883,0.05193347856402397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.5140273571014404,0.6049395799636841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8616284132003784,2.6530463695526123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4962819814682007,3.6620564460754395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2185533046722412,4.710076332092285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.689586162567139,-2.5925283432006836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.664397239685059,0.23913253843784332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0341578722000122,-0.3017716407775879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.803646981716156,-1.1087009906768799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.094167232513428,-2.0348052978515625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8035223484039307,-5.271312713623047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.31554654240608215,3.4786908626556396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9671618938446045,-4.359526634216309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4726409912109375,-8.25318431854248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.104604721069336,-5.310097694396973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0070440769195557,-0.30637961626052856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1348912715911865,-0.8314457535743713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6638574600219727,-4.243680477142334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,5.002469062805176,-2.4943530559539795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9731638431549072,3.3806636333465576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.2806081771850586,-6.758421897888184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.033030986785889,-5.952404499053955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.8073577880859375,-1.5584168434143066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4610196352005005,-0.32780027389526367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4141671657562256,-3.2770323753356934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.222147822380066,-3.076056957244873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.809396266937256,-2.9888017177581787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6977420449256897,3.3408637046813965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.14687442779541,2.08815336227417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.233847141265869,-4.075195789337158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.923884391784668,-8.1521577835083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.101339340209961,-1.6973429918289185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.926396608352661,-0.3006856441497803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.106292963027954,1.0168094635009766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7929342985153198,-5.243858814239502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.423825740814209,-5.10170841217041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.1213574409484863,-6.294571399688721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.733332633972168,-7.651060104370117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.791896820068359,-1.8547595739364624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1167182922363281,-2.2872931957244873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9519487619400024,-3.138247013092041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.07567113637924194,-4.075960159301758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.20700423419475555,2.45896577835083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.1799397468566895,-3.7229397296905518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7539822459220886,4.694425582885742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.638092994689941,-2.8398923873901367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.550419807434082,-6.13972282409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.866174042224884,-2.236600160598755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.36409538984298706,-3.112197160720825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5817988514900208,-3.712106227874756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.966702938079834,-2.6022520065307617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.9236369132995605,0.3148343563079834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.582752704620361,3.657532215118408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.513059139251709,4.2142438888549805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.3484063148498535,-7.879217624664307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4460790455341339,-1.9601868391036987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7336411476135254,-0.020435575395822525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2786903381347656,-4.288479328155518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.981530666351318,-0.020936494693160057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.801630973815918,-1.6096247434616089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.3661627769470215,3.0164356231689453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.114677906036377,3.682995080947876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,9.135103225708008,-0.3702468276023865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3083407878875732,-0.29709768295288086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1845409870147705,-3.023965835571289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2715226709842682,1.5666944980621338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.8423378467559814,-3.9006409645080566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.561159610748291,2.4010462760925293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.185975074768066,-1.4507365226745605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.199361324310303,-7.02657413482666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.189709186553955,6.6472086906433105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.205082654953003,-0.28999006748199463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4574732780456543,0.25571969151496887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0632073879241943,-3.272639274597168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.225382089614868,-5.15302038192749,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.788200855255127,-5.307487487792969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.927338123321533,-3.0395667552948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.6057804822921753,5.697683334350586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.590006351470947,-6.822757720947266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8652077317237854,-0.3434218466281891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1552176475524902,-1.6512000560760498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.031339406967163,1.5892163515090942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7290399074554443,2.673412322998047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.481825351715088,1.272223949432373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9333586692810059,4.663693428039551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.177844285964966,5.639833927154541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.718521118164062,1.41075599193573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5380698442459106,-0.35307320952415466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5925171375274658,0.6688452959060669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.579615592956543,0.5214540958404541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.19153037667274475,2.584012746810913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9976648092269897,-5.143506050109863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1889086961746216,-7.289846420288086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.555914402008057,-3.165433406829834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.678798198699951,4.148822784423828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.34759554266929626,-0.748092532157898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.2276611328125,-2.9984660148620605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.163747787475586,-0.9081218242645264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.48456987738609314,-4.923311233520508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.986523151397705,0.11565964668989182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.408494472503662,-3.452659845352173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.379061698913574,4.940560817718506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.676642417907715,0.17484204471111298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.1691064834594727,-1.4839869737625122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.093033790588379,-0.68045973777771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9827330112457275,1.7031137943267822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.9237380027771,0.14027760922908783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.3307321071624756,0.8502147197723389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.848606586456299,2.489039897918701,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.165924549102783,4.191228866577148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.4057705402374268,-9.196638107299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.324534147977829,-1.794026494026184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.136415719985962,-1.741723656654358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8048337697982788,-1.084537386894226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9298959970474243,-3.795419454574585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.811563730239868,-1.2347540855407715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.1750712394714355,-1.6855297088623047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.211961269378662,-4.125123977661133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.876826763153076,-5.04302453994751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4077130854129791,-0.6645902991294861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1793923377990723,-1.1030710935592651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5422446727752686,1.1608257293701172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1329221725463867,1.9678682088851929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.144312381744385,-1.9503633975982666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.7384254932403564,-4.71461296081543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.480644941329956,-8.16948413848877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.559728145599365,-7.218249320983887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6400249004364014,-0.4534386992454529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.184621810913086,-1.408298373222351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5816481113433838,1.6842325925827026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.352503776550293,-3.736631393432617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.67508864402771,-2.4513444900512695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9927403926849365,1.7364639043807983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.157422065734863,-0.6348637938499451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.217748165130615,-8.69399642944336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.1216344833374023,-0.9312736988067627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.08965634554624557,-2.828435182571411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.1866583824157715,-1.1957980394363403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4989871084690094,-5.230033874511719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.719270944595337,-0.3320419490337372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.4567387104034424,-6.055862903594971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
