split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
test,-1.7421284914016724,1.0844576358795166,-1.201921820640564,0.9863818883895874,-0.13727007806301117,0.34804052114486694,0.9699041247367859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.046271324157715,1.8572503328323364,0.37296220660209656,-1.5823074579238892,-0.4228483736515045,1.259242296218872,-0.3210066258907318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.624866247177124,-2.772918224334717,1.4072800874710083,-0.4275073707103729,0.44944506883621216,-0.5261433124542236,-1.1599812507629395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.967174768447876,-0.15497809648513794,2.222125291824341,-3.5031962394714355,-5.890620708465576,-0.8593966960906982,-0.6655508279800415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7406138181686401,4.1248931884765625,-3.494748830795288,-1.630612850189209,-1.1681300401687622,1.5655183792114258,2.994523763656616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.502707004547119,1.452539086341858,2.273308277130127,-1.6221625804901123,1.607950210571289,-5.095868110656738,-0.24513103067874908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7120790481567383,-5.243821620941162,-4.4197096824646,2.913971185684204,-1.0380866527557373,-4.015758991241455,-2.6325886249542236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0299805402755737,8.14772891998291,-1.6053556203842163,-3.1487462520599365,-4.113205909729004,3.8377511501312256,-0.5800241827964783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6670692563056946,-0.5614739656448364,-0.29145047068595886,-0.6071619987487793,-1.6618825197219849,-0.849247395992279,0.09915702790021896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3075712323188782,0.31290295720100403,-0.7661095857620239,-1.1419458389282227,0.16334427893161774,-0.7379259467124939,0.2807566523551941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3830353021621704,-1.2898716926574707,1.64859139919281,0.9546942114830017,-2.218607187271118,-0.60967618227005,0.5490630269050598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6278043985366821,-2.345752239227295,0.9597055315971375,-0.04859030246734619,-0.7566347122192383,0.7269918918609619,0.610596776008606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8244377374649048,-0.9496496915817261,-1.2447649240493774,-2.1486034393310547,1.364068627357483,-0.6439557075500488,3.0873212814331055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.4167680740356445,-0.2619587182998657,-3.633728504180908,-0.5902872085571289,-3.7487356662750244,-1.959965467453003,-4.178565979003906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.06106552109122276,5.131683826446533,-2.251532793045044,3.635138750076294,-2.1639912128448486,0.5388856530189514,-1.8570290803909302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.377986878156662,1.7293280363082886,-0.9257120490074158,1.244960904121399,0.6046265959739685,-6.683731555938721,3.987914800643921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.532400608062744,-1.4763078689575195,-3.1867029666900635,-0.6877686977386475,1.856020212173462,-0.6278607249259949,4.496402740478516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9494893550872803,-0.022177156060934067,2.9102611541748047,4.604153633117676,1.5762007236480713,-2.7121686935424805,6.876410007476807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.42287614941596985,0.4030986726284027,0.17754504084587097,-0.8889269232749939,-1.5476421117782593,-0.25008001923561096,-0.8630456328392029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5565069317817688,0.816914439201355,-1.1387428045272827,0.19818435609340668,-1.3618099689483643,-1.2928394079208374,0.5156976580619812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.55550616979599,-0.7766180038452148,-1.477979302406311,-1.0855952501296997,-1.9007469415664673,-2.655243396759033,-1.336229920387268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4550940990447998,0.5882841348648071,1.1637287139892578,-1.0709407329559326,-3.2833077907562256,1.723512053489685,0.43726903200149536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.293817162513733,0.14054034650325775,1.11343514919281,-1.9976075887680054,-1.7165910005569458,-0.5356334447860718,4.239441871643066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8228121399879456,-3.038248062133789,-0.901416003704071,-2.6215081214904785,-2.4516615867614746,-3.923316717147827,2.466463804244995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.371096611022949,2.467238187789917,-0.7297067642211914,1.222074031829834,-1.9996638298034668,0.9417998194694519,4.685513973236084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2362890243530273,1.348289132118225,-5.315457344055176,2.608638048171997,1.1260122060775757,-1.2395141124725342,-2.594791889190674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.37238883972168,-2.5318894386291504,-2.5430538654327393,1.7234057188034058,0.8126170039176941,-4.4697346687316895,-4.789829254150391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5322649478912354,-3.113717794418335,-7.175157070159912,-6.14379358291626,-1.5235627889633179,-1.9904944896697998,1.5157783031463623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.19589105248451233,0.45021578669548035,-0.35402074456214905,-0.03972505405545235,-0.8013564944267273,-0.7769818305969238,-0.7397921085357666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2716422080993652,0.44701629877090454,0.3092625141143799,-1.09454345703125,-1.3944483995437622,-1.2060569524765015,-0.5229093432426453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.46065714955329895,-0.7874666452407837,-0.3589068055152893,-0.6052866578102112,-1.5977414846420288,1.8250114917755127,-1.0009140968322754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7755895853042603,-1.7965883016586304,-1.1435850858688354,2.446074962615967,-0.3525969982147217,-1.0450307130813599,1.0568617582321167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1870789527893066,-2.423567771911621,-0.3066009283065796,-0.8466636538505554,-3.734679698944092,0.9307642579078674,-1.6489158868789673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6160454750061035,4.405710220336914,-1.6156061887741089,-0.7437047958374023,0.3759932518005371,-2.4167416095733643,2.1736814975738525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6529266834259033,2.0095841884613037,-3.4563677310943604,-0.9397783875465393,1.1713972091674805,1.2362321615219116,-5.042836666107178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.0034053325653076,-2.900378704071045,-5.710979461669922,-4.402956008911133,-1.4602419137954712,-2.509467601776123,-1.0346877574920654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.922649383544922,0.039069656282663345,-1.0337013006210327,-3.686535120010376,-1.72189199924469,2.408153772354126,-6.633280277252197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7504334449768066,-3.442941188812256,-6.030702114105225,1.190192699432373,4.9383864402771,-1.040475845336914,1.6837347745895386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.09718061983585358,-0.2838037610054016,-0.3808935582637787,-0.49830254912376404,-1.8549582958221436,-1.0331343412399292,-0.3593796491622925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.025298595428466797,1.2004904747009277,0.3057790994644165,-1.3987135887145996,-2.3529975414276123,-0.5496139526367188,0.5172098278999329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2529319524765015,-1.5855120420455933,-0.29172396659851074,-2.1524853706359863,-1.4301048517227173,0.0834752768278122,-1.3891793489456177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0391845703125,2.042569398880005,-1.5304603576660156,1.254631757736206,-3.206997871398926,-2.5729551315307617,0.8427566885948181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8488456606864929,-0.5083120465278625,0.42848601937294006,1.6162822246551514,-5.265890121459961,-0.40428096055984497,2.1013426780700684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.7999563217163086,-1.0981533527374268,1.4384498596191406,-1.4415212869644165,-3.639547348022461,-0.17510217428207397,3.651581048965454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.469994068145752,0.18825168907642365,6.2671895027160645,0.46278008818626404,-1.3239518404006958,-0.0406692735850811,-2.8009603023529053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.172179937362671,3.2412383556365967,3.6347713470458984,-0.48614564538002014,3.2970967292785645,-4.620837688446045,0.3135893642902374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.13812723755836487,1.392956256866455,-3.7375504970550537,1.617573857307434,-2.7711174488067627,-6.549595355987549,-5.323474884033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4080410897731781,-2.250034809112549,-7.178676605224609,-3.1868720054626465,2.405812978744507,-0.03462645784020424,-4.778144359588623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7385645508766174,0.48895344138145447,-0.08476009964942932,-0.4150327146053314,-0.748036801815033,-1.0418156385421753,-0.7831313610076904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7396479249000549,-0.4072779417037964,0.5014159679412842,-1.6471489667892456,-2.3029568195343018,-0.9674346446990967,0.4903644323348999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8628240823745728,0.3055037260055542,-2.1789753437042236,-0.540132999420166,0.3301860988140106,0.5956853628158569,-0.38151320815086365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.053817868232727,-1.401756763458252,2.5626821517944336,-0.28339284658432007,-2.7905075550079346,-2.507359266281128,-0.9650589823722839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2546472549438477,1.7111897468566895,-2.4855406284332275,-3.8200130462646484,-0.862122118473053,-0.9076675772666931,-1.631512999534607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.343869686126709,-1.8434808254241943,-1.1324671506881714,1.606355905532837,0.6713632345199585,-3.4362804889678955,2.1819326877593994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8589751720428467,2.2102346420288086,-0.8655157089233398,-0.3714621663093567,-7.984168529510498,-0.8027687668800354,-0.12414571642875671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.70866060256958,0.6436044573783875,-0.13566114008426666,2.629903793334961,1.9373102188110352,1.2576299905776978,1.46319580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4679572880268097,3.836629867553711,-3.4651851654052734,-3.036905288696289,-6.012256145477295,2.05470609664917,4.249001979827881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.820734977722168,1.7232965230941772,-3.8715107440948486,4.913235664367676,3.2974789142608643,-1.3408039808273315,-4.201903820037842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5602424740791321,0.7364382147789001,-0.2101847231388092,-0.41595783829689026,-0.8984429836273193,-1.1938362121582031,-0.6391645073890686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.41984808444976807,-0.16577108204364777,-0.7058930397033691,-1.6323367357254028,-0.3150716722011566,-0.012851116247475147,0.08565668761730194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.943540334701538,0.21022233366966248,-0.44944146275520325,1.1557925939559937,-1.7193554639816284,-1.1983801126480103,0.6518836617469788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.882858157157898,1.5643550157546997,-3.1521921157836914,-0.048573967069387436,-3.046821355819702,-0.4658442735671997,-0.5986579060554504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9017678499221802,-1.3783254623413086,1.7392821311950684,-1.174019694328308,-1.4435800313949585,-3.235172986984253,2.8729634284973145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.9150171279907227,0.8360074758529663,3.3629038333892822,2.6978342533111572,-2.2366294860839844,1.9893250465393066,-1.4863828420639038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.170680284500122,0.15725691616535187,-3.943127155303955,2.547250509262085,-6.4308085441589355,0.13633567094802856,-0.606502890586853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.43770432472229,5.144476413726807,-2.3197295665740967,-2.1056571006774902,0.927025556564331,-3.79428768157959,0.206745445728302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.4016311168670654,3.2311739921569824,-4.0290374755859375,-5.64651346206665,0.545719563961029,-0.47725626826286316,-4.865786552429199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.2547447681427002,0.4633159041404724,-7.22392463684082,-1.3842840194702148,-4.77220344543457,5.164750099182129,1.411849021911621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.0641905814409256,0.7958824634552002,-0.3615866005420685,-0.10367715358734131,-1.931173324584961,-0.825745165348053,-0.37522563338279724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4980496168136597,-0.5676386952400208,-0.6200718879699707,0.04727483168244362,-0.34309467673301697,-1.3454127311706543,0.42120543122291565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5143415927886963,-1.3104526996612549,0.6946704983711243,-2.288525104522705,-2.1581857204437256,-1.2847726345062256,-0.7509545683860779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9478626251220703,0.6587250232696533,-0.4211450517177582,-3.5703654289245605,-1.4013960361480713,0.5020360946655273,-1.4789330959320068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9000945091247559,-2.442197322845459,0.396444708108902,-3.898186683654785,-3.3071227073669434,-1.2169755697250366,-1.1088814735412598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.627519965171814,1.416662573814392,-1.3919929265975952,-4.944919109344482,0.08084969222545624,-3.2543747425079346,0.974802553653717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8871548175811768,-1.1366244554519653,3.6036558151245117,1.5479177236557007,-1.6003702878952026,-2.6576647758483887,-5.297384262084961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.424902439117432,2.6617038249969482,-4.421055793762207,1.3410282135009766,-1.5593714714050293,-0.2563621699810028,-3.914228677749634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.197001650929451,1.0472476482391357,-3.2929537296295166,-8.295308113098145,0.8776763677597046,-1.4816814661026,-0.5371077656745911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.202597141265869,8.32305908203125,-1.651725172996521,-0.5072401762008667,0.4019412398338318,3.370861530303955,-0.6320236921310425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.565051257610321,-0.13238610327243805,-0.28472551703453064,-0.6337423920631409,-1.0138494968414307,-1.3181862831115723,-0.5385580062866211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1124438047409058,0.5122959017753601,-0.23157306015491486,0.023078275844454765,0.4365695118904114,-0.8208202123641968,-0.4091503620147705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6584705114364624,-0.5312744975090027,-1.3457010984420776,-0.4994807541370392,-1.5120681524276733,1.499589443206787,1.2625764608383179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.678322672843933,1.5004836320877075,1.020909309387207,1.5352919101715088,-2.505279302597046,1.981707215309143,0.48430052399635315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6133573651313782,0.5920614004135132,2.560065984725952,-0.19676733016967773,-1.2699860334396362,2.2569193840026855,2.80963397026062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4433430433273315,0.7736738920211792,4.442728042602539,-2.7713301181793213,-1.6791718006134033,-2.80086088180542,-0.44483858346939087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.2063722461462021,-3.2639644145965576,-0.5011064410209656,4.8766913414001465,-2.008549213409424,-3.0312535762786865,1.5336437225341797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.721651315689087,1.2931146621704102,-1.968527913093567,-1.0070502758026123,-5.794732093811035,3.0675570964813232,2.5027718544006348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.717724084854126,-1.1696667671203613,2.58550763130188,-3.413726329803467,-2.4542529582977295,-4.269686222076416,-6.316134452819824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.064476013183594,-5.375548839569092,-0.32288336753845215,-2.517753839492798,5.012861728668213,-2.0174827575683594,-0.629770040512085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9497485756874084,-0.42926740646362305,-0.48719990253448486,-0.5228124856948853,-1.2683510780334473,-0.654416561126709,0.2110515534877777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7593368291854858,0.4110477566719055,-1.0239548683166504,-0.39404433965682983,-1.6512998342514038,0.4783051609992981,-0.29666849970817566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7223718166351318,-1.7461599111557007,0.6253984570503235,-0.4292311370372772,-0.3187642991542816,0.14536252617835999,0.675390899181366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7930980324745178,-0.476962149143219,-2.2175965309143066,-1.2697272300720215,-2.4718337059020996,-3.2895450592041016,-0.4971696734428406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.09406929463148117,-0.2636379599571228,2.5767834186553955,-1.3202531337738037,2.0338642597198486,0.6876353025436401,1.339433193206787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7537384033203125,-0.08985403925180435,1.2586785554885864,0.30000039935112,1.7425166368484497,4.0476884841918945,-0.7998669147491455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.203567981719971,3.229111909866333,0.49206671118736267,2.494863748550415,-4.373922824859619,-2.946058511734009,1.952770709991455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9026472568511963,0.85924232006073,-5.6450347900390625,4.701311111450195,-0.31302544474601746,-2.614838123321533,-1.8322800397872925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.09590817242860794,-6.922977924346924,-1.3876991271972656,3.9641799926757812,-1.1312052011489868,-3.4681878089904785,0.6779682040214539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.37023717164993286,4.394233226776123,2.6405837535858154,-5.705758571624756,-4.530220985412598,4.1697001457214355,3.438798666000366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7056050300598145,0.35873541235923767,0.3755074143409729,-0.33365321159362793,-1.0312551259994507,-1.3701750040054321,-0.4433369040489197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.13105736672878265,0.6219045519828796,-1.0282496213912964,-1.1171801090240479,-0.5386024117469788,0.13903161883354187,0.4459451138973236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.716452956199646,-0.20960663259029388,0.9797376394271851,0.30867502093315125,-1.3416544198989868,-0.06927172094583511,2.1245927810668945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6969354748725891,-0.4940275549888611,1.9829020500183105,1.214342713356018,-2.1435277462005615,-1.8451566696166992,-2.829991102218628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.319637775421143,-2.015432119369507,-0.5850131511688232,0.8365496397018433,0.4327842593193054,-1.5739405155181885,0.08702008426189423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.5391154289245605,1.180610179901123,-0.8950293660163879,-1.0520299673080444,0.453766405582428,0.434571772813797,-2.470069169998169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.0832343101501465,0.12792237102985382,-1.087632179260254,3.5937201976776123,-2.742741584777832,0.29198312759399414,-0.45647165179252625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.713988780975342,-0.5749566555023193,2.2139642238616943,0.5891982913017273,-5.3727827072143555,0.2560895085334778,0.651395857334137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.820770263671875,-0.8071016073226929,-3.038989782333374,-2.710750102996826,4.760064125061035,-4.558265209197998,1.013656497001648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.966336250305176,3.922903537750244,-2.713703155517578,2.0817465782165527,2.274956464767456,1.8872028589248657,-5.032166481018066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.08022333681583405,0.24995417892932892,0.3588961362838745,0.17157453298568726,-1.2975720167160034,-0.8807500600814819,-0.6674535274505615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8619831800460815,0.6563045382499695,-0.8254807591438293,-1.2558711767196655,-1.785961389541626,-2.071500539779663,0.20891056954860687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5243051648139954,-0.5027528405189514,2.5484728813171387,-0.14032112061977386,-1.3365521430969238,-0.6166749596595764,-0.09279532730579376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.17253583669662476,1.19579017162323,1.5481964349746704,0.6493323445320129,0.10817740112543106,-3.492675542831421,0.27182844281196594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8041204214096069,1.2709671258926392,0.7502039074897766,3.7188003063201904,-3.112684965133667,0.7788063883781433,-0.4609202444553375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1025404930114746,-1.517896056175232,-1.189083218574524,-4.256009101867676,-0.026854554191231728,-3.6628265380859375,-1.7342350482940674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.3248343467712402,-3.8589627742767334,-4.23352575302124,-0.6876980066299438,-2.8655171394348145,0.8998532891273499,1.1674178838729858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.709444999694824,2.8780055046081543,-1.2141774892807007,-3.7587215900421143,3.8308513164520264,-2.6062917709350586,2.607663869857788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.644596099853516,1.4541311264038086,-0.41651034355163574,-1.4701863527297974,-3.4173173904418945,2.627671003341675,-5.446403503417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9898646473884583,6.5409111976623535,-3.9040169715881348,-2.186854362487793,2.482466697692871,2.602509021759033,3.543567180633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3200627863407135,-0.36075451970100403,0.22621409595012665,-0.1587802767753601,-1.2343122959136963,-1.2327871322631836,-0.1987510770559311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.27025869488716125,0.22351881861686707,-2.0244462490081787,-0.2714296877384186,-1.5937762260437012,-0.33803868293762207,0.1052238717675209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5876193046569824,0.9483128190040588,0.9759348034858704,0.09008292108774185,-0.953387439250946,0.43698570132255554,-1.6024763584136963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5970656871795654,2.0186874866485596,-0.07067184895277023,1.0282965898513794,-0.3591696321964264,1.9859504699707031,1.1881518363952637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.781904697418213,3.016432046890259,-0.3993883430957794,-2.3377490043640137,1.1779357194900513,-1.2089087963104248,-1.4161365032196045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.2680925130844116,1.4957996606826782,-1.5402586460113525,3.680840253829956,-2.561199426651001,-0.31618019938468933,3.568223476409912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.058088779449463,3.9429121017456055,1.3711013793945312,0.7504215836524963,-0.8970113396644592,-1.0954099893569946,1.084151268005371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.260462999343872,2.8888349533081055,0.8686387538909912,3.771941661834717,-5.0203118324279785,-3.216151475906372,3.312955379486084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.055031295865774155,5.571376800537109,4.566268444061279,-0.34202951192855835,-0.4536913335323334,4.777980327606201,0.2843196988105774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.130016326904297,2.7728607654571533,-2.8487186431884766,-1.5731229782104492,3.5328562259674072,5.226038455963135,2.0294363498687744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2646433115005493,0.5025427937507629,-0.40365397930145264,-0.42705419659614563,-1.7221709489822388,-1.1096678972244263,0.05947880446910858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
