split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5
test,1.2982738018035889,-1.1131519079208374,-2.336477756500244,-0.26860395073890686,0.9021879434585571,1.5944044589996338,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.04631005972623825,1.120424509048462,-1.6127955913543701,1.2634029388427734,0.30266618728637695,1.1619645357131958,0.0,0.0,1.0,0.0,0.0,0.0
test,3.542684555053711,0.45720452070236206,-1.744063377380371,1.8727848529815674,-0.9545871615409851,2.328631639480591,0.0,0.0,0.0,1.0,0.0,0.0
test,2.2684764862060547,1.5749306678771973,-2.7711427211761475,0.6335200071334839,-2.1744489669799805,-3.315565586090088,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6918337941169739,-4.040770053863525,-4.723198413848877,0.8132331967353821,-4.853298187255859,-1.3552156686782837,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7460834980010986,-0.759235680103302,-2.762615919113159,0.8200286030769348,-0.2946786880493164,0.16896873712539673,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8981101512908936,-0.849372148513794,-2.7874300479888916,-0.06299340724945068,-2.081897497177124,0.8250842690467834,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.17270144820213318,0.18664459884166718,-3.3799562454223633,1.9845625162124634,0.2538970410823822,1.6893882751464844,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4130322933197021,-4.325773239135742,-2.2760610580444336,1.0076249837875366,0.4443129897117615,2.3604819774627686,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4052085876464844,-3.014211416244507,-4.677616596221924,2.5499610900878906,0.6582747101783752,-2.611295461654663,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0585477352142334,2.889662504196167,0.868352472782135,-2.47890043258667,-0.0656236931681633,1.1049951314926147,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7019049525260925,-1.2979774475097656,-2.9546597003936768,0.38386327028274536,0.10768470168113708,0.8653578162193298,1.0,0.0,0.0,0.0,0.0,0.0
test,0.856349766254425,0.49634814262390137,-2.32466459274292,-0.16045840084552765,-1.4105989933013916,-0.14773234724998474,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6315803527832031,-1.508819341659546,-4.228909492492676,2.4379308223724365,0.5414823889732361,0.11004415154457092,0.0,0.0,1.0,0.0,0.0,0.0
test,4.325392723083496,-1.5378252267837524,-1.5994906425476074,1.6791247129440308,-1.9198812246322632,-0.16876651346683502,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3187907934188843,-4.394591808319092,-2.601269006729126,0.15334945917129517,-2.1289310455322266,3.668261766433716,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9437766075134277,1.6913098096847534,-6.342233180999756,2.3072731494903564,0.3222289979457855,0.3367343544960022,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1682435274124146,-1.2483839988708496,-2.2928919792175293,0.42806199193000793,-1.4091012477874756,0.15778757631778717,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6803270578384399,-0.7633875012397766,-1.5750597715377808,1.9981368780136108,0.005060284398496151,0.1509305089712143,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2129392623901367,-1.1886340379714966,-2.2751266956329346,-0.7506117820739746,1.883236289024353,1.7902872562408447,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3702645301818848,-2.003288984298706,0.6519957184791565,1.652085781097412,-0.506129264831543,1.684019923210144,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9634478092193604,0.8150467872619629,-2.7926299571990967,4.75874662399292,-1.499587893486023,-0.5285295248031616,0.0,0.0,0.0,0.0,1.0,0.0
test,5.604038238525391,0.09238646179437637,-2.834439754486084,0.2128310203552246,-4.120335578918457,0.2823866605758667,0.0,0.0,0.0,0.0,0.0,1.0
test,1.9705169200897217,-1.2292330265045166,-2.4657931327819824,0.3626880645751953,-0.49654412269592285,0.5880119204521179,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2369569540023804,-2.3144114017486572,-3.078573703765869,1.8038312196731567,-0.2842746675014496,0.3499141335487366,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9528875946998596,-3.396352529525757,-1.1590763330459595,0.5706194043159485,0.9205421209335327,0.04222085699439049,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3934175968170166,-0.8877342343330383,-2.0218708515167236,0.37575310468673706,0.02983258292078972,3.9975199699401855,0.0,0.0,0.0,1.0,0.0,0.0
test,1.879154086112976,2.050367832183838,-1.5483089685440063,2.064986228942871,-3.6853272914886475,0.6064950823783875,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7682167291641235,3.1633379459381104,-3.1768152713775635,0.06932871788740158,-3.440922260284424,1.0370917320251465,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3336669206619263,-1.0442430973052979,-2.455768585205078,0.858864426612854,-1.0981875658035278,-0.17678800225257874,1.0,0.0,0.0,0.0,0.0,0.0
test,2.3696882724761963,-1.100028395652771,-2.308769941329956,-0.41090643405914307,-1.6996179819107056,0.1270984411239624,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.026057304814457893,-1.909549593925476,-3.3995487689971924,-0.3465699255466461,-1.9814708232879639,-1.595005750656128,0.0,0.0,1.0,0.0,0.0,0.0
test,0.05032774433493614,0.38913339376449585,-0.8902722001075745,-1.3350800275802612,2.1171607971191406,-0.583172619342804,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4996755123138428,-5.249804973602295,-1.2668629884719849,1.6280635595321655,-1.41770601272583,-0.9816874861717224,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.10453715920448303,-3.3097400665283203,-0.7602189183235168,3.905214548110962,3.31025767326355,-0.00216215243563056,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5018669366836548,-0.511986494064331,-2.256028890609741,0.21575944125652313,-0.7828412652015686,0.7967599034309387,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7209454774856567,-0.3659908175468445,-3.202956199645996,0.9988425970077515,-1.8071668148040771,-0.1391439139842987,0.0,1.0,0.0,0.0,0.0,0.0
test,2.588624954223633,-1.7611457109451294,-3.5426013469696045,0.17849290370941162,0.006195502821356058,-1.8656140565872192,0.0,0.0,1.0,0.0,0.0,0.0
test,0.40318241715431213,0.2116219401359558,-0.5476416349411011,0.7099248766899109,-3.401272773742676,1.4860719442367554,0.0,0.0,0.0,1.0,0.0,0.0
test,0.01217587199062109,-1.2673008441925049,-5.437455654144287,-1.9323004484176636,-2.112536668777466,-2.385411500930786,0.0,0.0,0.0,0.0,1.0,0.0
test,1.1569780111312866,0.8771106600761414,-7.433258056640625,1.3986330032348633,-2.0966198444366455,-1.6162680387496948,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5064794421195984,-0.9871644377708435,-3.276578426361084,0.3927311599254608,-0.3942398428916931,0.03034873679280281,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2675637006759644,-1.4566595554351807,-1.244560718536377,0.6546447277069092,-1.9166876077651978,0.004187494982033968,0.0,1.0,0.0,0.0,0.0,0.0
test,1.353290319442749,-3.6706924438476562,-2.513941764831543,0.37205570936203003,-1.827383041381836,-0.3744617700576782,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2461941242218018,-1.3708453178405762,0.7939752340316772,-0.8143134713172913,0.6033720374107361,1.416237473487854,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.3473148345947266,0.054440759122371674,-1.1541523933410645,1.6830228567123413,-3.426938533782959,0.2323267161846161,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6004409790039062,-3.9243931770324707,-6.92416524887085,-0.2978372573852539,-0.10762112587690353,2.6000852584838867,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9746034145355225,-1.6024190187454224,-2.3243415355682373,-0.0961865484714508,-1.1648502349853516,0.11428549140691757,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2084567546844482,-1.3796911239624023,-2.6769676208496094,-0.014644376002252102,-0.8405892252922058,-1.1728541851043701,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3195531368255615,-0.7648723721504211,-3.764011859893799,1.0866507291793823,-3.019352912902832,0.06862423568964005,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5458407402038574,0.8248366713523865,-1.4531878232955933,0.012350228615105152,-0.636889636516571,-2.9755592346191406,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7223936319351196,-2.436406373977661,-0.533644437789917,3.111034631729126,2.3502490520477295,1.2629363536834717,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9995877742767334,-4.129995822906494,-3.907017946243286,0.28353092074394226,2.279670476913452,-0.7712331414222717,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3909152746200562,-0.8100763559341431,-2.304788589477539,0.7430146932601929,-1.0447988510131836,0.808335542678833,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.666367769241333,-0.7260487079620361,-1.6548997163772583,0.6148241758346558,-0.19045881927013397,-0.13278856873512268,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.14198875427246094,-1.982244610786438,-3.208589792251587,-2.0360257625579834,-1.1233952045440674,0.7727125883102417,0.0,0.0,1.0,0.0,0.0,0.0
test,2.421757221221924,1.4822129011154175,-3.9963419437408447,-0.9358296394348145,-0.390761137008667,2.1355204582214355,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4406094551086426,1.5168803930282593,0.5954874753952026,0.44719162583351135,0.8210800886154175,1.285163402557373,0.0,0.0,0.0,0.0,1.0,0.0
test,2.484247922897339,-2.82723069190979,-2.3270702362060547,2.50892972946167,0.19037705659866333,5.388057708740234,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3211050033569336,-1.6816439628601074,-2.644536256790161,0.8392922878265381,-0.7880407571792603,0.7672998309135437,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.04545661434531212,-0.7613130807876587,-1.8304554224014282,0.8600078225135803,-1.0285892486572266,-1.0145167112350464,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.47142165899276733,-1.5135672092437744,-2.77813982963562,-0.2908981740474701,-1.7124474048614502,2.4413912296295166,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4696691036224365,-3.1252572536468506,-5.098822116851807,0.31649914383888245,-2.666944742202759,0.34078657627105713,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8648578524589539,-2.406095504760742,-2.0391242504119873,-1.0185686349868774,-4.668428897857666,0.41360828280448914,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.1117572784423828,3.3296217918395996,-3.255781888961792,2.5746233463287354,-0.9861237406730652,-2.127371072769165,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6669161319732666,-0.9418615102767944,-1.9352554082870483,0.9006649255752563,-0.7599865794181824,-0.09829728305339813,1.0,0.0,0.0,0.0,0.0,0.0
test,0.433575302362442,0.20763593912124634,-3.3881590366363525,0.4846380949020386,0.5084673166275024,-0.054187577217817307,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.848723292350769,-1.1480284929275513,-4.391180038452148,-0.10602105408906937,-1.4368239641189575,1.1380938291549683,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6898142099380493,1.4909162521362305,-4.048337936401367,0.48372623324394226,-0.653334379196167,2.256157875061035,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.10874182730913162,-1.0203518867492676,-3.307906150817871,0.5847824215888977,2.5084242820739746,4.0700602531433105,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3013758063316345,2.462808847427368,0.12446422129869461,0.41182029247283936,3.515212297439575,-0.047771673649549484,0.0,0.0,0.0,0.0,0.0,1.0
test,0.24323996901512146,-1.5009931325912476,-2.601947069168091,0.04521860554814339,-0.2307097315788269,0.5951926112174988,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.19882257282733917,-0.7406560778617859,-4.001700401306152,0.22204996645450592,-0.31266120076179504,0.4414770007133484,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7950184345245361,1.0490148067474365,-3.9102835655212402,0.5235645771026611,-0.7393098473548889,1.7673252820968628,0.0,0.0,1.0,0.0,0.0,0.0
test,0.44071561098098755,-1.261300802230835,-3.041139602661133,1.6618560552597046,-2.3968505859375,-2.833125352859497,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8862664699554443,-3.2726151943206787,-0.0062268925830721855,-1.036280632019043,1.2911696434020996,1.1891330480575562,0.0,0.0,0.0,0.0,1.0,0.0
test,3.762934923171997,0.8208213448524475,-1.7653100490570068,3.8841121196746826,-2.944793701171875,2.6745240688323975,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1982405185699463,-0.8458148837089539,-1.748874306678772,0.4250670075416565,-0.9122012257575989,0.7083186507225037,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7472764253616333,-2.4861197471618652,-3.1068735122680664,-0.4265112280845642,-0.9144511818885803,1.216666579246521,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.08705182373523712,0.8131836652755737,-1.718008041381836,-0.47470301389694214,-1.3547286987304688,-1.1137504577636719,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7102570533752441,-3.011765241622925,-1.9642270803451538,0.6340408325195312,-2.1974246501922607,-2.6161539554595947,0.0,0.0,0.0,1.0,0.0,0.0
test,0.006441483274102211,-3.779773473739624,-3.9701740741729736,-1.0563616752624512,-2.4173083305358887,-2.660304307937622,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6285597085952759,2.503605604171753,-1.7853672504425049,2.1577796936035156,-2.6691532135009766,-3.428309679031372,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9277746677398682,-0.9973430633544922,-2.375570297241211,1.1911247968673706,-0.7965685725212097,-0.08374474197626114,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8834803104400635,-0.5492532849311829,-3.2631003856658936,0.8295304179191589,-0.4210645854473114,1.987655520439148,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4896067380905151,-2.7550437450408936,-2.1370837688446045,-1.4785611629486084,0.8360157608985901,-0.6497341394424438,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1394222974777222,-2.7482473850250244,-0.9560847878456116,2.5964677333831787,1.2736042737960815,-1.4058756828308105,0.0,0.0,0.0,1.0,0.0,0.0
test,2.774104356765747,-4.330264568328857,-0.9928224682807922,2.6746020317077637,-2.144102096557617,1.3687891960144043,0.0,0.0,0.0,0.0,1.0,0.0
test,3.4626481533050537,0.5108014941215515,-0.41942331194877625,1.3856847286224365,-3.5617916584014893,3.842688798904419,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9970437288284302,-1.4949849843978882,-2.980924129486084,0.016946423798799515,0.02979777194559574,-0.184310182929039,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7266463041305542,-1.9426071643829346,-1.5690388679504395,0.9724253416061401,-1.8676800727844238,0.11368151754140854,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2176673412322998,-2.140160322189331,-3.4052393436431885,1.7149378061294556,1.7972995042800903,0.5819830894470215,0.0,0.0,1.0,0.0,0.0,0.0
test,1.064259648323059,-0.4399348199367523,-2.6658244132995605,3.171835422515869,-2.0009665489196777,2.5880556106567383,0.0,0.0,0.0,1.0,0.0,0.0
test,1.794485092163086,-4.335301876068115,0.2025812864303589,1.9079893827438354,1.0245940685272217,-1.169392704963684,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.4562844038009644,1.975040316581726,-1.6235417127609253,0.9906662106513977,2.737192392349243,-2.6889686584472656,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0620431900024414,-1.7925472259521484,-2.33650279045105,-0.06304328143596649,-0.244724839925766,-0.23249295353889465,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3183783292770386,-0.04072444885969162,-3.796050548553467,0.27414068579673767,-0.22597530484199524,1.2907264232635498,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.185688316822052,-0.0493960939347744,-1.1315484046936035,-1.254361629486084,0.304736465215683,1.509889006614685,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8562365174293518,-0.0990983173251152,-4.769392490386963,2.930488109588623,0.33987095952033997,1.8598048686981201,0.0,0.0,0.0,1.0,0.0,0.0
test,2.009072780609131,-1.4553163051605225,-1.2605869770050049,1.0312045812606812,3.9623167514801025,-1.234544277191162,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7147390842437744,-1.32523512840271,-6.67139196395874,-0.3993580937385559,-2.415907621383667,0.10102608054876328,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7396022081375122,-0.9832692742347717,-3.050762176513672,0.49527350068092346,-0.7841336131095886,0.413919597864151,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9687048196792603,-1.3627089262008667,-1.022613525390625,0.2209809124469757,0.4493468701839447,0.04536791518330574,0.0,1.0,0.0,0.0,0.0,0.0
test,2.7267234325408936,-2.4007256031036377,-1.040535569190979,-0.24350903928279877,-1.309659719467163,1.4395231008529663,0.0,0.0,1.0,0.0,0.0,0.0
test,0.0765998512506485,2.386629104614258,-1.9055594205856323,0.6376750469207764,-0.7300629019737244,-1.2429522275924683,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0180869102478027,1.349208116531372,-2.021636724472046,2.4984476566314697,-1.8260211944580078,3.186162233352661,0.0,0.0,0.0,0.0,1.0,0.0
test,0.26511773467063904,-5.47840690612793,-2.6331217288970947,-1.4128026962280273,1.9048469066619873,-2.4494035243988037,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2638568878173828,-1.3441493511199951,-2.1617650985717773,0.4356861114501953,-0.6558489203453064,-0.5526447296142578,1.0,0.0,0.0,0.0,0.0,0.0
test,2.543142318725586,-1.503906488418579,-1.6533727645874023,-0.40369510650634766,0.05674073472619057,0.3352169990539551,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8806283473968506,-0.3204968571662903,-1.7901562452316284,-1.7930190563201904,-1.100873589515686,1.7749570608139038,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.4040617346763611,-0.41205698251724243,0.940999448299408,1.1186145544052124,-0.9573522806167603,-0.6782456636428833,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4875818490982056,1.058854341506958,-0.8691738247871399,3.4414868354797363,0.8118402361869812,-0.20495645701885223,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0089006423950195,-2.3782403469085693,-5.944088459014893,0.10404706001281738,-0.3242165446281433,-4.308006286621094,0.0,0.0,0.0,0.0,0.0,1.0
test,1.249406099319458,-0.3207629919052124,-2.8489058017730713,0.32644084095954895,-0.8854283094406128,0.23082873225212097,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5691159963607788,-0.6228913068771362,-2.738680362701416,1.5279061794281006,-0.08409576863050461,1.710939645767212,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4548466205596924,0.1634848266839981,-2.2361700534820557,-1.50445556640625,0.7686522006988525,0.8501859307289124,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6394082903862,-1.700806736946106,-0.3591201901435852,3.399376392364502,0.2932557463645935,-0.7716166377067566,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4429320096969604,0.7395561337471008,-5.876776695251465,1.8338513374328613,0.8367471694946289,0.02568357065320015,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.020202388986945152,2.6607558727264404,-6.710481643676758,0.8150808811187744,0.5185183882713318,1.5750279426574707,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8908852338790894,-0.9071657061576843,-2.2978017330169678,0.08595196902751923,-0.4215291440486908,0.0031703540589660406,1.0,0.0,0.0,0.0,0.0,0.0
test,0.04428212717175484,-0.8254689574241638,-2.2762506008148193,1.1486228704452515,0.7915790677070618,1.1585261821746826,0.0,1.0,0.0,0.0,0.0,0.0
test,2.7839369773864746,-0.9602868556976318,-4.118993282318115,-0.9906743764877319,-0.04585563763976097,-0.7816265225410461,0.0,0.0,1.0,0.0,0.0,0.0
test,3.711519718170166,0.8394988179206848,-3.8558127880096436,-1.3872406482696533,-0.3301261067390442,0.3611871004104614,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.10593842715024948,-2.6964383125305176,-4.215122222900391,4.128430366516113,0.2359560877084732,2.1663122177124023,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5187697410583496,1.0864601135253906,-4.093163967132568,-4.1782331466674805,0.9754630327224731,-1.590611219406128,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5297659039497375,-1.4705901145935059,-2.8478281497955322,1.0051114559173584,-0.20305195450782776,0.32692599296569824,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7762595415115356,-1.2947582006454468,-2.9480926990509033,1.0292598009109497,-1.3313900232315063,-1.0905754566192627,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7260643243789673,-1.5871564149856567,-0.12210467457771301,0.6522477865219116,-2.141631603240967,0.7890066504478455,0.0,0.0,1.0,0.0,0.0,0.0
test,3.801604986190796,0.48963794112205505,-4.820702075958252,0.025351108983159065,-0.7106388807296753,0.12105799466371536,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3494555950164795,1.2207080125808716,0.7223629951477051,-0.8404880166053772,-1.6903547048568726,1.1985033750534058,0.0,0.0,0.0,0.0,1.0,0.0
test,0.21879763901233673,-4.45393705368042,-1.8844845294952393,1.7674251794815063,-1.9099278450012207,4.750146865844727,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8684674501419067,-1.7718006372451782,-3.178859233856201,0.5136874318122864,-0.5756949782371521,0.21737071871757507,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.1570284515619278,-0.1485636681318283,-1.628454566001892,0.09401443600654602,-1.0803545713424683,1.032649278640747,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.350012868642807,-1.8416703939437866,-3.0576250553131104,0.8248175382614136,1.7565956115722656,-0.7439783215522766,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8137853145599365,-2.6757516860961914,-1.89475679397583,0.6297174096107483,-1.3078572750091553,3.318310499191284,0.0,0.0,0.0,1.0,0.0,0.0
test,5.330549240112305,-0.9751971364021301,-1.731274962425232,-1.1975479125976562,-2.177528142929077,-0.3907161355018616,0.0,0.0,0.0,0.0,1.0,0.0
test,0.341090589761734,2.4685885906219482,0.9513098001480103,1.0734237432479858,0.596350371837616,3.3643505573272705,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9173091650009155,-0.907427966594696,-2.760713815689087,-0.30004245042800903,0.12522141635417938,-0.003450136398896575,1.0,0.0,0.0,0.0,0.0,0.0
test,0.25754261016845703,-1.2031735181808472,-2.233158826828003,-0.7201614379882812,-1.560455322265625,-0.6899586319923401,0.0,1.0,0.0,0.0,0.0,0.0
test,0.30346280336380005,0.38645631074905396,-3.2905123233795166,0.894860565662384,0.6804469227790833,2.305082321166992,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5070767402648926,-0.46308600902557373,-0.39817067980766296,-0.8101118803024292,2.2836754322052,0.5056890249252319,0.0,0.0,0.0,1.0,0.0,0.0
test,4.580187797546387,-2.2052721977233887,-4.435522556304932,-0.4035789966583252,-0.35080158710479736,2.8960041999816895,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6887286901474,-2.0776283740997314,-6.12630558013916,-1.257108449935913,1.0485442876815796,-3.7444047927856445,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8672176003456116,-1.0684970617294312,-2.298332691192627,-0.1612505167722702,0.3370911777019501,0.10769728571176529,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.39039576053619385,-0.5668958425521851,-3.7413883209228516,0.5304560661315918,-0.16827639937400818,0.2517525851726532,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1762886047363281,-2.3328983783721924,-2.3379104137420654,-0.8111557960510254,-1.288667917251587,-0.486118346452713,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.3205753564834595,-2.787581205368042,-0.46771109104156494,2.3065195083618164,0.6892083287239075,-1.1782479286193848,0.0,0.0,0.0,1.0,0.0,0.0
test,3.208820343017578,-2.1574084758758545,0.14362455904483795,-0.49781137704849243,1.5668113231658936,3.027987241744995,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8232470750808716,0.9491746425628662,-7.025813579559326,1.324903964996338,0.20224212110042572,-0.9588428735733032,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9151777029037476,-1.7990686893463135,-2.968252658843994,0.6551576852798462,-0.8879409432411194,0.28293582797050476,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7577441334724426,-0.2573453485965729,-1.5695666074752808,1.0310500860214233,-1.2413954734802246,-0.8379690647125244,0.0,1.0,0.0,0.0,0.0,0.0
test,0.20895659923553467,-2.4309377670288086,-2.7227516174316406,1.771148681640625,-0.42029452323913574,2.435467481613159,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.16518594324588776,-1.3475009202957153,-0.2386590540409088,2.1822047233581543,-1.975984811782837,-1.6646733283996582,0.0,0.0,0.0,1.0,0.0,0.0
test,3.6217024326324463,-2.484529972076416,-5.001884460449219,0.06307120621204376,2.6464741230010986,0.7676827311515808,0.0,0.0,0.0,0.0,1.0,0.0
test,2.5743954181671143,-3.1223409175872803,0.286294162273407,4.245971202850342,-2.8209593296051025,-0.7739694118499756,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4848198890686035,-0.5439579486846924,-2.8714663982391357,-0.06186531484127045,-0.2546001672744751,0.4642393887042999,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6780043840408325,-1.0679996013641357,-2.768388271331787,-0.6070411801338196,0.3821825385093689,-1.1625430583953857,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9054536819458008,-1.1420072317123413,-3.4694440364837646,0.14804762601852417,-1.6443605422973633,2.7143640518188477,0.0,0.0,1.0,0.0,0.0,0.0
test,2.966564893722534,-1.8339407444000244,-2.275027275085449,2.949352502822876,-2.2380924224853516,-1.0121561288833618,0.0,0.0,0.0,1.0,0.0,0.0
test,3.81516695022583,0.4366914927959442,-0.15398895740509033,0.7747229337692261,2.3650565147399902,1.4113450050354004,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5888158082962036,2.835385322570801,-5.6380767822265625,-0.8159777522087097,1.32973051071167,-1.503141164779663,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2989712953567505,-0.7495835423469543,-2.840548276901245,0.19445693492889404,-0.8603416681289673,0.11623896658420563,1.0,0.0,0.0,0.0,0.0,0.0
test,1.864988088607788,-2.0857720375061035,-2.6033897399902344,-1.1443675756454468,-0.38848504424095154,0.5723188519477844,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3472880125045776,0.19284307956695557,-2.2504093647003174,-1.7890045642852783,-0.600108802318573,1.9015413522720337,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6284500360488892,0.6161685585975647,-2.002563714981079,-2.043165922164917,-0.3972412347793579,0.09603212028741837,0.0,0.0,0.0,1.0,0.0,0.0
test,5.4185333251953125,-1.0559806823730469,-1.0122984647750854,2.0286381244659424,-1.1149142980575562,-0.19814714789390564,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.6345263123512268,-4.665453910827637,-2.7558882236480713,3.3716022968292236,2.147304058074951,2.4582293033599854,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0448552370071411,-0.31261923909187317,-2.159836530685425,0.4466237723827362,-0.03729763254523277,0.0378444530069828,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0062798261642456,-0.11989282816648483,-1.381783366203308,-0.1033167913556099,0.5588158965110779,1.0626232624053955,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2601022720336914,-1.2801116704940796,-0.4970608055591583,1.9964359998703003,-1.9748249053955078,0.2631804049015045,0.0,0.0,1.0,0.0,0.0,0.0
