split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5
test,2.2615606784820557,-0.1668243408203125,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.087527751922607,-2.0003316402435303,0.0,0.0,0.0,1.0,0.0,0.0
test,2.0566554069519043,4.317047119140625,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.8170225620269775,-5.462515830993652,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0156235694885254,-0.7961686253547668,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.632673501968384,0.7460154891014099,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6971819400787354,-2.097505569458008,0.0,0.0,1.0,0.0,0.0,0.0
test,3.270602226257324,0.423644095659256,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4651403427124023,4.012999534606934,0.0,0.0,0.0,0.0,1.0,0.0
test,4.9609222412109375,2.087981700897217,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.76340651512146,-0.8397471308708191,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.204554557800293,-1.181573510169983,0.0,1.0,0.0,0.0,0.0,0.0
test,2.0464000701904297,-0.999712347984314,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.428300380706787,3.77651309967041,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9776726961135864,4.998750686645508,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7538305521011353,-5.751038074493408,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7206428050994873,0.16449879109859467,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5062832236289978,1.7387752532958984,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.551637649536133,1.152084231376648,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5439430475234985,-3.1378707885742188,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.495262622833252,-1.3249562978744507,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.341642379760742,4.9435272216796875,0.0,0.0,0.0,0.0,0.0,1.0
test,0.15682585537433624,0.6389482021331787,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.292937159538269,-1.7570366859436035,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4947727918624878,-2.739064931869507,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.3640336990356445,3.161430597305298,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7155094146728516,3.7915234565734863,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.868171215057373,-4.1763410568237305,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.06306725740432739,0.9127156138420105,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.09950360655784607,2.0604355335235596,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2792985439300537,0.17582927644252777,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8721277713775635,2.622715711593628,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.22023606300354,-4.610489368438721,0.0,0.0,0.0,0.0,1.0,0.0
test,4.758310794830322,-2.2862532138824463,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7147561311721802,-0.8406439423561096,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9478777647018433,1.7385560274124146,0.0,1.0,0.0,0.0,0.0,0.0
test,2.260437250137329,0.4956153631210327,0.0,0.0,1.0,0.0,0.0,0.0
test,2.683683395385742,2.259450912475586,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.056495189666748,-2.3307414054870605,0.0,0.0,0.0,0.0,1.0,0.0
test,4.034149169921875,3.8188230991363525,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2437971532344818,-0.10491461306810379,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2772557735443115,-1.0964471101760864,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9724530577659607,-2.830075740814209,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7471637725830078,4.025381088256836,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.5816755294799805,-4.48141622543335,0.0,0.0,0.0,0.0,1.0,0.0
test,4.311219215393066,3.427400827407837,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6656181216239929,1.1578229665756226,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6275448203086853,2.157170057296753,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8656575679779053,1.6795299053192139,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.1504268646240234,-3.576401710510254,0.0,0.0,0.0,1.0,0.0,0.0
test,2.070030927658081,-3.9894039630889893,0.0,0.0,0.0,0.0,1.0,0.0
test,0.06234762817621231,-5.789350509643555,0.0,0.0,0.0,0.0,0.0,1.0
test,0.25157085061073303,-0.07470108568668365,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.622877597808838,0.777039110660553,0.0,1.0,0.0,0.0,0.0,0.0
test,2.0288305282592773,1.3594729900360107,0.0,0.0,1.0,0.0,0.0,0.0
test,2.575603485107422,-2.106642723083496,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.0363426208496094,-4.664453506469727,0.0,0.0,0.0,0.0,1.0,0.0
test,5.1149582862854,-1.2355096340179443,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.030716953799128532,0.8832060098648071,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9321041703224182,-1.829452395439148,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9488710165023804,-1.2094653844833374,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.690918445587158,-0.32750484347343445,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.716630935668945,-0.041245389729738235,0.0,0.0,0.0,0.0,1.0,0.0
test,3.7736947536468506,4.134361743927002,0.0,0.0,0.0,0.0,0.0,1.0
test,0.12622766196727753,0.6911166310310364,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.3929964303970337,2.0429413318634033,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.8467860221862793,2.275838613510132,0.0,0.0,1.0,0.0,0.0,0.0
test,3.1930904388427734,0.9855273962020874,0.0,0.0,0.0,1.0,0.0,0.0
test,4.206293106079102,1.0109070539474487,0.0,0.0,0.0,0.0,1.0,0.0
test,5.273113250732422,0.43270331621170044,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.1383945196866989,0.9723401069641113,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9544257521629333,2.145629644393921,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8566848039627075,2.9359264373779297,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.544370174407959,3.7194042205810547,0.0,0.0,0.0,1.0,0.0,0.0
test,3.5469326972961426,-2.4459800720214844,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.509960174560547,1.735395908355713,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6728649139404297,-0.14610952138900757,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.3623921871185303,1.30157470703125,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4115320146083832,-2.824692487716675,0.0,0.0,1.0,0.0,0.0,0.0
test,0.018718142062425613,-3.771733045578003,0.0,0.0,0.0,1.0,0.0,0.0
test,3.23738694190979,3.2144811153411865,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.641499042510986,1.1307398080825806,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0036786794662476,-0.7997745871543884,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7453136444091797,-1.840509295463562,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.428163766860962,2.625999927520752,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6603876352310181,-3.5946881771087646,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.652303695678711,0.9832643270492554,0.0,0.0,0.0,0.0,1.0,0.0
test,4.8614373207092285,-2.0407137870788574,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5142934322357178,-0.44905248284339905,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.940736174583435,-1.4254025220870972,0.0,1.0,0.0,0.0,0.0,0.0
test,2.0747475624084473,1.2482454776763916,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.38311490416526794,4.145071506500244,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.629765510559082,-3.9072425365448,0.0,0.0,0.0,0.0,1.0,0.0
test,5.214853763580322,-0.717997670173645,0.0,0.0,0.0,0.0,0.0,1.0
test,0.14149098098278046,0.6659966111183167,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.36173272132873535,2.126868486404419,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.9901609420776367,-1.8026368618011475,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.5191524028778076,3.017383337020874,0.0,0.0,0.0,1.0,0.0,0.0
test,1.0916939973831177,4.8193159103393555,0.0,0.0,0.0,0.0,1.0,0.0
test,5.261862754821777,0.6170132160186768,0.0,0.0,0.0,0.0,0.0,1.0
test,0.15806280076503754,-0.31800079345703125,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1745195388793945,0.7983294725418091,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.04254700616002083,3.081695318222046,0.0,0.0,1.0,0.0,0.0,0.0
test,3.223327398300171,-0.5077398419380188,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5914558172225952,-4.665426731109619,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.839616298675537,-4.203477382659912,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6326895952224731,-0.8367847800254822,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9326210618019104,-0.9661276936531067,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.40428557991981506,3.1426103115081787,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.293998718261719,-1.6382213830947876,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4769129753112793,-4.331840515136719,0.0,0.0,0.0,0.0,1.0,0.0
test,5.2152509689331055,1.0339847803115845,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6265400648117065,0.5828648805618286,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2688705921173096,-1.1067705154418945,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.7091739177703857,-0.10288545489311218,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9744646549224854,3.7823989391326904,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3004176616668701,-4.413981914520264,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.7671868801116943,5.328347206115723,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.488770842552185,-0.48097357153892517,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2770472764968872,0.06352028995752335,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.0668041706085205,-1.710310935974121,0.0,0.0,1.0,0.0,0.0,0.0
test,1.490472435951233,-3.173964500427246,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8195273876190186,3.6902167797088623,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5897825956344604,-5.3779778480529785,0.0,0.0,0.0,0.0,0.0,1.0
test,0.27358704805374146,0.2664855718612671,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.664717674255371,0.6290454864501953,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.716240167617798,2.399348735809326,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1183934211730957,-2.65842604637146,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.020997047424316,2.7102341651916504,0.0,0.0,0.0,0.0,1.0,0.0
test,4.433191776275635,3.231447219848633,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7157835960388184,0.06074139475822449,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.512331962585449,1.0481007099151611,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9174599051475525,-2.8341991901397705,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.433952331542969,1.6464273929595947,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.524498701095581,-3.9805245399475098,0.0,0.0,0.0,0.0,1.0,0.0
test,2.89678692817688,-4.627529621124268,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5583502054214478,0.7054784893989563,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7164607644081116,-1.8406568765640259,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2135233879089355,2.452578544616699,0.0,0.0,1.0,0.0,0.0,0.0
test,3.279222011566162,0.19054628908634186,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.375338554382324,-3.2528889179229736,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.624902248382568,-3.2973029613494873,0.0,0.0,0.0,0.0,0.0,1.0
test,0.18372827768325806,0.5860573053359985,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.377962827682495,-0.9601855278015137,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.180152654647827,1.8771504163742065,0.0,0.0,1.0,0.0,0.0,0.0
test,1.742183804512024,-2.9925527572631836,0.0,0.0,0.0,1.0,0.0,0.0
test,4.2596564292907715,-0.2839294373989105,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4337036609649658,-5.833795547485352,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2484009712934494,-0.08749785274267197,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7753393650054932,1.8586454391479492,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4239108562469482,2.257154703140259,0.0,0.0,1.0,0.0,0.0,0.0
test,2.5204906463623047,2.5034732818603516,0.0,0.0,0.0,1.0,0.0,0.0
test,4.234001636505127,0.8311755657196045,0.0,0.0,0.0,0.0,1.0,0.0
test,5.243899822235107,0.810546338558197,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0606013536453247,-0.7811065912246704,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.3877838850021362,2.0447936058044434,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3212149143218994,-2.0385608673095703,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2404489517211914,-0.39711993932724,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7587380409240723,5.050390243530273,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.184559345245361,2.6384036540985107,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.287050485610962,0.9834730625152588,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9304100275039673,-1.43329918384552,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8571603298187256,1.6938947439193726,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9624847769737244,-3.4693024158477783,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1690189838409424,-3.9210751056671143,0.0,0.0,0.0,0.0,1.0,0.0
test,0.487009733915329,6.036543846130371,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7139832973480225,0.2746690511703491,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5472766160964966,1.9805192947387695,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.217137575149536,-1.5042660236358643,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.326180934906006,-1.572766900062561,0.0,0.0,0.0,1.0,0.0,0.0
test,3.449472427368164,2.917966365814209,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.683889865875244,-0.5038685202598572,0.0,0.0,0.0,0.0,0.0,1.0
test,0.27867424488067627,0.12274998426437378,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.3502243757247925,2.0576653480529785,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.108961820602417,2.8187761306762695,0.0,0.0,1.0,0.0,0.0,0.0
test,3.194791793823242,-0.6587491631507874,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.920592784881592,2.872368574142456,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.64301061630249,-4.381051063537598,0.0,0.0,0.0,0.0,0.0,1.0
test,0.009235328994691372,0.8429017066955566,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.7022318840026855,0.4301849603652954,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.790829062461853,-2.6432905197143555,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.299152374267578,1.9466173648834229,0.0,0.0,0.0,1.0,0.0,0.0
test,3.909688711166382,-1.7274327278137207,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.6378254890441895,-0.8341928124427795,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2572545111179352,0.36836186051368713,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.42617344856262207,2.137539863586426,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.3823719024658203,-2.338400363922119,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7744688987731934,4.018027305603027,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.636852264404297,1.070939302444458,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.647208213806152,-3.2654364109039307,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.509555697441101,0.7738609313964844,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3382284343242645,-1.537353277206421,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.898571252822876,-2.835381031036377,0.0,0.0,1.0,0.0,0.0,0.0
test,0.18284566700458527,-3.73728609085083,0.0,0.0,0.0,1.0,0.0,0.0
test,3.6671905517578125,2.5565872192382812,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.31207799911499,-4.647082805633545,0.0,0.0,0.0,0.0,0.0,1.0
test,0.21759243309497833,0.5053004622459412,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8208799958229065,1.433570384979248,0.0,1.0,0.0,0.0,0.0,0.0
test,2.1761364936828613,-0.6207847595214844,0.0,0.0,1.0,0.0,0.0,0.0
test,2.0873794555664062,3.0080113410949707,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9143691062927246,-4.565774440765381,0.0,0.0,0.0,0.0,1.0,0.0
test,4.705596923828125,2.719763994216919,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9829928278923035,1.1243151426315308,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7799074649810791,-1.8397834300994873,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4558887481689453,3.0678491592407227,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.0970988273620605,2.3040144443511963,0.0,0.0,0.0,1.0,0.0,0.0
test,3.7573111057281494,2.3837058544158936,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.27641794085502625,6.1428704261779785,0.0,0.0,0.0,0.0,0.0,1.0
test,0.27454403042793274,0.2571987211704254,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7103925347328186,-1.2378368377685547,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.503740072250366,1.2793583869934082,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7782096862792969,4.158924579620361,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.21093398332595825,5.133289337158203,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.0558271408081055,4.307385444641113,0.0,0.0,0.0,0.0,0.0,1.0
test,0.20513689517974854,0.5373693704605103,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.697873830795288,0.4603537619113922,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4193280041217804,-2.6156272888183594,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9407193660736084,-1.4513533115386963,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.6143999099731445,1.1846542358398438,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.639762878417969,1.1412625312805176,0.0,0.0,0.0,0.0,0.0,1.0
test,0.23350749909877777,0.4586239755153656,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.090574026107788,1.6165019273757935,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7869879603385925,-2.434309244155884,0.0,0.0,1.0,0.0,0.0,0.0
test,3.138869285583496,-0.8914058208465576,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.618435859680176,1.1651986837387085,0.0,0.0,0.0,0.0,1.0,0.0
test,5.092900276184082,-1.3247634172439575,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.659581184387207,0.5034605860710144,1.0,0.0,0.0,0.0,0.0,0.0
test,0.44700729846954346,-1.464410662651062,0.0,1.0,0.0,0.0,0.0,0.0
test,2.0177459716796875,-1.0658769607543945,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2793405055999756,0.15413787961006165,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7254223823547363,-4.421154022216797,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.528801918029785,3.7484517097473145,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2507244348526,-0.6886163353919983,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.152987241744995,1.5551995038986206,0.0,1.0,0.0,0.0,0.0,0.0
test,0.11176251620054245,-2.7228617668151855,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2899200916290283,3.617312431335449,0.0,0.0,0.0,1.0,0.0,0.0
test,1.7431316375732422,4.510171890258789,0.0,0.0,0.0,0.0,1.0,0.0
test,4.90234899520874,2.2526166439056396,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.373180627822876,0.9171063303947449,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.7190768718719482,0.07987507432699203,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2673606872558594,0.4272100329399109,0.0,0.0,1.0,0.0,0.0,0.0
test,0.013737723231315613,4.091343879699707,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.200796365737915,-4.182193756103516,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.689571380615234,0.7692984342575073,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.40346768498420715,1.1077011823654175,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6945388317108154,0.481499046087265,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6862738132476807,-0.29355353116989136,0.0,0.0,1.0,0.0,0.0,0.0
test,2.05755615234375,3.037104606628418,0.0,0.0,0.0,1.0,0.0,0.0
test,3.018359661102295,-3.160263776779175,0.0,0.0,0.0,0.0,1.0,0.0
test,3.7492284774780273,-3.843177080154419,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2672499120235443,0.004285288508981466,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0224382877349854,-0.8212844133377075,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4205704927444458,-1.9418867826461792,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.5563857555389404,-2.66176700592041,0.0,0.0,0.0,1.0,0.0,0.0
test,4.01541805267334,1.7623366117477417,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.1315970420837402,-5.334964275360107,0.0,0.0,0.0,0.0,0.0,1.0
test,0.14263153076171875,-0.3453734815120697,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.7102952003479004,0.36265262961387634,0.0,1.0,0.0,0.0,0.0,0.0
test,0.12812918424606323,-2.7180843353271484,0.0,0.0,1.0,0.0,0.0,0.0
test,0.26709097623825073,-3.716787576675415,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4158897399902344,-3.7345128059387207,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.4683138132095337,6.112573623657227,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.342578262090683,1.085112452507019,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0300899744033813,-0.8075573444366455,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.4359443187713623,-1.1162827014923096,0.0,0.0,1.0,0.0,0.0,0.0
test,0.89930659532547,-3.4979445934295654,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.053160309791565,5.148270606994629,0.0,0.0,0.0,0.0,1.0,0.0
test,4.706051349639893,2.7188003063201904,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5711625814437866,-0.3666260540485382,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9200624227523804,-0.9843581914901733,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8373923301696777,-2.6250643730163574,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.110990524291992,2.2819862365722656,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4052215814590454,-4.712252140045166,0.0,0.0,0.0,0.0,1.0,0.0
test,4.846330642700195,-2.0786640644073486,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8519003391265869,-0.8320114016532898,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.222757339477539,1.4798280000686646,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.5402238368988037,1.1840524673461914,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9661504030227661,3.7862772941589355,0.0,0.0,0.0,1.0,0.0,0.0
test,1.8964166641235352,4.419729709625244,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7643097639083862,5.97267484664917,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2066752910614014,-0.7146095037460327,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.14547789096832275,2.0748465061187744,0.0,1.0,0.0,0.0,0.0,0.0
test,1.375952124595642,2.305086374282837,0.0,0.0,1.0,0.0,0.0,0.0
test,3.265449047088623,0.4924522638320923,0.0,0.0,0.0,1.0,0.0,0.0
test,4.206375598907471,-0.6917546987533569,0.0,0.0,0.0,0.0,1.0,0.0
test,4.237756729125977,3.537820816040039,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6436070203781128,0.5442565679550171,1.0,0.0,0.0,0.0,0.0,0.0
test,0.968126654624939,-0.9121147990226746,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1618027687072754,-2.808048963546753,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8875128030776978,-2.87339186668396,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9410431385040283,5.00811767578125,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.712285995483398,-3.169870138168335,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5669339895248413,-0.8287754058837891,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3070136308670044,2.116096258163452,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6123645305633545,0.9581016898155212,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.9833385944366455,2.473405122756958,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4281803369522095,-4.790349006652832,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.596089839935303,4.739842414855957,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6166542768478394,-0.28471916913986206,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6981431245803833,-1.585516333580017,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.5205302238464355,2.5594332218170166,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5889664888381958,3.9388742446899414,0.0,0.0,0.0,1.0,0.0,0.0
test,2.2115418910980225,4.209303379058838,0.0,0.0,0.0,0.0,1.0,0.0
test,0.16838841140270233,-5.774428844451904,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0480941534042358,-0.7855339646339417,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5698331594467163,-1.368613362312317,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7497113943099976,-2.658647298812866,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9222946166992188,-2.8431286811828613,0.0,0.0,0.0,1.0,0.0,0.0
test,4.197493076324463,1.060343623161316,0.0,0.0,0.0,0.0,1.0,0.0
test,0.38520151376724243,6.056548118591309,0.0,0.0,0.0,0.0,0.0,1.0
test,0.24389773607254028,0.4232245683670044,1.0,0.0,0.0,0.0,0.0,0.0
test,0.12874454259872437,1.9700065851211548,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6210310459136963,-0.6073587536811829,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.2640071511268616,4.133187294006348,0.0,0.0,0.0,1.0,0.0,0.0
test,2.386545181274414,-3.7579691410064697,0.0,0.0,0.0,0.0,1.0,0.0
