split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2
test,-0.2982563078403473,0.9510692954063416,1.2785491943359375,-1.351218819618225,-0.683757483959198,-0.25934115052223206,-1.8798373937606812,1.0,0.0,0.0
test,0.9514920711517334,0.24769125878810883,3.0229063034057617,-1.9495817422866821,-1.725946307182312,-0.5314432382583618,-2.5304882526397705,0.0,1.0,0.0
test,-0.000953446258790791,-0.737093985080719,2.3236677646636963,-1.5892541408538818,-2.404930353164673,-0.941114604473114,-3.999130964279175,0.0,0.0,1.0
test,0.19084511697292328,0.36200785636901855,1.1412581205368042,-1.13680100440979,-1.1603065729141235,-1.0449345111846924,-2.651489496231079,1.0,0.0,0.0
test,1.932152271270752,0.0100071607157588,1.1838045120239258,-1.9231436252593994,-1.0233715772628784,-0.25536951422691345,-2.843557596206665,0.0,1.0,0.0
test,-0.15941305458545685,-1.023879885673523,2.2279980182647705,-2.116053819656372,-0.7413865327835083,-1.192933440208435,-3.9164164066314697,0.0,0.0,1.0
test,0.6678091287612915,0.6104845404624939,1.3652514219284058,-1.2456551790237427,-0.5514042377471924,-1.3242933750152588,-2.054246664047241,1.0,0.0,0.0
test,0.9210746884346008,0.4074666202068329,1.010666847229004,-2.3095755577087402,-1.193501591682434,0.25274980068206787,-3.4286553859710693,0.0,1.0,0.0
test,0.20218494534492493,-0.5113986134529114,1.2189897298812866,-2.2476391792297363,-1.352003812789917,-1.154748558998108,0.27450937032699585,0.0,0.0,1.0
test,0.13023559749126434,0.9548811316490173,1.7379313707351685,-1.6861560344696045,-1.2731170654296875,-0.3781518042087555,-1.327372670173645,1.0,0.0,0.0
test,-0.6574452519416809,0.43183884024620056,0.004752644337713718,-1.3373032808303833,-0.8524661064147949,-1.1557549238204956,-1.939305305480957,0.0,1.0,0.0
test,0.20483997464179993,0.8296510577201843,3.540639877319336,-1.255152702331543,-2.7519662380218506,-0.38571348786354065,-0.7519473433494568,0.0,0.0,1.0
test,1.10366952419281,0.5484178066253662,1.6788862943649292,-0.9118301272392273,-1.3609763383865356,-0.3359590172767639,-2.383730888366699,1.0,0.0,0.0
test,1.6009632349014282,1.1463134288787842,0.600385844707489,-0.8443993330001831,-0.5723632574081421,-1.1547518968582153,-3.1440396308898926,0.0,1.0,0.0
test,1.910610318183899,0.4132266938686371,0.3948593735694885,-2.608391046524048,-0.3539786636829376,-2.1075518131256104,-1.0350643396377563,0.0,0.0,1.0
test,0.38242650032043457,0.3457133173942566,1.2922786474227905,-1.4065274000167847,-1.0611701011657715,-0.30917876958847046,-1.3812693357467651,1.0,0.0,0.0
test,0.9887832999229431,1.2484413385391235,-0.041851773858070374,-0.9260331392288208,-1.5931609869003296,-0.7844483852386475,-1.1557939052581787,0.0,1.0,0.0
test,0.8064962029457092,-0.5385302305221558,2.2541189193725586,-1.2382208108901978,-2.8634049892425537,-1.2587214708328247,-0.4778980016708374,0.0,0.0,1.0
test,1.3305072784423828,1.1978600025177002,1.553568720817566,-1.300843596458435,-1.2232948541641235,-0.7966897487640381,-1.7835805416107178,1.0,0.0,0.0
test,0.9931636452674866,0.31078746914863586,1.392463207244873,-0.8085715770721436,-1.0606651306152344,1.1025240421295166,-1.8203438520431519,0.0,1.0,0.0
test,1.399289846420288,-0.3818257749080658,2.3744218349456787,-3.5551164150238037,-0.5883527398109436,-0.27053186297416687,-2.7795631885528564,0.0,0.0,1.0
test,0.12990117073059082,0.7780974507331848,1.2250072956085205,-1.782860279083252,-1.9036628007888794,-0.39459165930747986,-2.0887410640716553,1.0,0.0,0.0
test,-0.4495094418525696,-0.02843625098466873,1.4084434509277344,-0.45522284507751465,-1.506868839263916,0.285831093788147,-2.8165972232818604,0.0,1.0,0.0
test,2.4651613235473633,0.7145679593086243,0.6530916094779968,-2.0349199771881104,0.3688514530658722,-0.35194462537765503,-3.374364137649536,0.0,0.0,1.0
test,-0.1131049171090126,1.4472182989120483,1.3032690286636353,-0.8399537205696106,-1.2459479570388794,-0.8202486038208008,-2.2453277111053467,1.0,0.0,0.0
test,-0.987406849861145,0.7231149077415466,1.43319833278656,-2.2079813480377197,-0.15999308228492737,-0.8965712189674377,-1.7589527368545532,0.0,1.0,0.0
test,2.183572769165039,0.4579790532588959,0.6156946420669556,-0.35085490345954895,-0.46511268615722656,-0.004370716866105795,-0.30866992473602295,0.0,0.0,1.0
test,0.4283384382724762,1.1960819959640503,1.9739067554473877,-1.0224332809448242,-1.7958914041519165,-0.8762428760528564,-2.2341554164886475,1.0,0.0,0.0
test,1.662973403930664,0.4041323661804199,0.9024671912193298,-1.2697982788085938,-1.385843276977539,-1.4109678268432617,-0.9841098785400391,0.0,1.0,0.0
test,-1.898939847946167,1.0270318984985352,1.3540010452270508,-0.7198620438575745,-2.0829079151153564,0.033629629760980606,-3.398019313812256,0.0,0.0,1.0
test,0.1278509795665741,0.48845452070236206,1.1699507236480713,-1.1877779960632324,-1.3714553117752075,-0.6816583275794983,-1.39457106590271,1.0,0.0,0.0
test,0.7896724939346313,1.3497483730316162,2.121941328048706,0.3409736752510071,-1.4028022289276123,-1.1109874248504639,-2.0926644802093506,0.0,1.0,0.0
test,2.529926061630249,0.26931682229042053,1.3820444345474243,-2.684122085571289,-1.1896940469741821,0.7261943817138672,-1.2245482206344604,0.0,0.0,1.0
test,0.10698653757572174,1.3684680461883545,0.8505953550338745,-1.8207652568817139,-1.1285861730575562,-0.6663406491279602,-2.4279584884643555,1.0,0.0,0.0
test,0.1761140078306198,0.4231548309326172,1.13508939743042,-2.432889223098755,-0.7048330903053284,0.7856864929199219,-1.5626753568649292,0.0,1.0,0.0
test,1.3871785402297974,1.5170446634292603,-0.8143132925033569,-1.69649338722229,-1.4274266958236694,0.40885838866233826,-0.9378445744514465,0.0,0.0,1.0
test,0.43297502398490906,1.1148160696029663,1.005013346672058,-2.135211706161499,-1.0699621438980103,-0.2967538833618164,-1.8569352626800537,1.0,0.0,0.0
test,0.957284688949585,1.1912506818771362,2.4963343143463135,-2.7833411693573,-1.5299596786499023,-0.016185862943530083,-1.8261723518371582,0.0,1.0,0.0
test,0.14787408709526062,3.395447015762329,1.8237673044204712,-0.31204646825790405,-1.1467961072921753,-0.8413348197937012,-3.312180280685425,0.0,0.0,1.0
test,-0.2219609171152115,0.6750938892364502,0.8347359895706177,-1.3109225034713745,-1.1996431350708008,-0.48574304580688477,-2.3692145347595215,1.0,0.0,0.0
test,-0.6882917284965515,1.7494831085205078,1.4351087808609009,-0.649036705493927,-0.4706568717956543,0.3683417737483978,-1.911696195602417,0.0,1.0,0.0
test,1.7020444869995117,2.7836010456085205,2.754533529281616,-0.033825043588876724,-1.1419949531555176,-1.0373733043670654,-2.676293134689331,0.0,0.0,1.0
test,-0.19448411464691162,0.9006163477897644,1.1973304748535156,-1.2095140218734741,-1.463499903678894,-0.8933648467063904,-1.5912590026855469,1.0,0.0,0.0
test,0.014581363648176193,1.1540398597717285,1.5596686601638794,0.009170792065560818,-0.9031212329864502,0.6875395178794861,-1.8485772609710693,0.0,1.0,0.0
test,0.022674594074487686,1.5936871767044067,2.8351829051971436,-0.6824769973754883,0.9764517545700073,0.38502299785614014,-1.3983291387557983,0.0,0.0,1.0
test,0.11416872590780258,0.8871335387229919,2.06329607963562,-1.6732854843139648,-1.1830710172653198,-0.11037705093622208,-2.5189366340637207,1.0,0.0,0.0
test,0.5195510387420654,1.0776212215423584,2.417426586151123,-1.1704049110412598,-0.1743248999118805,0.8266453742980957,-1.999342441558838,0.0,1.0,0.0
test,-1.0477992296218872,1.784722924232483,0.5050556659698486,-3.5232341289520264,-1.1572707891464233,-0.19109754264354706,-1.632663607597351,0.0,0.0,1.0
test,-0.17993932962417603,0.37081024050712585,1.5688705444335938,-1.1246346235275269,-0.8948292136192322,-1.0023369789123535,-2.213923692703247,1.0,0.0,0.0
test,0.24983906745910645,0.013254433870315552,1.0756070613861084,-0.4333083927631378,-1.723215103149414,-1.7716631889343262,-1.468123435974121,0.0,1.0,0.0
test,1.0721423625946045,-0.26882249116897583,0.7784762978553772,-0.594942033290863,1.0462098121643066,-1.7010408639907837,-2.630791664123535,0.0,0.0,1.0
test,0.7214348316192627,1.346695065498352,1.4361310005187988,-1.3125721216201782,-1.6299424171447754,-0.4925040900707245,-1.4304651021957397,1.0,0.0,0.0
test,0.1918226033449173,0.6166574954986572,-0.010359495878219604,-1.7109184265136719,-0.6364054083824158,0.5318621397018433,-1.9709689617156982,0.0,1.0,0.0
test,0.9132753610610962,0.8018946647644043,3.310967206954956,-0.5672445297241211,-2.1060166358947754,0.6963350772857666,-3.5442843437194824,0.0,0.0,1.0
test,0.5675120949745178,1.3851436376571655,1.8664921522140503,-1.6230343580245972,-1.7627124786376953,-0.5810832381248474,-2.4838967323303223,1.0,0.0,0.0
test,0.9267444014549255,0.09072808921337128,2.312241554260254,-1.3153283596038818,0.09589420258998871,-1.5324673652648926,-2.2857816219329834,0.0,1.0,0.0
test,2.050859212875366,2.0672290325164795,0.42068153619766235,-0.63508141040802,-0.8976438641548157,-2.204145669937134,-3.1001670360565186,0.0,0.0,1.0
test,0.7902219295501709,0.3630181550979614,1.0287202596664429,-1.831011414527893,-0.9106301069259644,-0.2455245554447174,-1.984195590019226,1.0,0.0,0.0
test,-0.38655975461006165,1.5975011587142944,0.9336725473403931,-1.9140454530715942,-0.8947265148162842,-0.31182047724723816,-3.5676591396331787,0.0,1.0,0.0
test,-0.28389331698417664,-0.708330512046814,1.6019190549850464,-0.4923454821109772,-3.1769134998321533,0.07695158571004868,-2.712057590484619,0.0,0.0,1.0
test,0.9882999062538147,0.916312575340271,1.0845617055892944,-1.5484541654586792,-0.9900907278060913,-0.14369381964206696,-2.6867096424102783,1.0,0.0,0.0
test,1.156733512878418,0.8832060098648071,0.3255879282951355,-2.703883171081543,-0.6757082939147949,-0.4280630052089691,-2.605668544769287,0.0,1.0,0.0
test,0.29841119050979614,-0.7972989678382874,-0.12084033340215683,0.10449977219104767,-0.13395072519779205,-0.550146758556366,-1.4946166276931763,0.0,0.0,1.0
test,0.22074319422245026,1.064383625984192,2.1495957374572754,-1.512144684791565,-0.6954759955406189,-0.7423065900802612,-1.665106177330017,1.0,0.0,0.0
test,0.9622089862823486,1.6817735433578491,0.660987913608551,-1.136479139328003,0.16564936935901642,-0.8779849410057068,-1.2679904699325562,0.0,1.0,0.0
test,0.9024513363838196,2.536299705505371,3.203181266784668,-1.5493805408477783,0.042803384363651276,-0.5792860984802246,-3.427107810974121,0.0,0.0,1.0
test,0.27104371786117554,0.5307091474533081,2.0219008922576904,-1.885177493095398,-1.5980485677719116,-0.5656647086143494,-2.2199878692626953,1.0,0.0,0.0
test,0.4699692130088806,1.5639270544052124,1.35475492477417,-0.5098151564598083,-1.115816354751587,-0.008648285642266273,-3.6883249282836914,0.0,1.0,0.0
test,1.9884045124053955,0.45962586998939514,1.5383260250091553,-0.755784809589386,-0.4907875657081604,-0.36020827293395996,-4.491800308227539,0.0,0.0,1.0
test,1.3906482458114624,0.7083962559700012,1.4164129495620728,-1.3888691663742065,-0.8691787719726562,-0.47142234444618225,-2.00156569480896,1.0,0.0,0.0
test,0.5001804828643799,1.2717705965042114,2.3616533279418945,-1.741190791130066,-1.079329252243042,-1.386012077331543,-0.6013578772544861,0.0,1.0,0.0
test,0.8632360696792603,1.2355666160583496,3.3729426860809326,-0.9582785964012146,0.21420320868492126,1.1409422159194946,-2.085157632827759,0.0,0.0,1.0
test,0.188009575009346,1.0867198705673218,1.1219916343688965,-1.5406813621520996,-0.9797120094299316,-1.3380824327468872,-1.6681432723999023,1.0,0.0,0.0
test,0.7975744009017944,0.18806639313697815,0.682661771774292,-2.3348612785339355,-0.3826127350330353,-1.588836669921875,-1.543274998664856,0.0,1.0,0.0
test,1.9680744409561157,0.6877506971359253,0.5210781693458557,-2.3607678413391113,0.1035194918513298,-0.6067771911621094,-0.2978680729866028,0.0,0.0,1.0
test,0.7699443101882935,1.303883671760559,1.0910749435424805,-1.5815073251724243,-1.1461021900177002,-1.3727645874023438,-2.0836124420166016,1.0,0.0,0.0
test,0.7258002161979675,1.334073781967163,3.032305955886841,-1.2921603918075562,-0.12532566487789154,-0.9075709581375122,-2.524244785308838,0.0,1.0,0.0
test,0.645129382610321,0.28211140632629395,-0.8357753157615662,-2.413708209991455,-1.0104694366455078,-0.1740613728761673,-0.6948135495185852,0.0,0.0,1.0
test,0.19191056489944458,0.9863219261169434,1.5304447412490845,-1.9414517879486084,-1.7987128496170044,-0.9720536470413208,-2.2364847660064697,1.0,0.0,0.0
test,0.6970607042312622,0.39237481355667114,1.0031274557113647,-2.180262565612793,-0.4496104419231415,-1.8213614225387573,-1.173593521118164,0.0,1.0,0.0
test,0.3046717345714569,0.19729578495025635,-0.10408782958984375,-1.3285354375839233,-1.759302020072937,0.20907801389694214,0.10579171031713486,0.0,0.0,1.0
test,0.6267601251602173,0.7473363876342773,1.5712109804153442,-1.9286651611328125,-1.1102094650268555,-1.291609525680542,-2.5255415439605713,1.0,0.0,0.0
test,0.6910802125930786,0.030507702380418777,0.8152943849563599,-2.4951171875,-2.283247947692871,-1.0188353061676025,-2.0292599201202393,0.0,1.0,0.0
test,-1.4983148574829102,1.089577078819275,2.9413001537323,-0.12209521979093552,-0.9980703592300415,0.5233839750289917,-1.9621238708496094,0.0,0.0,1.0
test,0.41662684082984924,1.7356480360031128,1.0428768396377563,-1.183297872543335,-1.383354663848877,-0.4792981743812561,-1.9428445100784302,1.0,0.0,0.0
test,-0.9828088283538818,1.6241827011108398,2.3293309211730957,-1.1646803617477417,-0.5017123818397522,-0.19450059533119202,-2.002452850341797,0.0,1.0,0.0
test,-1.7247134447097778,1.409805417060852,-0.413245290517807,-1.8037298917770386,-1.1032627820968628,-0.8765441179275513,-2.57708477973938,0.0,0.0,1.0
test,-0.2716204822063446,1.369723916053772,1.3807218074798584,-0.9958782196044922,-1.4379503726959229,-0.5546798706054688,-2.143928289413452,1.0,0.0,0.0
test,0.8441599011421204,1.9616949558258057,-0.05832292139530182,-1.8497896194458008,-0.6572833061218262,-0.6099377870559692,-2.2471375465393066,0.0,1.0,0.0
test,0.5148190855979919,1.3392055034637451,0.785068690776825,0.9243412613868713,-1.405155062675476,-2.165947437286377,-1.3424811363220215,0.0,0.0,1.0
test,0.42839938402175903,1.0518176555633545,1.2123491764068604,-0.935157835483551,-1.3577806949615479,0.11572874337434769,-1.7392722368240356,1.0,0.0,0.0
test,0.5755758285522461,1.089779019355774,1.6549328565597534,-0.27795326709747314,-2.4249143600463867,-1.058896541595459,-3.039489507675171,0.0,1.0,0.0
test,0.028740135952830315,-0.11232292652130127,0.6725867986679077,-2.1704156398773193,-0.5093164443969727,0.782612144947052,-0.07743245363235474,0.0,0.0,1.0
test,1.3192129135131836,1.041744351387024,1.7251595258712769,-1.333604097366333,-0.8183892369270325,-0.8332698345184326,-1.9330588579177856,1.0,0.0,0.0
test,0.5126063227653503,1.7211699485778809,1.1625019311904907,-1.8114659786224365,-1.1973013877868652,-1.400633692741394,-3.6835498809814453,0.0,1.0,0.0
test,1.9171323776245117,1.333472490310669,1.3065602779388428,-1.4215120077133179,1.0315768718719482,0.09451804310083389,-3.354381561279297,0.0,0.0,1.0
test,0.75521320104599,0.4580778181552887,1.3287291526794434,-2.0176336765289307,-0.7823714017868042,-0.37103089690208435,-1.8070828914642334,1.0,0.0,0.0
test,0.032875288277864456,2.3478078842163086,0.9709059000015259,-0.49332255125045776,-1.5081572532653809,-0.2980075180530548,-1.4129658937454224,0.0,1.0,0.0
test,-0.8826097249984741,-0.07026603817939758,0.47904351353645325,0.6741834282875061,-1.9974502325057983,-1.041290521621704,-2.496762275695801,0.0,0.0,1.0
test,-0.4177233874797821,0.5319783687591553,1.6317938566207886,-1.3525326251983643,-1.106705904006958,-0.4899149537086487,-2.28407621383667,1.0,0.0,0.0
test,1.3367509841918945,1.4740949869155884,0.5896186232566833,-2.308062791824341,-2.065281391143799,-0.5123113393783569,-2.7675063610076904,0.0,1.0,0.0
test,0.48759618401527405,2.142606735229492,1.7281090021133423,-3.290696620941162,-1.5469177961349487,-2.0717053413391113,-0.926089882850647,0.0,0.0,1.0
test,0.8811959028244019,1.39617121219635,1.6293916702270508,-1.6377415657043457,-1.192080020904541,-0.009729981422424316,-2.473508596420288,1.0,0.0,0.0
test,0.22871437668800354,1.1822468042373657,0.8297181725502014,-0.19631710648536682,-0.022175857797265053,-0.3995192348957062,-3.0296614170074463,0.0,1.0,0.0
test,0.8715029358863831,2.7870595455169678,0.5920496582984924,-1.2129926681518555,-0.4964678883552551,-2.5031349658966064,-1.3608235120773315,0.0,0.0,1.0
test,0.5349389314651489,1.3551242351531982,0.9749550223350525,-0.866125762462616,-0.7731893658638,-0.1835017055273056,-2.0889127254486084,1.0,0.0,0.0
test,1.3119479417800903,0.6877481341362,3.0989203453063965,-1.9474109411239624,-0.981295108795166,-0.2574441432952881,-1.897154688835144,0.0,1.0,0.0
test,-1.1940020322799683,0.6492744088172913,1.3720089197158813,-1.4393552541732788,-3.46633243560791,-0.3745260536670685,-1.3170415163040161,0.0,0.0,1.0
test,0.7072606086730957,0.40001240372657776,1.411299228668213,-1.7376768589019775,-0.4584605097770691,-0.9176924824714661,-2.1538734436035156,1.0,0.0,0.0
test,0.7037999629974365,2.4019880294799805,1.925132155418396,-1.5587941408157349,-0.49383658170700073,-0.07703513652086258,-3.001554489135742,0.0,1.0,0.0
test,1.400010108947754,-0.03180902078747749,0.31119269132614136,-1.6875566244125366,-1.0612106323242188,0.9419822692871094,-0.2753452658653259,0.0,0.0,1.0
test,0.9060630202293396,1.5112773180007935,1.3389699459075928,-1.2737669944763184,-0.9783810377120972,-0.008990989066660404,-1.9309067726135254,1.0,0.0,0.0
test,1.5720982551574707,0.9193416237831116,0.8693721890449524,-1.3954182863235474,-0.9183881878852844,0.9323921799659729,-2.098361015319824,0.0,1.0,0.0
test,0.8959426879882812,1.0153111219406128,-0.10849649459123611,-2.313552141189575,-2.9044642448425293,-1.825621247291565,-1.195448398590088,0.0,0.0,1.0
test,0.12353349477052689,0.9632015228271484,1.6338255405426025,-0.735403835773468,-0.7022870779037476,-0.8066859841346741,-2.5924532413482666,1.0,0.0,0.0
test,0.6253462433815002,2.035654067993164,1.1633942127227783,-1.720536231994629,-1.6781584024429321,0.591981053352356,-1.253800392150879,0.0,1.0,0.0
test,-0.04047558829188347,-1.194876790046692,2.100942850112915,-1.5531246662139893,-0.9258114695549011,-2.3149397373199463,-1.1640174388885498,0.0,0.0,1.0
test,0.8933378458023071,0.42390644550323486,1.505826473236084,-1.7186477184295654,-1.126530408859253,-0.7260366082191467,-1.4549602270126343,1.0,0.0,0.0
test,1.563697099685669,-0.369976669549942,1.3406164646148682,-1.470634937286377,-1.4574860334396362,-0.4080239236354828,-1.1312572956085205,0.0,1.0,0.0
test,1.161171555519104,1.3619478940963745,-0.4820845127105713,-0.7609670162200928,-0.4264947772026062,1.1265130043029785,-2.939714193344116,0.0,0.0,1.0
test,0.13853183388710022,1.11274254322052,1.7506656646728516,-2.016982078552246,-0.8869179487228394,-1.149145483970642,-2.1720774173736572,1.0,0.0,0.0
test,0.9966461062431335,2.5321524143218994,1.3902273178100586,-2.391665458679199,-1.2664971351623535,-0.5551084876060486,-2.2892799377441406,0.0,1.0,0.0
test,-0.7366087436676025,0.04969044774770737,0.6672528386116028,-2.973416328430176,-0.15203067660331726,-0.524974524974823,-0.48966991901397705,0.0,0.0,1.0
test,0.045412808656692505,0.7035400867462158,1.374435544013977,-1.833616018295288,-1.1378302574157715,-0.7519932389259338,-1.3859058618545532,1.0,0.0,0.0
test,0.43061432242393494,-0.44817477464675903,1.1812602281570435,-0.6583974361419678,-0.36300528049468994,-1.1638396978378296,-1.3005963563919067,0.0,1.0,0.0
test,1.4105274677276611,2.6620190143585205,1.0345131158828735,-3.1981289386749268,-1.7445528507232666,-1.4881141185760498,-2.7476985454559326,0.0,0.0,1.0
test,0.7124389410018921,0.31340324878692627,1.7823439836502075,-1.5038563013076782,-1.6082810163497925,-0.5336351990699768,-1.6512839794158936,1.0,0.0,0.0
test,-0.3409278988838196,0.45176392793655396,2.2149300575256348,-2.5684280395507812,-1.4190845489501953,-1.1417884826660156,-1.2471599578857422,0.0,1.0,0.0
test,-0.11115974932909012,0.4521738290786743,2.0390841960906982,0.09293418377637863,-2.1115362644195557,-0.4257735013961792,0.1074778363108635,0.0,0.0,1.0
test,0.537325382232666,1.0020619630813599,1.6120866537094116,-1.5421531200408936,-0.9616547226905823,-1.268093466758728,-1.4313781261444092,1.0,0.0,0.0
test,1.3458397388458252,0.0861109271645546,0.4886215329170227,-0.3902072012424469,-0.5034273862838745,-1.1183910369873047,-2.1279280185699463,0.0,1.0,0.0
test,0.9310076832771301,-0.3460742235183716,-0.3727690875530243,-2.1270322799682617,-2.48445463180542,0.03702925890684128,-3.1389482021331787,0.0,0.0,1.0
test,0.4567924737930298,0.4306786060333252,1.4429576396942139,-1.197511911392212,-1.9509644508361816,-0.8230975270271301,-1.9821367263793945,1.0,0.0,0.0
test,0.1959770768880844,1.5417149066925049,0.05205393210053444,-1.154473900794983,-1.8876934051513672,-1.133594274520874,-2.940838575363159,0.0,1.0,0.0
test,0.676459014415741,-0.7620503306388855,-0.7407935261726379,-0.7548494935035706,-1.5706512928009033,0.1364157646894455,-1.6768513917922974,0.0,0.0,1.0
test,0.020942946895956993,1.1817892789840698,1.645957350730896,-1.492486834526062,-1.759839415550232,-0.16753433644771576,-2.4077248573303223,1.0,0.0,0.0
test,1.4691194295883179,0.6444272994995117,1.7229225635528564,-1.2662129402160645,0.38938042521476746,-0.6581405997276306,-2.8489081859588623,0.0,1.0,0.0
test,2.255526304244995,0.00890340842306614,0.7166869640350342,-0.11649956554174423,-1.7191805839538574,-0.9061851501464844,-0.5627585053443909,0.0,0.0,1.0
test,0.8516289591789246,0.4889308214187622,1.4545886516571045,-1.0782521963119507,-0.9446030259132385,0.06627931445837021,-2.4213309288024902,1.0,0.0,0.0
test,1.3319672346115112,1.5982208251953125,1.5264647006988525,-1.2964829206466675,-0.4289826452732086,0.531927227973938,-1.1385281085968018,0.0,1.0,0.0
test,0.43894317746162415,1.5818709135055542,1.1073555946350098,-1.1410796642303467,-2.552654981613159,1.8450731039047241,-2.6768076419830322,0.0,0.0,1.0
test,0.3521113991737366,0.21367210149765015,1.5329763889312744,-1.7295700311660767,-1.6667686700820923,-0.646956205368042,-1.8455722332000732,1.0,0.0,0.0
test,-0.5063122510910034,1.1348832845687866,0.7571256160736084,-1.845112681388855,-1.565493106842041,0.10998795926570892,-0.8636890053749084,0.0,1.0,0.0
test,-0.4460733234882355,0.5981584191322327,-0.22486282885074615,-1.2678571939468384,-2.062547206878662,0.3988801836967468,-0.292636901140213,0.0,0.0,1.0
test,0.5649884343147278,0.5382340550422668,1.3301358222961426,-1.3816592693328857,-0.6874130964279175,-1.2671499252319336,-1.6610530614852905,1.0,0.0,0.0
test,0.7828764319419861,0.8299136161804199,2.808222532272339,-0.6536440849304199,-2.2619717121124268,-0.867382824420929,-1.677139401435852,0.0,1.0,0.0
test,-0.10298575460910797,1.7607835531234741,3.1328647136688232,-2.2049214839935303,-2.465480089187622,0.9063707590103149,-1.528883934020996,0.0,0.0,1.0
test,0.3068765103816986,1.6158158779144287,1.7789456844329834,-1.2950721979141235,-0.9102598428726196,-0.5442863702774048,-1.5602374076843262,1.0,0.0,0.0
test,-0.7912142276763916,1.5666959285736084,2.3985631465911865,-1.210769772529602,-1.4434387683868408,0.08140923827886581,-2.8222568035125732,0.0,1.0,0.0
test,0.9146631956100464,-0.5917842984199524,1.7308613061904907,-0.8564212322235107,-0.8076260089874268,1.1414729356765747,-0.3857928514480591,0.0,0.0,1.0
test,0.23368516564369202,0.8333421349525452,1.186322569847107,-1.1670211553573608,-1.0344581604003906,-0.8048192858695984,-1.2381432056427002,1.0,0.0,0.0
test,0.3509579598903656,1.1256452798843384,0.31301993131637573,-2.879789352416992,-1.2548086643218994,-0.9788044691085815,-1.656017780303955,0.0,1.0,0.0
test,-1.4946815967559814,1.860650658607483,2.1340885162353516,-2.707758903503418,-1.4193767309188843,-1.0340197086334229,-0.7992489337921143,0.0,0.0,1.0
test,0.4781161844730377,0.15392622351646423,2.0098624229431152,-1.518782138824463,-1.0439302921295166,-0.33897092938423157,-2.2330679893493652,1.0,0.0,0.0
test,0.8231135010719299,-0.00528850220143795,1.370779275894165,-2.0456771850585938,-2.5621097087860107,-1.0050798654556274,-2.7262587547302246,0.0,1.0,0.0
test,-0.872228741645813,2.3546810150146484,0.702275276184082,-2.7947261333465576,-2.312016725540161,-0.2120366245508194,-1.1317886114120483,0.0,0.0,1.0
origin,0.4662925269266412,0.911947938687953,1.4542993942468683,-1.3722111764533942,-1.1298326893188624,-0.6133192618248016,-2.1213373217846607,,,
