split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
test,-2.774043321609497,0.635185718536377,1.835228443145752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.581681251525879,0.4115178883075714,-1.0560405254364014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.251671075820923,0.3926334083080292,4.773291110992432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.6852455139160156,0.6397059559822083,0.4261934757232666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.10002201050519943,-2.42409348487854,6.4895920753479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.6680576205253601,-0.9733315110206604,7.5177998542785645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.360844850540161,-7.68450403213501,1.891872763633728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3844407796859741,-1.1619681119918823,0.25755783915519714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.044535517692566,0.5036839842796326,0.1634242981672287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.169783115386963,-1.4481638669967651,3.058389186859131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.1279308795928955,0.49722015857696533,-2.4775938987731934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9090936183929443,-2.021671772003174,0.9320810437202454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.11132486909627914,-0.006482959724962711,-4.564866065979004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7095558643341064,3.303107500076294,3.904197931289673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.619173049926758,0.596032440662384,-0.7350330352783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.4644927978515625,-1.3172358274459839,1.8717529773712158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.054605722427368,-2.72275710105896,2.0964932441711426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0417463779449463,-2.0011396408081055,3.6761152744293213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.022143743932247162,-2.647939443588257,-2.039445161819458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.1788533627986908,2.1401922702789307,4.24877405166626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.1320838928222656,-6.30084228515625,3.89520263671875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.494112968444824,1.2502347230911255,-3.8089206218719482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.015927255153656006,-5.200937747955322,7.564064025878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.474435567855835,-0.22816357016563416,0.6810335516929626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.7306387424468994,-0.9373188018798828,2.021758556365967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.28770017623901367,0.7854622602462769,2.723783493041992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2930705547332764,1.7645236253738403,3.893045425415039,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3165615797042847,-3.4518868923187256,5.3612213134765625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.0025761127471924,-1.7910395860671997,-2.19749116897583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.003680229187012,5.256582736968994,-1.3008419275283813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.659860610961914,5.550833702087402,-3.502812385559082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6156586408615112,-0.21603015065193176,1.4965827465057373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.15083973109722137,-0.6937224268913269,0.32730555534362793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.044020175933838,-2.6431612968444824,2.5110585689544678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1349884271621704,-1.185612440109253,4.946387767791748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.981628894805908,-1.0041204690933228,-1.9680719375610352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.594085693359375,-1.3903106451034546,4.8710551261901855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.424895286560059,-1.902726411819458,7.545567989349365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.8214521408081055,-4.365659713745117,-1.4980170726776123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.383965492248535,-0.1122945100069046,1.1511077880859375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4709110260009766,0.46000564098358154,-0.20859332382678986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.596323013305664,-0.24634024500846863,-0.2219243049621582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.030323443934321404,0.10741587728261948,-2.256669521331787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.011021614074707,-2.814742088317871,-1.3288136720657349,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.90460729598999,-2.8682942390441895,-3.8673322200775146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7554785013198853,5.929939270019531,1.8034416437149048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.1336750984191895,-2.3149635791778564,-2.3637256622314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.3992934226989746,-0.724639892578125,0.18066087365150452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.3404417037963867,-1.0171315670013428,-0.43253275752067566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.3766703605651855,1.6337978839874268,1.1314777135849,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.16843685507774353,0.552280604839325,4.235438823699951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.7666993141174316,1.9767894744873047,-2.5402369499206543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.0539824962615967,-0.20624668896198273,-4.827896595001221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.2287278175354004,3.5006840229034424,-0.09579974412918091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.134110927581787,-3.7787320613861084,6.534342288970947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3263448476791382,-1.7158279418945312,0.7543184757232666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9905104637145996,0.9001818299293518,1.5853440761566162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.6353654861450195,-1.723341464996338,2.270738124847412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8707176446914673,1.9336990118026733,3.4909472465515137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9163753986358643,0.9656137228012085,-1.3632465600967407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4710316061973572,3.083592176437378,4.657211780548096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.767216682434082,4.098424911499023,3.981997013092041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.259793758392334,-1.8665809631347656,8.992958068847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.5717556476593018,-0.29266849160194397,0.688481867313385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.665190577507019,0.8949235677719116,0.5832598805427551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.562593698501587,1.131981611251831,2.410845994949341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.526773929595947,0.4646962881088257,3.751784324645996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.162618637084961,1.090042233467102,-0.7719286680221558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.746057987213135,-3.6734156608581543,3.563204288482666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9454727172851562,-6.441059589385986,4.366043567657471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.566511631011963,-2.781797170639038,-0.9131888747215271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.769867420196533,-0.4132830798625946,0.9118686318397522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.747659206390381,-2.8582751750946045,0.7921290993690491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.5409090518951416,-2.394362449645996,3.213646650314331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9935693740844727,-1.3949413299560547,1.0439149141311646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2368191480636597,-4.826286792755127,0.6683256030082703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.5313358306884766,-2.4461829662323,-4.5794901847839355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.9148612022399902,1.5723153352737427,-1.6778512001037598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.45327091217041,-5.646226406097412,1.9677046537399292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.853682279586792,-0.5408299565315247,1.1788338422775269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.740260660648346,-1.2497494220733643,-0.5037558078765869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8162747621536255,-1.169086217880249,4.033513069152832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.441030263900757,0.7491808533668518,-2.2361252307891846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.301595687866211,0.31848856806755066,3.186703681945801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.7905330657958984,0.395565927028656,0.2822115421295166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.540608882904053,-5.3829779624938965,4.089878559112549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.988133430480957,6.144343852996826,-0.8587985038757324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.7117409706115723,-1.5728936195373535,0.6208340525627136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.3901546001434326,-2.0079338550567627,0.00733800558373332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.935110330581665,-1.1728624105453491,-1.236525535583496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.543590784072876,2.18328857421875,2.944504499435425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.8672943115234375,-4.319756031036377,3.462480306625366,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.706302165985107,1.2837997674942017,-1.8598558902740479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.614090442657471,-0.1191302090883255,6.217990875244141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.871217250823975,3.6867051124572754,3.7264089584350586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.434493064880371,-0.7660447359085083,1.8992598056793213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.005186676979065,-0.700786828994751,2.7527718544006348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.5890183448791504,-2.8664982318878174,2.7878808975219727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5586621761322021,-1.9348939657211304,-0.5653930306434631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.245490312576294,2.5567076206207275,2.3499417304992676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.023648500442505,-4.202391624450684,0.16308891773223877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.9944000244140625,-0.8504894375801086,1.4873418807983398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.022510528564453,-6.945674896240234,2.941225528717041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3332587480545044,-0.6174795627593994,1.6775496006011963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.895376205444336,0.6926822662353516,0.021135615184903145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1574816703796387,-3.161633014678955,-0.892235279083252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.299624919891357,2.233215093612671,1.2629770040512085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9793620109558105,2.310575485229492,-2.683131217956543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.677880764007568,-6.020915985107422,-0.9094269871711731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8154611587524414,-4.1222453117370605,3.431532382965088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9961948394775391,-0.7167620658874512,-6.890163421630859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5580663681030273,-1.9044785499572754,0.8422743678092957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.3322222232818604,-0.15684086084365845,2.8109943866729736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.6256957054138184,-1.643147587776184,-1.3951040506362915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.1534268856048584,-2.568162679672241,4.728513240814209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.581989288330078,-2.1833608150482178,4.32063102722168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.881709575653076,-1.9205892086029053,-2.3448891639709473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.266886711120605,-2.9896082878112793,-1.3517483472824097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.901750326156616,-3.220611095428467,-6.596388816833496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9134119749069214,-0.44037362933158875,1.8500347137451172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8263115882873535,-1.2167224884033203,3.026062488555908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6062577962875366,-1.7941087484359741,2.334738254547119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.6231818199157715,0.5846724510192871,0.5894575715065002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8831696510314941,-5.21254825592041,-1.687440037727356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.022688388824463,4.15169620513916,1.1072216033935547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.590078115463257,5.617672443389893,-0.48038461804389954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.9546942710876465,-7.296189308166504,0.9349615573883057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.331037759780884,-1.9342349767684937,0.8059078454971313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.40255945920944214,-2.0031065940856934,0.31746914982795715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.22528506815433502,1.2317973375320435,0.14917249977588654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.19791769981384277,0.273488312959671,-2.2905921936035156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.426424503326416,-3.9805994033813477,4.2548112869262695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.115333557128906,-3.7399091720581055,5.384186744689941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.133083820343018,1.7405977249145508,7.10480260848999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.423764228820801,-4.405811786651611,-2.3404102325439453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.545238971710205,-1.784590482711792,0.7054176330566406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.45062518119812,-1.2299368381500244,2.9771831035614014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.508884906768799,-2.2230350971221924,3.742680072784424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.130474328994751,1.2869905233383179,0.08079402148723602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.752865195274353,1.448634386062622,5.381030082702637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9354230165481567,3.304875135421753,2.403108596801758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.609506607055664,0.9159117341041565,-4.626180171966553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.656881332397461,1.8453508615493774,4.404443740844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8537023067474365,-0.7673476338386536,1.9987833499908447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7452151775360107,-2.9796319007873535,1.3859082460403442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.08859506249427795,1.0357500314712524,0.3805205821990967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.290247917175293,-2.4497644901275635,-0.7108049392700195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7910370230674744,2.3463191986083984,-1.3884299993515015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7313839197158813,3.682507276535034,1.0330597162246704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.762480735778809,-4.9801201820373535,0.8883286714553833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.546589851379395,0.5795577764511108,3.118838310241699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.450867772102356,-1.1771245002746582,1.8707741498947144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.344979763031006,-0.9323555827140808,-0.42548441886901855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2401251792907715,1.582998275756836,1.8393396139144897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.8929550647735596,-4.328184604644775,3.108295202255249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7040514945983887,2.7068519592285156,4.3578572273254395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.37742280960083,1.004408359527588,4.5954508781433105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.7318902015686035,-0.17819201946258545,-0.7214982509613037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.081064224243164,-4.343434810638428,8.014050483703613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.8649446964263916,-1.4255847930908203,1.3109965324401855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.675779342651367,-2.8964102268218994,1.200052261352539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9361323118209839,-0.9421062469482422,0.38218700885772705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5547430515289307,2.383453607559204,3.090505361557007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.5753936767578125,-2.379690408706665,-0.4177996814250946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.301304578781128,-0.705673336982727,3.8541676998138428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.4432246685028076,2.5207738876342773,7.0606513023376465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.015017032623291,-8.017166137695312,4.928287029266357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.612293004989624,-1.9484500885009766,1.1082967519760132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4824180603027344,-2.763478994369507,0.19381390511989594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.14096736907959,1.8939101696014404,0.36426836252212524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.360990285873413,-4.354608058929443,3.226670026779175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.657661437988281,-0.2809757590293884,-0.5867974758148193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.530789613723755,-3.4150259494781494,6.324934959411621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.122255325317383,3.373326539993286,2.8614776134490967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.5941028594970703,-8.411319732666016,-0.620113730430603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.612628936767578,-1.7064844369888306,1.424645185470581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7132164835929871,-2.564563274383545,1.0574721097946167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.23336710035800934,0.9885061979293823,1.1280285120010376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.13712312281131744,-1.1045379638671875,4.5864577293396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.275474786758423,-4.188431739807129,4.903106689453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.0303380489349365,2.9558184146881104,4.364400863647461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.974526882171631,3.810258626937866,0.1638154685497284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5379029512405396,5.206441402435303,4.610378742218018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5914989709854126,-1.320986032485962,0.1736898273229599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.959120035171509,-1.3104549646377563,0.8473365306854248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7086212635040283,-3.7618579864501953,0.04705682769417763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4632513225078583,-3.2164876461029053,-1.9357491731643677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.0213699340820312,-3.107356548309326,-3.3848392963409424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.5476438999176025,4.938484191894531,1.4023808240890503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.9553804397583,-1.4543087482452393,0.5050045251846313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0545939207077026,2.6652417182922363,-5.99445104598999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8320730924606323,-1.5963079929351807,1.8472492694854736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.1779963970184326,-0.8305889964103699,2.638625383377075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.844768047332764,-0.38131919503211975,0.3845682442188263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3318963944911957,2.537654161453247,1.7926996946334839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.556004524230957,-5.29410457611084,0.6141449213027954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3947272300720215,2.944377899169922,0.028084000572562218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.022304534912109,2.3495428562164307,-3.5785772800445557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.3095390796661377,-8.995611190795898,1.0719208717346191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.0556728839874268,-1.8666045665740967,0.5066337585449219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.9329848289489746,-1.4409008026123047,0.8215848207473755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.1711037158966064,-3.1471173763275146,2.802138328552246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.836466908454895,1.0072683095932007,4.2889323234558105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4368048310279846,-0.7311285734176636,-3.7018251419067383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.2171861231327057,-5.8788909912109375,-2.006878137588501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.867048740386963,-3.1403348445892334,-3.5340354442596436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.866471767425537,-2.6118826866149902,7.198492050170898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.961773633956909,-1.2162176370620728,0.9097949862480164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.405857801437378,0.7706254124641418,1.702928900718689,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0448575019836426,0.9403177499771118,-0.9642009139060974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3050947189331055,-2.9315311908721924,2.27117657661438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.794105052947998,-1.516060709953308,-0.25099697709083557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.13331951200962067,-1.84940767288208,6.68780517578125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.415576696395874,2.2033016681671143,-5.003359794616699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0052409172058105,-2.3236358165740967,-6.261810779571533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5093761682510376,-1.6616157293319702,1.6452550888061523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.3275012969970703,-1.9936695098876953,2.1689229011535645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9957863688468933,0.016726695001125336,-1.5902475118637085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.7091073989868164,1.824223518371582,3.756035566329956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9337975978851318,-4.116924285888672,-1.5835182666778564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.290002703666687,-3.1856014728546143,-3.494148015975952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.160240650177002,-0.9372004866600037,6.6629509925842285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.50461483001709,-2.9996120929718018,5.276261806488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.11512291431427,-0.6998274326324463,0.6808403134346008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.466896414756775,-2.5462779998779297,-0.14612853527069092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3596632480621338,1.886246681213379,1.4034090042114258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
