split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
test,-1.9688518047332764,1.0512983798980713,-2.0183916091918945,0.1801600307226181,-1.2664045095443726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.884795665740967,2.4586362838745117,-1.0372594594955444,3.1912717819213867,-2.0235042572021484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8911739587783813,0.6303842663764954,-1.8297978639602661,4.036731243133545,-5.487840175628662,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.3817973136901855,0.9490012526512146,1.442434310913086,3.892939567565918,-1.286005973815918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.057943344116211,-0.5937040448188782,-0.8561850786209106,-4.286524772644043,-2.8870503902435303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.36560505628585815,4.912957191467285,1.586190104484558,8.436715126037598,-3.957472085952759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2416568994522095,0.740857720375061,1.1272550821304321,1.4342800378799438,-0.18394598364830017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5910242795944214,-0.2834307849407196,1.0553126335144043,1.748833179473877,0.6323326826095581,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3970319926738739,0.2238949090242386,2.1293981075286865,-0.8899657130241394,-1.4430984258651733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.448928117752075,3.4908580780029297,0.4492403268814087,3.7290749549865723,0.05430988967418671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7289268970489502,0.3952139914035797,1.0838767290115356,3.6538262367248535,-4.962211608886719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.072021245956421,3.267134189605713,3.4060988426208496,-1.4012702703475952,-2.729527473449707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.4527130126953125,2.9106664657592773,0.2868589758872986,-2.5277531147003174,0.23317624628543854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.005669116973877,7.599264144897461,0.18449530005455017,0.9664385318756104,0.6919997334480286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.44663667678833,-2.8172171115875244,-2.557419538497925,2.190469264984131,-6.965355396270752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4297651052474976,1.2342411279678345,1.0661686658859253,1.1612142324447632,-0.3687136769294739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8131057024002075,0.8669300675392151,0.9642594456672668,1.4268203973770142,-2.4425411224365234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1182773113250732,-1.5373953580856323,-0.7272292971611023,0.17893923819065094,-0.7087434530258179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.777240514755249,-0.05516340583562851,0.9261949062347412,2.6634891033172607,2.379960298538208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.729053258895874,1.020618200302124,-0.9158496856689453,-3.2814693450927734,-0.8140220046043396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.242198944091797,0.570946991443634,-0.43125513195991516,-3.692579507827759,-3.8083789348602295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6283550262451172,-1.5500895977020264,-0.13842038810253143,4.681763172149658,4.860377311706543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.1427552700042725,-1.2149938344955444,-5.053159236907959,4.388584136962891,-2.6013123989105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.681339740753174,4.554481029510498,3.13543963432312,-2.542855739593506,2.787086009979248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7162767648696899,1.0433034896850586,-0.15352372825145721,2.0180015563964844,-0.6474280953407288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6505366563796997,-0.5021218061447144,-1.0796843767166138,1.1605406999588013,-0.4044470191001892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.321153402328491,2.321901559829712,1.8446226119995117,0.32158347964286804,0.666964054107666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5321106910705566,0.48818039894104004,0.10049036145210266,4.483695030212402,0.9802029132843018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.2426295280456543,1.8759877681732178,-1.076855182647705,-0.6681862473487854,-0.834388792514801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.025869369506836,2.8201770782470703,-2.556720733642578,0.46557316184043884,2.9735724925994873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.369802951812744,-0.9672393798828125,2.6272366046905518,4.379490852355957,-2.1992223262786865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.2351391315460205,-0.4373614192008972,-0.6402614712715149,-5.182681560516357,0.7099176645278931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.440146446228027,3.755326747894287,-5.278126239776611,0.7375076413154602,-6.095388412475586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5044863820075989,1.2246030569076538,-0.16764061152935028,1.3012113571166992,-1.2718738317489624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9695382714271545,2.307502031326294,0.8718866109848022,0.030158016830682755,-0.8559361696243286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5108031630516052,-1.2083699703216553,1.492666482925415,2.171194076538086,-2.291872978210449,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.05308205261826515,2.2847185134887695,-1.6738253831863403,-1.5960142612457275,-1.4756290912628174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9503486156463623,1.0054655075073242,4.019174098968506,2.2426998615264893,2.504883050918579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.0092906951904297,-1.2951750755310059,2.721501111984253,2.014824628829956,-5.344523906707764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.894876718521118,-2.2513914108276367,-1.2742825746536255,-3.9491984844207764,0.6174336075782776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.540980577468872,-0.4109683036804199,0.5429967641830444,0.6651548743247986,6.3053388595581055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.9287805557250977,-2.032681703567505,6.931997299194336,-1.2564250230789185,3.119347095489502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.06740403175354,0.7797568440437317,0.5230039954185486,2.1547179222106934,-1.0859125852584839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9582079648971558,1.6532443761825562,1.1229101419448853,-0.37060847878456116,-1.008294701576233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.056391954421997,0.7184545993804932,1.8781304359436035,2.482694149017334,-2.980184316635132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.512236595153809,1.2704641819000244,-1.4093989133834839,1.5986123085021973,-0.06888030469417572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6607843637466431,-1.836078405380249,3.822997570037842,2.3116071224212646,-2.8639166355133057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.49750375747680664,-2.8761332035064697,4.475790500640869,2.525096893310547,-1.875986099243164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4577863216400146,-3.692896842956543,2.6040611267089844,2.620084047317505,-5.358890533447266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.754305124282837,-1.4536775350570679,-5.157445430755615,2.8658108711242676,4.070192337036133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.206040382385254,5.788393974304199,5.797113418579102,-0.9959370493888855,2.599919557571411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1467657089233398,0.3949311375617981,-0.10437414050102234,0.46079906821250916,-0.7050997614860535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5646501779556274,-0.30764496326446533,1.0524449348449707,0.9753572940826416,0.6436342000961304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8424739241600037,1.1552070379257202,0.1612847000360489,-0.3072711229324341,-2.4475810527801514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4032611548900604,-2.0224857330322266,2.114595651626587,0.9294980764389038,-2.3598811626434326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.581472158432007,0.7160829901695251,-2.589360475540161,0.9403424859046936,1.0959765911102295,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1298961639404297,-1.3594859838485718,-3.7189548015594482,4.301766872406006,0.16398096084594727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.2445829063653946,1.1961522102355957,1.2921010255813599,3.1287498474121094,-7.26525354385376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.506555080413818,5.097230434417725,-0.8094438314437866,-2.3749923706054688,-1.8144372701644897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.0898897647857666,3.354679584503174,0.2639332711696625,-5.269502639770508,4.554928779602051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0465409755706787,0.4395689070224762,1.0638245344161987,1.3915541172027588,-0.1636817306280136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.24023579061031342,1.0186426639556885,1.2521501779556274,0.27514132857322693,-1.496739387512207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8218388557434082,-0.4472704529762268,2.234727621078491,-0.700927197933197,-0.6356759667396545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4500284492969513,3.716728687286377,0.7343651056289673,3.173342704772949,0.5078305006027222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.718505620956421,-0.34225860238075256,0.921362042427063,1.8350982666015625,-1.4215662479400635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9805437326431274,2.493399143218994,-4.550480365753174,1.4801716804504395,-0.31252431869506836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9103754162788391,-0.11285725980997086,2.652888298034668,3.106785535812378,-6.993963718414307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.7167115211486816,5.018791675567627,-1.515529990196228,5.6388139724731445,-1.7589906454086304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.534691095352173,-0.17818698287010193,-2.4924912452697754,-6.473669052124023,-3.2044408321380615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9570004940032959,1.436783790588379,0.7555578351020813,0.6306092143058777,-0.47427254915237427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1511337757110596,-0.3737514019012451,0.16595600545406342,2.200228452682495,-0.11754868924617767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.18367600440979,2.523488759994507,-0.5860050320625305,3.183967113494873,-1.043034315109253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.11862657219171524,1.6893268823623657,0.2500666379928589,2.0197761058807373,-4.37362003326416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9272101521492004,4.319897174835205,0.39876288175582886,-2.2892446517944336,-0.24627958238124847,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.8414530754089355,2.488165855407715,-2.6668808460235596,0.6305082440376282,-1.0503480434417725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.434262990951538,1.9829916954040527,1.3703491687774658,3.5738108158111572,-5.3357954025268555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.6128121614456177,2.731987476348877,-0.3716278076171875,-3.242253065109253,-6.447751045227051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.283748626708984,-3.482703447341919,4.991114139556885,4.027132511138916,4.0219645500183105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.31338682770729065,0.5011501908302307,0.005797164514660835,1.2294702529907227,-0.19081829488277435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9662483930587769,0.7247850894927979,0.5140751004219055,3.062628984451294,0.07783190160989761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8880597352981567,-1.304307460784912,-0.253408282995224,1.5789378881454468,-1.348969578742981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4496629238128662,2.7338361740112305,2.4445600509643555,0.6348584294319153,0.460881769657135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1572096347808838,-1.2319679260253906,1.4650129079818726,4.845337867736816,-3.283327579498291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4162216186523438,5.400428771972656,0.31939586997032166,2.9143388271331787,-1.304529070854187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5960378646850586,5.608739376068115,-0.7913417816162109,2.4535346031188965,3.325065851211548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.966102600097656,3.2825546264648438,-0.38103803992271423,5.548898220062256,4.101734638214111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.25788721442222595,-3.453427314758301,3.667555570602417,-5.61458683013916,-2.4762985706329346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.602699875831604,1.3822506666183472,0.7015838027000427,0.9305845499038696,-0.38497990369796753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.584876537322998,1.9182075262069702,-0.34211695194244385,0.5126053094863892,0.5363969802856445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.922363758087158,-1.3270313739776611,-0.3692070245742798,1.2584816217422485,-0.17226001620292664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5171884894371033,3.374483585357666,-1.4197580814361572,1.622483491897583,-3.1622872352600098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.596081018447876,3.5338664054870605,0.03448162600398064,4.873335838317871,0.6355105042457581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.971168041229248,0.41243764758110046,1.5171993970870972,2.3436832427978516,-6.133979320526123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,7.187629699707031,-0.6793113946914673,-0.5928522348403931,2.2415618896484375,1.9028582572937012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.7457201480865479,-2.8134143352508545,-5.0099968910217285,-3.1686301231384277,0.7690362334251404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.366871178150177,-5.646383285522461,5.401641368865967,0.2600477635860443,-4.0039753913879395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1031721830368042,0.14510107040405273,0.8034178614616394,1.2836346626281738,-0.14956627786159515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6739140748977661,0.6894923448562622,0.17073243856430054,0.9105438590049744,1.2050602436065674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8532336354255676,0.19291254878044128,3.2297110557556152,1.6095181703567505,-1.0505787134170532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9477860927581787,-0.8102623224258423,3.363422155380249,1.9488911628723145,-0.8831409811973572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.303391933441162,3.87454891204834,3.591343879699707,2.68780255317688,0.4342416524887085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.16214695572853088,5.80333948135376,-1.0431749820709229,1.1700108051300049,2.1814939975738525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5296000242233276,0.5406875610351562,-5.348135471343994,1.34773588180542,-4.760525226593018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3597500324249268,3.4745118618011475,-3.553004026412964,7.636340141296387,0.1450725644826889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.223452568054199,-1.3437128067016602,5.999237537384033,-0.1061839833855629,-4.658324718475342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0223331451416016,0.6161178350448608,0.09904558956623077,1.0547789335250854,0.2066648006439209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4421488046646118,-0.8317781686782837,-0.12088323384523392,1.579281210899353,-1.6123069524765015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.20016683638095856,1.3531023263931274,-1.707532286643982,2.9227919578552246,-1.159386396408081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0278211832046509,0.5838034749031067,-2.5151376724243164,0.7905560731887817,-2.5618743896484375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.16952237486839294,-0.6361273527145386,-1.3225746154785156,2.860745906829834,3.3715898990631104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7447827458381653,3.8809266090393066,1.4512234926223755,0.008522073738276958,-5.275844097137451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.4364056587219238,-1.2580090761184692,-5.686906814575195,1.83772611618042,-2.124767780303955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.567672252655029,2.817837953567505,3.354727029800415,-1.9490442276000977,3.7559030055999756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2615081071853638,9.228324890136719,-0.3902788460254669,0.8272383213043213,-2.7918717861175537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.943934440612793,1.0503742694854736,0.1005883738398552,0.8437124490737915,0.12485580891370773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3079005777835846,-0.37871429324150085,0.9891775846481323,1.412555456161499,-0.12884071469306946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9915241003036499,0.8892611861228943,-2.318342447280884,1.437615990638733,-2.0963118076324463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8800210356712341,1.7708046436309814,0.04591809958219528,-1.8266222476959229,0.6747455596923828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7478569149971008,-2.798048496246338,1.6773526668548584,-1.3443809747695923,-0.1422509104013443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8277721405029297,2.743406057357788,-0.26535364985466003,-3.602804183959961,-0.16906505823135376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.042722225189209,-0.38931795954704285,-2.5599794387817383,2.698711395263672,2.7137062549591064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.620959997177124,-3.2611167430877686,6.706264019012451,3.273564577102661,-1.1701428890228271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.359370231628418,0.12482549995183945,-0.2922714054584503,0.6765093803405762,4.304854393005371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5361424088478088,0.41595566272735596,1.0488673448562622,1.5450931787490845,-0.6196876168251038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5595418214797974,0.13065162301063538,0.9589866399765015,0.9253782629966736,-2.408400774002075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.020095109939575,-1.0621317625045776,1.4238507747650146,0.6880031228065491,-0.8454292416572571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7020628452301025,2.040038824081421,3.0482733249664307,2.6467368602752686,0.7646040916442871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6974174976348877,2.4186272621154785,0.7965117692947388,1.1343281269073486,-5.388535022735596,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.5814502239227295,0.3381935656070709,2.8594512939453125,-3.542131185531616,-0.7758504748344421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.2257144451141357,1.7669858932495117,-2.226846694946289,2.951852798461914,3.804965019226074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.3844807147979736,-5.371340751647949,2.680001974105835,3.9902119636535645,0.324327290058136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.10791758447885513,-3.9001731872558594,-3.2273216247558594,-4.3215131759643555,3.0503859519958496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2391871064901352,0.8160207271575928,0.10300259292125702,0.7616621851921082,-1.0363191366195679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8006702661514282,0.2683151066303253,-1.1172946691513062,1.0578744411468506,0.24355076253414154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.18627671897411346,-0.554344117641449,-1.1767586469650269,2.4290034770965576,0.6717693209648132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.21115311980247498,0.6534155607223511,1.3456273078918457,4.110283374786377,-3.0076847076416016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.05478572845459,-2.086444854736328,1.1039570569992065,0.7658653259277344,1.8425859212875366,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3867508172988892,-0.9260053038597107,4.971524238586426,4.027204990386963,-2.632910966873169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.392585515975952,-1.0761440992355347,2.627845525741577,-3.170560836791992,-1.8311766386032104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.581750512123108,6.780622482299805,4.540355205535889,-0.32528674602508545,-1.9594404697418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.699027061462402,-3.4603261947631836,1.4007288217544556,1.0582925081253052,0.665411114692688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9493671655654907,0.4226173460483551,0.3383730947971344,0.3250996768474579,-0.7488471865653992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7652509212493896,0.19456659257411957,-0.788142204284668,-0.08350333571434021,-1.4436254501342773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.527042269706726,-0.020535096526145935,3.13736891746521,0.813736081123352,-0.9434555172920227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7965348958969116,1.8964567184448242,-1.6212064027786255,3.911010503768921,1.0799888372421265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.09349744766950607,0.2500157356262207,-2.722782850265503,-1.6532323360443115,-3.183505058288574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.97929310798645,-3.4786505699157715,1.43535578250885,3.271613121032715,-2.6002919673919678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.919222116470337,1.5761868953704834,-0.7831781506538391,1.1421645879745483,4.896772861480713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.939713001251221,6.408005237579346,0.2522056996822357,4.0928215980529785,-0.08697014302015305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.5325822830200195,-3.247206211090088,4.630340576171875,2.3562934398651123,0.6472757458686829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9576447606086731,1.580090045928955,0.21097715198993683,1.8668804168701172,-0.6853190064430237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2436524629592896,1.3917591571807861,1.4217008352279663,2.630237102508545,-1.4477800130844116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8191154599189758,3.11873722076416,0.2474248856306076,0.7491613626480103,-0.9290067553520203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.980563759803772,2.533068895339966,1.7183799743652344,0.7906733751296997,-2.1101503372192383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.932535171508789,-0.876007080078125,2.910273790359497,1.6245790719985962,-0.38203656673431396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.3868024349212646,-0.014455283060669899,0.11769098788499832,-4.372817039489746,0.6466717720031738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.433874130249023,5.243269443511963,2.360840320587158,-0.1823304295539856,-4.1372456550598145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0348424911499023,0.3424549102783203,2.2509498596191406,-5.842850208282471,1.7027920484542847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.5838162899017334,-3.663464069366455,-3.4469752311706543,4.661047458648682,3.9547410011291504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6449368000030518,0.9995617270469666,1.1557178497314453,0.9204983115196228,-0.4889500141143799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.178193211555481,0.0976412296295166,-1.1675320863723755,0.251086950302124,-0.27216222882270813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9460119009017944,0.2507622539997101,2.9297244548797607,0.3533046245574951,-1.3091169595718384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.537008047103882,-0.2512570023536682,2.21813702583313,0.023317553102970123,-2.6060142517089844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.909894347190857,2.02241587638855,2.7684690952301025,3.162156581878662,-4.354374885559082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3721773624420166,1.4244612455368042,-2.863495111465454,3.095562696456909,3.298092842102051,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6207079887390137,-5.257047653198242,2.573101758956909,0.008939316496253014,-3.064530849456787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.214040756225586,-3.7864701747894287,-2.446791648864746,5.046709060668945,-2.344972848892212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
