split,feature_0,feature_1,class_0,class_1,class_2,class_3
test,-0.12837058305740356,0.20154394209384918,1.0,0.0,0.0,0.0
test,-1.3390175104141235,-2.4473564624786377,0.0,1.0,0.0,0.0
test,-1.601611852645874,-3.4538426399230957,0.0,0.0,1.0,0.0
test,-3.3955881595611572,-3.2170581817626953,0.0,0.0,0.0,1.0
test,0.08506845682859421,-1.749687910079956,1.0,0.0,0.0,0.0
test,-0.9950972199440002,-2.6353724002838135,0.0,1.0,0.0,0.0
test,-1.6833518743515015,1.8196523189544678,0.0,0.0,1.0,0.0
test,-3.9202170372009277,-2.295393705368042,0.0,0.0,0.0,1.0
test,-0.6344674229621887,0.11159373819828033,1.0,0.0,0.0,0.0
test,1.7328169345855713,-1.2602168321609497,0.0,1.0,0.0,0.0
test,-2.393859624862671,-2.8542540073394775,0.0,0.0,1.0,0.0
test,2.386301279067993,2.245999813079834,0.0,0.0,0.0,1.0
test,-0.5561940670013428,-1.7339380979537964,1.0,0.0,0.0,0.0
test,-2.1919076442718506,-1.0798474550247192,0.0,1.0,0.0,0.0
test,-0.8082234263420105,-3.735145330429077,0.0,0.0,1.0,0.0
test,0.6460275053977966,3.1118953227996826,0.0,0.0,0.0,1.0
test,-0.6029608845710754,0.12561024725437164,1.0,0.0,0.0,0.0
test,0.6177101731300354,1.0247079133987427,0.0,1.0,0.0,0.0
test,-3.1506567001342773,-1.3999885320663452,0.0,0.0,1.0,0.0
test,-3.715761423110962,1.13530695438385,0.0,0.0,0.0,1.0
test,0.3460884690284729,-1.624502420425415,1.0,0.0,0.0,0.0
test,-0.18116126954555511,-2.794684648513794,0.0,1.0,0.0,0.0
test,-1.493335485458374,1.917814016342163,0.0,0.0,1.0,0.0
test,2.0501012802124023,-4.0936408042907715,0.0,0.0,0.0,1.0
test,-0.12945406138896942,0.20163461565971375,1.0,0.0,0.0,0.0
test,0.12812799215316772,-2.765740394592285,0.0,1.0,0.0,0.0
test,-2.9571211338043213,0.4158545136451721,0.0,0.0,1.0,0.0
test,-4.009842872619629,0.46154308319091797,0.0,0.0,0.0,1.0
test,0.7535828351974487,-0.5359721779823303,1.0,0.0,0.0,0.0
test,0.9265428185462952,0.849159836769104,0.0,1.0,0.0,0.0
test,-2.5635273456573486,-2.658193349838257,0.0,0.0,1.0,0.0
test,3.5243349075317383,-2.2223410606384277,0.0,0.0,0.0,1.0
test,0.5909135341644287,-0.19924482703208923,1.0,0.0,0.0,0.0
test,1.787615180015564,-0.7772414088249207,0.0,1.0,0.0,0.0
test,-2.946652889251709,0.4393135607242584,0.0,0.0,1.0,0.0
test,-4.196134567260742,-1.1542515754699707,0.0,0.0,0.0,1.0
test,0.7797969579696655,-0.9203489422798157,1.0,0.0,0.0,0.0
test,1.1135650873184204,0.7024252414703369,0.0,1.0,0.0,0.0
test,2.0977895259857178,1.1190884113311768,0.0,0.0,1.0,0.0
test,3.1026690006256104,1.44358491897583,0.0,0.0,0.0,1.0
test,-0.6652557849884033,-1.686463475227356,1.0,0.0,0.0,0.0
test,-1.9539786577224731,-1.7780743837356567,0.0,1.0,0.0,0.0
test,1.995147943496704,1.2366102933883667,0.0,0.0,1.0,0.0
test,-3.7251594066619873,-2.7080044746398926,0.0,0.0,0.0,1.0
test,0.4012005031108856,-1.5846164226531982,1.0,0.0,0.0,0.0
test,-1.545607089996338,-2.2856686115264893,0.0,1.0,0.0,0.0
test,2.5578293800354004,-1.9465982913970947,0.0,0.0,1.0,0.0
test,3.228583335876465,-2.8346028327941895,0.0,0.0,0.0,1.0
test,-1.0415241718292236,-1.3538531064987183,1.0,0.0,0.0,0.0
test,-0.5437038540840149,-2.767280101776123,0.0,1.0,0.0,0.0
test,-2.4527626037597656,1.2001559734344482,0.0,0.0,1.0,0.0
test,-0.3387950658798218,-4.792926788330078,0.0,0.0,0.0,1.0
test,0.6825934052467346,-1.2411940097808838,1.0,0.0,0.0,0.0
test,-2.168274164199829,-1.2122892141342163,0.0,1.0,0.0,0.0
test,-2.0995213985443115,-3.126969337463379,0.0,0.0,1.0,0.0
test,1.0831882953643799,-4.579328536987305,0.0,0.0,0.0,1.0
test,0.13776926696300507,-1.731648564338684,1.0,0.0,0.0,0.0
test,0.0945446640253067,-2.771247625350952,0.0,1.0,0.0,0.0
test,-3.2035746574401855,-0.5662024021148682,0.0,0.0,1.0,0.0
test,-2.2838075160980225,-4.216752052307129,0.0,0.0,0.0,1.0
origin,-0.21230656316473878,-0.7949272076752911,,,,
