split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
test,0.6068354845046997,1.5492106676101685,-0.3270045816898346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.7927448749542236,3.2636351585388184,-0.23276858031749725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.925885796546936,-0.031631115823984146,-1.095561146736145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.07772015035152435,-2.8259150981903076,1.3044787645339966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.1272735595703125,2.5630478858947754,-2.898972511291504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.425034999847412,1.245177984237671,-4.142630100250244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8608559370040894,-5.044675827026367,-1.9855011701583862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5490093231201172,-3.7906298637390137,6.83561897277832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.7826426029205322,-4.671983242034912,6.0767998695373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.913788914680481,2.5457727909088135,0.7828871607780457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.09184601157903671,0.6165586113929749,-0.3262651860713959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5237658619880676,2.663848400115967,-2.37627911567688,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.27962860465049744,5.6541056632995605,0.474929541349411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.1698408126831055,4.590827941894531,3.4696953296661377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.67263126373291,-1.5221996307373047,2.4503912925720215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7572854161262512,-4.743422985076904,-0.3165670335292816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.211258888244629,3.488804340362549,-5.234705448150635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0696160793304443,-5.103785037994385,-3.1894710063934326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.751947402954102,1.2033007144927979,-0.2985195219516754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4860997200012207,2.172708511352539,1.3818600177764893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.8089070320129395,1.4434529542922974,1.5265179872512817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.727911114692688,4.29652738571167,-1.3349117040634155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.597714424133301,-0.13708311319351196,-1.9776815176010132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-5.924567222595215,3.549900531768799,0.4215453863143921,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.320434093475342,-1.0843505859375,1.2238762378692627,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.636293411254883,6.968003273010254,3.4571759700775146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1194614171981812,-0.47100645303726196,-6.814942359924316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.45235276222229,-3.7536799907684326,-4.746298789978027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.383381366729736,-2.7600936889648438,-5.43576717376709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5537684559822083,1.5793416500091553,-0.2262389063835144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1376309394836426,0.6818064451217651,1.6955218315124512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9898959398269653,-0.7328848242759705,-0.6607734560966492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9467583894729614,0.3618957996368408,2.3714795112609863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-5.627174377441406,1.4248789548873901,2.708688497543335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.988256454467773,3.475083112716675,0.6540789008140564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.312031269073486,3.013514280319214,-5.717123031616211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.79159688949585,-3.569293260574341,5.011219024658203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-9.386335372924805,1.0300558805465698,-3.155879497528076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7912793159484863,-5.163293838500977,7.3158745765686035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.846520185470581,2.4454352855682373,-0.1025785505771637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7131423950195312,0.6376146674156189,0.5269176959991455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1182949542999268,0.18613770604133606,1.2311583757400513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.7764673233032227,-0.8287606835365295,1.7542942762374878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5295850038528442,4.3450469970703125,3.8882339000701904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8954679369926453,-0.4253958463668823,5.56162691116333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.789409160614014,-0.867836058139801,3.589730739593506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.0983517169952393,6.945778846740723,-4.069451332092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.2385783195495605,6.962525367736816,-5.045228481292725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.622098922729492,7.53764009475708,7.455217361450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2062641382217407,1.5708731412887573,-0.4753507673740387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7250714898109436,0.08643287420272827,1.0594477653503418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9182523488998413,-0.27809110283851624,2.346914291381836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.068962574005127,-0.6439527869224548,-0.5814486145973206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1512889862060547,2.86279559135437,-1.8395477533340454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.880554676055908,5.709453105926514,-2.3994028568267822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4753739833831787,-0.8975841999053955,5.7020583152771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.481761455535889,8.910333633422852,-1.6715784072875977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.329945087432861,6.841961860656738,-3.335775136947632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.289605140686035,0.7850084900856018,-2.5044922828674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3124275207519531,2.14935040473938,0.032580919563770294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7099807262420654,1.342064619064331,0.2874787151813507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.907614827156067,4.469943046569824,-0.9803248643875122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3868635892868042,4.936819553375244,-0.12278815358877182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.2111260890960693,0.300270140171051,2.168891668319702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.9117355346679688,4.430901050567627,5.634246349334717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.8591389656066895,-2.4996347427368164,3.2051610946655273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.489597201347351,0.9908953309059143,-7.482637882232666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.196953773498535,4.256862640380859,-1.8294717073440552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.726580619812012,-3.8077282905578613,-5.5771050453186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5794411897659302,2.827352285385132,0.6884313821792603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.31752389669418335,1.9040135145187378,-1.3421865701675415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8013994693756104,0.8085772395133972,3.1689703464508057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.26092612743377686,1.7929378747940063,-3.267914295196533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8867327570915222,-1.3598525524139404,4.204316139221191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.257819175720215,7.425343036651611,-0.8054314255714417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.870434522628784,5.6298675537109375,4.796289920806885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.649878978729248,4.760091304779053,6.468565464019775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7229670286178589,6.9497599601745605,7.91048526763916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.560323476791382,-1.0352007150650024,-7.825821876525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.47242480516433716,2.225644588470459,1.0857921838760376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.40969106554985046,2.662349224090576,1.4063571691513062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9400984048843384,-0.5098409652709961,2.176115036010742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8247348070144653,-1.1017552614212036,-2.1214747428894043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.936626434326172,4.678528785705566,-0.1935286670923233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5475223064422607,1.5208600759506226,-5.519253730773926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.099334716796875,-2.627113103866577,-3.9869163036346436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.662088871002197,5.502932071685791,6.7195210456848145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.2151737213134766,10.694414138793945,0.8821064829826355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.272854804992676,5.820455074310303,4.094295501708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0113484859466553,2.1399638652801514,-0.5059097409248352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6916940212249756,1.947062373161316,2.3926174640655518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6377286911010742,1.9218430519104004,1.4502203464508057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1619871854782104,1.108170747756958,-3.4575862884521484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.36400026082992554,2.8671813011169434,5.115068435668945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.956902503967285,1.1214797496795654,3.425776243209839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1458847522735596,3.503664255142212,7.27771520614624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.128501892089844,-1.852283000946045,3.570305824279785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.1248459815979004,-0.9577926993370056,-6.891942024230957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0315334796905518,-0.9784195423126221,9.46238899230957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9766183495521545,1.7326282262802124,-0.49927374720573425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.409926414489746,3.2449612617492676,-0.4397563636302948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1674463748931885,2.824596881866455,-1.16840398311615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.633054494857788,-0.20112472772598267,-1.8853788375854492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6465425491333008,5.485805511474609,-1.6250561475753784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.65158748626709,2.836854934692383,-1.8650506734848022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.471424579620361,7.4750142097473145,0.44154149293899536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.358459949493408,3.5520474910736084,-1.6334534883499146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.1942002922296524,-6.967294216156006,-0.4116894006729126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9556810855865479,11.3093843460083,-3.0174450874328613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.20841743052005768,1.813217282295227,0.32778555154800415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.997199535369873,3.765526056289673,0.41343453526496887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8525166511535645,4.492592811584473,-1.0747299194335938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.585286855697632,1.6926791667938232,-0.835719883441925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.778264284133911,0.46913155913352966,-4.053769588470459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8220265507698059,7.882060527801514,1.159289002418518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3701093196868896,-3.9774885177612305,-2.2781286239624023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-8.32756519317627,-1.6073486804962158,1.194352388381958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.232823848724365,5.943257808685303,-2.6738851070404053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.57274866104126,0.9107961058616638,8.822861671447754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3432405889034271,2.0423848628997803,-0.060737770050764084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.8530497550964355,1.8383989334106445,1.5666875839233398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.333426833152771,0.40235260128974915,-0.06360752135515213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2098991870880127,3.405369997024536,-3.122241973876953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2639650106430054,6.119717597961426,3.1913833618164062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2509326934814453,0.09306664764881134,-4.099192142486572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.010450839996338,4.959643363952637,6.501325607299805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.240782260894775,6.926252841949463,4.144229888916016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.591109752655029,5.901885509490967,7.232144355773926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.126632213592529,8.652071952819824,-4.7002058029174805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7726634740829468,1.8580336570739746,1.2668932676315308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8883708119392395,3.1233742237091064,-1.1236765384674072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.522479772567749,1.2232561111450195,2.2067577838897705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5329201221466064,1.5780384540557861,-3.5135767459869385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.331024169921875,0.383720725774765,3.6460800170898438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.922072410583496,-2.972429037094116,-2.531831979751587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.1563119888305664,-2.127305269241333,-4.895914554595947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.805021047592163,2.6564736366271973,7.982867240905762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.734934091567993,9.534146308898926,-3.6415812969207764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.914815902709961,1.49821138381958,6.293535232543945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1090821027755737,2.9033517837524414,0.6909645199775696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5327436327934265,2.9590964317321777,2.0419938564300537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2459557056427002,0.4428160786628723,3.057955503463745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.039069652557373,5.833890914916992,0.7423282861709595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2985262870788574,1.6184823513031006,-3.8677170276641846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.395680904388428,-1.0305191278457642,0.8227700591087341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.758703231811523,3.0067646503448486,3.981867551803589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.925121307373047,3.2135603427886963,-5.866204738616943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.143019437789917,10.460258483886719,-1.66908860206604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.6417455673217773,10.563709259033203,-4.386099338531494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9470638036727905,2.2445130348205566,-0.12294884771108627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.068721294403076,1.7483912706375122,1.1234681606292725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.342843770980835,0.6184231638908386,-0.459433376789093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.777888774871826,2.873866558074951,-1.0489827394485474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4226930141448975,3.5626163482666016,-0.5683749914169312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8718644380569458,7.552968502044678,0.036645546555519104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1367926597595215,1.842242956161499,5.955649375915527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1258015632629395,8.627738952636719,3.318527936935425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.463001251220703,-2.690993070602417,3.0525989532470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.882569313049316,-4.377777576446533,1.4632396697998047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7121472954750061,1.8134558200836182,1.3244318962097168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4247003197669983,0.11640210449695587,0.7768873572349548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.780031204223633,3.3747401237487793,0.9382427930831909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7407541871070862,-2.027144432067871,0.7680231928825378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9588513374328613,2.3692126274108887,-2.2965927124023438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.2442433834075928,0.9011583924293518,6.365951061248779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.349076986312866,-3.447916030883789,4.778787612915039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.035069942474365,-0.5029391646385193,-3.9340555667877197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.633065700531006,2.315652847290039,2.1767845153808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.7171205282211304,4.596043109893799,9.645676612854004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.48635876178741455,1.3666112422943115,0.8779147267341614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.19810493290424347,3.5488243103027344,-0.18151319026947021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.121441602706909,-0.014470521360635757,2.5384740829467773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4090704917907715,-1.7536290884017944,-0.5004420280456543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.13539457321167,-0.15753962099552155,-0.9185808897018433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.625478506088257,-1.6271709203720093,0.7666492462158203,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.437147378921509,-4.534898281097412,-1.908847689628601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7121055126190186,9.171575546264648,-1.3312126398086548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.2627934217453003,6.561806678771973,-7.207489967346191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.016720771789551,2.2654385566711426,8.287527084350586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3346898555755615,1.4332122802734375,0.34589868783950806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5689270496368408,3.8982293605804443,0.5195338129997253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.437380313873291,2.079334259033203,-2.4438633918762207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.1800224781036377,5.04298210144043,-1.0902808904647827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8364311456680298,3.915865898132324,5.001417636871338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6464853286743164,-3.365516185760498,2.862416982650757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-7.266976356506348,1.7856022119522095,3.93161678314209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.3985748291015625,1.9618250131607056,2.9802377223968506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.323087215423584,6.117041110992432,5.04449987411499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.7640066146850586,1.3951610326766968,-9.192760467529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.081304907798767,2.7030484676361084,-0.17468668520450592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1120271682739258,0.01913398504257202,1.0243000984191895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6705595850944519,4.870949745178223,0.12815506756305695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9214280843734741,3.2740931510925293,-1.6675583124160767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.573643684387207,0.6418547034263611,5.084168910980225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.1491966247558594,5.6401262283325195,-2.876314401626587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.966474533081055,4.192124366760254,-4.139312744140625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.3678178787231445,0.8046415448188782,6.450928688049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.920435905456543,7.695186138153076,2.055013418197632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.359002590179443,-4.664726734161377,4.132803440093994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.4377670884132385,2.3373444080352783,-0.06198064237833023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7741589546203613,0.7554027438163757,0.783818244934082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
