split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2,class_3,class_4,class_5
test,-1.938791275024414,-3.256572961807251,-2.0561203956604004,3.5163304805755615,-0.7454333305358887,-2.614536762237549,-1.5568262338638306,2.2507059574127197,0.0,0.0,0.0,0.0,0.0,1.0
test,1.178157091140747,-0.5972134470939636,0.35549259185791016,2.3686718940734863,0.7207820415496826,-1.476793885231018,-1.6904940605163574,-0.008293147198855877,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5203850865364075,-2.260206937789917,0.13903790712356567,2.4536595344543457,0.45727261900901794,-0.8727816939353943,-2.3367772102355957,-1.020944595336914,0.0,1.0,0.0,0.0,0.0,0.0
test,2.5014052391052246,0.2860858142375946,-1.5608426332473755,3.7769789695739746,0.09370783716440201,-2.805051803588867,-1.5674827098846436,-0.4745410978794098,0.0,0.0,1.0,0.0,0.0,0.0
test,2.625875473022461,0.24853835999965668,-0.8772632479667664,2.5788798332214355,-2.070219039916992,-0.20092101395130157,0.061654411256313324,-2.0171096324920654,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.2865873575210571,-1.3406916856765747,0.9548819065093994,1.7040913105010986,0.6576913595199585,-2.5590896606445312,0.7751374840736389,-3.6111066341400146,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6770752668380737,0.04846302047371864,0.24731051921844482,3.504880666732788,0.9884706735610962,-6.188357353210449,-3.612692356109619,1.4133318662643433,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8523181080818176,-0.22630295157432556,-0.33231818675994873,2.782862424850464,0.6905999779701233,-1.449196457862854,-1.704281210899353,-1.3629251718521118,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5511366128921509,-1.023979663848877,-0.23508372902870178,2.217728853225708,0.9004342555999756,0.47258657217025757,-1.723497986793518,-1.7768964767456055,0.0,1.0,0.0,0.0,0.0,0.0
test,2.128606081008911,-0.07187461107969284,1.681693196296692,1.6403831243515015,1.1342357397079468,0.4462272822856903,-2.7654006481170654,-1.00763738155365,0.0,0.0,1.0,0.0,0.0,0.0
test,1.0065618753433228,1.5623897314071655,2.78173565864563,3.44858717918396,-0.33353716135025024,-1.7790663242340088,-1.3041300773620605,-0.5782141089439392,0.0,0.0,0.0,1.0,0.0,0.0
test,4.43164587020874,0.33530279994010925,-0.7531152367591858,3.003917694091797,3.445704460144043,-1.4276152849197388,-2.981295347213745,1.3465665578842163,0.0,0.0,0.0,0.0,1.0,0.0
test,3.3503804206848145,-1.1056008338928223,3.3354239463806152,1.5513421297073364,-1.3888970613479614,-4.358992099761963,-1.1042591333389282,-2.9319119453430176,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6900683641433716,-1.1283661127090454,0.08417461812496185,3.0390310287475586,0.4007522463798523,-0.7745264768600464,-1.3688311576843262,-0.9516311287879944,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1490583419799805,-1.3881386518478394,-0.5570219159126282,3.264052152633667,1.074428677558899,-1.6916148662567139,-1.7546963691711426,-2.2968337535858154,0.0,1.0,0.0,0.0,0.0,0.0
test,0.02091977745294571,-2.7370588779449463,-0.7550836801528931,3.613617181777954,0.5174161195755005,-2.0803966522216797,-1.046189785003662,-0.8872129917144775,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6618258953094482,-2.0295560359954834,0.032845787703990936,2.6703152656555176,-0.4340475797653198,1.9832450151443481,-1.3803510665893555,-2.422224998474121,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4973334074020386,-2.0101161003112793,-1.327996015548706,3.2364068031311035,5.113877296447754,-0.05282863602042198,-1.5058810710906982,-0.2734028398990631,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5286871194839478,-0.7832396626472473,3.5141429901123047,1.9596445560455322,0.7877040505409241,-0.563491940498352,-4.1293182373046875,3.1974196434020996,0.0,0.0,0.0,0.0,0.0,1.0
test,0.797874927520752,-0.5034365057945251,0.20494608581066132,2.823488235473633,0.2561427056789398,-1.1421661376953125,-1.7314691543579102,-1.2703112363815308,1.0,0.0,0.0,0.0,0.0,0.0
test,2.3083176612854004,-0.9773457646369934,-0.6735639572143555,4.0409464836120605,0.18440283834934235,-1.2328457832336426,-1.4069362878799438,-0.9320113658905029,0.0,1.0,0.0,0.0,0.0,0.0
test,3.21346116065979,0.43179935216903687,-0.9743998050689697,1.3593800067901611,-0.4717981517314911,-1.8284245729446411,-0.984175980091095,-0.34783193469047546,0.0,0.0,1.0,0.0,0.0,0.0
test,3.736039161682129,0.10822196304798126,0.23491351306438446,2.4008896350860596,2.61808180809021,-1.095258116722107,-2.061875104904175,-3.2234315872192383,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.139893040060997,-4.159536361694336,-0.16754411160945892,2.5119030475616455,-0.7841391563415527,0.032004691660404205,-4.269482135772705,-0.7273779511451721,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.1166306734085083,2.867811918258667,-2.443835496902466,2.318596601486206,1.9058302640914917,-1.0321190357208252,2.094630718231201,-1.221366047859192,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1403337717056274,-0.3267907202243805,-0.5100198984146118,1.869317889213562,0.4864966571331024,-1.1330078840255737,-2.1263489723205566,-0.8953051567077637,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.15752483904361725,-0.782317578792572,-0.32940754294395447,1.4529964923858643,0.5429338812828064,-1.4764540195465088,-2.257847785949707,-0.9269057512283325,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4988599419593811,-1.4455260038375854,1.3900147676467896,2.157755136489868,1.301356315612793,0.3768537640571594,-2.950638771057129,-1.6664326190948486,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6776497960090637,-0.6365225315093994,-2.909496545791626,1.9576289653778076,-1.0049335956573486,-0.8805948495864868,-2.6758270263671875,1.0312378406524658,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.06122707948088646,-3.3686811923980713,1.6769295930862427,5.170376300811768,0.06700076162815094,-0.1431652456521988,-2.4717493057250977,-2.566196918487549,0.0,0.0,0.0,0.0,1.0,0.0
test,2.7099952697753906,1.5130079984664917,-0.8133285045623779,-2.1595776081085205,2.0055758953094482,0.4502222537994385,-3.3399930000305176,-1.114810824394226,0.0,0.0,0.0,0.0,0.0,1.0
test,1.403873324394226,0.04485413432121277,0.08154943585395813,2.176201581954956,0.9647572636604309,-1.4045319557189941,-1.409631371498108,-1.2139416933059692,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1043719053268433,-1.002365231513977,1.6982746124267578,2.8499317169189453,0.8393843173980713,-1.4493955373764038,-1.3127586841583252,-0.35583555698394775,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4809389114379883,0.22764529287815094,0.40030282735824585,2.8741273880004883,1.874286413192749,-1.6408047676086426,-0.8141756057739258,-3.1413211822509766,0.0,0.0,1.0,0.0,0.0,0.0
test,2.5789647102355957,0.8000768423080444,1.3612511157989502,4.139516830444336,3.119748592376709,-2.2723231315612793,-1.7530040740966797,-0.14261405169963837,0.0,0.0,0.0,1.0,0.0,0.0
test,4.38300895690918,-3.070833206176758,-0.7620202898979187,2.3958394527435303,-2.2557780742645264,-0.424454003572464,-1.1034377813339233,-1.318180799484253,0.0,0.0,0.0,0.0,1.0,0.0
test,1.434800386428833,0.07442453503608704,1.7333688735961914,0.8449479937553406,4.20408296585083,-4.028477191925049,-4.62955379486084,-1.094538927078247,0.0,0.0,0.0,0.0,0.0,1.0
test,1.211003065109253,-0.19509461522102356,0.34762129187583923,2.6934573650360107,1.1239848136901855,-1.2786980867385864,-1.7044637203216553,-0.26520678400993347,1.0,0.0,0.0,0.0,0.0,0.0
test,2.3283004760742188,-1.343873143196106,0.19550737738609314,2.6712486743927,0.48706164956092834,-1.024466872215271,-1.8713382482528687,-2.360053539276123,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3292081356048584,1.6214559078216553,-0.37796470522880554,2.0480425357818604,-1.0210005044937134,-1.1929376125335693,-2.3857412338256836,-0.8448430299758911,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9922146201133728,-0.2271096259355545,-1.2258158922195435,0.26276588439941406,-1.2365353107452393,-0.31500715017318726,-3.7069668769836426,0.06213618069887161,0.0,0.0,0.0,1.0,0.0,0.0
test,4.095633029937744,-3.495457887649536,-1.2311663627624512,0.5943781137466431,0.22357361018657684,-0.6042315363883972,-1.3706392049789429,1.245202660560608,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3260413110256195,0.026459412649273872,-2.214817523956299,0.4557735025882721,0.5244236588478088,3.0534842014312744,0.6204095482826233,-2.419210195541382,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8000091314315796,-0.34019148349761963,0.09030687808990479,2.3844380378723145,1.440263032913208,-1.2486897706985474,-1.8073431253433228,-1.0834875106811523,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7368384003639221,0.29586946964263916,-0.6647069454193115,2.9406988620758057,0.2559489905834198,-1.1930351257324219,-2.9665157794952393,-1.2751637697219849,0.0,1.0,0.0,0.0,0.0,0.0
test,2.6784636974334717,0.44963476061820984,-1.2570619583129883,1.3558905124664307,-0.6871220469474792,-1.4295493364334106,-0.43743896484375,-0.9850221276283264,0.0,0.0,1.0,0.0,0.0,0.0
test,3.041970729827881,-1.7627750635147095,-0.3819054961204529,0.7527784705162048,1.2673815488815308,0.354520320892334,-1.322231411933899,1.6749992370605469,0.0,0.0,0.0,1.0,0.0,0.0
test,2.9018592834472656,-2.513362169265747,0.9910736083984375,1.546836256980896,-0.23994684219360352,-0.5810479521751404,-5.648869514465332,-0.6579269170761108,0.0,0.0,0.0,0.0,1.0,0.0
test,1.9880207777023315,-0.6079386472702026,1.1992897987365723,0.3467230796813965,0.2950398325920105,-2.081791400909424,-5.648163795471191,-4.329544544219971,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6780462265014648,-0.32296887040138245,-0.19801342487335205,2.039438009262085,0.14524373412132263,-1.3828272819519043,-1.250705599784851,-0.5153923630714417,1.0,0.0,0.0,0.0,0.0,0.0
test,1.782769799232483,-1.4386757612228394,-0.4318962097167969,2.712019681930542,1.0042848587036133,0.3418528437614441,-2.40144944190979,-1.1218690872192383,0.0,1.0,0.0,0.0,0.0,0.0
test,2.821847438812256,1.0866066217422485,-0.6169846057891846,3.9750776290893555,0.15167345106601715,-0.4398448169231415,-1.680843472480774,-1.5305856466293335,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.4893750846385956,1.0310250520706177,1.7875759601593018,1.0588489770889282,-0.602586567401886,-2.296099901199341,-2.1901469230651855,-1.666360855102539,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9322336912155151,0.5094321370124817,-2.5321996212005615,1.6114916801452637,-2.52485728263855,-2.669069528579712,-2.8787291049957275,0.822595477104187,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5014625787734985,-0.684722363948822,0.338168740272522,1.2341467142105103,3.7809793949127197,-2.062654733657837,-1.2248650789260864,-5.294863224029541,0.0,0.0,0.0,0.0,0.0,1.0
test,2.022595167160034,-0.22849027812480927,-0.43382400274276733,2.694479465484619,0.73794025182724,-1.189010500907898,-1.9718961715698242,-1.190634846687317,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4806451797485352,-1.5661485195159912,0.039194367825984955,2.029824733734131,1.9401425123214722,-0.42879781126976013,-2.470921754837036,-0.41502559185028076,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5258134603500366,-0.44332993030548096,-1.4638642072677612,0.1479484587907791,0.5342630743980408,-2.2442386150360107,-1.0617164373397827,-0.44935378432273865,0.0,0.0,1.0,0.0,0.0,0.0
test,3.443425178527832,-2.7054481506347656,-0.6089191436767578,1.2371649742126465,0.415321946144104,-1.845863938331604,-3.903062582015991,-1.3147801160812378,0.0,0.0,0.0,1.0,0.0,0.0
test,0.6695091724395752,-1.7159415483474731,-1.2692537307739258,5.362860202789307,1.0029802322387695,-1.3628928661346436,-4.168074131011963,1.9088261127471924,0.0,0.0,0.0,0.0,1.0,0.0
test,3.8426218032836914,-4.965794086456299,0.7132040858268738,5.555063724517822,-0.3054695427417755,-0.7273908853530884,-1.151811957359314,-0.7452351450920105,0.0,0.0,0.0,0.0,0.0,1.0
test,1.9593425989151,-0.6025840640068054,-0.2617073953151703,2.247257709503174,1.3849660158157349,-1.4115657806396484,-1.6906615495681763,-1.0346474647521973,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9171460270881653,-0.14827664196491241,-1.0790773630142212,1.7394105195999146,0.19128966331481934,-1.2483696937561035,-2.3640177249908447,-1.9223295450210571,0.0,1.0,0.0,0.0,0.0,0.0
test,3.3840816020965576,0.6078245639801025,-1.140990972518921,1.8392970561981201,0.002345855114981532,-0.37070655822753906,-1.2596575021743774,-0.041876062750816345,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3217382431030273,0.3279905617237091,2.3938710689544678,3.1887640953063965,-0.4992506504058838,-0.16229231655597687,-3.15594482421875,0.8176126480102539,0.0,0.0,0.0,1.0,0.0,0.0
test,0.01979866996407509,0.05684802681207657,0.7966818809509277,-0.39225664734840393,1.789120078086853,0.04846416413784027,0.2868126630783081,-3.441929340362549,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9668662548065186,-1.8469005823135376,0.43686968088150024,5.431792736053467,1.3392829895019531,-0.33713817596435547,-3.138887882232666,1.0306652784347534,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3072750568389893,-0.7360496520996094,-0.6089965105056763,2.5373637676239014,0.11822514235973358,-1.3653408288955688,-1.0441380739212036,-0.7123514413833618,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2952274084091187,-1.937458872795105,0.40685027837753296,2.3852460384368896,1.771131992340088,-1.9630345106124878,-2.0242507457733154,-1.2661759853363037,0.0,1.0,0.0,0.0,0.0,0.0
test,0.5782903432846069,-0.33756521344184875,-1.7522963285446167,2.323641538619995,0.7799761891365051,-1.7733182907104492,-3.2166244983673096,-2.4564359188079834,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.49984124302864075,-1.2271593809127808,1.2947450876235962,2.750877857208252,1.6970138549804688,1.3714120388031006,-2.4266622066497803,0.5805766582489014,0.0,0.0,0.0,1.0,0.0,0.0
test,0.27451279759407043,-2.0154552459716797,1.0562009811401367,3.0814709663391113,-0.099224753677845,-1.2653051614761353,-2.713094711303711,-5.1057586669921875,0.0,0.0,0.0,0.0,1.0,0.0
test,2.601433038711548,0.672487735748291,0.928739607334137,-0.5220578908920288,0.7578567862510681,2.1130032539367676,-2.0274932384490967,-4.195876598358154,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3486196994781494,-0.32957473397254944,-0.023212578147649765,1.7826757431030273,0.7355120182037354,-1.5272157192230225,-1.4723554849624634,-0.3316541016101837,1.0,0.0,0.0,0.0,0.0,0.0
test,2.0700037479400635,-1.4221782684326172,-1.728870153427124,2.1322476863861084,0.8125088214874268,-1.0416874885559082,-1.5688796043395996,-0.37743744254112244,0.0,1.0,0.0,0.0,0.0,0.0
test,2.8010590076446533,-0.23080343008041382,0.3913109004497528,2.263096570968628,0.7603416442871094,-1.8207701444625854,-3.104858636856079,1.1939020156860352,0.0,0.0,1.0,0.0,0.0,0.0
test,3.526820182800293,-1.3851735591888428,1.3185135126113892,2.391936779022217,-1.0010905265808105,-2.5993547439575195,-0.9057049751281738,-2.6613619327545166,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4904615879058838,-2.441138744354248,0.10552515834569931,-0.37532129883766174,0.3398275673389435,1.0722864866256714,-2.171644449234009,-3.649662971496582,0.0,0.0,0.0,0.0,1.0,0.0
test,1.3892526626586914,1.1973347663879395,-3.055605173110962,5.168914318084717,0.3051302134990692,-3.133974075317383,-3.678241729736328,2.1345603466033936,0.0,0.0,0.0,0.0,0.0,1.0
test,0.624880850315094,-0.6723850965499878,0.16953887045383453,1.954516053199768,0.7780657410621643,-1.1964318752288818,-1.8698840141296387,-0.833073079586029,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3100569546222687,-1.2230178117752075,-0.6270638108253479,2.427593946456909,0.8127598166465759,-0.15271948277950287,-2.7389814853668213,-0.7532230019569397,0.0,1.0,0.0,0.0,0.0,0.0
test,1.671110987663269,-0.1117074117064476,-1.410525918006897,3.5757877826690674,-0.4039296805858612,-2.6852288246154785,-2.1113200187683105,-2.2526915073394775,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.1356745809316635,0.7573791742324829,-1.9037731885910034,4.028278827667236,1.5342158079147339,0.6120610237121582,-1.0336484909057617,-2.1133298873901367,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5000100135803223,0.02064211294054985,-1.4054896831512451,2.4338977336883545,0.028166109696030617,2.0303425788879395,-0.057942356914281845,2.0652992725372314,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.267301082611084,-0.10316294431686401,2.7686522006988525,3.020669937133789,2.727717876434326,-2.031963586807251,-1.7603942155838013,-1.5636534690856934,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6544016599655151,-0.929097592830658,-0.2789413034915924,2.3589415550231934,0.044425323605537415,-1.1205476522445679,-1.7118892669677734,-1.4301491975784302,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0886958837509155,0.3721678555011749,0.20458678901195526,1.2702938318252563,0.3431951403617859,-2.0600132942199707,-1.2995564937591553,-0.3268830478191376,0.0,1.0,0.0,0.0,0.0,0.0
test,3.0681300163269043,-1.4361332654953003,0.17121244966983795,3.53136944770813,-0.058784060180187225,0.6248572468757629,-0.9988604187965393,-1.1738425493240356,0.0,0.0,1.0,0.0,0.0,0.0
test,1.363569736480713,0.5895041227340698,0.37840670347213745,0.5780020356178284,-1.5552068948745728,-0.22830453515052795,-0.5133505463600159,-2.6034228801727295,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5352234840393066,-0.9474310874938965,-1.342297911643982,0.35655084252357483,3.170840263366699,0.07257220894098282,-0.17018356919288635,-0.19460605084896088,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4214573800563812,-0.5545017719268799,-0.7768188714981079,0.46212971210479736,0.3680460751056671,3.482386827468872,0.792625904083252,-1.2856286764144897,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1768488883972168,-0.5401705503463745,-0.02816450409591198,2.462635040283203,-0.008601660840213299,-0.6118637323379517,-1.9281299114227295,-0.6251271367073059,1.0,0.0,0.0,0.0,0.0,0.0
test,0.28702759742736816,-1.5509178638458252,0.1647661328315735,2.979671001434326,-0.036450762301683426,-1.3344225883483887,-2.1696078777313232,0.1392366588115692,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3148424625396729,0.47533491253852844,-0.045472681522369385,3.2397422790527344,-0.9346312284469604,0.6537555456161499,-2.121323347091675,0.1167876124382019,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7093913555145264,0.7029294371604919,0.6416711211204529,4.679378509521484,2.7229278087615967,-1.0231133699417114,0.14435964822769165,-1.7498586177825928,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7958321571350098,0.22897444665431976,-0.041005685925483704,1.0830919742584229,0.2346540093421936,1.4923591613769531,-4.818665027618408,-0.6444727778434753,0.0,0.0,0.0,0.0,1.0,0.0
test,3.937286138534546,-3.797785758972168,1.2129257917404175,0.008545328862965107,0.1784624457359314,-0.6429728269577026,-4.59870719909668,-2.4131646156311035,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5882766246795654,-0.8961420059204102,0.34355810284614563,2.6451680660247803,0.008231579326093197,-1.2350242137908936,-1.2258273363113403,-0.9667254090309143,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8259979486465454,-1.6302518844604492,-0.8497790098190308,3.8545777797698975,0.6241075396537781,-0.8937670588493347,-1.2014232873916626,-0.3744487762451172,0.0,1.0,0.0,0.0,0.0,0.0
test,3.191089391708374,0.581400990486145,1.2836052179336548,3.132535934448242,-0.09430201351642609,-1.7598234415054321,-2.550741672515869,-0.5455581545829773,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5698114037513733,-2.3992607593536377,-1.4417214393615723,0.8353508114814758,-1.1189149618148804,-1.3425887823104858,-1.21652090549469,-1.8982216119766235,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2020225524902344,-1.9493147134780884,1.689787745475769,2.8643438816070557,3.482311964035034,0.6967840790748596,-1.7551718950271606,2.1258630752563477,0.0,0.0,0.0,0.0,1.0,0.0
test,2.9803273677825928,0.7589312195777893,-4.717066287994385,0.11783501505851746,0.004498642403632402,-0.8620614409446716,-3.0287747383117676,0.6453413963317871,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1282402276992798,-0.30080944299697876,0.23256705701351166,2.4834017753601074,0.878454864025116,-0.3978959321975708,-1.6421774625778198,-0.9179130792617798,1.0,0.0,0.0,0.0,0.0,0.0
test,0.978202760219574,-1.2641152143478394,0.32590988278388977,2.41845440864563,1.0637731552124023,-0.8327574729919434,-1.7857182025909424,-2.5376827716827393,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3061060905456543,-1.6406681537628174,-1.8575700521469116,1.4975181818008423,0.21753698587417603,0.5252929329872131,-1.8632169961929321,-1.705404281616211,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1031174659729004,-1.8639957904815674,-0.5234783887863159,-0.4436725974082947,-0.1703394502401352,-1.1200189590454102,-0.5338437557220459,1.1243581771850586,0.0,0.0,0.0,1.0,0.0,0.0
test,5.246767997741699,-1.7358248233795166,-0.5623506903648376,2.347900152206421,-0.4680788516998291,0.1833960860967636,-2.3651278018951416,1.4331004619598389,0.0,0.0,0.0,0.0,1.0,0.0
test,3.2671194076538086,-1.4363858699798584,-2.1529898643493652,3.8359947204589844,1.5749192237854004,2.4189810752868652,-5.065176010131836,-0.12649692595005035,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1569619178771973,-0.33536824584007263,-0.6120768785476685,2.9873600006103516,0.6148382425308228,-1.3070682287216187,-1.969569206237793,-0.3384617269039154,1.0,0.0,0.0,0.0,0.0,0.0
test,0.843747615814209,0.7360182404518127,-0.8019835948944092,2.656844139099121,0.4482961595058441,-0.9891532063484192,-2.6813220977783203,-1.0558475255966187,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8376299142837524,0.10212473571300507,-1.270678162574768,4.516129016876221,-0.5729512572288513,-0.3872002959251404,-1.4229501485824585,-1.3992148637771606,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9468450546264648,-1.2474699020385742,-2.4621410369873047,0.7505142688751221,-0.11803267896175385,-2.8838465213775635,-0.9628112316131592,0.8696238994598389,0.0,0.0,0.0,1.0,0.0,0.0
test,2.6610190868377686,-2.0672435760498047,3.1662213802337646,5.019392013549805,-0.42262768745422363,0.5261220932006836,-1.406733751296997,-1.010054588317871,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7861452102661133,-0.25514140725135803,-0.7684183120727539,-0.5786343812942505,-0.41492584347724915,-3.460859537124634,-2.4608564376831055,-2.046515703201294,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7629107236862183,-0.8485020995140076,-0.1417035311460495,2.6389148235321045,1.131774663925171,-1.3450511693954468,-1.5878074169158936,-1.567078709602356,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9923352003097534,-0.722165048122406,-0.4753527343273163,2.5472164154052734,0.031206056475639343,-1.0779812335968018,-1.4277772903442383,0.9260091781616211,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5512336492538452,-0.16615992784500122,0.0466807521879673,3.6639230251312256,1.1156009435653687,-0.4186708331108093,-4.181888103485107,-1.1939064264297485,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9167518615722656,-1.7233213186264038,-1.762388825416565,4.43109655380249,-0.06578899174928665,-2.7130517959594727,-3.088200807571411,0.2521103024482727,0.0,0.0,0.0,1.0,0.0,0.0
test,1.0409210920333862,1.0166856050491333,-2.2203457355499268,1.089949369430542,-0.9860833287239075,-2.425497531890869,0.3290630280971527,1.905442714691162,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4517568051815033,1.8954718112945557,1.3917207717895508,2.9081389904022217,-0.00035390356788411736,-1.955649971961975,-3.4391989707946777,3.5936124324798584,0.0,0.0,0.0,0.0,0.0,1.0
test,1.512321949005127,-0.4041216969490051,0.6027377247810364,2.2063474655151367,0.24719497561454773,-0.9589414000511169,-1.4108377695083618,-0.6988750696182251,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7521981000900269,-1.1992278099060059,0.3594870865345001,1.7740601301193237,0.22538204491138458,-0.7201311588287354,-0.7094399929046631,0.42930468916893005,0.0,1.0,0.0,0.0,0.0,0.0
test,1.006394624710083,-2.8338513374328613,0.7624903321266174,1.8062063455581665,0.20158806443214417,-1.2487989664077759,-2.787574291229248,-2.0002670288085938,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5375343561172485,-1.6160393953323364,0.587490975856781,1.4348489046096802,-2.109128475189209,-1.642899990081787,-3.08353853225708,1.0395193099975586,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0522305965423584,0.3959270715713501,1.3811002969741821,3.3156983852386475,1.5533860921859741,2.5685911178588867,-0.21016328036785126,0.2950640618801117,0.0,0.0,0.0,0.0,1.0,0.0
test,4.394612789154053,-0.9884685277938843,-2.605510711669922,3.591970205307007,1.759212613105774,-5.076573848724365,-0.2505148947238922,0.29087188839912415,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2057265043258667,-0.37231671810150146,-0.1949479877948761,2.9070160388946533,0.1444036364555359,-1.7606359720230103,-1.5393632650375366,-0.5608528852462769,1.0,0.0,0.0,0.0,0.0,0.0
test,0.39073890447616577,-1.3276004791259766,-0.22362157702445984,1.9780714511871338,-0.005287871230393648,-1.707844614982605,-0.955292820930481,-1.8362388610839844,0.0,1.0,0.0,0.0,0.0,0.0
test,1.338613748550415,-0.1941712498664856,0.22773611545562744,3.535761833190918,1.3647083044052124,-2.4737303256988525,0.652142345905304,-0.43509554862976074,0.0,0.0,1.0,0.0,0.0,0.0
test,4.175760746002197,0.30358442664146423,-1.7567780017852783,2.9534778594970703,-0.9331730008125305,-1.7923492193222046,-1.4070765972137451,0.32751548290252686,0.0,0.0,0.0,1.0,0.0,0.0
test,3.182314872741699,0.8609327077865601,-1.0609246492385864,4.217494964599609,2.634589672088623,-2.3625190258026123,-1.6665582656860352,-4.026973724365234,0.0,0.0,0.0,0.0,1.0,0.0
test,0.5197522640228271,2.608325719833374,2.079819917678833,3.177196741104126,1.9063377380371094,-3.184389114379883,1.67335045337677,-2.4410529136657715,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9938190579414368,-0.6159365773200989,-0.849968671798706,2.887521505355835,0.46780356764793396,-0.9591338038444519,-1.7516167163848877,-0.9684873223304749,1.0,0.0,0.0,0.0,0.0,0.0
test,0.42417117953300476,-2.146822452545166,-0.13429227471351624,2.6125643253326416,0.013022265397012234,-1.6775518655776978,-1.2750808000564575,-0.5899046063423157,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8401214480400085,-2.7360153198242188,0.21547915041446686,2.105544090270996,-0.4196397066116333,-1.577591896057129,-3.141390085220337,-1.5784844160079956,0.0,0.0,1.0,0.0,0.0,0.0
test,2.016335964202881,-0.7145865559577942,-0.45786282420158386,1.7938872575759888,-1.4301910400390625,-0.34154438972473145,0.6392859220504761,-2.929081439971924,0.0,0.0,0.0,1.0,0.0,0.0
test,2.936690330505371,1.5971856117248535,-1.4266403913497925,3.115757465362549,1.9321974515914917,-1.442397952079773,1.572170615196228,-2.6217093467712402,0.0,0.0,0.0,0.0,1.0,0.0
