split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4
test,-1.6043992042541504,-3.6946892738342285,-1.3406718969345093,0.9735963344573975,-0.6157177686691284,3.540201425552368,-0.23307794332504272,0.0,0.0,0.0,1.0,0.0
test,-1.592748999595642,-2.164987564086914,3.8281877040863037,-1.0526940822601318,-0.4531027376651764,-0.48720747232437134,-0.14354608952999115,0.0,0.0,0.0,0.0,1.0
test,-1.879977822303772,-0.665681779384613,-0.29784053564071655,-0.02885330095887184,0.1953756958246231,1.416177749633789,-2.37589430809021,1.0,0.0,0.0,0.0,0.0
test,-1.4023559093475342,-0.3058881163597107,-0.7938615083694458,0.7025535106658936,-0.954645574092865,0.4386650621891022,-2.8282010555267334,0.0,1.0,0.0,0.0,0.0
test,-2.926208019256592,-1.429053783416748,1.596940279006958,0.8935084939002991,1.0098201036453247,1.712342381477356,-0.3467909097671509,0.0,0.0,1.0,0.0,0.0
test,-1.1521334648132324,-0.09819221496582031,-2.1706769466400146,1.4311915636062622,-0.15887585282325745,2.7773101329803467,-4.495925426483154,0.0,0.0,0.0,1.0,0.0
test,-0.6639129519462585,-1.5415927171707153,3.41313099861145,0.9615402221679688,-3.1354153156280518,1.21416175365448,-3.082180976867676,0.0,0.0,0.0,0.0,1.0
test,-1.8315021991729736,-1.144394040107727,-0.4276745021343231,0.7702290415763855,-0.4702725112438202,0.7819179892539978,-1.8749431371688843,1.0,0.0,0.0,0.0,0.0
test,-1.4506855010986328,-2.394446611404419,-1.0089879035949707,0.7362410426139832,-0.48839864134788513,2.0216305255889893,-2.571441411972046,0.0,1.0,0.0,0.0,0.0
test,-3.5412261486053467,-1.382896065711975,-0.2748212218284607,1.6978040933609009,-1.4073985815048218,1.4274855852127075,-2.587576150894165,0.0,0.0,1.0,0.0,0.0
test,-2.0297675132751465,-1.7527157068252563,-2.087897539138794,0.5526279807090759,2.918509006500244,-0.02534569427371025,-2.1738922595977783,0.0,0.0,0.0,1.0,0.0
test,0.14533290266990662,0.07091975957155228,-0.797122061252594,2.3170394897460938,-1.462859034538269,3.1503055095672607,-5.157781600952148,0.0,0.0,0.0,0.0,1.0
test,-1.0021893978118896,-1.773788571357727,-0.22948692739009857,0.7204283475875854,-0.343676894903183,1.5024479627609253,-1.9391541481018066,1.0,0.0,0.0,0.0,0.0
test,-0.9154400825500488,-1.708200454711914,-0.08817979693412781,-0.5528587698936462,-0.019325299188494682,2.68625807762146,-2.6686694622039795,0.0,1.0,0.0,0.0,0.0
test,-0.9996825456619263,-2.17240834236145,-0.21364672482013702,0.21136410534381866,-0.36647236347198486,0.5270520448684692,-4.321685314178467,0.0,0.0,1.0,0.0,0.0
test,-1.965705394744873,-2.5631766319274902,-1.1732356548309326,-0.04334813356399536,-1.0217325687408447,-1.5260177850723267,-0.014553443528711796,0.0,0.0,0.0,1.0,0.0
test,-1.2707637548446655,-3.6157729625701904,1.063707947731018,-1.8126294612884521,1.7976309061050415,4.36287784576416,-1.4819741249084473,0.0,0.0,0.0,0.0,1.0
test,-1.7525248527526855,-1.3788236379623413,-0.21734638512134552,-0.21819695830345154,0.024475790560245514,1.5354548692703247,-2.418177366256714,1.0,0.0,0.0,0.0,0.0
test,-1.2204408645629883,-2.463899612426758,0.5681881904602051,0.15234680473804474,-0.009069918654859066,1.6890445947647095,-2.885708808898926,0.0,1.0,0.0,0.0,0.0
test,-2.604865789413452,-2.6912474632263184,0.9775980114936829,-1.3359379768371582,-0.8874538540840149,1.5483324527740479,-1.117606520652771,0.0,0.0,1.0,0.0,0.0
test,-0.6670424342155457,1.0446689128875732,-1.8879621028900146,2.3513731956481934,1.0468926429748535,0.6175294518470764,-3.081308364868164,0.0,0.0,0.0,1.0,0.0
test,-0.3438499867916107,-0.09877603501081467,0.012802393175661564,3.5898678302764893,2.062372922897339,0.937102198600769,0.9535984992980957,0.0,0.0,0.0,0.0,1.0
test,-1.9173914194107056,-0.7359284162521362,-0.6720162034034729,0.4883262515068054,-0.3283827602863312,0.9113016724586487,-1.4713764190673828,1.0,0.0,0.0,0.0,0.0
test,-1.8422526121139526,-1.4387617111206055,-0.0630461797118187,2.153897762298584,-0.295166552066803,1.3703320026397705,-2.1677422523498535,0.0,1.0,0.0,0.0,0.0
test,-1.6577670574188232,-2.325681447982788,-2.0812220573425293,1.3792139291763306,-0.7985877990722656,2.7764039039611816,-1.6982920169830322,0.0,0.0,1.0,0.0,0.0
test,-1.4206117391586304,-1.7969796657562256,-0.8773478865623474,-0.8254578709602356,-2.012399673461914,-1.5711818933486938,-0.6130551695823669,0.0,0.0,0.0,1.0,0.0
test,-1.2872569561004639,2.3196771144866943,-0.3025176227092743,0.7772036790847778,-3.176851749420166,-0.37166422605514526,-0.8510348200798035,0.0,0.0,0.0,0.0,1.0
test,-0.9679889678955078,-0.45705848932266235,-0.29927441477775574,0.12251617759466171,0.33746054768562317,1.2762044668197632,-1.3128297328948975,1.0,0.0,0.0,0.0,0.0
test,-0.11168549209833145,-1.9612010717391968,-1.2439109086990356,0.13769765198230743,-0.327063649892807,1.7428052425384521,-1.9082266092300415,0.0,1.0,0.0,0.0,0.0
test,-2.127784013748169,-1.475644826889038,-2.098499059677124,1.8850963115692139,-0.1719861775636673,2.0969269275665283,-0.5032520890235901,0.0,0.0,1.0,0.0,0.0
test,0.06810502707958221,1.2753775119781494,0.7716737985610962,1.402501106262207,1.3305076360702515,2.347069025039673,-3.5408692359924316,0.0,0.0,0.0,1.0,0.0
test,-2.5959653854370117,-3.0320448875427246,3.3070626258850098,0.8064126372337341,-2.6273624897003174,0.3643908202648163,-1.3609682321548462,0.0,0.0,0.0,0.0,1.0
test,-1.6129719018936157,-0.3624483048915863,-0.5159482359886169,0.11503966897726059,0.18932200968265533,1.036429524421692,-1.400726079940796,1.0,0.0,0.0,0.0,0.0
test,-1.1218197345733643,-1.6923569440841675,-0.5615717172622681,-0.11362864822149277,-1.0736486911773682,1.0191984176635742,-3.1641063690185547,0.0,1.0,0.0,0.0,0.0
test,-2.382861375808716,0.19630524516105652,-0.6208249926567078,-0.08559699356555939,1.9422504901885986,0.7101527452468872,-0.4936616122722626,0.0,0.0,1.0,0.0,0.0
test,-1.2311972379684448,-0.23182541131973267,-1.928457498550415,-1.4343082904815674,2.334179639816284,1.7963104248046875,0.007972496561706066,0.0,0.0,0.0,1.0,0.0
test,-0.8773616552352905,-0.13165238499641418,-2.0651767253875732,-0.10910995304584503,-2.4068989753723145,5.043797016143799,-0.5859026312828064,0.0,0.0,0.0,0.0,1.0
test,-1.243282437324524,-1.2146824598312378,-0.042385779321193695,0.25168466567993164,0.6749623417854309,1.8970749378204346,-1.4624621868133545,1.0,0.0,0.0,0.0,0.0
test,-1.8464292287826538,0.38920077681541443,-0.42974981665611267,0.19387519359588623,-0.14132119715213776,0.5335370302200317,-2.6786324977874756,0.0,1.0,0.0,0.0,0.0
test,-2.5499062538146973,-2.8085341453552246,-0.5491424202919006,-1.0313092470169067,0.9822232723236084,1.2560805082321167,-2.9699814319610596,0.0,0.0,1.0,0.0,0.0
test,-2.136240005493164,0.983809769153595,0.42595794796943665,-1.9915720224380493,-1.979698896408081,0.17791622877120972,-0.8483379483222961,0.0,0.0,0.0,1.0,0.0
test,-2.8359720706939697,-1.144913673400879,0.8232527375221252,1.887756109237671,0.7512027621269226,5.353084564208984,-3.486668825149536,0.0,0.0,0.0,0.0,1.0
test,-1.2106164693832397,-0.222520649433136,-0.15583790838718414,0.3738952577114105,-0.12497804313898087,1.0125669240951538,-1.3935635089874268,1.0,0.0,0.0,0.0,0.0
test,-0.5075989961624146,0.4402565062046051,-0.02154500037431717,-0.3150729835033417,0.20185337960720062,1.7123428583145142,-2.2928354740142822,0.0,1.0,0.0,0.0,0.0
test,-1.231218934059143,-2.8636248111724854,-2.114534378051758,0.1237649992108345,0.5990281105041504,2.5243232250213623,-1.6807829141616821,0.0,0.0,1.0,0.0,0.0
test,-1.7719007730484009,1.1187924146652222,-0.9493828415870667,-0.6278396844863892,-2.7260000705718994,-0.26243674755096436,-1.8725684881210327,0.0,0.0,0.0,1.0,0.0
test,-0.9367668032646179,-3.0387167930603027,-1.0918407440185547,2.7833194732666016,3.0079684257507324,1.714124321937561,0.2737881541252136,0.0,0.0,0.0,0.0,1.0
test,-1.5210177898406982,-1.0041778087615967,0.15972590446472168,-0.3677525222301483,-0.5737289190292358,1.1921316385269165,-1.2892862558364868,1.0,0.0,0.0,0.0,0.0
test,-1.8031812906265259,-1.0626386404037476,-1.3790109157562256,-0.5933322906494141,-0.8684669137001038,0.4916849732398987,-1.3448033332824707,0.0,1.0,0.0,0.0,0.0
test,-0.2503316104412079,-2.3467345237731934,1.158023476600647,1.596551537513733,-1.211963415145874,1.492274284362793,-0.5753134489059448,0.0,0.0,1.0,0.0,0.0
test,-1.4503415822982788,-1.8388324975967407,-1.0440715551376343,0.12188757956027985,3.4404542446136475,-0.0303686261177063,-1.7277625799179077,0.0,0.0,0.0,1.0,0.0
test,0.8980840444564819,-2.800908088684082,-2.7542741298675537,0.15339022874832153,-2.8942174911499023,1.6222742795944214,-0.3659741282463074,0.0,0.0,0.0,0.0,1.0
test,-1.5566209554672241,-1.0560142993927002,-0.25242558121681213,0.4684370160102844,-0.7390117049217224,0.7760848999023438,-1.3242506980895996,1.0,0.0,0.0,0.0,0.0
test,-3.101740837097168,-0.7514153122901917,-0.14043712615966797,0.8546333312988281,0.6828749775886536,0.9885590672492981,-1.886836290359497,0.0,1.0,0.0,0.0,0.0
test,-3.096738815307617,-0.1418076753616333,0.8693486452102661,0.4415522813796997,1.6869813203811646,2.1194217205047607,-2.5027263164520264,0.0,0.0,1.0,0.0,0.0
test,-0.7094615697860718,0.024534612894058228,0.19028697907924652,0.1389598399400711,-3.6903719902038574,0.5794730186462402,-0.9297598600387573,0.0,0.0,0.0,1.0,0.0
test,-0.7983558773994446,0.9464373588562012,-3.154096841812134,-1.2377259731292725,-2.3115739822387695,-0.3130221366882324,-0.5482497215270996,0.0,0.0,0.0,0.0,1.0
test,-1.5086860656738281,-1.1650270223617554,-0.2390310913324356,0.8105052709579468,0.690051257610321,1.6729377508163452,-1.8004547357559204,1.0,0.0,0.0,0.0,0.0
test,-1.6964606046676636,-1.2163362503051758,-1.245368480682373,-1.0681395530700684,0.1706976592540741,2.1277191638946533,-1.2764966487884521,0.0,1.0,0.0,0.0,0.0
test,-1.2294776439666748,-1.2782267332077026,1.4162617921829224,-1.0541778802871704,-1.0347843170166016,0.9028058052062988,-3.6050713062286377,0.0,0.0,1.0,0.0,0.0
test,-3.0135233402252197,-0.8642880320549011,1.9344971179962158,2.813844680786133,1.188057780265808,0.9799782633781433,-2.714728355407715,0.0,0.0,0.0,1.0,0.0
test,-1.651300311088562,-0.7646936178207397,2.5917582511901855,3.029331922531128,2.932321786880493,0.7373881936073303,-2.279395580291748,0.0,0.0,0.0,0.0,1.0
test,-0.9514093995094299,-0.32877495884895325,-0.5644581317901611,0.4292766749858856,0.009350907057523727,1.577343463897705,-1.7545973062515259,1.0,0.0,0.0,0.0,0.0
test,-0.8898763060569763,0.3114054203033447,-0.9251937866210938,0.5683711171150208,-0.0192713625729084,2.2699127197265625,-1.11518132686615,0.0,1.0,0.0,0.0,0.0
test,-2.7891762256622314,-0.04906720295548439,-1.2167038917541504,0.66180819272995,-1.7200976610183716,-0.10122121870517731,-1.6334755420684814,0.0,0.0,1.0,0.0,0.0
test,-1.4037071466445923,-2.3506479263305664,-1.5489308834075928,-1.7491828203201294,2.7459769248962402,1.200161337852478,-1.8727539777755737,0.0,0.0,0.0,1.0,0.0
test,-1.0479099750518799,-1.2157490253448486,-0.1507171243429184,-0.5800811648368835,-1.459950566291809,5.176244735717773,1.0786504745483398,0.0,0.0,0.0,0.0,1.0
test,-1.4674890041351318,-0.931052565574646,-0.046231724321842194,0.3220434784889221,-0.34160709381103516,0.44622090458869934,-1.5594689846038818,1.0,0.0,0.0,0.0,0.0
test,-1.6159871816635132,-0.02461697719991207,0.4806801676750183,-0.8505086302757263,0.817823052406311,1.19026780128479,-1.169758915901184,0.0,1.0,0.0,0.0,0.0
test,-1.3482087850570679,-2.7896323204040527,0.315900981426239,0.7956788539886475,1.4611427783966064,2.8185060024261475,-0.7003321051597595,0.0,0.0,1.0,0.0,0.0
test,-2.3085925579071045,-1.0431097745895386,-2.6568634510040283,1.178794503211975,-0.4727628827095032,-0.2987627387046814,-3.994144916534424,0.0,0.0,0.0,1.0,0.0
test,0.662156343460083,-0.28711196780204773,1.417715072631836,-0.9492766261100769,1.8235682249069214,1.8497226238250732,1.7580368518829346,0.0,0.0,0.0,0.0,1.0
test,-1.027886152267456,-0.5833825469017029,-0.23667295277118683,0.2689686417579651,-0.11528080701828003,1.997495412826538,-2.208455801010132,1.0,0.0,0.0,0.0,0.0
test,-2.7982351779937744,-1.1678959131240845,-0.34173357486724854,0.4477236270904541,-0.8899242281913757,0.8312219381332397,-0.6678193807601929,0.0,1.0,0.0,0.0,0.0
test,-0.9303140640258789,0.35414326190948486,1.697180986404419,-0.830071747303009,-0.8004220724105835,0.7934305667877197,-2.843877077102661,0.0,0.0,1.0,0.0,0.0
test,-0.9325251579284668,0.17732851207256317,-1.0970838069915771,-1.4255141019821167,2.5252952575683594,-0.4472852647304535,-2.023409843444824,0.0,0.0,0.0,1.0,0.0
test,-0.2856770157814026,1.247480869293213,0.8051572442054749,2.0849547386169434,-1.8271089792251587,1.3682265281677246,1.6387041807174683,0.0,0.0,0.0,0.0,1.0
test,-0.8482052683830261,-1.504675030708313,0.1319427788257599,-0.006863235495984554,-0.4216192960739136,1.0544531345367432,-2.0035860538482666,1.0,0.0,0.0,0.0,0.0
test,-1.91175377368927,-2.6297125816345215,-0.7237657904624939,-0.0201964620500803,0.7743833661079407,1.1031146049499512,-1.6335480213165283,0.0,1.0,0.0,0.0,0.0
test,-0.8967379331588745,0.3833402395248413,0.2917461395263672,-0.3434824049472809,-2.3942956924438477,1.5625838041305542,-2.588473320007324,0.0,0.0,1.0,0.0,0.0
test,-0.5642946362495422,-3.5551159381866455,-0.7033884525299072,2.1188647747039795,-1.1154450178146362,2.451362371444702,-3.5195324420928955,0.0,0.0,0.0,1.0,0.0
test,1.4475938081741333,-4.8258442878723145,-0.5827332139015198,1.0482670068740845,-0.9381868839263916,2.3138248920440674,-2.1779415607452393,0.0,0.0,0.0,0.0,1.0
test,-1.388628602027893,-1.0670417547225952,-0.5311892032623291,0.3968801498413086,0.06758575141429901,0.506087064743042,-1.5433349609375,1.0,0.0,0.0,0.0,0.0
test,-2.2782914638519287,-0.030157357454299927,-1.4060778617858887,0.34790828824043274,0.6875070929527283,1.4589970111846924,-1.6606240272521973,0.0,1.0,0.0,0.0,0.0
test,-0.640883207321167,-1.7764439582824707,-0.9928997159004211,-0.2742822766304016,0.12399107217788696,2.588726758956909,-4.0309367179870605,0.0,0.0,1.0,0.0,0.0
test,-0.11738119274377823,-1.1328790187835693,-0.42865821719169617,-1.2098239660263062,-2.1798789501190186,3.5444798469543457,-3.4393482208251953,0.0,0.0,0.0,1.0,0.0
test,1.0882092714309692,-2.168955087661743,-1.1812412738800049,2.1633341312408447,0.6228352189064026,-0.11595358699560165,1.4522807598114014,0.0,0.0,0.0,0.0,1.0
test,-0.8928077220916748,-1.3265464305877686,-0.022202633321285248,1.0299521684646606,0.08682072907686234,1.4207683801651,-1.4905205965042114,1.0,0.0,0.0,0.0,0.0
test,-1.4773279428482056,0.01032488327473402,1.1506577730178833,0.28032317757606506,-0.7079784274101257,0.7239120006561279,-2.33455228805542,0.0,1.0,0.0,0.0,0.0
test,-3.440183639526367,-1.2748831510543823,-1.4837473630905151,0.6318836212158203,-0.07274884730577469,-0.10266505181789398,-0.8429144620895386,0.0,0.0,1.0,0.0,0.0
test,-1.2744859457015991,0.3446512818336487,-0.9353516101837158,1.7306098937988281,1.183539867401123,-0.805610716342926,0.484031081199646,0.0,0.0,0.0,1.0,0.0
test,-1.8904540538787842,0.7962645888328552,0.8605991005897522,2.207736015319824,-3.1991612911224365,3.3792848587036133,0.04488394781947136,0.0,0.0,0.0,0.0,1.0
test,-1.0838829278945923,-1.1030869483947754,-0.9255906343460083,0.4170394241809845,-0.17909681797027588,1.1379705667495728,-2.1546688079833984,1.0,0.0,0.0,0.0,0.0
test,-2.4416067600250244,-1.869981050491333,-0.5617344379425049,-0.6217037439346313,0.0023814295418560505,1.9279489517211914,-2.7185447216033936,0.0,1.0,0.0,0.0,0.0
test,-0.3260227143764496,-0.6228272318840027,0.2829509973526001,-0.969336211681366,-1.5181281566619873,1.9992107152938843,0.12514497339725494,0.0,0.0,1.0,0.0,0.0
test,-2.1426541805267334,0.11888948827981949,0.4062303602695465,1.1079645156860352,-1.2352992296218872,0.5040740966796875,1.6043709516525269,0.0,0.0,0.0,1.0,0.0
test,0.15154115855693817,-2.3120198249816895,1.233757734298706,0.5972294807434082,-0.8344914317131042,-2.8124592304229736,-2.5938334465026855,0.0,0.0,0.0,0.0,1.0
test,-1.5796129703521729,-1.428510069847107,0.2354748398065567,0.09006460011005402,-0.8653734922409058,1.6201785802841187,-1.8316841125488281,1.0,0.0,0.0,0.0,0.0
test,-0.4467746913433075,-2.2993388175964355,0.7976385951042175,-0.27197059988975525,-0.32148969173431396,1.0239006280899048,-1.4122525453567505,0.0,1.0,0.0,0.0,0.0
test,-3.3238608837127686,0.13407674431800842,0.29441866278648376,0.18206480145454407,0.9966135025024414,2.4142603874206543,-2.961049795150757,0.0,0.0,1.0,0.0,0.0
test,-2.082059621810913,0.9214191436767578,0.4859456419944763,3.072911262512207,-0.7270972728729248,-0.3370097279548645,-1.27811598777771,0.0,0.0,0.0,1.0,0.0
test,-1.5223885774612427,-3.085174083709717,1.1214765310287476,-1.3061038255691528,-2.7908377647399902,1.6809664964675903,-4.78575325012207,0.0,0.0,0.0,0.0,1.0
test,-1.1853259801864624,-0.9079189896583557,-0.9204356670379639,-0.0764254629611969,-0.35351890325546265,1.6485544443130493,-1.9310024976730347,1.0,0.0,0.0,0.0,0.0
test,-1.8771998882293701,-0.22779370844364166,0.7452075481414795,1.3595948219299316,0.6749448776245117,1.3817672729492188,-0.9525158405303955,0.0,1.0,0.0,0.0,0.0
test,-1.8301997184753418,-0.5083096623420715,1.3559174537658691,-0.44111448526382446,1.1635617017745972,2.3762764930725098,-3.504352331161499,0.0,0.0,1.0,0.0,0.0
test,-0.658096194267273,-1.240883708000183,2.068481922149658,2.127609968185425,2.129601001739502,2.782151937484741,-2.1923599243164062,0.0,0.0,0.0,1.0,0.0
test,-0.41946834325790405,3.019608736038208,0.21721285581588745,-0.4381393790245056,1.400619387626648,3.378222703933716,-1.0311837196350098,0.0,0.0,0.0,0.0,1.0
test,-1.1280333995819092,-0.3865525722503662,-0.7701629400253296,0.2880227267742157,-0.28436246514320374,1.3799254894256592,-1.9095845222473145,1.0,0.0,0.0,0.0,0.0
test,-2.1887619495391846,-0.5136348009109497,-0.7276018261909485,0.5901973843574524,0.6368281245231628,2.5133960247039795,-2.6692004203796387,0.0,1.0,0.0,0.0,0.0
test,-0.9779663681983948,-3.427372455596924,0.02126057632267475,-0.6010600328445435,1.0101869106292725,0.4200488328933716,-1.3123294115066528,0.0,0.0,1.0,0.0,0.0
test,-2.3931455612182617,-0.38771888613700867,-0.6307985186576843,0.33318743109703064,0.30482593178749084,-2.380048990249634,-1.5767649412155151,0.0,0.0,0.0,1.0,0.0
test,-3.089050531387329,-1.4417603015899658,1.9459688663482666,-0.6358255743980408,-1.265083909034729,4.796085834503174,-3.6944499015808105,0.0,0.0,0.0,0.0,1.0
test,-1.3557085990905762,-1.0691897869110107,-0.4739421606063843,0.8456937074661255,-0.6457278728485107,1.8919073343276978,-1.5380619764328003,1.0,0.0,0.0,0.0,0.0
test,-1.4835249185562134,0.036508310586214066,0.5117146372795105,1.1052089929580688,-1.0933810472488403,2.0442614555358887,-2.276155471801758,0.0,1.0,0.0,0.0,0.0
test,-0.04788466915488243,0.7223861813545227,-0.06038369610905647,0.29285579919815063,-1.9964234828948975,1.8692656755447388,-1.4187380075454712,0.0,0.0,1.0,0.0,0.0
test,1.0714539289474487,0.901261031627655,-1.676094889640808,0.17052702605724335,-0.38174402713775635,1.8744792938232422,0.0745844766497612,0.0,0.0,0.0,1.0,0.0
test,0.015647122636437416,0.537054717540741,-2.9618265628814697,-0.6886228322982788,2.136439323425293,2.969921588897705,0.26437056064605713,0.0,0.0,0.0,0.0,1.0
test,-1.2536181211471558,-1.4703747034072876,0.7035467624664307,0.41807103157043457,-0.09428513050079346,1.5936839580535889,-1.8774136304855347,1.0,0.0,0.0,0.0,0.0
test,-2.3229920864105225,-0.20113946497440338,-1.0466868877410889,0.4888463616371155,0.8226647973060608,2.172771453857422,-1.3366135358810425,0.0,1.0,0.0,0.0,0.0
test,-1.5753458738327026,-0.34024012088775635,0.7191962599754333,1.604608416557312,-2.1680119037628174,0.45134082436561584,-2.652179479598999,0.0,0.0,1.0,0.0,0.0
test,1.6927555799484253,-0.5899947881698608,-1.5595272779464722,0.002857371000573039,-0.12418380379676819,-0.35503512620925903,-0.771159827709198,0.0,0.0,0.0,1.0,0.0
test,-0.19195573031902313,-3.4661574363708496,-1.5291177034378052,1.443290114402771,-3.0323078632354736,1.5643417835235596,-4.133879661560059,0.0,0.0,0.0,0.0,1.0
test,-1.8266085386276245,-0.7152455449104309,-0.007872369140386581,0.3376702070236206,-0.8500168919563293,1.5833607912063599,-2.0473098754882812,1.0,0.0,0.0,0.0,0.0
test,-1.8246737718582153,-0.3184795379638672,-1.3967591524124146,0.1637466996908188,-0.6645482182502747,0.20925235748291016,-1.678526759147644,0.0,1.0,0.0,0.0,0.0
test,0.6043617725372314,-1.9697078466415405,-0.12223384529352188,-0.7841681241989136,-1.2229745388031006,0.36563774943351746,-0.980697751045227,0.0,0.0,1.0,0.0,0.0
test,-2.5709266662597656,-2.190490961074829,-3.171969413757324,0.49728697538375854,0.8385116457939148,3.2090559005737305,-1.6599429845809937,0.0,0.0,0.0,1.0,0.0
test,0.3506791889667511,-4.109767436981201,-2.017374038696289,3.035447359085083,0.5335575938224792,0.48836246132850647,-1.1746242046356201,0.0,0.0,0.0,0.0,1.0
test,-0.9005945324897766,-1.056133508682251,0.3887639045715332,0.47950735688209534,0.4006378948688507,1.7783704996109009,-1.7679376602172852,1.0,0.0,0.0,0.0,0.0
test,-1.5398470163345337,-0.6756453514099121,0.45141029357910156,1.5208112001419067,0.6244688630104065,2.1487224102020264,-2.668605089187622,0.0,1.0,0.0,0.0,0.0
test,-2.1563804149627686,-0.46900954842567444,1.2561895847320557,1.2473324537277222,-0.3841458261013031,3.644862651824951,-2.0264525413513184,0.0,0.0,1.0,0.0,0.0
test,0.041598908603191376,0.049735262989997864,-1.2370351552963257,-1.6404173374176025,-2.4791998863220215,1.0080499649047852,-3.085770845413208,0.0,0.0,0.0,1.0,0.0
test,-4.586116790771484,-1.6097744703292847,-1.1030124425888062,1.4317573308944702,3.43405818939209,1.5607484579086304,-1.7721375226974487,0.0,0.0,0.0,0.0,1.0
test,-2.000654458999634,-1.4088655710220337,-0.19803811609745026,0.5522215366363525,0.37127941846847534,1.8912280797958374,-1.644649624824524,1.0,0.0,0.0,0.0,0.0
test,-1.2427780628204346,-0.4102459251880646,-1.429966926574707,-0.603877067565918,0.7778276801109314,1.823324203491211,-1.3793667554855347,0.0,1.0,0.0,0.0,0.0
test,0.12081857770681381,-0.08274383097887039,-1.548343300819397,1.3630820512771606,0.3199436068534851,-0.15118519961833954,-1.7392550706863403,0.0,0.0,1.0,0.0,0.0
test,1.4996898174285889,-0.6398439407348633,0.12269717454910278,0.1514139324426651,2.464374542236328,2.151219606399536,-1.7462761402130127,0.0,0.0,0.0,1.0,0.0
test,-4.039433479309082,-1.5947387218475342,1.1319721937179565,-1.816956877708435,0.04034793749451637,-1.2236063480377197,0.5003407001495361,0.0,0.0,0.0,0.0,1.0
test,-1.482709288597107,-1.1708301305770874,-0.22353051602840424,0.08302624523639679,0.8370048403739929,1.2114824056625366,-1.5755209922790527,1.0,0.0,0.0,0.0,0.0
test,-1.110573172569275,-1.4720717668533325,-0.8268218040466309,1.3069969415664673,0.5738648176193237,0.7805303335189819,-0.5325930714607239,0.0,1.0,0.0,0.0,0.0
test,-0.7078677415847778,0.2745858132839203,0.794292151927948,-1.6522794961929321,-1.1541893482208252,0.4360736906528473,-1.6634472608566284,0.0,0.0,1.0,0.0,0.0
test,-2.883715867996216,-2.223572015762329,1.9085663557052612,-1.5748931169509888,-1.1105493307113647,-0.5378662347793579,-1.982962965965271,0.0,0.0,0.0,1.0,0.0
test,1.9421745538711548,-0.07310283929109573,-1.0445259809494019,1.1249841451644897,1.6709965467453003,3.3149731159210205,-3.8046700954437256,0.0,0.0,0.0,0.0,1.0
test,-1.2702088356018066,-1.0072468519210815,0.15122883021831512,0.2639336884021759,-0.46788114309310913,0.6262882351875305,-2.1348114013671875,1.0,0.0,0.0,0.0,0.0
test,-2.7433013916015625,-1.5319976806640625,0.5809168815612793,-0.7313686013221741,0.2750021815299988,1.94699227809906,-1.6467318534851074,0.0,1.0,0.0,0.0,0.0
test,-1.6487175226211548,-2.6013376712799072,0.8202441334724426,2.2801260948181152,-0.885619044303894,1.9397801160812378,-2.612260103225708,0.0,0.0,1.0,0.0,0.0
test,0.2281084656715393,1.6081087589263916,-0.13741013407707214,-0.7912957668304443,-2.094024658203125,1.763962984085083,-0.8032940626144409,0.0,0.0,0.0,1.0,0.0
test,-0.5790280103683472,1.5462241172790527,-0.2816780209541321,1.5400125980377197,-0.024247586727142334,5.375238418579102,-1.9261115789413452,0.0,0.0,0.0,0.0,1.0
test,-1.487632393836975,-0.49545466899871826,-0.4709504246711731,0.389473021030426,-0.38754552602767944,0.9506242871284485,-2.2651357650756836,1.0,0.0,0.0,0.0,0.0
test,-0.31131261587142944,-0.20776155591011047,0.37909695506095886,-0.5318318009376526,-0.3444114923477173,0.43565699458122253,-2.041783332824707,0.0,1.0,0.0,0.0,0.0
test,0.3734084367752075,-1.4070940017700195,1.0416219234466553,-1.1459497213363647,1.1895453929901123,1.4084906578063965,-1.0360360145568848,0.0,0.0,1.0,0.0,0.0
test,-0.09996186196804047,0.5443127155303955,-1.8745344877243042,-0.6529374718666077,1.2884893417358398,-0.5878452062606812,-0.331868976354599,0.0,0.0,0.0,1.0,0.0
test,0.6543715000152588,-4.118188858032227,-2.442589521408081,0.6750587821006775,-2.2063944339752197,0.33909469842910767,-2.2938623428344727,0.0,0.0,0.0,0.0,1.0
test,-0.5725274682044983,-1.0482572317123413,-0.19318735599517822,0.11724109202623367,-0.021159794181585312,1.828897476196289,-1.9005628824234009,1.0,0.0,0.0,0.0,0.0
test,-2.142796277999878,-1.613101601600647,-0.25727516412734985,-0.9949657320976257,-1.0928566455841064,0.6757492423057556,-1.737414836883545,0.0,1.0,0.0,0.0,0.0
test,-2.183931827545166,-0.29063570499420166,0.13890597224235535,-1.1952859163284302,1.2390438318252563,1.4225573539733887,0.2086520940065384,0.0,0.0,1.0,0.0,0.0
test,-0.6397932767868042,0.40765926241874695,-1.649982213973999,0.7470973134040833,-2.832671642303467,2.9194533824920654,-2.6996989250183105,0.0,0.0,0.0,1.0,0.0
test,1.129298448562622,-3.940561532974243,-0.984147846698761,1.611709713935852,1.8457703590393066,-0.5928937792778015,-1.7175670862197876,0.0,0.0,0.0,0.0,1.0
test,-1.5479743480682373,-0.6295050382614136,0.5054871439933777,-0.17024444043636322,0.07599390298128128,1.1229896545410156,-1.4784936904907227,1.0,0.0,0.0,0.0,0.0
