split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
test,2.3202950954437256,-0.6203996539115906,-0.39504116773605347,-2.1539084911346436,0.1964622139930725,-2.5120067596435547,-0.5016367435455322,-2.0645041465759277,2.421351194381714,-1.0316157341003418,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.3574655055999756,-1.8365440368652344,2.467797040939331,-1.7607817649841309,2.13921856880188,0.37983641028404236,-2.363600492477417,0.32961103320121765,3.3563499450683594,-1.6200605630874634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8581959009170532,-1.3390799760818481,1.3608431816101074,-0.08074039220809937,2.9333226680755615,-6.091949939727783,-3.4160308837890625,-1.6193586587905884,1.360478401184082,0.05294860526919365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.877260446548462,-3.0897111892700195,4.439770221710205,3.5377542972564697,0.7612770199775696,-2.3536312580108643,-2.6911511421203613,-2.5300066471099854,2.275308609008789,0.8266107439994812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.5475080013275146,-0.028824571520090103,2.0540099143981934,1.0523765087127686,4.356795787811279,3.586085796356201,-1.2193474769592285,1.7969478368759155,1.1649967432022095,-5.822376728057861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.35510340332984924,-1.6235440969467163,0.7712780237197876,-0.7654393315315247,1.1838338375091553,-1.4668911695480347,0.534921407699585,-0.4499521553516388,0.26553335785865784,-0.19308391213417053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1275959014892578,-2.487914800643921,0.2888880968093872,-0.44076287746429443,0.4105834662914276,-1.1345903873443604,-0.08285334706306458,-0.47339820861816406,1.4290693998336792,0.26188457012176514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.019325649365782738,-3.12607741355896,0.19813577830791473,1.0339667797088623,1.7664470672607422,-1.670487403869629,-0.052386049181222916,-0.29522907733917236,1.7208651304244995,0.44367238879203796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1384210586547852,-1.712780475616455,-0.04355057328939438,-1.648248314857483,-0.5053409934043884,-0.4270424246788025,1.549031376838684,0.7149996161460876,0.10816316306591034,-2.45967435836792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.09508024901151657,-1.177788496017456,-1.602176308631897,1.277927279472351,-1.5889184474945068,-2.7830004692077637,-1.0008857250213623,0.09492582827806473,0.9992117881774902,-0.5995685458183289,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.3066836893558502,-2.265148401260376,-1.22120201587677,-1.353149175643921,-1.991956353187561,2.565397024154663,1.406581997871399,-1.9503523111343384,0.2461792677640915,-2.493865966796875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8490768074989319,1.7056920528411865,1.9161248207092285,-0.305059015750885,0.7117342948913574,-4.242005348205566,0.297020822763443,-4.107850074768066,0.11007844656705856,3.160059928894043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.6114847660064697,-3.8057870864868164,-1.4848244190216064,0.17392003536224365,4.6909050941467285,2.2162091732025146,-3.587400197982788,-3.4291677474975586,-1.5712326765060425,-0.5500497817993164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.3681398928165436,-8.440288543701172,0.4325052797794342,-2.749051094055176,0.5351232290267944,-3.6913957595825195,-2.055443048477173,2.4145290851593018,2.8256897926330566,-1.4361693859100342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.15835696458816528,-1.4465982913970947,0.8531146049499512,0.07920411974191666,1.1629643440246582,-0.37675198912620544,0.19423682987689972,-0.7329086661338806,0.15434370934963226,0.25732654333114624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.687179446220398,-1.0711722373962402,0.25213271379470825,-1.206409215927124,1.6454280614852905,-1.1351398229599,-0.3174205422401428,-0.2629445493221283,-1.0779352188110352,0.5883249640464783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7339327335357666,-2.186354160308838,0.9197684526443481,-1.0670459270477295,-0.08573699742555618,-0.4037149250507355,0.3078111410140991,-0.6060566306114197,2.198448657989502,0.9022548198699951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.205010175704956,-2.2694694995880127,0.01822611317038536,-1.3429956436157227,2.2648303508758545,-1.6324657201766968,1.275801420211792,-2.739549398422241,1.5937618017196655,1.7002732753753662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5447229743003845,-3.2954766750335693,-2.2412853240966797,0.47752055525779724,2.207699775695801,0.399207204580307,1.6565625667572021,0.3862206041812897,1.96909499168396,-1.3575352430343628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.8819684982299805,-2.362459182739258,-2.952854871749878,-2.0735621452331543,3.3252837657928467,-0.5984328985214233,-0.9610357284545898,-2.473984718322754,-0.0447743684053421,0.087180957198143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.085925340652466,-3.663823127746582,3.7995941638946533,-0.9718811511993408,5.21121072769165,-3.5642924308776855,0.9663578271865845,-1.4119114875793457,0.49785804748535156,-1.5889688730239868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.007667536847293377,2.6501471996307373,3.7684080600738525,3.657820701599121,1.6552438735961914,0.25561022758483887,-0.564656138420105,-1.019424319267273,2.602341890335083,-2.89432954788208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.237614393234253,-4.331789016723633,-3.094693899154663,2.402317523956299,-0.12513752281665802,-1.8165614604949951,-3.994757652282715,1.3660507202148438,-3.544863700866699,-2.8502132892608643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.30056944489479065,-2.1746392250061035,0.8474768996238708,-0.0289611779153347,1.0349332094192505,-0.7469221949577332,0.20041920244693756,-0.9719400405883789,-0.3784736096858978,-0.2772458493709564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8518164157867432,-2.5820884704589844,0.17073437571525574,-0.26962748169898987,1.1545231342315674,-1.351496696472168,-0.14695653319358826,-0.6327374577522278,-0.9270105361938477,0.00022030374384485185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6651096343994141,-3.0239365100860596,1.317060947418213,0.5093125700950623,2.6317641735076904,0.320261687040329,-0.568566620349884,0.22427327930927277,0.9307618737220764,0.43568840622901917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.20312930643558502,-1.9016982316970825,3.7960853576660156,-0.444146990776062,0.78067946434021,-1.7807725667953491,-1.707250714302063,-0.037033140659332275,-0.2908680737018585,-1.3323254585266113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.958603858947754,-0.3738352656364441,3.7770121097564697,-1.6478148698806763,-0.2426757663488388,-3.5423970222473145,-0.47703343629837036,-0.3204905092716217,0.20707093179225922,-0.10323658585548401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8795099854469299,-5.06093692779541,2.1415963172912598,1.206268072128296,3.0153613090515137,1.4303607940673828,1.619781732559204,-2.840275526046753,2.2069742679595947,0.07606887072324753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.599317789077759,1.082106113433838,1.365704894065857,1.9827146530151367,-1.0199334621429443,-1.712467908859253,-1.3319854736328125,-3.651549816131592,1.8198317289352417,2.4815502166748047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.1711249351501465,-6.82484769821167,1.6326872110366821,-2.638887405395508,3.4467968940734863,-2.7584307193756104,-1.3917187452316284,0.8911269903182983,-0.021690750494599342,1.0465550422668457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.5804574489593506,-0.8697146773338318,2.5767858028411865,-0.5843098163604736,6.999462127685547,-2.572547197341919,2.5229811668395996,-3.3207788467407227,-2.4262328147888184,-4.146579742431641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2948719561100006,-1.922031283378601,0.7483254075050354,-0.49311521649360657,1.622383713722229,-0.9266588091850281,0.1818035989999771,-0.21429690718650818,-0.1463637501001358,0.7220532894134521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.25910305976867676,-2.015422821044922,1.191971778869629,-1.158727765083313,1.7965683937072754,-0.858935534954071,-0.7432013750076294,-0.8219500184059143,-1.1631473302841187,0.7636315822601318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.2360321581363678,0.17008450627326965,1.1844160556793213,0.6736300587654114,0.1666405349969864,-0.9738456010818481,0.07527922093868256,-0.8718443512916565,-0.4597063958644867,1.3928934335708618,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8939509391784668,-1.6528171300888062,1.794097900390625,-1.483484148979187,-1.0069702863693237,-1.4962741136550903,1.123216986656189,0.920651376247406,-1.5204079151153564,1.660974383354187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5506700277328491,-0.48593905568122864,1.3196977376937866,-0.18372096121311188,3.0933988094329834,-0.5609647035598755,-3.496077299118042,-0.13133475184440613,-1.3835711479187012,-1.1865123510360718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.2511165142059326,-4.842812538146973,3.2863683700561523,-0.3328801393508911,-0.6944800615310669,-1.9649373292922974,1.1046940088272095,-0.8093277215957642,-0.8036336898803711,-3.108741521835327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.49053090810775757,1.9862761497497559,1.5871329307556152,-3.434276819229126,0.6524693965911865,2.729135274887085,1.851272463798523,-0.10796253383159637,-2.184096336364746,2.3348703384399414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.0425238609313965,-0.6751651763916016,-1.7391101121902466,-1.6124862432479858,0.1652529239654541,0.4824567437171936,-2.991616725921631,3.2114155292510986,-0.535270631313324,-3.5185868740081787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2509671449661255,-5.8408203125,-2.0622830390930176,0.7052950263023376,-1.0592470169067383,-0.3691386580467224,1.71893310546875,3.908435821533203,5.070875644683838,-0.8650144934654236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2834681272506714,-1.3130465745925903,0.9013168215751648,-0.6711071729660034,1.839089274406433,-0.6851683259010315,-0.037449128925800323,-0.5294473171234131,0.032615721225738525,-0.3030686378479004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.42444929480552673,-2.0231804847717285,1.3092706203460693,-1.149566888809204,0.9180657863616943,-1.7760897874832153,0.4954136908054352,-0.5234551429748535,-1.310567021369934,0.24331694841384888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1256482601165771,-2.064049243927002,2.2236850261688232,0.3883216977119446,-0.7211369872093201,0.2695944309234619,0.2829529941082001,-1.5418479442596436,-0.10105948150157928,0.2909133732318878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.27648475766181946,-0.16744571924209595,0.9580427408218384,-1.4071985483169556,2.152048349380493,-3.133880615234375,-1.4235628843307495,-1.7778948545455933,0.6346601843833923,1.3518387079238892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.1786093711853027,-1.5421072244644165,-1.1883924007415771,-1.2278028726577759,0.07254139333963394,-0.2994171977043152,3.0490148067474365,-1.6854301691055298,-0.7218248248100281,0.16365551948547363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2518953084945679,-1.1127989292144775,3.9455926418304443,-0.8610244989395142,0.7429591417312622,-2.461261749267578,-0.4548667073249817,-0.7406144142150879,-4.2550883293151855,0.9942314028739929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.04891055449843407,-0.8541222214698792,0.9481223821640015,-0.5722818970680237,3.6187567710876465,-4.364356994628906,-0.6138971447944641,-1.754432201385498,0.47957465052604675,5.261967658996582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.075070381164551,-5.139486312866211,4.796280384063721,1.9635436534881592,-1.1361377239227295,-3.303464651107788,-1.0526946783065796,-1.582387924194336,2.50636625289917,-2.3329849243164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7611548900604248,-2.8906564712524414,1.5411887168884277,-2.0987722873687744,-1.8934208154678345,-4.45689582824707,-0.2833576798439026,-3.643289089202881,0.4175252318382263,6.732743740081787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6364988684654236,-1.9733777046203613,0.8018893003463745,-0.3880383372306824,0.998724639415741,-1.2843449115753174,-0.39352285861968994,-0.9883740544319153,0.41456183791160583,0.03194788098335266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.27334049344062805,-1.5483472347259521,1.6717610359191895,0.22279490530490875,0.9298214912414551,-0.0355103462934494,0.06518317013978958,0.3270268738269806,1.0977001190185547,0.4455372095108032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4049478769302368,-1.8411434888839722,0.5286536812782288,-2.5208325386047363,0.015158683992922306,-0.792834460735321,0.17974890768527985,-2.4080982208251953,0.3118595480918884,1.0850571393966675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8403975367546082,-0.9869751334190369,1.3504955768585205,-3.225266933441162,0.4251042902469635,-2.129516124725342,0.5355978608131409,0.5329808592796326,-1.4307136535644531,-1.0612428188323975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.621774435043335,-1.4778573513031006,0.2570720314979553,-1.7907443046569824,0.46366825699806213,0.8161166906356812,0.6890987157821655,-1.1157712936401367,2.2348854541778564,0.7197383046150208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4949869215488434,-0.7846717238426208,1.0123138427734375,-3.0714800357818604,3.120222330093384,-1.4319953918457031,-1.1269667148590088,-0.8420549631118774,4.500407695770264,-1.860999345779419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.2953314781188965,-4.004486560821533,3.755770206451416,-2.170931577682495,-1.9483659267425537,-1.8742464780807495,-1.5737192630767822,-2.3114986419677734,-0.6877525448799133,0.6410027146339417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.5779194831848145,-4.5828447341918945,-3.613919734954834,-0.6789670586585999,-0.6629385948181152,-1.681363821029663,1.537505865097046,-2.814338445663452,-4.237478733062744,1.124592900276184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.741827964782715,1.0164698362350464,-2.013821840286255,-4.9973063468933105,-1.0833433866500854,2.209664821624756,2.4577724933624268,-2.414824962615967,0.8964723348617554,1.7303907871246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7917075753211975,-1.9026490449905396,1.1028929948806763,-0.8390985131263733,1.2711299657821655,-0.989669680595398,0.08138588070869446,-0.5766199231147766,0.7838118076324463,0.4123855531215668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7522069811820984,-1.3202435970306396,1.2584950923919678,-0.40058794617652893,1.642888069152832,-0.08934924006462097,0.9428738951683044,-0.9850834012031555,0.8239830732345581,-0.6538577675819397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.22781208157539368,-1.0070786476135254,1.160207986831665,-0.2861439883708954,2.3851158618927,-1.808230996131897,0.5900890827178955,-0.67813640832901,-1.9569586515426636,0.9241942167282104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.03969107195734978,-2.202561616897583,-0.19733771681785583,1.3735944032669067,2.927920341491699,-1.1845624446868896,0.051236748695373535,1.5162264108657837,-1.1629517078399658,-0.7776800990104675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3463865518569946,-3.2363219261169434,-0.8987182974815369,-0.7785125970840454,2.6914844512939453,-0.25744983553886414,1.93368661403656,-2.8507299423217773,-1.6856091022491455,-1.7147029638290405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2146536111831665,-2.1236774921417236,1.3592472076416016,1.0337332487106323,3.8710341453552246,1.6241455078125,3.2462422847747803,-0.010711002163589,1.3787250518798828,-2.7100069522857666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3312876224517822,-0.6721973419189453,-2.488910675048828,-2.037574052810669,-0.678726315498352,-3.069261312484741,-1.6372113227844238,0.5911487936973572,1.5622903108596802,3.918652296066284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.857073187828064,-3.765549421310425,0.5429493188858032,-4.046274662017822,5.823840141296387,-2.9387736320495605,2.883166551589966,-0.426674485206604,1.3234223127365112,-2.7324986457824707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.246643304824829,-4.286087512969971,-0.9966326951980591,3.8337581157684326,-1.5373793840408325,-2.9265551567077637,-1.6049600839614868,-5.617339134216309,-0.41830456256866455,2.460010528564453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5612390041351318,-1.4757754802703857,0.25733986496925354,-0.9693787693977356,1.4172497987747192,-0.759831964969635,0.4780530631542206,-0.7598592042922974,-0.07380819320678711,0.05277961120009422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.004789740312844515,-1.945568561553955,1.0636494159698486,-1.6228842735290527,1.7401938438415527,-0.1822243481874466,0.012719567865133286,-1.8172295093536377,1.1031159162521362,0.007611800916492939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1378796249628067,-2.673438549041748,-0.03916265815496445,-0.6776975393295288,1.0606813430786133,-1.8662798404693604,-1.5702705383300781,0.12859958410263062,-1.4637961387634277,-0.0096582705155015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.48958539962768555,0.21187971532344818,-0.4365455210208893,-1.2616640329360962,0.836931586265564,-1.210877776145935,-2.2619102001190186,-1.513828158378601,0.39360880851745605,-1.5953398942947388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2510429620742798,1.807987928390503,0.8260576725006104,-2.8296918869018555,0.24734407663345337,-0.8351860642433167,0.9640326499938965,-0.0016800210578367114,-0.8312851786613464,-1.1460984945297241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.707028388977051,-3.3170127868652344,0.589945375919342,1.8864763975143433,0.674965500831604,2.059004068374634,0.8806185722351074,-1.4408981800079346,-0.4852355718612671,-3.3535218238830566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.3284974098205566,-2.0323126316070557,-0.8532670140266418,2.4105417728424072,3.6924924850463867,-0.7882997393608093,-0.07580026239156723,-0.13958364725112915,4.490701675415039,-1.136012077331543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.493068695068359,-2.1452417373657227,2.192476511001587,0.19978472590446472,2.2678773403167725,2.212707042694092,-1.0350252389907837,0.16552548110485077,1.108687400817871,3.235842227935791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.2629172205924988,-4.759440898895264,4.573698043823242,6.060427665710449,1.2923113107681274,0.5634695887565613,-2.6700847148895264,1.088437557220459,-0.9766587615013123,0.6875184774398804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.05476859211921692,-2.186215877532959,0.9214077591896057,-1.1196856498718262,1.202008605003357,-1.0617353916168213,-0.11792813986539841,-0.6097317337989807,0.49576282501220703,-0.4538912773132324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.28413429856300354,-2.000175952911377,1.4874809980392456,-2.0445120334625244,1.6280899047851562,-1.231282114982605,-0.21511220932006836,0.2886970341205597,-0.13057519495487213,-0.016820397228002548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.38015568256378174,-0.6335433721542358,0.8526139259338379,-0.5620161294937134,1.1943367719650269,0.803372323513031,-0.9377162456512451,-2.2340095043182373,0.4666549861431122,1.1769862174987793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5692622661590576,-1.0114308595657349,1.6437275409698486,0.7831048369407654,0.177028626203537,0.5306930541992188,-1.6921406984329224,-1.0109238624572754,2.367583751678467,-0.3373253643512726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0712436437606812,0.9415701627731323,-0.6585630774497986,0.9217683672904968,1.0147038698196411,-1.6441313028335571,1.2428821325302124,-1.416609764099121,2.1795523166656494,2.037236213684082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.670364260673523,-2.5606400966644287,5.317941188812256,-2.2413642406463623,2.413567304611206,-0.33674073219299316,0.923330545425415,0.5757514238357544,-1.6375457048416138,-2.308387041091919,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6729873418807983,0.8443371057510376,0.4202897250652313,-3.7354094982147217,3.1818602085113525,-0.8606551289558411,1.208657145500183,2.1871464252471924,2.5567588806152344,-3.1387057304382324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.6201372146606445,2.4293758869171143,2.6833927631378174,-3.082394599914551,3.6324405670166016,-0.22430750727653503,-1.1554210186004639,0.5526474118232727,-2.6529719829559326,0.03813105449080467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.5094852447509766,-3.5673508644104004,-2.52630877494812,-3.0576868057250977,-1.3843064308166504,-0.22211506962776184,-6.05969762802124,0.5913954973220825,0.2763708233833313,0.6837193369865417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5143769383430481,-1.514174222946167,1.101659893989563,-0.5066838264465332,0.6131898760795593,-0.8924431800842285,0.1335781067609787,-0.7828038930892944,0.1257251501083374,0.7508198618888855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5647705793380737,-1.996657133102417,0.5660912990570068,-1.5665496587753296,1.136077642440796,-0.5157302021980286,-0.14260050654411316,-1.597690224647522,1.3055821657180786,0.877749502658844,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.36892205476760864,-2.785630464553833,0.43977341055870056,0.4535868465900421,1.6689949035644531,-1.1397188901901245,0.21938146650791168,0.08302387595176697,0.1366741806268692,2.490476608276367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4022201299667358,-2.4782557487487793,0.08222201466560364,0.179964080452919,2.7914164066314697,0.5165510773658752,-0.9492833018302917,1.6086571216583252,-0.7771127820014954,0.5690600872039795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.832525610923767,-3.389169454574585,1.6369723081588745,-0.22702667117118835,2.4002957344055176,0.6758102178573608,2.786912441253662,-0.7845501899719238,-2.6496036052703857,1.0360921621322632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.486574649810791,-4.953125476837158,1.3203929662704468,-0.7370842099189758,2.040801763534546,-2.791210651397705,-3.274730682373047,0.4307873249053955,-1.2752643823623657,-1.112359642982483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8251203298568726,-5.770618915557861,3.4010744094848633,2.3778796195983887,1.3006157875061035,-1.195424199104309,0.665540337562561,0.852001965045929,-3.1193313598632812,-0.46880078315734863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.9332592487335205,-5.01875638961792,1.816717267036438,-0.6861501932144165,-2.7719974517822266,1.0492082834243774,-0.37828007340431213,-0.3552190661430359,4.235226154327393,2.1210622787475586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.37230923771858215,-2.8305258750915527,-5.718789100646973,-2.413217544555664,3.289290189743042,-3.7529170513153076,0.06945871561765671,1.3722184896469116,4.01981782913208,0.24562092125415802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7133713364601135,-1.399937391281128,1.1205313205718994,-0.6887300610542297,0.9822583198547363,-1.1563992500305176,0.4145728647708893,-1.107988715171814,0.1653311550617218,0.13181768357753754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7299628257751465,-1.9365168809890747,0.43214526772499084,-0.7885589599609375,1.4742220640182495,0.37427887320518494,-0.6396896243095398,-0.921955406665802,1.0185058116912842,1.0391088724136353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6795870065689087,-2.853280782699585,1.3455387353897095,-0.2790369987487793,1.7489814758300781,0.02182646095752716,-1.331343412399292,-1.6990243196487427,1.2725430727005005,0.661241888999939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5104668140411377,-3.5379788875579834,1.5584334135055542,-0.538884162902832,1.4141160249710083,-3.884652614593506,-1.1290686130523682,-1.086258888244629,-0.5377677083015442,-0.46522966027259827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8757068514823914,-0.13293713331222534,2.508423089981079,-1.05137300491333,1.5232658386230469,2.3391480445861816,-1.1416631937026978,1.2719478607177734,-1.421530842781067,0.936650276184082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.686555802822113,-0.7296831011772156,0.8442063927650452,-1.8734707832336426,-2.962574005126953,2.4103431701660156,0.22582194209098816,-1.693971872329712,-0.6925956606864929,-1.894778847694397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.603040933609009,-1.3644417524337769,1.2417939901351929,-1.0464402437210083,3.040184736251831,1.4232797622680664,2.560602903366089,0.9907927513122559,-4.479663372039795,1.5008848905563354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.26555588841438293,-7.7017645835876465,-0.8759477138519287,1.3753559589385986,-0.6747777462005615,0.8630044460296631,-0.8065106868743896,-2.5090856552124023,-3.1387712955474854,1.5108641386032104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.797346293926239,-2.3395779132843018,-4.775066375732422,-2.5034186840057373,1.277021884918213,-2.197505235671997,1.0885043144226074,1.052262544631958,2.6119487285614014,5.8341593742370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6671977639198303,-2.1038732528686523,1.0117967128753662,-0.7332128286361694,1.6960134506225586,-0.5501953363418579,0.6156396865844727,-0.48152151703834534,0.0367528460919857,-0.2034606784582138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.12352652102708817,-2.502159833908081,1.6322606801986694,-1.3427929878234863,-0.08270218223333359,-1.210387945175171,0.20118282735347748,0.02412390522658825,-0.0713673010468483,-0.1804647594690323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
